row_id,climate_category_id,main_id,name,year,scenario,category
CC-bf503b6b-2041_2070-ssp126-1,BC-MAIN-bf503b6b,BC-MAIN-bf503b6b,Highland Valley,2041_2070,ssp126,"BSk - Arid, steppe, cold"
CC-193ddddb-2041_2070-ssp126-1,BC-MAIN-193ddddb,BC-MAIN-193ddddb,Schaft Creek,2041_2070,ssp126,"Dsc - Cold, dry summer, cold summer"
CC-3bb6b7cd-2041_2070-ssp126-1,BC-MAIN-3bb6b7cd,BC-MAIN-3bb6b7cd,Trail,2041_2070,ssp126,"Dsa - Cold, dry summer, hot summer"
CC-137bbc71-2041_2070-ssp126-1,ON-MAIN-137bbc71,ON-MAIN-137bbc71,Mississauga,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-4f03382f-2041_2070-ssp126-1,QC-MAIN-4f03382f,QC-MAIN-4f03382f,Sainte-Catherine,2041_2070,ssp126,
CC-2587e541-2041_2070-ssp126-1,QC-MAIN-2587e541,QC-MAIN-2587e541,Strange Lake,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-23155c25-2041_2070-ssp126-1,BC-MAIN-23155c25,BC-MAIN-23155c25,Myra Falls,2041_2070,ssp126,"Cfb - Temperate, no dry season, warm summer"
CC-75f260ea-2041_2070-ssp126-1,ON-MAIN-75f260ea,ON-MAIN-75f260ea,Brampton Division,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-59a49b3e-2041_2070-ssp126-1,ON-MAIN-59a49b3e,ON-MAIN-59a49b3e,Hamilton Parkdale Division,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-00855a72-2041_2070-ssp126-1,ON-MAIN-00855a72,ON-MAIN-00855a72,Sault Ste. Marie Division,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-68c87980-2041_2070-ssp126-1,YT-MAIN-68c87980,YT-MAIN-68c87980,Freegold Mountain,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-b2148882-2041_2070-ssp126-1,QC-MAIN-b2148882,QC-MAIN-b2148882,Troilus,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-4a6187a4-2041_2070-ssp126-1,ON-MAIN-4a6187a4,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-9dd2b7f8-2041_2070-ssp126-1,SK-MAIN-9dd2b7f8,SK-MAIN-9dd2b7f8,Horseshoe-Raven,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-387b06fe-2041_2070-ssp126-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-de2f9639-2041_2070-ssp126-1,ON-MAIN-de2f9639,ON-MAIN-de2f9639,Clarabelle,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-6e9b2449-2041_2070-ssp126-1,ON-MAIN-6e9b2449,ON-MAIN-6e9b2449,Coleman,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-f080c409-2041_2070-ssp126-1,ON-MAIN-f080c409,ON-MAIN-f080c409,Copper Cliff Complex,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-63b394c3-2041_2070-ssp126-1,ON-MAIN-63b394c3,ON-MAIN-63b394c3,Copper Cliff Complex,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-52224e1e-2041_2070-ssp126-1,ON-MAIN-52224e1e,ON-MAIN-52224e1e,Creighton,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-48fe2205-2041_2070-ssp126-1,ON-MAIN-48fe2205,ON-MAIN-48fe2205,Garson,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-2e13aaa0-2041_2070-ssp126-1,ON-MAIN-2e13aaa0,ON-MAIN-2e13aaa0,Port Colborne,2041_2070,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-e0a6250e-2041_2070-ssp126-1,MB-MAIN-e0a6250e,MB-MAIN-e0a6250e,Thompson (T-1 and T-3),2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-28f3f0fc-2041_2070-ssp126-1,ON-MAIN-28f3f0fc,ON-MAIN-28f3f0fc,Totten,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-d9036091-2041_2070-ssp126-1,NL-MAIN-d9036091,NL-MAIN-d9036091,Long Harbour,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-2d8801d6-2041_2070-ssp126-1,NL-MAIN-2d8801d6,NL-MAIN-2d8801d6,Voisey’s Bay,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-860bbbfc-2041_2070-ssp126-1,QC-MAIN-860bbbfc,QC-MAIN-860bbbfc,Lac Doré Vanadium,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-e05ed9fe-2041_2070-ssp126-1,YT-MAIN-e05ed9fe,YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-d59f82aa-2041_2070-ssp126-1,QC-MAIN-d59f82aa,QC-MAIN-d59f82aa,Sirmac,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-b1b28b01-2041_2070-ssp126-1,NT-MAIN-b1b28b01,NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-63f096a6-2041_2070-ssp126-1,AB-MAIN-63f096a6,AB-MAIN-63f096a6,Rainbow Lake,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-be473617-2041_2070-ssp126-1,QC-MAIN-be473617,QC-MAIN-be473617,Mont Sorcier,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-3c468faa-2041_2070-ssp126-1,ON-MAIN-3c468faa,ON-MAIN-3c468faa,Superior Lake,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-cb85213a-2041_2070-ssp126-1,ON-MAIN-cb85213a,ON-MAIN-cb85213a,Eagle River,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-9de9bb0d-2041_2070-ssp126-1,QC-MAIN-9de9bb0d,QC-MAIN-9de9bb0d,Kiena,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-c5fefb01-2041_2070-ssp126-1,ON-MAIN-c5fefb01,ON-MAIN-c5fefb01,Mishi,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-feb13c30-2041_2070-ssp126-1,BC-MAIN-feb13c30,BC-MAIN-feb13c30,Record Ridge,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-5e0d8b48-2041_2070-ssp126-1,YT-MAIN-5e0d8b48,YT-MAIN-5e0d8b48,Casino,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-71ad0a66-2041_2070-ssp126-1,SK-MAIN-71ad0a66,SK-MAIN-71ad0a66,Milestone,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-12c68d49-2041_2070-ssp126-1,ON-MAIN-12c68d49,ON-MAIN-12c68d49,Eagle's Nest,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-bae48393-2041_2070-ssp126-1,SK-MAIN-bae48393,SK-MAIN-bae48393,Southey,2041_2070,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-891d3cb5-2041_2070-ssp126-1,BC-MAIN-891d3cb5,BC-MAIN-891d3cb5,Akie,2041_2070,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-5801b453-2041_2070-ssp245-1,QC-MAIN-5801b453,QC-MAIN-5801b453,Abcourt-Barvue,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-d29e0839-2041_2070-ssp245-1,QC-MAIN-d29e0839,QC-MAIN-d29e0839,Sleeping Giant,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-f1ff4920-2041_2070-ssp245-1,QC-MAIN-f1ff4920,QC-MAIN-f1ff4920,Akasaba West,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-4ea8ac9d-2041_2070-ssp245-1,NU-MAIN-4ea8ac9d,NU-MAIN-4ea8ac9d,Amaruq,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-e7e6a960-2041_2070-ssp245-1,QC-MAIN-e7e6a960,QC-MAIN-e7e6a960,Canadian Malartic,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-aeafbb59-2041_2070-ssp245-1,ON-MAIN-aeafbb59,ON-MAIN-aeafbb59,Detour Lake,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-c0660aec-2041_2070-ssp245-1,QC-MAIN-c0660aec,QC-MAIN-c0660aec,Goldex,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-e51eda66-2041_2070-ssp245-1,QC-MAIN-e51eda66,QC-MAIN-e51eda66,LaRonde,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-1f126a43-2041_2070-ssp245-1,ON-MAIN-1f126a43,ON-MAIN-1f126a43,Macassa,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-730aefe3-2041_2070-ssp245-1,NU-MAIN-730aefe3,NU-MAIN-730aefe3,Meadowbank,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-8b0264c9-2041_2070-ssp245-1,NU-MAIN-8b0264c9,NU-MAIN-8b0264c9,Meliadine,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-5d21dbd5-2041_2070-ssp245-1,MB-MAIN-5d21dbd5,MB-MAIN-5d21dbd5,Monument Bay,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-74997012-2041_2070-ssp245-1,ON-MAIN-74997012,ON-MAIN-74997012,Upper Beaver,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-687b8c8d-2041_2070-ssp245-1,ON-MAIN-687b8c8d,ON-MAIN-687b8c8d,Island,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-7607a50e-2041_2070-ssp245-1,ON-MAIN-7607a50e,ON-MAIN-7607a50e,Young-Davidson,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-52c01ae4-2041_2070-ssp245-1,QC-MAIN-52c01ae4,QC-MAIN-52c01ae4,Baie-Comeau,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-eac5a52b-2041_2070-ssp245-1,QC-MAIN-eac5a52b,QC-MAIN-eac5a52b,Deschambault,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-81a288d0-2041_2070-ssp245-1,QC-MAIN-81a288d0,QC-MAIN-81a288d0,Elysis,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-c8966bdc-2041_2070-ssp245-1,QC-MAIN-c8966bdc,QC-MAIN-c8966bdc,Bécancour,2041_2070,ssp245,
CC-eab8c362-2041_2070-ssp245-1,ON-MAIN-eab8c362,ON-MAIN-eab8c362,Algoma Steel,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-8c7063b2-2041_2070-ssp245-1,QC-MAIN-8c7063b2,QC-MAIN-8c7063b2,James Bay Lithium,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-3ef4f421-2041_2070-ssp245-1,BC-MAIN-3ef4f421,BC-MAIN-3ef4f421,Avanti Kitsault,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-9fed34a8-2041_2070-ssp245-1,AB-MAIN-9fed34a8,AB-MAIN-9fed34a8,AltaSteel,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-9e0c4fb2-2041_2070-ssp245-1,NB-MAIN-9e0c4fb2,NB-MAIN-9e0c4fb2,AIM Recycling Atlantic,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-9623499f-2041_2070-ssp245-1,ON-MAIN-9623499f,ON-MAIN-9623499f,AIM Recycling Hamilton,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-abe563b5-2041_2070-ssp245-1,QC-MAIN-abe563b5,QC-MAIN-abe563b5,AIM Recycling La Prairie,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-a1159813-2041_2070-ssp245-1,QC-MAIN-a1159813,QC-MAIN-a1159813,AIM Recycling Laval,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-15d7c629-2041_2070-ssp245-1,QC-MAIN-15d7c629,QC-MAIN-15d7c629,AIM Recycling Lévis,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-41bf5ea5-2041_2070-ssp245-1,QC-MAIN-41bf5ea5,QC-MAIN-41bf5ea5,AIM Recycling Montréal-Est,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-8056a739-2041_2070-ssp245-1,ON-MAIN-8056a739,ON-MAIN-8056a739,AIM Recycling Ottawa East,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-30ff61c3-2041_2070-ssp245-1,QC-MAIN-30ff61c3,QC-MAIN-30ff61c3,Contrecœur-Feruni,2041_2070,ssp245,
CC-33c09b8b-2041_2070-ssp245-1,QC-MAIN-33c09b8b,QC-MAIN-33c09b8b,Fire Lake,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-084bd95c-2041_2070-ssp245-1,QC-MAIN-084bd95c,QC-MAIN-084bd95c,Mont-Wright,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-1eee4ace-2041_2070-ssp245-1,QC-MAIN-1eee4ace,QC-MAIN-1eee4ace,Contrecœur East,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-844dcc47-2041_2070-ssp245-1,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,2041_2070,ssp245,
CC-e25eed27-2041_2070-ssp245-1,QC-MAIN-e25eed27,QC-MAIN-e25eed27,Port-Cartier,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-4c35e094-2041_2070-ssp245-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-8825d90d-2041_2070-ssp245-1,ON-MAIN-8825d90d,ON-MAIN-8825d90d,Magino,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-de2e2f8e-2041_2070-ssp245-1,SK-MAIN-de2e2f8e,SK-MAIN-de2e2f8e,Prairie Lithium,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-e928d96a-2041_2070-ssp245-1,ON-MAIN-e928d96a,ON-MAIN-e928d96a,Brampton,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-e55cb3d1-2041_2070-ssp245-1,NB-MAIN-e55cb3d1,NB-MAIN-e55cb3d1,Millstream,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-4f11f183-2041_2070-ssp245-1,NT-MAIN-4f11f183,NT-MAIN-4f11f183,Nechalacho - Basal Zone,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-46f71d5b-2041_2070-ssp245-1,ON-MAIN-46f71d5b,ON-MAIN-46f71d5b,Separation Rapids,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-f79436ec-2041_2070-ssp245-1,SK-MAIN-f79436ec,SK-MAIN-f79436ec,Jansen,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-2cc9bb06-2041_2070-ssp245-1,YT-MAIN-2cc9bb06,YT-MAIN-2cc9bb06,Kudz Ze Kayah,2041_2070,ssp245,"Dsc - Cold, dry summer, cold summer"
CC-5154702a-2041_2070-ssp245-1,NU-MAIN-5154702a,NU-MAIN-5154702a,Mary River,2041_2070,ssp245,"ET - Polar, tundra"
CC-6e9be24e-2041_2070-ssp245-1,ON-MAIN-6e9be24e,ON-MAIN-6e9be24e,Hemlo (Williams),2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-8434dce0-2041_2070-ssp245-1,AB-MAIN-8434dce0,AB-MAIN-8434dce0,Baymag,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-895cb178-2041_2070-ssp245-1,NL-MAIN-895cb178,NL-MAIN-895cb178,Buchans River,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-6c1d6ee6-2041_2070-ssp245-1,NT-MAIN-6c1d6ee6,NT-MAIN-6c1d6ee6,Ekati,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-715d4318-2041_2070-ssp245-1,QC-MAIN-715d4318,QC-MAIN-715d4318,Horizon,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-2951d12e-2041_2070-ssp245-1,AB-MAIN-2951d12e,AB-MAIN-2951d12e,Calgary Facility,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-0c5b40d8-2041_2070-ssp245-1,NB-MAIN-0c5b40d8,NB-MAIN-0c5b40d8,Nash Creek,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-484e4fa3-2041_2070-ssp245-1,ON-MAIN-484e4fa3,ON-MAIN-484e4fa3,Blind River,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-91cf5448-2041_2070-ssp245-1,SK-MAIN-91cf5448,SK-MAIN-91cf5448,Cigar Lake,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-bb89158f-2041_2070-ssp245-1,SK-MAIN-bb89158f,SK-MAIN-bb89158f,Key Lake,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-d3c471e8-2041_2070-ssp245-1,SK-MAIN-d3c471e8,SK-MAIN-d3c471e8,McArthur River,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-237587f6-2041_2070-ssp245-1,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-4c5c1179-2041_2070-ssp245-1,ON-MAIN-4c5c1179,ON-MAIN-4c5c1179,Crawford,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-8e04eb21-2041_2070-ssp245-1,NB-MAIN-8e04eb21,NB-MAIN-8e04eb21,Murray Brook,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-37e9571e-2041_2070-ssp245-1,ON-MAIN-37e9571e,ON-MAIN-37e9571e,Thierry,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-3e7d42ac-2041_2070-ssp245-1,NB-MAIN-3e7d42ac,NB-MAIN-3e7d42ac,Woodstock,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-eae1621e-2041_2070-ssp245-1,NU-MAIN-eae1621e,NU-MAIN-eae1621e,Ferguson Lake,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-5ce331b8-2041_2070-ssp245-1,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-eba3e309-2041_2070-ssp245-1,BC-MAIN-eba3e309,BC-MAIN-eba3e309,Golden Crown,2041_2070,ssp245,"Dsb - Cold, dry summer, warm summer"
CC-e34feb4d-2041_2070-ssp245-1,BC-MAIN-e34feb4d,BC-MAIN-e34feb4d,Kemess,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-ed23117f-2041_2070-ssp245-1,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-089f3c60-2041_2070-ssp245-1,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-251d6364-2041_2070-ssp245-1,NL-MAIN-251d6364,NL-MAIN-251d6364,Beaver Brook,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-be399420-2041_2070-ssp245-1,ON-MAIN-be399420,ON-MAIN-be399420,Thunder Bay North,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-3330383b-2041_2070-ssp245-1,QC-MAIN-3330383b,QC-MAIN-3330383b,Eldor (Ashram),2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-6fca9d6d-2041_2070-ssp245-1,MB-MAIN-6fca9d6d,MB-MAIN-6fca9d6d,Lynn Lake,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-d4e2812a-2041_2070-ssp245-1,QC-MAIN-d4e2812a,QC-MAIN-d4e2812a,Rose,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-9a0307f6-2041_2070-ssp245-1,AB-MAIN-9a0307f6,AB-MAIN-9a0307f6,SBH Black Shale,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-94e652a5-2041_2070-ssp245-1,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-382acb18-2041_2070-ssp245-1,BC-MAIN-382acb18,BC-MAIN-382acb18,Wicheeda,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-4aef3cb2-2041_2070-ssp245-1,SK-MAIN-4aef3cb2,SK-MAIN-4aef3cb2,Waterbury,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-95ec2625-2041_2070-ssp245-1,SK-MAIN-95ec2625,SK-MAIN-95ec2625,Wheeler River,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-51068f3b-2041_2070-ssp245-1,BC-MAIN-51068f3b,BC-MAIN-51068f3b,Kitsault Valley,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-7d4a0421-2041_2070-ssp245-1,AB-MAIN-7d4a0421,AB-MAIN-7d4a0421,Bashaw District,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-26b9aaf3-2041_2070-ssp245-1,SK-MAIN-26b9aaf3,SK-MAIN-26b9aaf3,EVRAZ Regina,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-575ff9de-2041_2070-ssp245-1,AB-MAIN-575ff9de,AB-MAIN-575ff9de,GenAlta Recycling Inc.,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-c3d6d0d2-2041_2070-ssp245-1,MB-MAIN-c3d6d0d2,MB-MAIN-c3d6d0d2,General Scrap,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-2a44a3b1-2041_2070-ssp245-1,AB-MAIN-2a44a3b1,AB-MAIN-2a44a3b1,Navajo Metals Inc.,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-5faf4b42-2041_2070-ssp245-1,SK-MAIN-5faf4b42,SK-MAIN-5faf4b42,Wheat City Metals Inc.,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-f9e41c2a-2041_2070-ssp245-1,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-6664e89b-2041_2070-ssp245-1,ON-MAIN-6664e89b,ON-MAIN-6664e89b,Battery Materials Park,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-5398dfac-2041_2070-ssp245-1,QC-MAIN-5398dfac,QC-MAIN-5398dfac,Elkem Chicoutimi,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-8daee686-2041_2070-ssp245-1,SK-MAIN-8daee686,SK-MAIN-8daee686,Muskowekwan,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-2cf66e65-2041_2070-ssp245-1,QC-MAIN-2cf66e65,QC-MAIN-2cf66e65,Becancour Plant,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-7f050560-2041_2070-ssp245-1,ON-MAIN-7f050560,ON-MAIN-7f050560,Red Lake,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-e1641dfb-2041_2070-ssp245-1,BC-MAIN-e1641dfb,BC-MAIN-e1641dfb,Decar,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-c1cc9f7c-2041_2070-ssp245-1,QC-MAIN-c1cc9f7c,QC-MAIN-c1cc9f7c,Becancour Silicon,2041_2070,ssp245,
CC-c139de6d-2041_2070-ssp245-1,NL-MAIN-c139de6d,NL-MAIN-c139de6d,Ming,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-842ba1b4-2041_2070-ssp245-1,NL-MAIN-842ba1b4,NL-MAIN-842ba1b4,Nugget Pond,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-ca488f19-2041_2070-ssp245-1,YT-MAIN-ca488f19,YT-MAIN-ca488f19,Macmillan Pass,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-70d629b4-2041_2070-ssp245-1,YT-MAIN-70d629b4,YT-MAIN-70d629b4,Mactung,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-4eee18d1-2041_2070-ssp245-1,AB-MAIN-4eee18d1,AB-MAIN-4eee18d1,Worsley,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-efff21d3-2041_2070-ssp245-1,BC-MAIN-efff21d3,BC-MAIN-efff21d3,Deer Horn,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-0684a5d8-2041_2070-ssp245-1,SK-MAIN-0684a5d8,SK-MAIN-0684a5d8,Patterson Lake South,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-f7fde5b4-2041_2070-ssp245-1,MB-MAIN-f7fde5b4,MB-MAIN-f7fde5b4,Minago,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-ae473a4e-2041_2070-ssp245-1,QC-MAIN-ae473a4e,QC-MAIN-ae473a4e,Lac Knife,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-7a11ae49-2041_2070-ssp245-1,SK-MAIN-7a11ae49,SK-MAIN-7a11ae49,McIlvenna Bay,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-ca9625ce-2041_2070-ssp245-1,AB-MAIN-ca9625ce,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-b7cdf82c-2041_2070-ssp245-1,NT-MAIN-b7cdf82c,NT-MAIN-b7cdf82c,NICO,2041_2070,ssp245,"Dfc - Cold, no dry season, cold summer"
CC-d47616e5-2041_2070-ssp245-1,ON-MAIN-d47616e5,ON-MAIN-d47616e5,Martison,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-c06904f0-2041_2070-ssp245-1,ON-MAIN-c06904f0,ON-MAIN-c06904f0,Pakeagama,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-64bbe7e6-2041_2070-ssp245-1,ON-MAIN-64bbe7e6,ON-MAIN-64bbe7e6,Marathon,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-f2a5edd8-2041_2070-ssp245-1,SK-MAIN-f2a5edd8,SK-MAIN-f2a5edd8,Vanguard,2041_2070,ssp245,"Dfb - Cold, no dry season, warm summer"
CC-22426144-2041_2070-ssp245-1,QC-MAIN-22426144,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
CC-0d5c2cae-2041_2070-ssp245-1,MB-MAIN-0d5c2cae,MB-MAIN-0d5c2cae,Selkirk Division,2041_2070,ssp245,"Dfa - Cold, no dry season, hot summer"
