row_id,year,tailing_id,tsf_name,related_mine,main_owner,full_ownership,operator,longitude,latitude,status,construction_year,raise_type,current_maximum_height,current_tailings_storage,planned_storage_5_years,hazard_categorization,classification_system,link,source,source_df,geometry,main_id,cluster_id
TAIL-361d5ef5-2019-1,2019,ON-TAIL-361d5ef5,A Area Tailings,Copper Cliff,Vale,,Vale S.A.,-81.140583,46.4714167,Inactive Care and Maintenance,1936.0,Upstream,25.0,8400000,8400000,Extreme,Canadian Dam Association,http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,,tailings_source_df,POINT (1067201.480829 -165859.634688),ON-MAIN-f080c409,22
TAIL-4169443d-2019-1,2019,ON-TAIL-4169443d,M Area Tailings,Copper Cliff,Vale,,Vale S.A.,-81.140583,46.4714167,Inactive Care and Maintenance,1945.0,Upstream,37.0,58600000,58600000,Extreme,Canadian Dam Association,http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,,tailings_source_df,POINT (1067201.480829 -165859.634688),ON-MAIN-f080c409,22
TAIL-48c553b1-2019-1,2019,ON-TAIL-48c553b1,P Area Tailings,Copper Cliff,Vale,,Vale S.A.,-81.140583,46.4714167,Inactive Care and Maintenance,1960.0,Upstream,45.0,59700000,59700000,Extreme,Canadian Dam Association,http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,,tailings_source_df,POINT (1067201.480829 -165859.634688),ON-MAIN-f080c409,22
TAIL-77467204-2019-1,2019,ON-TAIL-77467204,R1 Tailings,Copper Cliff,Vale,,Vale S.A.,-81.140583,46.4714167,Active,1985.0,"Compacted
Outer Shell",14.0,2900000,4000000,Extreme,Canadian Dam Association,http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,,tailings_source_df,POINT (1067201.480829 -165859.634688),ON-MAIN-f080c409,22
TAIL-b36577c2-2019-1,2019,ON-TAIL-b36577c2,R2 Tailings,Copper Cliff,Vale,,Vale S.A.,-81.140583,46.4714167,Active,1985.0,"Compacted
Outer Shell",13.0,18000000,18000000,Extreme,Canadian Dam Association,http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,,tailings_source_df,POINT (1067201.480829 -165859.634688),ON-MAIN-f080c409,22
TAIL-23577523-2019-1,2019,ON-TAIL-23577523,R3 Tailings,Copper Cliff,Vale,,Vale S.A.,-81.140583,46.4714167,Active,1985.0,"Compacted
Outer Shell",27.0,39000000,42000000,Extreme,Canadian Dam Association,http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,,tailings_source_df,POINT (1067201.480829 -165859.634688),ON-MAIN-f080c409,22
TAIL-6b026135-2019-1,2019,ON-TAIL-6b026135,R4 Tailings,Copper Cliff,Vale,,Vale S.A.,-81.140583,46.4714167,Active,1990.0,"Compacted
Outer Shell",22.0,59000000,63000000,Extreme,Canadian Dam Association,http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,,tailings_source_df,POINT (1067201.480829 -165859.634688),ON-MAIN-f080c409,22
TAIL-418125be-2019-1,2019,QC-TAIL-418125be,Canadian Malartic TSF,Canadian Malartic,Yamana Gold Inc.,Agnico Eagle Mines Limited,Canadian Malartic Corporation,-78.1036111,48.1113889,Active,2012.0,Upstream,40.0,96000000,136500000,Medium to High,CDA/Yamana,https://s22.q4cdn.com/899716706/files/doc_downloads/2019/06/Tailings-Safety-Disclosure-Data.pdf,,tailings_source_df,POINT (1247836.941554 67731.970618),QC-MAIN-e7e6a960,12
TAIL-d8702dd7-2019-1,2019,BC-TAIL-d8702dd7,Beaverdell North Tailings Storage Facility,Beaverdell,Teck,,Teck Corporation Ltd.,-119.095922,49.441605,Inactive,1980.0,Downstream,12.0,384000,384000,Significant,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1703123.199234 375582.457115),,144
TAIL-36941c82-2019-1,2019,BC-TAIL-36941c82,Beaverdell South Tailings Storage Facility,Beaverdell,Teck,,Teck Corporation Ltd.,-119.097717,49.435957,Inactive,1954.0,Downstream,10.0,544000,544000,Significant,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1703475.884613 375047.884559),,144
TAIL-698712cc-2019-1,2019,BC-TAIL-698712cc,Bullmoose Tailings Storage Facility,Bullmoose,Teck,,Teck Corporation Ltd.,-121.476274,55.136278,Inactive,1983.0,Downstream,38.0,4400000,4400000,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1608650.029289 1015406.04407),,130
TAIL-cf1f0646-2019-1,2019,NL-TAIL-cf1f0646,Duck Pond Tailings Management Facility,Duck Pond,Teck,,Teck Corporation Ltd.,-56.490561,48.64748,Inactive,2006.0,Single Stage,9.5,1260000,1260000,Low,Canadian Dam Association (CDA),https://www.teck.com/Tailings/,,tailings_source_df,POINT (2671112.996947 795003.991278),,145
TAIL-6b5f1afb-2019-1,2019,BC-TAIL-6b5f1afb,Elkview Lagoon A,Elkview,Teck,Nippon Steel & Sumitomo Metal Corporation,Teck Corporation Ltd.,-114.874237,49.7525131,Inactive,1968.0,Single Stage,4.0,185000,185000,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1404996.082716 304876.591078),BC-MAIN-48ad5435,59
TAIL-4c4be360-2019-1,2019,BC-TAIL-4c4be360,Elkview Lagoon B,Elkview,Teck,Nippon Steel & Sumitomo Metal Corporation,Teck Corporation Ltd.,-114.8742807,49.7540611,Inactive,1968.0,Single Stage,4.0,287700,287700,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1404946.295241 305040.92792),BC-MAIN-48ad5435,59
TAIL-4884614e-2019-1,2019,BC-TAIL-4884614e,Elkview Lagoon C,Elkview,Teck,Nippon Steel & Sumitomo Metal Corporation,Teck Corporation Ltd.,-114.87837,49.754622,Inactive,1970.0,"Downstream, Upstream",19.5,4658600,4658600,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1405206.776004 305190.456613),BC-MAIN-48ad5435,59
TAIL-a2eef203-2019-1,2019,BC-TAIL-a2eef203,Elkview Lagoon D,Elkview,Teck,Nippon Steel & Sumitomo Metal Corporation,Teck,-114.874921,49.748306,Active,1972.0,Upstream,57.0,22380000,22800000,Very High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1405186.291246 304447.691676),BC-MAIN-48ad5435,59
TAIL-835db0fc-2019-1,2019,BC-TAIL-835db0fc,Elkview West Fork Tailings Facility,Elkview,Teck,Nippon Steel & Sumitomo Metal Corporation,Teck,-114.791046,49.751937,Active,2006.0,Downstream,80.0,7840000,12741000,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1399325.959947 302981.879663),BC-MAIN-48ad5435,59
TAIL-5c9a010e-2019-1,2019,BC-TAIL-5c9a010e,Fisherman Road Tailings Impoundment Area,Fisherman Road ,Teck,,Teck,-117.390042,49.484757,Inactive,1890.0,Single Stage,3.5,113200,113200,Significant,CDA Guidelines,https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1586123.278326 335946.866689),,No cluster
TAIL-2407f3c2-2019-1,2019,BC-TAIL-2407f3c2,Fording River 2 Pit - 3 Pit Tailings Disposal Area,Fording River,Teck,,Teck,-114.896016,50.180256,Inactive,1995.0,Downstream,6.0,8830000,8830000,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1391897.728404 350462.07719),BC-MAIN-c202b377,59
TAIL-e0eaf873-2019-1,2019,BC-TAIL-e0eaf873,Fording River North Tailings Pond,Fording River,Teck,,Teck,-114.895532,50.190698,Inactive,1972.0,Downstream,24.0,3800000,3800000,Very High ,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1391509.150955 351551.729056),BC-MAIN-c202b377,59
TAIL-fd72334a-2019-1,2019,BC-TAIL-fd72334a,Fording River South Tailings Pond,Fording River,Teck,,Teck,-114.87642,50.177177,Active,1979.0,Downstream,35.0,12100000,12760000,Very High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1390676.586627 349708.996447),BC-MAIN-c202b377,59
TAIL-10c34d0e-2019-1,2019,BC-TAIL-10c34d0e,Fording River Turnbull Pit South Tailings Storage Facility,Fording River,Teck,,Teck,-114.873263,50.218553,Active,2016.0,In-pit,,3700000,8066000, High ,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1389054.567067 353999.954276),BC-MAIN-c202b377,59
TAIL-d969e8de-2019-1,2019,BC-TAIL-d969e8de,Greenhills Tailings Storage Facility,Greenhills,Teck,POSCO Canada Limited,Teck,-114.861663,50.059724,Active,1983.0,Downstream,55.0,17000000,20000000,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1393674.631652 337005.800238),BC-MAIN-2c4ceca5,59
TAIL-178a8ba7-2019-1,2019,BC-TAIL-178a8ba7, Bethlehem,Highland Valley Copper,Teck,,Teck,-120.987025,50.5094,Inactive,1964.0,"Upstream, Centreline, Downstream",91.0,68100000,68100000,Very High,CDA,https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1782547.156605 536697.741876),BC-MAIN-bf503b6b,52
TAIL-0b09d91a-2019-1,2019,BC-TAIL-0b09d91a,Highland,Highland Valley Copper,Teck,,Teck,-121.122614,50.547334,Active,1977.0,Centreline,161.0,1190300000,1460300000,Extreme ,CDA,https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1789645.104383 544353.969175),BC-MAIN-bf503b6b,52
TAIL-3a31fa76-2019-1,2019,BC-TAIL-3a31fa76,Highmont,Highland Valley Copper,Teck,,Teck,-120.92119,50.432155,Inactive,1980.0,Centreline,47.0,27700000,27700000,High,CDA,https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1781671.501373 527008.958237),BC-MAIN-bf503b6b,52
TAIL-4cf16076-2019-1,2019,BC-TAIL-4cf16076,Trojan,Highland Valley Copper,Teck,,Teck,-121.005987,50.514552,Inactive,1973.0,"Centreline, Upstream",70.0,26000000,26000000,Very High,CDA,https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1783547.990504 537752.25858),BC-MAIN-bf503b6b,52
TAIL-4370ba35-2019-1,2019,QC-TAIL-4370ba35,Teck,Louvicourt,Teck,"Teck 55%, Glencore 45",Teck,-77.601511,48.132622,Inactive,1993.0,Downstream,15.0,5992050,5992050,Very High,CDA Guidelines,https://www.teck.com/Tailings/,,tailings_source_df,POINT (1283362.571029 80006.193119),,12
TAIL-2d35801a-2019-1,2019,BC-TAIL-2d35801a,Pinchi Tailings Storage Facility,Pinchi ,Teck,,Teck,-124.426425,54.627353,Inactive,1967.0,Downstream,15.0,1000000,1000000,Significant,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1800445.249398 1044150.364729),,146
TAIL-629f9aac-2019-1,2019,NT-TAIL-629f9aac,Pine Point ,Pine Point ,Teck,,Teck,-114.437272,60.879272,Inactive,1964.0,Downstream,9.0,36597270,36597270,"Low, Significant",CDA Guidelines,https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1009276.490003 1454892.495019),NT-MAIN-b99d4cb2,108
TAIL-ab452817-2019-1,2019,BC-TAIL-ab452817,Plant Site TSF,Quintette,Teck,,Teck,-120.992153,55.014314,Inactive,1984.0,Downstream,52.0,25000000,25000000,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1586200.341059 991046.199293),,60
TAIL-b88d5bcf-2019-1,2019,BC-TAIL-b88d5bcf,Shikano TSF,Quintette,Teck,,Teck,-121.026815,54.986541,Inactive,1997.0,Single Stage,42.0,2700000,2700000,Significant,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1589403.143376 989128.288391),,60
TAIL-e5c29fdb-2019-1,2019,YT-TAIL-e5c29fdb,North Tailings Pond,Sa Dena Hes ,Teck,,Teck,-128.850678,60.52825,Closed,1991.0,Downstream,15.0,466670,466670,Significant,CDA Guidelines,https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1721531.973222 1730702.013758),,147
TAIL-8ae406d8-2019-1,2019,BC-TAIL-8ae406d8, Tailings Storage Facility,Sullivan,Teck,,Teck,-115.956205,49.647142,Inactive,1972.0,Upstream,4.6,817500,817500,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1482554.442581 318344.311702),,148
TAIL-389120ff-2019-1,2019,BC-TAIL-389120ff," East Gypsum Dike, West Gypsum Dike, Gypsum Divider Dike, NorthEast Gypsum Dike",Sullivan,Teck,,Teck,-115.93552,49.64453,Inactive,1969.0,Upstream,22.9,4578000,4578000,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1481238.005349 317588.164234),,148
TAIL-8563a4a7-2019-1,2019,BC-TAIL-8563a4a7, Iron pond,Sullivan,Teck,,Teck,-115.937887,49.657872,Inactive,1975.0,"Upstream, Downstream",29.0,15527800,15527800,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1480920.863739 319044.069997),,148
TAIL-3c6c55a6-2019-1,2019,BC-TAIL-3c6c55a6, Old Iron Dike and Iron TSF Divider Dike,Sullivan,Teck,,Teck,-115.952749,49.658303,Inactive,1900.0,Unknown,7.6,9682000,9682000,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1481918.28742 319435.46151),,148
TAIL-507ae78e-2019-1,2019,BC-TAIL-507ae78e," Siliceous No. 1 Dike, Siliceous No. 2 Dike, Siliceous No. 3 Dike",Sullivan,Teck,,Teck,-115.923106,49.657971,Inactive,1923.0,Upstream,12.5,15648000,15648000,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",https://www.teck.com/Tailings/,,tailings_source_df,POINT (-1479909.863775 318710.440499),,148
TAIL-7fcddd99-2019-1,2019,AB-TAIL-7fcddd99,"Fort Hills Out of Pit Tailings Area (OPTA)
Facility Dams: 
West Tailings Dyke, West Overburden Dyke, South Dyke, East Dyke, North East Dyke, North Dyke. (Canada)",Fort Hills,"Owned: Joint Venture through the Fort Hills Energy LP - Suncor Energy Inc., Teck Resources Ltd., Total 
Operated by: Suncor Energy Inc. 
",,Teck,-111.510648,57.362136,Active,2014.0,Upstream,29.0,54832000,279000000,Extreme,Dam Classification is based on the Alberta Dam and Canal Safety Directive (regulation) (equivalent to CDA),https://www.teck.com/Tailings/,,tailings_source_df,POINT (-958932.193865 1043301.903723),AB-MAIN-3f0e46be,48
TAIL-9979da56-2019-1,2019,SK-TAIL-9979da56,AGTMF,Rabbit Lake Operation,Cameco Corp,,Cameco Corp,-103.6916667,58.1636111,Inactive,1975.0,"Downstream, Centreline",27.0,5416667,5416667,Not classified,,https://www.cameco.com/uploads/downloads/Cameco-Tailings-Management.pdf,,tailings_source_df,POINT (-497075.933944 1039213.469191),,37
TAIL-5980158d-2019-1,2019,SK-TAIL-5980158d,KL AGTMF,Key Lake Operation,Cameco Corp/Orano Canada,"83%Cameco Corporation,17%OranoCanadaInc",Cameco Corp,-105.7030556,57.2069444,Inactive,1983.0,Single Stage,20.0,5800000,5800000,Not classified,,https://www.cameco.com/uploads/downloads/Cameco-Tailings-Management.pdf,,tailings_source_df,POINT (-628528.477478 954276.096346),SK-MAIN-bb89158f,40
TAIL-51c4af72-2019-1,2019,SK-TAIL-51c4af72,RLITMF,Rabbit Lake Operation,Cameco Corp,,Cameco Corp,-103.7133333,58.1977778,Inactive Care and Maintenance,1984.0,In-pit,,8270000,8270000,,,https://www.cameco.com/uploads/downloads/Cameco-Tailings-Management.pdf,,tailings_source_df,POINT (-497800.820173 1043057.038945),,37
TAIL-3a7e0186-2019-1,2019,SK-TAIL-3a7e0186,DTMF,Key Lake Operation,Cameco Corp/Orano Canada,"83%Cameco Corporation,17%OranoCanadaInc",Cameco Corp,-105.63,57.2083333,Inactive Care and Maintenance,1996.0,In-pit,,9300000,10800000,,,https://www.cameco.com/uploads/downloads/Cameco-Tailings-Management.pdf,,tailings_source_df,POINT (-624253.380572 953705.536253),SK-MAIN-bb89158f,40
TAIL-06a92a93-2019-1,2019,QC-TAIL-06a92a93,Mont Wright TSF,Mont Wright TSF,ArcelorMittal Mining Canada GP,,ArcelorMittal Mining Canada GP,-67.3866583,52.7982639,Active,1981.0,Sidehill embankment,100.0,725000000,895000000,Very High,Canadian Dam Association,https://drive.google.com/file/d/1Pj-UZaWctl9i0lKc4XpjybSoT9CN74tb/view,,tailings_source_df,POINT (1781120.666624 812484.566711),,3
TAIL-f609cf33-2019-1,2019,QC-TAIL-f609cf33,Port Cartier TSF,Port Cartier TSF,ArcelorMittal Mining Canada GP,,ArcelorMittal Mining Canada GP,-66.7889333,50.0436611,Active,1978.0,Sidehill embankment,24.0,4200000,5500000,Very High,Canadian Dam Association,https://drive.google.com/file/d/1Pj-UZaWctl9i0lKc4XpjybSoT9CN74tb/view,,tailings_source_df,POINT (1947525.214725 554958.673732),,79
TAIL-d7f2e664-2019-1,2019,ON-TAIL-d7f2e664,Bell Creek,Bell Creek,Pan American Silver,,Pan American Silver,-81.19,48.55,Active,1988.0,"Downstream, Centreline",10.0,6700000,11700000,Low to Significant,CDA Dam Consequence Classification,https://panamericansilver.com/sustainabilityreport2018/wp-content/uploads/2019/06/PAAS-Tailings-Facility-Factsheet-2019-Final.pdf,,tailings_source_df,POINT (1013371.386186 60358.03238),ON-MAIN-bfbcd72e,23
TAIL-0b856bf6-2019-1,2019,AB-TAIL-0b856bf6,Fort Hills Out of Pit Tailings Area,Fort Hills,Total SA JV ,"Total SA Joint Venture through the Fort Hills Energy LP - Suncor Energy Inc., Teck",Suncor Energy Inc.,-111.51667,57.3666667,Active,2018.0,"Upstream, Downstream",29.0,54832000,279000000,Extreme,Alberta Dam and Canal Safety Directive (regulation),https://www.sustainable-performance.total.com/sites/g/files/wompnd1016/f/atoms/files/disclosure_of_tailings_facility_management_-_may_2019_protected_0.pdf,,tailings_source_df,POINT (-959147.608291 1043868.659847),AB-MAIN-3f0e46be,48
TAIL-aa269859-2019-1,2019,SK-TAIL-aa269859,"Seabee Mine, Triangle Lake TSF – 2 dams and 2 saddle dikes",Seabee Mine,SGO Mining Inc.,wholly-owned subsidiary of SSR Mining,SGO Mining Inc,-103.57932,55.6903833,Active,2004.0,Modified Centreline,19.0,2750000,4000000,High,Canadian Dam Association Consequence Classification Ratings for Dams,http://www.ssrmining.com/_resources/2019-08-30-SSR-Mining-Response-Letter-re-Investor-Mining-&-Tailings-Safety-Initiative.pdf,,tailings_source_df,POINT (-526870.655108 771731.145789),SK-MAIN-29afbdb5,36
TAIL-21f4771d-2019-1,2019,SK-TAIL-21f4771d,"Seabee Mine, East Lake TSF – 3 concrete perimeter dams",Seabee Mine,SGO Mining Inc.,wholly-owned subsidiary of SSR Mining,SGO Mining Inc,-103.59224,55.6900444,Active,1991.0,Centreline,8.0,2550000,2860000,Significant,Canadian Dam Association Consequence Classification Ratings for Dams,http://www.ssrmining.com/_resources/2019-08-30-SSR-Mining-Response-Letter-re-Investor-Mining-&-Tailings-Safety-Initiative.pdf,,tailings_source_df,POINT (-527664.242979 771801.626695),SK-MAIN-29afbdb5,36
TAIL-f4d71c34-2019-1,2019,ON-TAIL-f4d71c34,Detour Lake Mine - TMA Cell 1,Detour Lake mine,Detour Gold Corporation,,Detour Gold Corporation,-79.70275,50.0196806,Active,2013.0,Centreline,49.0,80000000,100000000,Moderate,Canadian Dam Association / Ministry of Natural Resources and Forestry,https://s22.q4cdn.com/327131108/files/doc_downloads/2019/Detour-Gold-Mine-Tailings-Disclosure-Table-FINAL.pdf,,tailings_source_df,POINT (1081607.777439 243882.794906),ON-MAIN-aeafbb59,18
TAIL-d7f1f96a-2019-1,2019,QC-TAIL-d7f1f96a,IAMGOLD WESTWOOD GOLD MINE/ DOYON,Westwood Gold Mine,IAMGOLD,,IAMGOLD,-78.55009694,48.27279389,Active,1982.0,Centreline,18.0,10945990,23212163,Significant risk,"Canadian Dam Association
Guidelines",https://s1.q4cdn.com/060001837/files/doc_downloads/policies/2019/Copy-of-Church-of-England-Master_edits.pdf,,tailings_source_df,POINT (1211007.030371 76491.894251),,15
TAIL-00540a4b-2019-1,2019,QC-TAIL-00540a4b,YVAN VEZINA,YVAN VEZINA,IAMGOLD,,IAMGOLD,-78.92438611,48.47883889,Closed,1983.0,Closed site,10.0,2500000,2500000,,Quebec Dam Safety Act,https://s1.q4cdn.com/060001837/files/doc_downloads/policies/2019/Copy-of-Church-of-England-Master_edits.pdf,,tailings_source_df,POINT (1178305.612355 91683.596616),,75
TAIL-bb37d9af-2019-1,2019,QC-TAIL-bb37d9af,SOLBEC,Solbec,IAMGOLD,,IAMGOLD,-71.28860556,45.80382778,Closed,1994.0,Closed site,11.0,2500000,2500000,Moderate,Quebec Dam Safety Act,https://s1.q4cdn.com/060001837/files/doc_downloads/policies/2019/Copy-of-Church-of-England-Master_edits.pdf,,tailings_source_df,POINT (1825373.651278 -13461.051271),,No cluster
TAIL-7dc3981c-2019-1,2019,ON-TAIL-7dc3981c,Tailings Impoundment Area -7 East Dam,Young-Davidson Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-80.712447,47.950208,Active,2012.0,Downstream,50.0,2500000,3500000,High,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (1062732.465518 2883.760901),ON-MAIN-7607a50e,21
TAIL-e4a80aee-2019-1,2019,ON-TAIL-e4a80aee,Tailings Impoundment Area -7 West Dam,Young-Davidson Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-80.712447,47.950208,Active,2012.0,Modified Centreline,40.0,2500000,3500000,High,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (1062732.465518 2883.760901),ON-MAIN-7607a50e,21
TAIL-76c3a363-2019-1,2019,ON-TAIL-76c3a363,Tailings Impoundment Area -7 North Dam,Young-Davidson Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-80.712447,47.950208,Active,2014.0,Modified Centreline,12.0,2500000,3500000,High,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (1062732.465518 2883.760901),ON-MAIN-7607a50e,21
TAIL-9ff4d9c4-2019-1,2019,ON-TAIL-9ff4d9c4,Tailings Impoundment Area -7 South Saddle Dam,Young-Davidson Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-80.712447,47.950208,Active,2018.0,Upstream,7.0,2500000,3500000,High,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (1062732.465518 2883.760901),ON-MAIN-7607a50e,21
TAIL-e10510ba-2019-1,2019,ON-TAIL-e10510ba,Primary Pond Dyke 1,Island Gold Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-84.445337,48.30807,Active,1988.0,Downstream,11.0,486000,1488000,High,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (781491.024477 -12060.69501),ON-MAIN-687b8c8d,25
TAIL-5365467e-2019-1,2019,ON-TAIL-5365467e,Primary Pond Dyke 2,Island Gold Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-84.445337,48.30807,Active,2011.0,Downstream,8.0,486000,1488000,Moderate,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (781491.024477 -12060.69501),ON-MAIN-687b8c8d,25
TAIL-03fd7eec-2019-1,2019,ON-TAIL-03fd7eec,Primary Pond Dyke 3,Island Gold Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-84.445337,48.30807,Active,2011.0,Downstream,10.0,486000,1488000,Moderate,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (781491.024477 -12060.69501),ON-MAIN-687b8c8d,25
TAIL-c526a43d-2019-1,2019,ON-TAIL-c526a43d,Primary Pond Dyke 4,Island Gold Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-84.445337,48.30807,Active,2011.0,Downstream,10.0,486000,1488000,High,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (781491.024477 -12060.69501),ON-MAIN-687b8c8d,25
TAIL-3f96e4ae-2019-1,2019,ON-TAIL-3f96e4ae,Primary Pond Dyke 5,Island Gold Mine,Alamos Gold Inc.,,Alamos Gold Inc.,-84.445337,48.30807,Active,2015.0,Downstream,5.0,486000,1488000,Moderate,Ontario Ministry of Natural Resources Classification and Inflow Design Criteria (2011),https://s1.q4cdn.com/556167425/files/doc_downloads/2019/12/Overview-of-Alamos-Tailings-Impoundment-Areas-Dec2019-FINAL.pdf,,tailings_source_df,POINT (781491.024477 -12060.69501),ON-MAIN-687b8c8d,25
