env_id,year,compartment_id,substance_id,unit,value,comment,main_id,facility_group_id,company_id,source_id
npri-11454-2023-5,2023,CMP1718f4466d,SUB7e3f017a30,tonnes,0.002,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-6,2023,CMP1718f4466d,SUB7e3f017a30,tonnes,0.000909,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-6,2023,CMP1718f4466d,SUBd94d47b1d8,kg,0.3701,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-7,2023,CMP1718f4466d,SUBd94d47b1d8,kg,0.096206,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-7,2023,CMP1718f4466d,SUB71ee3dc4ca,tonnes,0.0013,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-8,2023,CMP1718f4466d,SUB71ee3dc4ca,tonnes,0.001595,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-8,2023,CMP1718f4466d,SUBc6f71d85ae,kg,0.3765,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-9,2023,CMP1718f4466d,SUBc6f71d85ae,kg,0.327258,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-9,2023,CMP1718f4466d,SUB60617760c1,tonnes,0.0169,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-10,2023,CMP1718f4466d,SUB60617760c1,tonnes,0.009174,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-10,2023,CMP1718f4466d,SUB606cb109e2,kg,0.0155,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-11,2023,CMP1718f4466d,SUB7df4ab05e3,tonnes,0.0017,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-11,2023,CMP1718f4466d,SUB7df4ab05e3,tonnes,0.000378,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-12,2023,CMP1718f4466d,SUB76703920dd,tonnes,0.0002,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-12,2023,CMP1718f4466d,SUB04af69acf0,tonnes,440.1722,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-13,2023,CMP1718f4466d,SUB04af69acf0,tonnes,33.825137,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-14,2023,CMP1718f4466d,SUBf71eab520e,tonnes,0.008252,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-13,2023,CMP1718f4466d,SUBea8825f00e,tonnes,43.1072,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-15,2023,CMP1718f4466d,SUBea8825f00e,tonnes,4.766211,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-14,2023,CMP1718f4466d,SUB95ce94acc5,tonnes,36.8965,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-16,2023,CMP1718f4466d,SUB95ce94acc5,tonnes,2.941035,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-15,2023,CMP1718f4466d,SUB7ff5383217,kg,1.8958,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-17,2023,CMP1718f4466d,SUB7ff5383217,kg,0.006421,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-18,2023,CMP1718f4466d,SUB31b9e1e5be,tonnes,5e-06,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-19,2023,CMP1718f4466d,SUB3d85023c46,kg,0.005316,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-16,2023,CMP1718f4466d,SUB28f44d0e11,tonnes,56.1228,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-20,2023,CMP1718f4466d,SUB28f44d0e11,tonnes,8.412956,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-21,2023,CMP1718f4466d,SUBba3b5d11c7,tonnes,27.054746,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-22,2023,CMP1718f4466d,SUB787e5ac1a2,tonnes,0.000756,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-23,2023,CMP1718f4466d,SUB8319f60a2f,tonnes,30.752677,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-17,2023,CMP1718f4466d,SUBae95939c3f,tonnes,0.0015,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-24,2023,CMP1718f4466d,SUBae95939c3f,tonnes,0.0032,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-2000-2023-1,2023,CMP1718f4466d,SUB0cb02304aa,tonnes,7.121,,QC-MAIN-e25eed27,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-2000-2023-2,2023,CMP1718f4466d,SUB0cbc90a094,kg,107.265,,QC-MAIN-e25eed27,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
