row_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,facility_type,mining_processing_type,commodity,reserves_resources,reserves_resources_type,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,norm,recovery_rate,comment,source,Unnamed: 21
RES-be5b3dc8-2025-3,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,mining,Concentrator,Zinc,Reserves,Proven & Probable,,Mt,2.26,%,,,,,,https://hudbayminerals.com/canada/default.aspx,
RES-be5b3dc8-2025-4,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,mining,Concentrator,Copper,Reserves,Proven & Probable,,Mt,0.66,%,,,,,,https://hudbayminerals.com/canada/default.aspx,
RES-be5b3dc8-2025-5,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,mining,Concentrator,Silver,Reserves,Proven & Probable,,Mt,29.4,g/t,,,,,,https://hudbayminerals.com/canada/default.aspx,
RES-be5b3dc8-2025-6,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,mining,Concentrator,Ore,Resources,Inferred,2513000,Mt,,,,,,,,https://hudbayminerals.com/canada/default.aspx,
RES-be5b3dc8-2025-7,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,mining,Concentrator,Gold,Resources,Inferred,,,3.7,g/t,,,,,,https://hudbayminerals.com/canada/default.aspx,
RES-be5b3dc8-2025-8,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,mining,Concentrator,Zinc,Resources,Inferred,,,1.42,%,,,,,,https://hudbayminerals.com/canada/default.aspx,
RES-be5b3dc8-2025-9,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,mining,Concentrator,Copper,Resources,Inferred,,,1.92,%,,,,,,https://hudbayminerals.com/canada/default.aspx,
RES-be5b3dc8-2025-10,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,-,mining,Concentrator,Silver,Resources,Inferred,,,18.6,g/t,,,,,,https://hudbayminerals.com/canada/default.aspx,
RES-GRP-a13779f8-2025-1,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,-,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Ore,Reserves,Probable,3110000,Mt,,,,,,,,Reserves_2024.pdf,
RES-GRP-a13779f8-2025-2,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,-,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Gold,Reserves,Probable,,Mt,2.2,g/t,,,,,,Reserves_2024.pdf,
RES-GRP-a13779f8-2025-3,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,-,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Zinc,Reserves,Probable,,Mt,0.2,%,,,,,,Reserves_2024.pdf,
RES-GRP-a13779f8-2025-4,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,-,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Copper,Reserves,Probable,,Mt,1.28,%,,,,,,Reserves_2024.pdf,
RES-GRP-a13779f8-2025-5,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,-,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Silver,Reserves,Probable,,Mt,5,g/t,,,,,,Reserves_2024.pdf,
RES-0898e255-2025-1,2025,Site-specific,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,mining,"Open-pit, concentrator",Ore,Resources,Inferred,2750000,Mt,,,,,,,,Reserves_2024.pdf,
RES-0898e255-2025-2,2025,Site-specific,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,mining,"Open-pit, concentrator",Gold,Resources,Inferred,,,4.5,g/t,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-1,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Ore,Reserves,Proven,1729000,Mt,,,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-2,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Copper,Reserves,Proven,,,0.269,%,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-3,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Gold,Reserves,Proven,,,0.124,g/t,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-4,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Silver,Reserves,Proven,,,0.72,g/t,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-5,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Ore,Reserves,Probable,173100000,Mt,,,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-6,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Copper,Reserves,Probable,,,0.222,%,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-7,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Gold,Reserves,Probable,,,0.109,g/t,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-8,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Silver,Reserves,Probable,,,0.62,g/t,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-9,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Ore,Resources,Measured,31900000,Mt,,,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-10,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Copper,Resources,Measured,,,0.213,%,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-11,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Gold,Resources,Measured,,,0.092,g/t,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-12,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Silver,Resources,Measured,,,0.72,g/t,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-13,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Ore,Resources,Indicated,92800000,Mt,,,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-14,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Copper,Resources,Indicated,,,0.209,%,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-15,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Gold,Resources,Indicated,,,0.109,g/t,,,,,,Reserves_2024.pdf,
RES-599152a0-2025-16,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,-,mining,Concentrator,Silver,Resources,Indicated,,,0.66,g/t,,,,,,Reserves_2024.pdf,
RES-02884fb5-2024-1,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,mining,"Underground, concentrator","Gold, silver",Reserves,Proven,1080,kt,8.64,g/t,300.0,koz,,,,operational_data,
RES-02884fb5-2024-2,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,mining,"Underground, concentrator","Gold, silver",Reserves,Probable,2976,kt,7.35,g/t,704.0,koz,,,,operational_data,
RES-02884fb5-2024-3,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,mining,"Underground, concentrator","Gold, silver",Resources,Measured,1061,kt,9.17,g/t,313.0,koz,,,,operational_data,
RES-02884fb5-2024-4,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,mining,"Underground, concentrator","Gold, silver",Resources,Indicated,5627,kt,7.75,g/t,1402.0,koz,,,,operational_data,
RES-02884fb5-2024-5,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,mining,"Underground, concentrator","Gold, silver",Resources,Inferred,4369,kt,12.83,g/t,1802.0,koz,,,,operational_data,
RES-a3c56a83-2023-1,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",6E,Resources,Measured,26.3,Mt,2.87,g/t,2.4,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-2,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",6E,Resources,Indicated,39,Mt,2.44,g/t,3.1,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-3,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",6E,Resources,Inferred,4.3,Mt,2.47,g/t,1.03,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-4,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Platinum,Resources,Measured,-,Mt,-,g/t,0.19,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-5,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Platinum,Resources,Indicated,-,Mt,-,g/t,0.27,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-6,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Platinum,Resources,Inferred,-,Mt,-,g/t,0.03,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-7,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Palladium,Resources,Measured,-,Mt,-,g/t,2.09,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-8,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Palladium,Resources,Indicated,-,Mt,-,g/t,2.6,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-9,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Palladium,Resources,Inferred,-,Mt,-,g/t,0.29,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-10,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Gold,Resources,Measured,-,Mt,-,g/t,0.15,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-11,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Gold,Resources,Indicated,-,Mt,-,g/t,0.19,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-12,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Gold,Resources,Inferred,-,Mt,-,g/t,0.02,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-13,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",6E,Reserves,Proved,2,Mt,3.67,g/t,0.2,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-14,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",6E,Reserves,Probable,6.5,Mt,3.43,g/t,0.7,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-15,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Platinum,Reserves,Proved,-,Mt,-,g/t,0.02,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-16,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Platinum,Reserves,Probable,-,Mt,-,g/t,0.05,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-17,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Palladium,Reserves,Proved,-,Mt,-,g/t,0.2,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-18,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Palladium,Reserves,Probable,-,Mt,-,g/t,0.62,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-19,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Gold,Reserves,Proved,-,Mt,-,g/t,0.01,Moz,,,,MRMR-2024.pdf,
RES-a3c56a83-2023-20,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,-,mining,"Open-pit, underground, concentrator",Gold,Reserves,Probable,-,Mt,-,g/t,0.05,Moz,,,,MRMR-2024.pdf,
RES-3f490561-2016-1,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Copper,Reserves,Proven & Probable,54,Mt,0.34,%,403.0,Mlbs,,,,Reserves-Resources_June-2023,
RES-3f490561-2016-2,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Gold,Reserves,Proven & Probable,54,Mt,0.32,g/t,550000.0,oz,,,,Reserves-Resources_June-2023,
RES-3f490561-2016-3,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Silver,Reserves,Proven & Probable,54,Mt,0.9,g/t,1542000.0,oz,,,,Reserves-Resources_June-2023,
RES-3f490561-2016-4,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Copper,Resources,Measured & Indicated,202,Mt,0.29,%,1281.0,Mlbs,,,,Reserves-Resources_June-2023,
RES-3f490561-2016-5,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Gold,Resources,Measured & Indicated,202,Mt,0.3,g/t,1974000.0,oz,,,,Reserves-Resources_June-2023,
RES-3f490561-2016-6,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Silver,Resources,Measured & Indicated,202,Mt,0.53,g/t,3425000.0,oz,,,,Reserves-Resources_June-2023,
RES-3f490561-2016-7,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Copper,Resources,Inferred,15,Mt,0.16,%,52.0,Mlbs,,,,Reserves-Resources_June-2023,
RES-3f490561-2016-8,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Gold,Resources,Inferred,15,Mt,0.18,g/t,85000.0,oz,,,,Reserves-Resources_June-2023,
RES-3f490561-2016-9,2016,Site-specific,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,mining,"Open-pit, concentrator",Silver,Resources,Inferred,15,Mt,0.13,g/t,61000.0,oz,,,,Reserves-Resources_June-2023,
RES-aa76f6f2-2024-1,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Gold,Reserves,Probable,39567,kt,0.65,g/t,828.0,koz Au,,,,2024_MRMR,
RES-aa76f6f2-2024-2,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Gold,Resources,Measured,51195,kt,0.58,g/t,958.0,kOz Au,,,,2024_MRMR,
RES-aa76f6f2-2024-3,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Gold,Resources,Indicated,30448,kt,0.4,g/t,393.0,kOz Au,,,,2024_MRMR,
RES-aa76f6f2-2024-4,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Gold,Resources,Inferred,132,kt,0.19,g/t,1.0,kOz Au,,,,2024_MRMR,
RES-aa76f6f2-2024-5,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Silver,Reserves,Probable,39567,kt,1.77,g/t,2253.0,kOz Ag,,,,2024_MRMR,
RES-aa76f6f2-2024-6,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Silver,Resources,Measured,51195,kt,1.81,g/t,2976.0,kOz Ag,,,,2024_MRMR,
RES-aa76f6f2-2024-7,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Silver,Resources,Indicated,30448,kt,1.49,g/t,1455.0,kOz Ag,,,,2024_MRMR,
RES-aa76f6f2-2024-8,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Silver,Resources,Inferred,132,kt,0.54,g/t,4431.0,kOz Ag,,,,2024_MRMR,
RES-aa76f6f2-2024-9,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Copper,Reserves,Probable,39567,kt,0.72,%,631.0,Mlbs,,,,2024_MRMR,
RES-aa76f6f2-2024-10,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Copper,Resources,Measured,51195,kt,0.67,%,758.0,Mlbs,,,,2024_MRMR,
RES-aa76f6f2-2024-11,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Copper,Resources,Indicated,30448,kt,0.51,%,342.0,Mlbs,,,,2024_MRMR,
RES-aa76f6f2-2024-12,2024,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,mining,"Open-pit, underground, concentrator",Copper,Resources,Inferred,132,kt,0.19,%,1.0,Mlbs,,,,2024_MRMR,
RES-0aadf28f-2024-1,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Gold,Reserves,Proven,15935,kt,0.44,g/t,223.0,kOz Au,,,,2024_MRMR,
RES-0aadf28f-2024-2,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Gold,Reserves,Probable,36991,kt,1.6,g/t,1903.0,kOz Au,,,,2024_MRMR,
RES-0aadf28f-2024-3,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Gold,Resources,Measured,310,kt,2.74,g/t,27.0,kOz Au,,,,2024_MRMR,
RES-0aadf28f-2024-4,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Gold,Resources,Indicated,34772,kt,1.13,g/t,1267.0,kOz Au,,,,2024_MRMR,
RES-0aadf28f-2024-5,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Gold,Resources,Inferred,7663,kt,1.62,g/t,398.0,kOz Au,,,,2024_MRMR,
RES-0aadf28f-2024-6,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Silver,Reserves,Proven,15935,kt,2.68,g/t,1371.0,kOz Ag,,,,2024_MRMR,
RES-0aadf28f-2024-7,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Silver,Reserves,Probable,36991,kt,3.5,g/t,4164.0,kOz Ag,,,,2024_MRMR,
RES-0aadf28f-2024-8,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Silver,Resources,Measured,310,kt,26.38,g/t,263.0,kOz Ag,,,,2024_MRMR,
RES-0aadf28f-2024-9,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Silver,Resources,Indicated,34772,kt,3.86,g/t,4310.0,kOz Ag,,,,2024_MRMR,
RES-0aadf28f-2024-10,2024,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,mining,"Underground, concentrator",Silver,Resources,Inferred,7663,kt,3.68,g/t,908.0,kOz Ag,,,,2024_MRMR,
RES-fefeaee4-2023-1,2023,Site-specific,Newmount Corporation,Brucejack,ON-MAIN-fefeaee4,-,mining,"Underground, concentrator",Gold,Reserves,Probable,11500,kt,8.44,g/t,3100.0,kOz Au,NI-43101,96.0,,2023_reserves,
RES-fefeaee4-2023-2,2023,Site-specific,Newmount Corporation,Brucejack,ON-MAIN-fefeaee4,-,mining,"Underground, concentrator",Gold,Resources,Indicated,1800,kt,7.64,g/t,500.0,kOz Au,NI-43101,96.0,,2023_reserves,
RES-fefeaee4-2023-3,2023,Site-specific,Newmount Corporation,Brucejack,ON-MAIN-fefeaee4,-,mining,"Underground, concentrator",Gold,Resources,Inferred,12100,kt,10.35,g/t,4000.0,kOz Au,NI-43101,96.0,,2023_reserves,
RES-b4655afb-2023-1,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,-,project,x,Copper,Resources,Indicated,385600,kt,0.47,%,4000.0,Mlbs Cu,NI-43101,93.0,,2023_reserves,
RES-b4655afb-2023-2,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,-,project,x,Gold,Resources,Indicated,385600,kt,0.22,g/t,2700.0,kOz Au,NI-43101,75.0,,2023_reserves,
RES-b4655afb-2023-3,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,-,project,x,Copper,Resources,Inferred,118900,kt,0.26,%,700.0,Mlbs Cu,NI-43101,93.0,,2023_reserves,
RES-b4655afb-2023-4,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,-,project,x,Gold,Resources,Inferred,118900,kt,0.19,g/t,700.0,kOz Au,NI-43101,75.0,,2023_reserves,
RES-b4655afb-2023-5,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,-,project,x,Copper,Resources,Measured,212800,kt,0.44,%,2100.0,Mlbs Cu,NI-43101,93.0,,2023_reserves,
RES-b4655afb-2023-6,2023,Site-specific,Newmount Corporation,Galore Creek,BC-MAIN-b4655afb,-,project,x,Gold,Resources,Measured,212800,kt,0.29,g/t,2000.0,kOz Au,NI-43101,75.0,,2023_reserves,
RES-8eb8be0d-2023-1,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,mining,Concentrator,Gold,Reserves,Probable,3800,kt,6.3,g/t,800.0,kOz Au,NI-43101,96.0,,2023_reserves,
RES-8eb8be0d-2023-2,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,mining,Concentrator,Gold,Reserves,Proven,3200,kt,6.78,g/t,700.0,kOz Au,NI-43101,96.0,,2023_reserves,
RES-8eb8be0d-2023-3,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,mining,Concentrator,Gold,Resources,Indicated,1300,kt,4.17,g/t,200.0,kOz Au,NI-43101,96.0,,2023_reserves,
RES-8eb8be0d-2023-4,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,mining,Concentrator,Gold,Resources,Inferred,1200,kt,4.96,g/t,200.0,kOz Au,NI-43101,96.0,,2023_reserves,
RES-8eb8be0d-2023-5,2023,Site-specific,Newmount Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,mining,Concentrator,Gold,Resources,Measured,900,kt,4.36,g/t,100.0,kOz Au,NI-43101,96.0,,2023_reserves,
RES-GRP-0d911886-2023-1,2023,Facility-group,Newmount Corporation,Porcupine complex,-,GRP-0d911886,mining,x,Gold,Reserves,Probable,28200,kt,4.93999999999999,g/t,1700.0,kOz Au,NI-43101,93.5,,2023_reserves,
RES-GRP-0d911886-2023-2,2023,Facility-group,Newmount Corporation,Porcupine complex,-,GRP-0d911886,mining,x,Gold,Reserves,Proven,4600,kt,4.245,g/t,400.0,kOz Au,NI-43101,93.5,,2023_reserves,
RES-GRP-0d911886-2023-3,2023,Facility-group,Newmount Corporation,Porcupine complex,-,GRP-0d911886,mining,x,Gold,Resources,Indicated,67400,kt,4.27,g/t,3700.0,kOz Au,NI-43101,93.0,,2023_reserves,
RES-GRP-0d911886-2023-4,2023,Facility-group,Newmount Corporation,Porcupine complex,-,GRP-0d911886,mining,x,Gold,Resources,Inferred,62200,kt,4.75,g/t,3400.0,kOz Au,NI-43101,93.0,,2023_reserves,
RES-GRP-0d911886-2023-5,2023,Facility-group,Newmount Corporation,Porcupine complex,-,GRP-0d911886,mining,x,Gold,Resources,Measured,300,kt,2.57499999999999,g/t,0.0,kOz Au,NI-43101,93.0,,2023_reserves,
RES-857b7b89-2023-1,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,-,mining,"Open-pit, concentrator",Copper,Reserves,Probable,201900,kt,0.51,%,2300.0,Mlbs Cu,NI-43101,84.0,,2023_reserves,
RES-857b7b89-2023-2,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,-,mining,"Open-pit, concentrator",Gold,Reserves,Probable,201900,kt,0.6,g/t,3900.0,kOz Au,NI-43101,68.0,,2023_reserves,
RES-857b7b89-2023-3,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,-,mining,"Open-pit, concentrator",Copper,Resources,Indicated,334700,kt,0.34,%,2500.0,Mlbs Cu,NI-43101,81.0,,2023_reserves,
RES-857b7b89-2023-4,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,-,mining,"Open-pit, concentrator",Gold,Resources,Indicated,334700,kt,0.34,g/t,3600.0,kOz Au,NI-43101,55.0,,2023_reserves,
RES-857b7b89-2023-5,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,-,mining,"Open-pit, concentrator",Copper,Resources,Inferred,62100,kt,0.36,%,500.0,Mlbs Cu,NI-43101,81.0,,2023_reserves,
RES-857b7b89-2023-6,2023,Site-specific,Newmount Corporation,Red Chris,BC-MAIN-857b7b89,-,mining,"Open-pit, concentrator",Gold,Resources,Inferred,62100,kt,0.35,g/t,700.0,kOz Au,NI-43101,55.0,,2023_reserves,
RES-538513cd-2023-1,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,-,mining,"Underground, concentrator",Gold,Reserves,Probable,6800,kt,5.47,g/t,1200.0,kOz Au,NI-43101,92.0,,2023_reserves,
RES-538513cd-2023-2,2023,Site-specific,Newmount Corporation,Eleonore,ON-MAIN-538513cd,-,mining,"Underground, concentrator",Gold,Reserves,Proven,2100,kt,5.08,g/t,300.0,kOz Au,NI-43101,92.0,,2023_reserves,
