main_id,indigenous_land_id,distance_to_centroid_m,distance_to_edge_m
BC-MAIN-6b4800fe,ZZ-IND-3fbbadb3,50493.74,47677.46
BC-MAIN-ed23117f,ZZ-IND-4ebee69d,39318.84,39276.94
BC-MAIN-ed23117f,ZZ-IND-1563e0b1,44436.15,44261.5
BC-MAIN-23155c25,ZZ-IND-8fe7eef7,46986.43,46035.18
BC-MAIN-23155c25,ZZ-IND-91660ffe,44429.67,44326.62
BC-MAIN-23155c25,ZZ-IND-5c36d161,44273.76,43352.15
BC-MAIN-23155c25,ZZ-IND-dbff56e0,35571.52,35359.01
BC-MAIN-23155c25,ZZ-IND-a3229d33,47389.01,46892.73
BC-MAIN-23155c25,ZZ-IND-eb906ba0,49831.73,49739.82
BC-MAIN-23155c25,ZZ-IND-f9e827c5,34273.07,34118.64
BC-MAIN-23155c25,ZZ-IND-fb7b5811,39081.16,38810.7
BC-MAIN-23155c25,ZZ-IND-5cf9c12e,40011.39,39782.72
BC-MAIN-23155c25,ZZ-IND-c38bd723,44962.74,44703.7
BC-MAIN-23155c25,ZZ-IND-e8b2cc42,49308.6,49108.54
BC-MAIN-23155c25,ZZ-IND-d6e6b914,47383.63,47050.84
BC-MAIN-23155c25,ZZ-IND-bca14f19,26865.79,26614.05
BC-MAIN-23155c25,ZZ-IND-da5dd636,43117.89,42645.95
BC-MAIN-23155c25,ZZ-IND-5dd7cd58,46987.35,46705.47
BC-MAIN-23155c25,ZZ-IND-ce9dd312,49533.92,48955.53
BC-MAIN-23155c25,ZZ-IND-79576adc,38571.51,38428.3
BC-MAIN-23155c25,ZZ-IND-75bbece2,33592.16,33488.94
BC-MAIN-23155c25,ZZ-IND-5ca80d25,29250.12,29057.16
BC-MAIN-23155c25,ZZ-IND-99ca0a36,37252.17,37065.26
BC-MAIN-23155c25,ZZ-IND-839480d3,39539.84,39076.65
BC-MAIN-23155c25,ZZ-IND-dba237e2,40392.2,40125.66
BC-MAIN-23155c25,ZZ-IND-ef323435,48314.14,48111.75
BC-MAIN-23155c25,ZZ-IND-987292e2,40241.18,39996.46
BC-MAIN-23155c25,ZZ-IND-106b048c,40480.77,39886.97
BC-MAIN-23155c25,ZZ-IND-d22f1567,50390.2,49895.06
BC-MAIN-23155c25,ZZ-IND-bf65b766,48845.05,48281.47
BC-MAIN-23155c25,ZZ-IND-e6fae598,44485.48,43659.81
BC-MAIN-8eb8be0d,ZZ-IND-0025f8b0,19346.77,19069.26
BC-MAIN-8eb8be0d,ZZ-IND-7b58340a,19117.01,18130.98
BC-MAIN-c202b377,ZZ-IND-26a9d10c,41092.83,31373.42
BC-MAIN-2c4ceca5,ZZ-IND-26a9d10c,49587.29,40178.35
BC-MAIN-becbbe67,ZZ-IND-7b2400a4,44758.97,42016.57
BC-MAIN-becbbe67,ZZ-IND-3e654a68,50104.19,46004.42
BC-MAIN-fb4d0c45,ZZ-IND-7b2400a4,29504.48,25656.42
BC-MAIN-fb4d0c45,ZZ-IND-3e654a68,44274.06,40118.46
YT-MAIN-44857446,ZZ-IND-37a4f777,21304.36,10285.32
YT-MAIN-e05ed9fe,ZZ-IND-37a4f777,41753.11,5169.21
YT-MAIN-752fbcae,ZZ-IND-6e603a24,88362.94,18412.76
YT-MAIN-752fbcae,ZZ-IND-9ccf0e07,54159.6,4974.3
NT-MAIN-6c1d6ee6,ZZ-IND-0a6892f2,233714.66,49337.45
NU-MAIN-5154702a,ZZ-IND-032bec62,105094.79,9172.33
NU-MAIN-8b0264c9,ZZ-IND-1578bc9b,99917.14,1065.22
NU-MAIN-8b0264c9,ZZ-IND-26f3cff1,138318.59,28178.32
NU-MAIN-730aefe3,ZZ-IND-8b750f4a,81609.0,3035.03
NU-MAIN-4ea8ac9d,ZZ-IND-8b750f4a,104644.74,4607.17
QC-MAIN-8d6616b4,ZZ-IND-20863f24,9097.5,6873.92
QC-MAIN-8d6616b4,ZZ-IND-991ca03d,18897.2,17575.19
QC-MAIN-52c01ae4,ZZ-IND-392d737d,44771.48,33467.86
QC-MAIN-3aa117d8,ZZ-IND-58cde356,41664.22,39343.22
QC-MAIN-eac5a52b,ZZ-IND-c877d4b9,48909.81,48469.64
QC-MAIN-eac5a52b,ZZ-IND-4cbc2295,49177.03,48678.91
QC-MAIN-c8966bdc,ZZ-IND-ded20b88,6778.38,5908.09
QC-MAIN-c8966bdc,ZZ-IND-bec1af99,48378.65,46356.6
QC-MAIN-529c96b4,ZZ-IND-8b93e780,30290.62,25633.11
QC-MAIN-529c96b4,ZZ-IND-64242544,50420.83,45685.32
QC-MAIN-4f03382f,ZZ-IND-8b93e780,6033.25,196.0
QC-MAIN-4f03382f,ZZ-IND-64242544,42226.32,38813.03
QC-MAIN-abb3e1c7,ZZ-IND-8b93e780,7264.81,3664.84
QC-MAIN-abb3e1c7,ZZ-IND-64242544,35408.38,31889.85
QC-MAIN-de3d8b7b,ZZ-IND-eca2cbd0,45143.5,32625.8
QC-MAIN-de3d8b7b,ZZ-IND-8b93e780,38092.3,33603.64
QC-MAIN-de3d8b7b,ZZ-IND-9c06c00f,55810.78,33596.83
QC-MAIN-de3d8b7b,ZZ-IND-64242544,29783.27,26099.33
ON-MAIN-237587f6,ZZ-IND-f45cef11,33789.03,33191.72
ON-MAIN-237587f6,ZZ-IND-5974010a,62466.36,20944.24
ON-MAIN-237587f6,ZZ-IND-db7405b4,31774.8,27964.02
ON-MAIN-237587f6,ZZ-IND-30570ea5,28741.77,26174.6
ON-MAIN-40ce0593,ZZ-IND-6d5af524,22392.45,19956.67
ON-MAIN-40ce0593,ZZ-IND-ad2a375a,44493.08,32807.82
ON-MAIN-63b394c3,ZZ-IND-95f6c4c4,52403.68,41450.95
ON-MAIN-63b394c3,ZZ-IND-6d5af524,37276.58,35309.47
ON-MAIN-63b394c3,ZZ-IND-ad2a375a,22716.89,10655.3
ON-MAIN-484e4fa3,ZZ-IND-d5dc85e4,41087.52,39466.01
ON-MAIN-484e4fa3,ZZ-IND-28be2b87,30008.42,27060.85
ON-MAIN-484e4fa3,ZZ-IND-89a37894,28756.43,26689.43
ON-MAIN-484e4fa3,ZZ-IND-87eb6f97,31910.69,30010.89
ON-MAIN-484e4fa3,ZZ-IND-d0d5d9ec,12614.35,1418.07
ON-MAIN-484e4fa3,ZZ-IND-0589b810,35962.43,24457.96
AB-MAIN-d3a4aba9,ZZ-IND-4079ba66,50907.79,45858.57
AB-MAIN-d3a4aba9,ZZ-IND-e19754f4,44796.02,39699.34
AB-MAIN-8434dce0,ZZ-IND-0767c039,42510.97,37800.42
AB-MAIN-8434dce0,ZZ-IND-8f140b30,59087.64,38258.33
AB-MAIN-8434dce0,ZZ-IND-2bcffe85,24422.04,11003.24
BC-MAIN-d9e2f362,ZZ-IND-a64c90e6,43283.51,42879.39
BC-MAIN-d9e2f362,ZZ-IND-38a2371f,31067.05,29599.37
BC-MAIN-d9e2f362,ZZ-IND-15f34cd2,21264.54,21124.56
BC-MAIN-d9e2f362,ZZ-IND-10b398ab,34713.73,34605.78
BC-MAIN-d9e2f362,ZZ-IND-7f321945,38034.56,37820.97
BC-MAIN-d9e2f362,ZZ-IND-dc3f0cc1,22561.32,21819.1
BC-MAIN-d9e2f362,ZZ-IND-35a51700,45863.63,45840.74
BC-MAIN-d9e2f362,ZZ-IND-05ee1b82,9512.15,9203.46
BC-MAIN-d9e2f362,ZZ-IND-cf7d4528,41859.37,41779.52
BC-MAIN-d9e2f362,ZZ-IND-7229830c,13424.18,12604.57
BC-MAIN-d9e2f362,ZZ-IND-b349804e,13419.08,12856.62
BC-MAIN-d9e2f362,ZZ-IND-b4c97a34,37909.41,37883.27
BC-MAIN-d9e2f362,ZZ-IND-4b2e942a,14335.83,13946.02
BC-MAIN-d9e2f362,ZZ-IND-08f45ef5,38482.38,37348.3
BC-MAIN-d9e2f362,ZZ-IND-215717bd,45731.53,45032.9
BC-MAIN-d9e2f362,ZZ-IND-8e6fa7a9,14454.21,13430.61
BC-MAIN-d9e2f362,ZZ-IND-47b5448d,30469.32,30146.83
BC-MAIN-d9e2f362,ZZ-IND-454d358a,41706.33,41178.72
BC-MAIN-d9e2f362,ZZ-IND-d25e828d,41605.31,41233.44
BC-MAIN-d9e2f362,ZZ-IND-ba8c3753,9010.79,7821.77
BC-MAIN-d9e2f362,ZZ-IND-bce02360,28904.58,28508.64
BC-MAIN-d9e2f362,ZZ-IND-ba9a3392,34583.84,34579.27
BC-MAIN-d9e2f362,ZZ-IND-935382b0,49631.56,49325.68
BC-MAIN-d9e2f362,ZZ-IND-44d169d8,44914.94,44823.65
BC-MAIN-d9e2f362,ZZ-IND-97c5300d,46156.51,46093.37
BC-MAIN-d9e2f362,ZZ-IND-42a06ee4,31678.81,31659.24
BC-MAIN-d9e2f362,ZZ-IND-c2b69ff9,41120.6,40197.18
BC-MAIN-d9e2f362,ZZ-IND-ef697174,44453.28,44391.71
BC-MAIN-d9e2f362,ZZ-IND-4c8b3f25,36429.91,36405.66
BC-MAIN-d9e2f362,ZZ-IND-9787f429,8008.34,7523.6
BC-MAIN-d9e2f362,ZZ-IND-b4627b30,47965.05,46148.38
BC-MAIN-d9e2f362,ZZ-IND-c9713f5c,46225.53,45915.93
BC-MAIN-d9e2f362,ZZ-IND-38b6b646,31931.76,31636.38
BC-MAIN-d9e2f362,ZZ-IND-eed99750,49210.23,49026.5
BC-MAIN-d9e2f362,ZZ-IND-9b3b606f,49205.14,48953.45
BC-MAIN-d9e2f362,ZZ-IND-bc0e9749,39474.56,38439.3
BC-MAIN-d9e2f362,ZZ-IND-311ed3e2,48946.91,48630.87
BC-MAIN-d9e2f362,ZZ-IND-fd600694,44095.67,42330.1
BC-MAIN-d9e2f362,ZZ-IND-beb26c43,15220.08,14596.77
BC-MAIN-d9e2f362,ZZ-IND-4f8b71dd,46044.38,45638.11
BC-MAIN-d9e2f362,ZZ-IND-de9033c5,15794.82,15230.4
BC-MAIN-d9e2f362,ZZ-IND-9488fe75,15778.04,15274.77
BC-MAIN-d9e2f362,ZZ-IND-9e054a17,16659.08,15594.67
BC-MAIN-d9e2f362,ZZ-IND-8a05858f,18022.03,18015.04
BC-MAIN-d9e2f362,ZZ-IND-aef95722,18794.87,18762.79
BC-MAIN-d9e2f362,ZZ-IND-1a15da26,17355.33,15994.92
BC-MAIN-eb47f7c7,ZZ-IND-e33de9f2,4386.59,3362.62
BC-MAIN-eb47f7c7,ZZ-IND-0e6dd58d,47290.23,47161.72
BC-MAIN-eb47f7c7,ZZ-IND-8dff9e9f,14071.51,13999.61
BC-MAIN-eb47f7c7,ZZ-IND-4e990e5c,45751.26,45590.91
BC-MAIN-eb47f7c7,ZZ-IND-4992b440,32903.04,32810.35
BC-MAIN-eb47f7c7,ZZ-IND-4bdcf524,23310.49,23172.43
BC-MAIN-eb47f7c7,ZZ-IND-fd5289bd,2955.42,2674.11
BC-MAIN-eb47f7c7,ZZ-IND-e72642e1,6583.85,6196.31
BC-MAIN-eb47f7c7,ZZ-IND-d0092950,42535.96,42403.02
BC-MAIN-eb47f7c7,ZZ-IND-1e89a1fd,12359.06,12227.69
BC-MAIN-eb47f7c7,ZZ-IND-f1c73a61,47174.32,47005.52
BC-MAIN-eb47f7c7,ZZ-IND-a8be7cb2,48997.56,48862.45
BC-MAIN-eb47f7c7,ZZ-IND-97892ace,43364.93,43251.25
BC-MAIN-eb47f7c7,ZZ-IND-baa727e8,42272.74,42026.24
BC-MAIN-eb47f7c7,ZZ-IND-f97c36a8,26077.19,26015.25
BC-MAIN-eb47f7c7,ZZ-IND-cbb1e3d1,48132.16,48042.28
BC-MAIN-eb47f7c7,ZZ-IND-7b3eeb1a,44751.15,44615.88
BC-MAIN-eb47f7c7,ZZ-IND-c6e1b048,39044.04,38949.23
BC-MAIN-eb47f7c7,ZZ-IND-02e1ab9e,21495.91,21293.11
BC-MAIN-eb47f7c7,ZZ-IND-44426069,5943.19,5698.46
BC-MAIN-eb47f7c7,ZZ-IND-dbffdc63,20274.78,20183.32
BC-MAIN-eb47f7c7,ZZ-IND-c0859b06,4186.87,3414.77
BC-MAIN-eb47f7c7,ZZ-IND-8fd3034f,30657.76,30516.42
BC-MAIN-eb47f7c7,ZZ-IND-82534e7e,8628.29,8099.0
BC-MAIN-eb47f7c7,ZZ-IND-cbc6a5e3,26073.49,25967.36
BC-MAIN-eb47f7c7,ZZ-IND-76001d7b,34351.1,34216.5
BC-MAIN-eb47f7c7,ZZ-IND-282e85b9,32901.14,32799.9
QC-MAIN-c1cc9f7c,ZZ-IND-ded20b88,5510.56,4664.12
QC-MAIN-c1cc9f7c,ZZ-IND-bec1af99,47240.8,45170.9
QC-MAIN-e25eed27,ZZ-IND-20863f24,36334.86,34305.6
QC-MAIN-e25eed27,ZZ-IND-991ca03d,47549.54,46247.42
QC-MAIN-6a26086e,ZZ-IND-bec1af99,24146.13,20210.88
QC-MAIN-3e146840,ZZ-IND-bec1af99,25188.64,21233.75
QC-MAIN-1eee4ace,ZZ-IND-bec1af99,42962.89,39666.54
QC-MAIN-844dcc47,ZZ-IND-bec1af99,45092.2,41718.84
ON-MAIN-fc6f1a44,ZZ-IND-64242544,48396.97,45139.6
ON-MAIN-21b6ab35,ZZ-IND-aabab771,37280.87,35354.17
ON-MAIN-4c35e094,ZZ-IND-7f7a1a96,39363.33,38892.3
ON-MAIN-4c35e094,ZZ-IND-640ce842,39318.04,36781.82
ON-MAIN-4c35e094,ZZ-IND-632e5b62,35260.19,26005.91
ON-MAIN-020a683c,ZZ-IND-7f7a1a96,38576.58,38096.68
ON-MAIN-020a683c,ZZ-IND-640ce842,39175.66,36687.79
ON-MAIN-020a683c,ZZ-IND-632e5b62,34923.63,25953.76
ON-MAIN-b2e5c9bb,ZZ-IND-7f7a1a96,40114.92,39707.5
ON-MAIN-b2e5c9bb,ZZ-IND-640ce842,22217.74,18950.79
ON-MAIN-b2e5c9bb,ZZ-IND-632e5b62,28970.34,20924.15
ON-MAIN-bddeaef0,ZZ-IND-7f7a1a96,27042.1,26600.77
ON-MAIN-bddeaef0,ZZ-IND-640ce842,45670.97,41704.41
ON-MAIN-bddeaef0,ZZ-IND-632e5b62,38840.07,27486.36
ON-MAIN-eab8c362,ZZ-IND-c56c9aad,47136.5,45591.86
ON-MAIN-eab8c362,ZZ-IND-1ffe3532,1657.48,1309.27
ON-MAIN-eab8c362,ZZ-IND-a9cc7680,10115.25,7439.25
ON-MAIN-eab8c362,ZZ-IND-00338642,25312.43,23114.37
ON-MAIN-eab8c362,ZZ-IND-2a3ee63d,26054.76,10745.96
MB-MAIN-b4ca1426,ZZ-IND-d7cdb38a,10908.04,10813.1
MB-MAIN-b4ca1426,ZZ-IND-e18f63b2,9438.37,9357.25
MB-MAIN-b4ca1426,ZZ-IND-830e8706,44627.75,44360.32
MB-MAIN-b4ca1426,ZZ-IND-f0b42e7d,34694.71,34586.32
MB-MAIN-b4ca1426,ZZ-IND-d3196be1,20974.35,20897.37
MB-MAIN-b4ca1426,ZZ-IND-07f5d240,16811.8,16323.21
MB-MAIN-b4ca1426,ZZ-IND-69718711,18307.32,18102.15
MB-MAIN-b4ca1426,ZZ-IND-e081af28,15421.78,14729.05
MB-MAIN-b4ca1426,ZZ-IND-f442fd9f,30442.05,30124.35
MB-MAIN-b4ca1426,ZZ-IND-a9e7384d,33731.75,33308.44
MB-MAIN-b4ca1426,ZZ-IND-f4eae642,17512.42,17157.9
MB-MAIN-b4ca1426,ZZ-IND-e472b301,31454.01,26234.71
SK-MAIN-26b9aaf3,ZZ-IND-c5724d0e,137329.53,2516.6
SK-MAIN-26b9aaf3,ZZ-IND-7b635da3,40971.12,39038.18
SK-MAIN-26b9aaf3,ZZ-IND-810f3d7f,6027.83,5976.68
SK-MAIN-26b9aaf3,ZZ-IND-dc720cd1,9847.36,9034.13
SK-MAIN-26b9aaf3,ZZ-IND-ac7d395c,49856.85,42473.59
SK-MAIN-26b9aaf3,ZZ-IND-1a6c81bd,355108.79,5529.69
SK-MAIN-26b9aaf3,ZZ-IND-3bfbe17a,28642.42,36376.64
SK-MAIN-26b9aaf3,ZZ-IND-e5dfb7ea,15896.36,34832.59
SK-MAIN-26b9aaf3,ZZ-IND-8b75af86,39247.97,31502.36
SK-MAIN-26b9aaf3,ZZ-IND-4f562fe7,14413.49,13535.39
SK-MAIN-26b9aaf3,ZZ-IND-9258d12d,12655.41,12117.52
SK-MAIN-26b9aaf3,ZZ-IND-449f53f1,14438.76,13579.78
SK-MAIN-26b9aaf3,ZZ-IND-c6f56a83,7244.45,12819.79
AB-MAIN-9fed34a8,ZZ-IND-4079ba66,51055.52,45236.16
AB-MAIN-9fed34a8,ZZ-IND-e19754f4,23715.91,19688.81
NB-MAIN-9e0c4fb2,ZZ-IND-5ec1496b,6648.9,6516.2
QC-MAIN-15d7c629,ZZ-IND-c877d4b9,19204.59,17965.56
QC-MAIN-15d7c629,ZZ-IND-4cbc2295,19873.4,18462.25
QC-MAIN-30ff61c3,ZZ-IND-bec1af99,44014.71,40729.45
QC-MAIN-abe563b5,ZZ-IND-8b93e780,13774.62,8083.74
QC-MAIN-abe563b5,ZZ-IND-64242544,50198.29,46840.4
QC-MAIN-41bf5ea5,ZZ-IND-8b93e780,29440.74,25313.76
QC-MAIN-41bf5ea5,ZZ-IND-64242544,47502.59,42727.95
QC-MAIN-bebff037,ZZ-IND-8b93e780,5635.64,130.63
QC-MAIN-bebff037,ZZ-IND-64242544,42120.59,38671.63
QC-MAIN-a1159813,ZZ-IND-8b93e780,31914.93,28237.86
QC-MAIN-a1159813,ZZ-IND-64242544,42343.59,37424.26
ON-MAIN-6bd6cc80,ZZ-IND-116168a4,52575.92,44789.55
ON-MAIN-92cdea80,ZZ-IND-aabab771,38202.65,36275.86
ON-MAIN-9623499f,ZZ-IND-7f7a1a96,41065.73,40610.42
ON-MAIN-9623499f,ZZ-IND-640ce842,39883.38,37266.02
ON-MAIN-9623499f,ZZ-IND-632e5b62,36191.02,26445.88
ON-MAIN-59a49b3e,ZZ-IND-7f7a1a96,40745.97,40288.03
ON-MAIN-59a49b3e,ZZ-IND-640ce842,39755.0,37150.9
ON-MAIN-59a49b3e,ZZ-IND-632e5b62,35998.99,26333.5
ON-MAIN-00855a72,ZZ-IND-c56c9aad,45834.38,44300.96
ON-MAIN-00855a72,ZZ-IND-1ffe3532,3761.57,3340.68
ON-MAIN-00855a72,ZZ-IND-a9cc7680,12009.19,9661.16
ON-MAIN-00855a72,ZZ-IND-00338642,23896.48,21648.9
ON-MAIN-00855a72,ZZ-IND-2a3ee63d,28117.11,12914.44
MB-MAIN-0d5c2cae,ZZ-IND-d7cdb38a,11334.58,11118.38
MB-MAIN-0d5c2cae,ZZ-IND-e18f63b2,9792.16,9704.04
MB-MAIN-0d5c2cae,ZZ-IND-830e8706,43924.73,43653.52
MB-MAIN-0d5c2cae,ZZ-IND-f0b42e7d,34213.3,34103.8
MB-MAIN-0d5c2cae,ZZ-IND-d3196be1,20830.3,20745.16
MB-MAIN-0d5c2cae,ZZ-IND-07f5d240,16618.59,16110.23
MB-MAIN-0d5c2cae,ZZ-IND-69718711,18097.76,17882.89
MB-MAIN-0d5c2cae,ZZ-IND-e081af28,15479.76,14843.83
MB-MAIN-0d5c2cae,ZZ-IND-f442fd9f,30062.31,29757.03
MB-MAIN-0d5c2cae,ZZ-IND-a9e7384d,32804.27,32381.42
MB-MAIN-0d5c2cae,ZZ-IND-f4eae642,17303.94,16935.77
MB-MAIN-0d5c2cae,ZZ-IND-e472b301,31993.44,26783.18
MB-MAIN-c3d6d0d2,ZZ-IND-d7cdb38a,34840.55,34759.66
MB-MAIN-c3d6d0d2,ZZ-IND-e18f63b2,33459.04,33383.46
MB-MAIN-c3d6d0d2,ZZ-IND-830e8706,26161.61,25990.63
MB-MAIN-c3d6d0d2,ZZ-IND-f0b42e7d,13934.99,13861.24
MB-MAIN-c3d6d0d2,ZZ-IND-d3196be1,3382.47,3251.75
MB-MAIN-c3d6d0d2,ZZ-IND-07f5d240,40531.32,40004.98
MB-MAIN-c3d6d0d2,ZZ-IND-69718711,41982.15,41756.68
MB-MAIN-c3d6d0d2,ZZ-IND-e081af28,39467.34,38797.69
MB-MAIN-c3d6d0d2,ZZ-IND-a9e7384d,22312.43,21882.37
MB-MAIN-c3d6d0d2,ZZ-IND-f4eae642,41195.13,40813.22
MB-MAIN-c3d6d0d2,ZZ-IND-e472b301,54809.33,49630.92
MB-MAIN-d7217475,ZZ-IND-d7cdb38a,41402.77,41329.37
MB-MAIN-d7217475,ZZ-IND-e18f63b2,39956.39,39875.51
MB-MAIN-d7217475,ZZ-IND-830e8706,19848.23,19718.77
MB-MAIN-d7217475,ZZ-IND-f0b42e7d,7588.86,7547.61
MB-MAIN-d7217475,ZZ-IND-d3196be1,9657.13,9601.99
MB-MAIN-d7217475,ZZ-IND-07f5d240,46522.83,45981.34
MB-MAIN-d7217475,ZZ-IND-69718711,47931.35,47696.93
MB-MAIN-d7217475,ZZ-IND-e081af28,45740.1,45126.61
MB-MAIN-d7217475,ZZ-IND-a9e7384d,19322.71,18889.53
MB-MAIN-d7217475,ZZ-IND-f4eae642,47157.8,46765.1
SK-MAIN-5faf4b42,ZZ-IND-c5724d0e,138376.41,1125.79
SK-MAIN-5faf4b42,ZZ-IND-7b635da3,39416.21,37488.68
SK-MAIN-5faf4b42,ZZ-IND-810f3d7f,7245.93,7193.87
SK-MAIN-5faf4b42,ZZ-IND-dc720cd1,10050.25,9211.8
SK-MAIN-5faf4b42,ZZ-IND-ac7d395c,50271.15,42876.24
SK-MAIN-5faf4b42,ZZ-IND-1a6c81bd,354258.63,7044.61
SK-MAIN-5faf4b42,ZZ-IND-3bfbe17a,29709.2,35994.38
SK-MAIN-5faf4b42,ZZ-IND-e5dfb7ea,17351.35,34534.4
SK-MAIN-5faf4b42,ZZ-IND-8b75af86,39294.64,31312.01
SK-MAIN-5faf4b42,ZZ-IND-4f562fe7,15922.2,15046.78
SK-MAIN-5faf4b42,ZZ-IND-9258d12d,14189.48,13649.9
SK-MAIN-5faf4b42,ZZ-IND-449f53f1,15992.68,15135.08
SK-MAIN-5faf4b42,ZZ-IND-c6f56a83,8582.84,13006.45
AB-MAIN-575ff9de,ZZ-IND-4079ba66,50843.43,45228.13
AB-MAIN-575ff9de,ZZ-IND-e19754f4,33156.03,28343.95
AB-MAIN-2951d12e,ZZ-IND-8f140b30,24736.96,7957.96
AB-MAIN-2951d12e,ZZ-IND-2bcffe85,61765.9,37794.89
AB-MAIN-2a44a3b1,ZZ-IND-8f140b30,24164.41,7556.58
AB-MAIN-2a44a3b1,ZZ-IND-2bcffe85,62359.29,38961.47
BC-MAIN-ee65d38c,ZZ-IND-a64c90e6,43950.52,43553.25
BC-MAIN-ee65d38c,ZZ-IND-38a2371f,31320.68,29873.66
BC-MAIN-ee65d38c,ZZ-IND-15f34cd2,20752.59,20614.02
BC-MAIN-ee65d38c,ZZ-IND-10b398ab,33816.56,33708.61
BC-MAIN-ee65d38c,ZZ-IND-7f321945,37822.64,37614.46
BC-MAIN-ee65d38c,ZZ-IND-dc3f0cc1,21995.37,21252.75
BC-MAIN-ee65d38c,ZZ-IND-35a51700,46359.03,46335.91
BC-MAIN-ee65d38c,ZZ-IND-05ee1b82,8930.01,8621.87
BC-MAIN-ee65d38c,ZZ-IND-cf7d4528,42577.03,42495.17
BC-MAIN-ee65d38c,ZZ-IND-7229830c,12528.89,11708.63
BC-MAIN-ee65d38c,ZZ-IND-b349804e,12603.08,12042.57
BC-MAIN-ee65d38c,ZZ-IND-b4c97a34,37682.15,37655.32
BC-MAIN-ee65d38c,ZZ-IND-4b2e942a,15203.82,14808.11
BC-MAIN-ee65d38c,ZZ-IND-08f45ef5,38158.36,37005.66
BC-MAIN-ee65d38c,ZZ-IND-215717bd,46547.74,45854.58
BC-MAIN-ee65d38c,ZZ-IND-8e6fa7a9,13743.26,12708.48
BC-MAIN-ee65d38c,ZZ-IND-47b5448d,30075.78,29759.11
BC-MAIN-ee65d38c,ZZ-IND-454d358a,42603.57,42075.5
BC-MAIN-ee65d38c,ZZ-IND-d25e828d,42340.68,41963.7
BC-MAIN-ee65d38c,ZZ-IND-ba8c3753,9027.51,7909.2
BC-MAIN-ee65d38c,ZZ-IND-bce02360,28556.36,28151.09
BC-MAIN-ee65d38c,ZZ-IND-ba9a3392,33686.79,33682.22
BC-MAIN-ee65d38c,ZZ-IND-935382b0,49640.38,49331.12
BC-MAIN-ee65d38c,ZZ-IND-44d169d8,44260.81,44166.32
BC-MAIN-ee65d38c,ZZ-IND-97c5300d,46654.61,46592.96
BC-MAIN-ee65d38c,ZZ-IND-42a06ee4,31246.83,31229.92
BC-MAIN-ee65d38c,ZZ-IND-c2b69ff9,40786.51,39868.05
BC-MAIN-ee65d38c,ZZ-IND-ef697174,43790.91,43728.65
BC-MAIN-ee65d38c,ZZ-IND-4c8b3f25,36206.74,36182.47
BC-MAIN-ee65d38c,ZZ-IND-9787f429,8245.98,7739.9
BC-MAIN-ee65d38c,ZZ-IND-b4627b30,48720.95,46887.82
BC-MAIN-ee65d38c,ZZ-IND-c9713f5c,45834.88,45527.58
BC-MAIN-ee65d38c,ZZ-IND-38b6b646,31563.92,31266.87
BC-MAIN-ee65d38c,ZZ-IND-eed99750,50002.25,49814.15
BC-MAIN-ee65d38c,ZZ-IND-9b3b606f,48866.39,48620.35
BC-MAIN-ee65d38c,ZZ-IND-46c903ae,50318.69,49903.9
BC-MAIN-ee65d38c,ZZ-IND-bc0e9749,38761.35,37733.32
BC-MAIN-ee65d38c,ZZ-IND-311ed3e2,48584.42,48263.61
BC-MAIN-ee65d38c,ZZ-IND-fd600694,44665.69,42941.68
BC-MAIN-ee65d38c,ZZ-IND-beb26c43,14332.0,13703.62
BC-MAIN-ee65d38c,ZZ-IND-4f8b71dd,45709.07,45299.7
BC-MAIN-ee65d38c,ZZ-IND-de9033c5,16651.16,16078.11
BC-MAIN-ee65d38c,ZZ-IND-9488fe75,16613.01,16103.02
BC-MAIN-ee65d38c,ZZ-IND-9e054a17,17467.48,16410.08
BC-MAIN-ee65d38c,ZZ-IND-8a05858f,18843.04,18833.11
BC-MAIN-ee65d38c,ZZ-IND-aef95722,19617.91,19585.74
BC-MAIN-ee65d38c,ZZ-IND-1a15da26,18183.73,16813.16
BC-MAIN-1f842681,ZZ-IND-f234a9b4,21007.82,20828.39
BC-MAIN-1f842681,ZZ-IND-587f5005,3561.5,2839.75
BC-MAIN-1f842681,ZZ-IND-aed46375,385.33,371.79
BC-MAIN-1f842681,ZZ-IND-0f45371b,21785.6,21707.28
BC-MAIN-1f842681,ZZ-IND-8830c52d,35806.46,35588.7
BC-MAIN-1f842681,ZZ-IND-d4834964,21433.13,21355.92
BC-MAIN-1f842681,ZZ-IND-8a96993e,21461.74,20502.87
BC-MAIN-1f842681,ZZ-IND-99392004,22865.08,22765.02
BC-MAIN-1f842681,ZZ-IND-215717bd,43880.98,43144.77
BC-MAIN-1f842681,ZZ-IND-e8f8ad8a,11528.22,11476.22
BC-MAIN-1f842681,ZZ-IND-8f589910,28714.05,28164.6
BC-MAIN-1f842681,ZZ-IND-f9b77671,20516.52,19914.4
BC-MAIN-1f842681,ZZ-IND-b605875d,19006.35,18905.23
BC-MAIN-1f842681,ZZ-IND-454d358a,46394.58,45922.21
BC-MAIN-1f842681,ZZ-IND-5d48b981,35997.25,35871.98
BC-MAIN-1f842681,ZZ-IND-dff4d57e,25877.86,25583.86
BC-MAIN-1f842681,ZZ-IND-57db38b8,10216.91,9563.51
BC-MAIN-1f842681,ZZ-IND-7a76edd0,19715.4,18049.72
BC-MAIN-1f842681,ZZ-IND-5ab651aa,49073.09,48909.46
