row_id,population_id,main_id,name,year,buffer_size,total_population,geometry
landcover-ed23117f-2025-1,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2025,10km,20.88051029620692,POINT (-124.031 55.118)
landcover-ed23117f-2025-2,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2025,50km,62.08335241780744,POINT (-124.031 55.118)
landcover-ed23117f-2030-1,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2030,10km,22.324911686126143,POINT (-124.031 55.118)
landcover-ed23117f-2030-2,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2030,50km,64.74237956764797,POINT (-124.031 55.118)
landcover-23155c25-2025-1,BC-MAIN-23155c25,BC-MAIN-23155c25,Myra Falls,2025,10km,0.0,POINT (-125.59 49.57)
landcover-23155c25-2025-2,BC-MAIN-23155c25,BC-MAIN-23155c25,Myra Falls,2025,50km,65614.32202602814,POINT (-125.59 49.57)
landcover-23155c25-2030-1,BC-MAIN-23155c25,BC-MAIN-23155c25,Myra Falls,2030,10km,0.0,POINT (-125.59 49.57)
landcover-23155c25-2030-2,BC-MAIN-23155c25,BC-MAIN-23155c25,Myra Falls,2030,50km,68385.7964376781,POINT (-125.59 49.57)
landcover-8eb8be0d-2025-1,BC-MAIN-8eb8be0d,BC-MAIN-8eb8be0d,Red Chris,2025,10km,6.632174715399742,POINT (-129.78333 57.7)
landcover-8eb8be0d-2025-2,BC-MAIN-8eb8be0d,BC-MAIN-8eb8be0d,Red Chris,2025,50km,380.87941565550864,POINT (-129.78333 57.7)
landcover-8eb8be0d-2030-1,BC-MAIN-8eb8be0d,BC-MAIN-8eb8be0d,Red Chris,2030,10km,6.90228395909071,POINT (-129.78333 57.7)
landcover-8eb8be0d-2030-2,BC-MAIN-8eb8be0d,BC-MAIN-8eb8be0d,Red Chris,2030,50km,396.39151504961774,POINT (-129.78333 57.7)
landcover-857b7b89-2025-1,BC-MAIN-857b7b89,BC-MAIN-857b7b89,Brucejack,2025,10km,0.0,POINT (-130.21783 56.47554)
landcover-857b7b89-2025-2,BC-MAIN-857b7b89,BC-MAIN-857b7b89,Brucejack,2025,50km,5.966128179451004,POINT (-130.21783 56.47554)
landcover-857b7b89-2030-1,BC-MAIN-857b7b89,BC-MAIN-857b7b89,Brucejack,2030,10km,0.0,POINT (-130.21783 56.47554)
landcover-857b7b89-2030-2,BC-MAIN-857b7b89,BC-MAIN-857b7b89,Brucejack,2030,50km,6.226796768931141,POINT (-130.21783 56.47554)
landcover-9e101b16-2025-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,2025,10km,33.52115665562451,POINT (-114.7833 49.95)
landcover-9e101b16-2025-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,2025,50km,14280.143248041444,POINT (-114.7833 49.95)
landcover-9e101b16-2030-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,2030,10km,34.28818712942302,POINT (-114.7833 49.95)
landcover-9e101b16-2030-2,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,2030,50km,15034.343268611903,POINT (-114.7833 49.95)
landcover-48ad5435-2025-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,2025,10km,4627.759387480255,POINT (-114.805 49.7431)
landcover-48ad5435-2025-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,2025,50km,23118.100168390465,POINT (-114.805 49.7431)
landcover-48ad5435-2030-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,2030,10km,4815.338156670801,POINT (-114.805 49.7431)
landcover-48ad5435-2030-2,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,2030,50km,24322.282317170502,POINT (-114.805 49.7431)
landcover-c202b377-2025-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,2025,10km,3.7177183888852596,POINT (-114.830862 50.19817)
landcover-c202b377-2025-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,2025,50km,4840.808214949384,POINT (-114.830862 50.19817)
landcover-c202b377-2030-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,2030,10km,3.4315578788518906,POINT (-114.830862 50.19817)
landcover-c202b377-2030-2,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,2030,50km,5067.594570783849,POINT (-114.830862 50.19817)
landcover-2c4ceca5-2025-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,2025,10km,14.628618259448558,POINT (-114.877193 50.117858)
landcover-2c4ceca5-2025-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,2025,50km,8648.217204160765,POINT (-114.877193 50.117858)
landcover-2c4ceca5-2030-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,2030,10km,14.199961245059967,POINT (-114.877193 50.117858)
landcover-2c4ceca5-2030-2,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,2030,50km,9026.972777713345,POINT (-114.877193 50.117858)
landcover-afd7eec5-2025-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,2025,10km,0.0,POINT (-121.2453 55.0861)
landcover-afd7eec5-2025-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,2025,50km,3251.2237470232394,POINT (-121.2453 55.0861)
landcover-afd7eec5-2030-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,2030,10km,0.0,POINT (-121.2453 55.0861)
landcover-afd7eec5-2030-2,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,2030,50km,3383.9992633633074,POINT (-121.2453 55.0861)
landcover-becbbe67-2025-1,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,2025,10km,2.061998721515513,POINT (-121.832 55.398)
landcover-becbbe67-2025-2,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,2025,50km,5476.740015603174,POINT (-121.832 55.398)
landcover-becbbe67-2030-1,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,2030,10km,2.1039326046714466,POINT (-121.832 55.398)
landcover-becbbe67-2030-2,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,2030,50km,5702.1014523242475,POINT (-121.832 55.398)
landcover-fb4d0c45-2025-1,BC-MAIN-fb4d0c45,BC-MAIN-fb4d0c45,Willow Creek,2025,10km,48.07938252482563,POINT (-122.2222 55.607)
landcover-fb4d0c45-2025-2,BC-MAIN-fb4d0c45,BC-MAIN-fb4d0c45,Willow Creek,2025,50km,5739.017969126206,POINT (-122.2222 55.607)
landcover-fb4d0c45-2030-1,BC-MAIN-fb4d0c45,BC-MAIN-fb4d0c45,Willow Creek,2030,10km,43.75048123952001,POINT (-122.2222 55.607)
landcover-fb4d0c45-2030-2,BC-MAIN-fb4d0c45,BC-MAIN-fb4d0c45,Willow Creek,2030,50km,5975.016222220485,POINT (-122.2222 55.607)
landcover-44857446-2025-1,YT-MAIN-44857446,YT-MAIN-44857446,Keno Hill Silver District,2025,10km,38.1331182718277,POINT (-135.4833 63.9167)
landcover-44857446-2025-2,YT-MAIN-44857446,YT-MAIN-44857446,Keno Hill Silver District,2025,50km,561.9217351870611,POINT (-135.4833 63.9167)
landcover-44857446-2030-1,YT-MAIN-44857446,YT-MAIN-44857446,Keno Hill Silver District,2030,10km,41.13853371143341,POINT (-135.4833 63.9167)
landcover-44857446-2030-2,YT-MAIN-44857446,YT-MAIN-44857446,Keno Hill Silver District,2030,50km,606.208922165446,POINT (-135.4833 63.9167)
landcover-e05ed9fe-2025-1,YT-MAIN-e05ed9fe,YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),2025,10km,15.376188647001982,POINT (-135.8456 64.0322)
landcover-e05ed9fe-2025-2,YT-MAIN-e05ed9fe,YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),2025,50km,569.5869119083509,POINT (-135.8456 64.0322)
landcover-e05ed9fe-2030-1,YT-MAIN-e05ed9fe,YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),2030,10km,16.588044991716743,POINT (-135.8456 64.0322)
landcover-e05ed9fe-2030-2,YT-MAIN-e05ed9fe,YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),2030,50km,614.4782204674557,POINT (-135.8456 64.0322)
landcover-752fbcae-2025-1,YT-MAIN-752fbcae,YT-MAIN-752fbcae,Minto,2025,10km,0.0,POINT (-137.23858 62.618875)
landcover-752fbcae-2025-2,YT-MAIN-752fbcae,YT-MAIN-752fbcae,Minto,2025,50km,460.20959433718235,POINT (-137.23858 62.618875)
landcover-752fbcae-2030-1,YT-MAIN-752fbcae,YT-MAIN-752fbcae,Minto,2030,10km,0.0,POINT (-137.23858 62.618875)
landcover-752fbcae-2030-2,YT-MAIN-752fbcae,YT-MAIN-752fbcae,Minto,2030,50km,496.4804585548736,POINT (-137.23858 62.618875)
landcover-94e652a5-2025-1,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2025,10km,0.0,POINT (-109.21194 63.44528)
landcover-94e652a5-2025-2,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2025,50km,0.0,POINT (-109.21194 63.44528)
landcover-94e652a5-2030-1,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2030,10km,0.0,POINT (-109.21194 63.44528)
landcover-94e652a5-2030-2,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2030,50km,0.0,POINT (-109.21194 63.44528)
landcover-0ec39ce0-2025-1,NT-MAIN-0ec39ce0,NT-MAIN-0ec39ce0,Diavik,2025,10km,0.0,POINT (-110.272 64.495)
landcover-0ec39ce0-2025-2,NT-MAIN-0ec39ce0,NT-MAIN-0ec39ce0,Diavik,2025,50km,0.0,POINT (-110.272 64.495)
landcover-0ec39ce0-2030-1,NT-MAIN-0ec39ce0,NT-MAIN-0ec39ce0,Diavik,2030,10km,0.0,POINT (-110.272 64.495)
landcover-0ec39ce0-2030-2,NT-MAIN-0ec39ce0,NT-MAIN-0ec39ce0,Diavik,2030,50km,0.0,POINT (-110.272 64.495)
landcover-6c1d6ee6-2025-1,NT-MAIN-6c1d6ee6,NT-MAIN-6c1d6ee6,Ekati,2025,10km,0.0,POINT (-110.618 64.715)
landcover-6c1d6ee6-2025-2,NT-MAIN-6c1d6ee6,NT-MAIN-6c1d6ee6,Ekati,2025,50km,0.0,POINT (-110.618 64.715)
landcover-6c1d6ee6-2030-1,NT-MAIN-6c1d6ee6,NT-MAIN-6c1d6ee6,Ekati,2030,10km,0.0,POINT (-110.618 64.715)
landcover-6c1d6ee6-2030-2,NT-MAIN-6c1d6ee6,NT-MAIN-6c1d6ee6,Ekati,2030,50km,0.0,POINT (-110.618 64.715)
landcover-5154702a-2025-1,NU-MAIN-5154702a,NU-MAIN-5154702a,Mary River,2025,10km,0.0,POINT (-78.556869 71.340446)
landcover-5154702a-2025-2,NU-MAIN-5154702a,NU-MAIN-5154702a,Mary River,2025,50km,0.0,POINT (-78.556869 71.340446)
landcover-5154702a-2030-1,NU-MAIN-5154702a,NU-MAIN-5154702a,Mary River,2030,10km,0.0,POINT (-78.556869 71.340446)
landcover-5154702a-2030-2,NU-MAIN-5154702a,NU-MAIN-5154702a,Mary River,2030,50km,0.0,POINT (-78.556869 71.340446)
landcover-8b0264c9-2025-1,NU-MAIN-8b0264c9,NU-MAIN-8b0264c9,Meliadine,2025,10km,0.0,POINT (-92.220206 63.031529)
landcover-8b0264c9-2025-2,NU-MAIN-8b0264c9,NU-MAIN-8b0264c9,Meliadine,2025,50km,0.0,POINT (-92.220206 63.031529)
landcover-8b0264c9-2030-1,NU-MAIN-8b0264c9,NU-MAIN-8b0264c9,Meliadine,2030,10km,0.0,POINT (-92.220206 63.031529)
landcover-8b0264c9-2030-2,NU-MAIN-8b0264c9,NU-MAIN-8b0264c9,Meliadine,2030,50km,0.0,POINT (-92.220206 63.031529)
landcover-730aefe3-2025-1,NU-MAIN-730aefe3,NU-MAIN-730aefe3,Meadowbank,2025,10km,0.0,POINT (-96.071313 65.0199956)
landcover-730aefe3-2025-2,NU-MAIN-730aefe3,NU-MAIN-730aefe3,Meadowbank,2025,50km,0.0,POINT (-96.071313 65.0199956)
landcover-730aefe3-2030-1,NU-MAIN-730aefe3,NU-MAIN-730aefe3,Meadowbank,2030,10km,0.0,POINT (-96.071313 65.0199956)
landcover-730aefe3-2030-2,NU-MAIN-730aefe3,NU-MAIN-730aefe3,Meadowbank,2030,50km,0.0,POINT (-96.071313 65.0199956)
landcover-4ea8ac9d-2025-1,NU-MAIN-4ea8ac9d,NU-MAIN-4ea8ac9d,Amaruq,2025,10km,0.0,POINT (-96.697 65.415)
landcover-4ea8ac9d-2025-2,NU-MAIN-4ea8ac9d,NU-MAIN-4ea8ac9d,Amaruq,2025,50km,0.0,POINT (-96.697 65.415)
landcover-4ea8ac9d-2030-1,NU-MAIN-4ea8ac9d,NU-MAIN-4ea8ac9d,Amaruq,2030,10km,0.0,POINT (-96.697 65.415)
landcover-4ea8ac9d-2030-2,NU-MAIN-4ea8ac9d,NU-MAIN-4ea8ac9d,Amaruq,2030,50km,0.0,POINT (-96.697 65.415)
landcover-d9036091-2025-1,NL-MAIN-d9036091,NL-MAIN-d9036091,Long Harbour,2025,10km,472.05295105763577,POINT (-53.811792 47.410938)
landcover-d9036091-2025-2,NL-MAIN-d9036091,NL-MAIN-d9036091,Long Harbour,2025,50km,0.0,POINT (-53.811792 47.410938)
landcover-d9036091-2030-1,NL-MAIN-d9036091,NL-MAIN-d9036091,Long Harbour,2030,10km,471.21535121265515,POINT (-53.811792 47.410938)
landcover-d9036091-2030-2,NL-MAIN-d9036091,NL-MAIN-d9036091,Long Harbour,2030,50km,0.0,POINT (-53.811792 47.410938)
landcover-8d6616b4-2025-1,QC-MAIN-8d6616b4,QC-MAIN-8d6616b4,Alouette,2025,10km,0.0,POINT (-66.4429 50.1571)
landcover-8d6616b4-2025-2,QC-MAIN-8d6616b4,QC-MAIN-8d6616b4,Alouette,2025,50km,0.0,POINT (-66.4429 50.1571)
landcover-8d6616b4-2030-1,QC-MAIN-8d6616b4,QC-MAIN-8d6616b4,Alouette,2030,10km,0.0,POINT (-66.4429 50.1571)
landcover-8d6616b4-2030-2,QC-MAIN-8d6616b4,QC-MAIN-8d6616b4,Alouette,2030,50km,0.0,POINT (-66.4429 50.1571)
landcover-52c01ae4-2025-1,QC-MAIN-52c01ae4,QC-MAIN-52c01ae4,Baie-Comeau,2025,10km,0.0,POINT (-68.1491 49.2562)
landcover-52c01ae4-2025-2,QC-MAIN-52c01ae4,QC-MAIN-52c01ae4,Baie-Comeau,2025,50km,0.0,POINT (-68.1491 49.2562)
landcover-52c01ae4-2030-1,QC-MAIN-52c01ae4,QC-MAIN-52c01ae4,Baie-Comeau,2030,10km,0.0,POINT (-68.1491 49.2562)
landcover-52c01ae4-2030-2,QC-MAIN-52c01ae4,QC-MAIN-52c01ae4,Baie-Comeau,2030,50km,0.0,POINT (-68.1491 49.2562)
landcover-01c1e81f-2025-1,QC-MAIN-01c1e81f,QC-MAIN-01c1e81f,Grande-Baie,2025,10km,20073.929747342176,POINT (-70.9258 48.3058)
landcover-01c1e81f-2025-2,QC-MAIN-01c1e81f,QC-MAIN-01c1e81f,Grande-Baie,2025,50km,176511.33072108685,POINT (-70.9258 48.3058)
landcover-01c1e81f-2030-1,QC-MAIN-01c1e81f,QC-MAIN-01c1e81f,Grande-Baie,2030,10km,20941.852274956935,POINT (-70.9258 48.3058)
landcover-01c1e81f-2030-2,QC-MAIN-01c1e81f,QC-MAIN-01c1e81f,Grande-Baie,2030,50km,184092.45352728083,POINT (-70.9258 48.3058)
landcover-c0e3a48b-2025-1,QC-MAIN-c0e3a48b,QC-MAIN-c0e3a48b,Laterrière,2025,10km,8307.938970690457,POINT (-71.1287 48.3013)
landcover-c0e3a48b-2025-2,QC-MAIN-c0e3a48b,QC-MAIN-c0e3a48b,Laterrière,2025,50km,216848.726032461,POINT (-71.1287 48.3013)
landcover-c0e3a48b-2030-1,QC-MAIN-c0e3a48b,QC-MAIN-c0e3a48b,Laterrière,2030,10km,8673.532328873569,POINT (-71.1287 48.3013)
landcover-c0e3a48b-2030-2,QC-MAIN-c0e3a48b,QC-MAIN-c0e3a48b,Laterrière,2030,50km,225329.8280873303,POINT (-71.1287 48.3013)
landcover-92628f16-2025-1,QC-MAIN-92628f16,QC-MAIN-92628f16,Vaudreuil,2025,10km,120094.7409546939,POINT (-71.157919 48.428476)
landcover-92628f16-2025-2,QC-MAIN-92628f16,QC-MAIN-92628f16,Vaudreuil,2025,50km,228620.75100905547,POINT (-71.157919 48.428476)
landcover-92628f16-2030-1,QC-MAIN-92628f16,QC-MAIN-92628f16,Vaudreuil,2030,10km,125383.39794303276,POINT (-71.157919 48.428476)
landcover-92628f16-2030-2,QC-MAIN-92628f16,QC-MAIN-92628f16,Vaudreuil,2030,50km,237402.4650677827,POINT (-71.157919 48.428476)
landcover-c1c7eb99-2025-1,QC-MAIN-c1c7eb99,QC-MAIN-c1c7eb99,Arvida,2025,10km,118642.40156531635,POINT (-71.165521 48.430174)
landcover-c1c7eb99-2025-2,QC-MAIN-c1c7eb99,QC-MAIN-c1c7eb99,Arvida,2025,50km,228845.47415754158,POINT (-71.165521 48.430174)
landcover-c1c7eb99-2030-1,QC-MAIN-c1c7eb99,QC-MAIN-c1c7eb99,Arvida,2030,10km,123892.29839342913,POINT (-71.165521 48.430174)
landcover-c1c7eb99-2030-2,QC-MAIN-c1c7eb99,QC-MAIN-c1c7eb99,Arvida,2030,50km,237620.72999806912,POINT (-71.165521 48.430174)
landcover-3aa117d8-2025-1,QC-MAIN-3aa117d8,QC-MAIN-3aa117d8,Alma,2025,10km,36857.33609234058,POINT (-71.6897 48.5847)
landcover-3aa117d8-2025-2,QC-MAIN-3aa117d8,QC-MAIN-3aa117d8,Alma,2025,50km,202138.1080972529,POINT (-71.6897 48.5847)
landcover-3aa117d8-2030-1,QC-MAIN-3aa117d8,QC-MAIN-3aa117d8,Alma,2030,10km,37694.949649569084,POINT (-71.6897 48.5847)
landcover-3aa117d8-2030-2,QC-MAIN-3aa117d8,QC-MAIN-3aa117d8,Alma,2030,50km,209103.1623810536,POINT (-71.6897 48.5847)
landcover-eac5a52b-2025-1,QC-MAIN-eac5a52b,QC-MAIN-eac5a52b,Deschambault,2025,10km,10253.559233054419,POINT (-71.9467 46.6939)
landcover-eac5a52b-2025-2,QC-MAIN-eac5a52b,QC-MAIN-eac5a52b,Deschambault,2025,50km,375107.2588208292,POINT (-71.9467 46.6939)
landcover-eac5a52b-2030-1,QC-MAIN-eac5a52b,QC-MAIN-eac5a52b,Deschambault,2030,10km,10479.212729837576,POINT (-71.9467 46.6939)
landcover-eac5a52b-2030-2,QC-MAIN-eac5a52b,QC-MAIN-eac5a52b,Deschambault,2030,50km,389851.46883062704,POINT (-71.9467 46.6939)
landcover-c8966bdc-2025-1,QC-MAIN-c8966bdc,QC-MAIN-c8966bdc,Bécancour,2025,10km,20103.986847990553,POINT (-72.3852 46.381)
landcover-c8966bdc-2025-2,QC-MAIN-c8966bdc,QC-MAIN-c8966bdc,Bécancour,2025,50km,0.0,POINT (-72.3852 46.381)
landcover-c8966bdc-2030-1,QC-MAIN-c8966bdc,QC-MAIN-c8966bdc,Bécancour,2030,10km,20780.349039932593,POINT (-72.3852 46.381)
landcover-c8966bdc-2030-2,QC-MAIN-c8966bdc,QC-MAIN-c8966bdc,Bécancour,2030,50km,0.0,POINT (-72.3852 46.381)
landcover-529c96b4-2025-1,QC-MAIN-529c96b4,QC-MAIN-529c96b4,CCR,2025,10km,657806.4190332366,POINT (-73.511778 45.627518)
landcover-529c96b4-2025-2,QC-MAIN-529c96b4,QC-MAIN-529c96b4,CCR,2025,50km,4527265.305510578,POINT (-73.511778 45.627518)
landcover-529c96b4-2030-1,QC-MAIN-529c96b4,QC-MAIN-529c96b4,CCR,2030,10km,683904.461171045,POINT (-73.511778 45.627518)
landcover-529c96b4-2030-2,QC-MAIN-529c96b4,QC-MAIN-529c96b4,CCR,2030,50km,4703977.689237991,POINT (-73.511778 45.627518)
landcover-4f03382f-2025-1,QC-MAIN-4f03382f,QC-MAIN-4f03382f,Sainte-Catherine,2025,10km,541709.796361209,POINT (-73.601869 45.402369)
landcover-4f03382f-2025-2,QC-MAIN-4f03382f,QC-MAIN-4f03382f,Sainte-Catherine,2025,50km,4300718.646553296,POINT (-73.601869 45.402369)
landcover-4f03382f-2030-1,QC-MAIN-4f03382f,QC-MAIN-4f03382f,Sainte-Catherine,2030,10km,561481.217784463,POINT (-73.601869 45.402369)
landcover-4f03382f-2030-2,QC-MAIN-4f03382f,QC-MAIN-4f03382f,Sainte-Catherine,2030,50km,4465498.053375272,POINT (-73.601869 45.402369)
landcover-abb3e1c7-2025-1,QC-MAIN-abb3e1c7,QC-MAIN-abb3e1c7,General Smelting Company of Canada,2025,10km,819707.9196619714,POINT (-73.676345 45.448518)
landcover-abb3e1c7-2025-2,QC-MAIN-abb3e1c7,QC-MAIN-abb3e1c7,General Smelting Company of Canada,2025,50km,4414267.204691677,POINT (-73.676345 45.448518)
landcover-abb3e1c7-2030-1,QC-MAIN-abb3e1c7,QC-MAIN-abb3e1c7,General Smelting Company of Canada,2030,10km,851853.5898118466,POINT (-73.676345 45.448518)
landcover-abb3e1c7-2030-2,QC-MAIN-abb3e1c7,QC-MAIN-abb3e1c7,General Smelting Company of Canada,2030,50km,4585160.325697285,POINT (-73.676345 45.448518)
landcover-de3d8b7b-2025-1,QC-MAIN-de3d8b7b,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),2025,10km,17459.196560225882,POINT (-74.097205 45.228312)
landcover-de3d8b7b-2025-2,QC-MAIN-de3d8b7b,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),2025,50km,1714634.2054274892,POINT (-74.097205 45.228312)
landcover-de3d8b7b-2030-1,QC-MAIN-de3d8b7b,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),2030,10km,18874.64272767197,POINT (-74.097205 45.228312)
landcover-de3d8b7b-2030-2,QC-MAIN-de3d8b7b,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),2030,50km,1780087.414163096,POINT (-74.097205 45.228312)
landcover-30c1828c-2025-1,QC-MAIN-30c1828c,QC-MAIN-30c1828c,Horne,2025,10km,36952.37965195532,POINT (-79.0151 48.2534)
landcover-30c1828c-2025-2,QC-MAIN-30c1828c,QC-MAIN-30c1828c,Horne,2025,50km,53193.818985492406,POINT (-79.0151 48.2534)
landcover-30c1828c-2030-1,QC-MAIN-30c1828c,QC-MAIN-30c1828c,Horne,2030,10km,37784.9089154893,POINT (-79.0151 48.2534)
landcover-30c1828c-2030-2,QC-MAIN-30c1828c,QC-MAIN-30c1828c,Horne,2030,50km,54403.708780036024,POINT (-79.0151 48.2534)
landcover-dca9cce7-2025-1,ON-MAIN-dca9cce7,ON-MAIN-dca9cce7,Ottawa,2025,10km,660588.9920346676,POINT (-75.69922 45.431332)
landcover-dca9cce7-2025-2,ON-MAIN-dca9cce7,ON-MAIN-dca9cce7,Ottawa,2025,50km,1502479.6102292575,POINT (-75.69922 45.431332)
landcover-dca9cce7-2030-1,ON-MAIN-dca9cce7,ON-MAIN-dca9cce7,Ottawa,2030,10km,677737.900922396,POINT (-75.69922 45.431332)
landcover-dca9cce7-2030-2,ON-MAIN-dca9cce7,ON-MAIN-dca9cce7,Ottawa,2030,50km,1542132.5749236522,POINT (-75.69922 45.431332)
landcover-237587f6-2025-1,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2025,10km,27056.933085733202,POINT (-78.2943 43.9429)
landcover-237587f6-2025-2,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2025,50km,515984.17400599644,POINT (-78.2943 43.9429)
landcover-237587f6-2030-1,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2030,10km,27877.084184457482,POINT (-78.2943 43.9429)
landcover-237587f6-2030-2,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2030,50km,538378.9586315139,POINT (-78.2943 43.9429)
landcover-2e13aaa0-2025-1,ON-MAIN-2e13aaa0,ON-MAIN-2e13aaa0,Port Colborne,2025,10km,27870.73948344966,POINT (-79.24 42.883)
landcover-2e13aaa0-2025-2,ON-MAIN-2e13aaa0,ON-MAIN-2e13aaa0,Port Colborne,2025,50km,1475323.37753976,POINT (-79.24 42.883)
landcover-2e13aaa0-2030-1,ON-MAIN-2e13aaa0,ON-MAIN-2e13aaa0,Port Colborne,2030,10km,28816.198158584244,POINT (-79.24 42.883)
landcover-2e13aaa0-2030-2,ON-MAIN-2e13aaa0,ON-MAIN-2e13aaa0,Port Colborne,2030,50km,1515807.8897200066,POINT (-79.24 42.883)
landcover-137bbc71-2025-1,ON-MAIN-137bbc71,ON-MAIN-137bbc71,Mississauga,2025,10km,730744.4271608675,POINT (-79.57979 43.60506)
landcover-137bbc71-2025-2,ON-MAIN-137bbc71,ON-MAIN-137bbc71,Mississauga,2025,50km,6787154.757238774,POINT (-79.57979 43.60506)
landcover-137bbc71-2030-1,ON-MAIN-137bbc71,ON-MAIN-137bbc71,Mississauga,2030,10km,758307.5798556085,POINT (-79.57979 43.60506)
landcover-137bbc71-2030-2,ON-MAIN-137bbc71,ON-MAIN-137bbc71,Mississauga,2030,50km,7048129.290630686,POINT (-79.57979 43.60506)
landcover-b466361f-2025-1,ON-MAIN-b466361f,ON-MAIN-b466361f,Mississauga,2025,10km,718862.5328965269,POINT (-79.6671 43.7058)
landcover-b466361f-2025-2,ON-MAIN-b466361f,ON-MAIN-b466361f,Mississauga,2025,50km,6582949.477326731,POINT (-79.6671 43.7058)
landcover-b466361f-2030-1,ON-MAIN-b466361f,ON-MAIN-b466361f,Mississauga,2030,10km,745943.154879084,POINT (-79.6671 43.7058)
landcover-b466361f-2030-2,ON-MAIN-b466361f,ON-MAIN-b466361f,Mississauga,2030,50km,6830461.5393657535,POINT (-79.6671 43.7058)
landcover-e928d96a-2025-1,ON-MAIN-e928d96a,ON-MAIN-e928d96a,Brampton,2025,10km,698253.2192032076,POINT (-79.722125 43.691066)
landcover-e928d96a-2025-2,ON-MAIN-e928d96a,ON-MAIN-e928d96a,Brampton,2025,50km,6620234.51668513,POINT (-79.722125 43.691066)
landcover-e928d96a-2030-1,ON-MAIN-e928d96a,ON-MAIN-e928d96a,Brampton,2030,10km,724751.4731943314,POINT (-79.722125 43.691066)
landcover-e928d96a-2030-2,ON-MAIN-e928d96a,ON-MAIN-e928d96a,Brampton,2030,50km,6870075.825284252,POINT (-79.722125 43.691066)
landcover-40ce0593-2025-1,ON-MAIN-40ce0593,ON-MAIN-40ce0593,Sudbury,2025,10km,11146.819075406936,POINT (-80.7993 46.5763)
landcover-40ce0593-2025-2,ON-MAIN-40ce0593,ON-MAIN-40ce0593,Sudbury,2025,50km,180500.55142479308,POINT (-80.7993 46.5763)
landcover-40ce0593-2030-1,ON-MAIN-40ce0593,ON-MAIN-40ce0593,Sudbury,2030,10km,11641.76675864913,POINT (-80.7993 46.5763)
landcover-40ce0593-2030-2,ON-MAIN-40ce0593,ON-MAIN-40ce0593,Sudbury,2030,50km,188423.68311802164,POINT (-80.7993 46.5763)
landcover-63b394c3-2025-1,ON-MAIN-63b394c3,ON-MAIN-63b394c3,Copper Cliff Complex,2025,10km,90089.88359280281,POINT (-81.0569 46.4801)
landcover-63b394c3-2025-2,ON-MAIN-63b394c3,ON-MAIN-63b394c3,Copper Cliff Complex,2025,50km,179615.50981476015,POINT (-81.0569 46.4801)
