main_id,facility_name,jung_priority_point,jung_priority_mean_50km,source_id,geometry
BC-MAIN-265a57f6,Kwanika,27.675182087956728,34.0,https://doi.org/10.5281/zenodo.5006332,POINT (-125.271268 55.415303)
NT-MAIN-b3681e03,Prairie Creek,30.18370146720645,11.265822784810126,https://doi.org/10.5281/zenodo.5006332,POINT (-124.79938 61.55713)
QC-MAIN-d6748d40,Matawinie,22.0,20.636363636363637,https://doi.org/10.5281/zenodo.5006332,POINT (-73.9212 46.61728)
QC-MAIN-69bb36c1,Caber Complex,16.53773732872786,14.846153846153847,https://doi.org/10.5281/zenodo.5006332,POINT (-77.936644 49.773163)
SK-MAIN-60ba74c4,McClean Lake,28.96489532363609,26.883116883116884,https://doi.org/10.5281/zenodo.5006332,POINT (-103.8361 58.3472)
NT-MAIN-b99d4cb2,Pine Point,33.12196724781688,20.763636363636362,https://doi.org/10.5281/zenodo.5006332,POINT (-114.38652 60.87216)
NL-MAIN-a498ddc6,Michelin,39.42903480435086,36.5,https://doi.org/10.5281/zenodo.5006332,POINT (-59.984 54.584)
ON-MAIN-bfbcd72e,Bell Creek,24.143606208825876,22.5625,https://doi.org/10.5281/zenodo.5006332,POINT (-81.178 48.553)
ON-MAIN-f3e6ff08,Timmins West,23.688294238584035,21.73076923076923,https://doi.org/10.5281/zenodo.5006332,POINT (-81.549826 48.383275)
QC-MAIN-3aa117d8,Alma,32.624085179990274,27.0,https://doi.org/10.5281/zenodo.5006332,POINT (-71.6897 48.5847)
QC-MAIN-c1c7eb99,Arvida,32.62938283813446,24.82278481012658,https://doi.org/10.5281/zenodo.5006332,POINT (-71.165521 48.430174)
QC-MAIN-01c1e81f,Grande-Baie,23.593826368373602,22.358974358974358,https://doi.org/10.5281/zenodo.5006332,POINT (-70.9258 48.3058)
BC-MAIN-eb47f7c7,Kitimat,25.920201845230796,31.26923076923077,https://doi.org/10.5281/zenodo.5006332,POINT (-128.6954 53.9976)
QC-MAIN-c0e3a48b,Laterrière,25.18260067253385,24.341772151898734,https://doi.org/10.5281/zenodo.5006332,POINT (-71.1287 48.3013)
QC-MAIN-92628f16,Vaudreuil,32.665366188987264,24.734177215189874,https://doi.org/10.5281/zenodo.5006332,POINT (-71.157919 48.428476)
QC-MAIN-8d6616b4,Alouette,48.00364526848242,28.304347826086957,https://doi.org/10.5281/zenodo.5006332,POINT (-66.4429 50.1571)
NT-MAIN-0ec39ce0,Diavik,41.09652567530091,40.81012658227848,https://doi.org/10.5281/zenodo.5006332,POINT (-110.272 64.495)
QC-MAIN-e82266c5,Lac Tio,30.908899886365795,33.91549295774648,https://doi.org/10.5281/zenodo.5006332,POINT (-63.416 50.5541)
QC-MAIN-11c40b1f,Lithium Demonstration Plant,32.4621214288231,31.658227848101266,https://doi.org/10.5281/zenodo.5006332,POINT (-73.139626 46.043727)
QC-MAIN-3e146840,Rio Tinto Iron and Titanium,32.36156649253281,31.65,https://doi.org/10.5281/zenodo.5006332,POINT (-73.138424 46.045907)
QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,32.4621214288231,31.658227848101266,https://doi.org/10.5281/zenodo.5006332,POINT (-73.139626 46.043727)
ON-MAIN-eda110b0,Georgia Lake,32.636354762608164,31.63157894736842,https://doi.org/10.5281/zenodo.5006332,POINT (-88.00298 49.45236)
YT-MAIN-73ce66b5,Klaza,68.88170902716558,65.8375,https://doi.org/10.5281/zenodo.5006332,POINT (-137.3175 62.14117)
BC-MAIN-116ae608,Revel Ridge,33.63198352853679,35.848101265822784,https://doi.org/10.5281/zenodo.5006332,POINT (-118.121 51.287)
ON-MAIN-dca9cce7,Ottawa,40.18335020640999,34.32,https://doi.org/10.5281/zenodo.5006332,POINT (-75.69922 45.431332)
SK-MAIN-d5c9124e,Rare Earth Processing Facility,63.94556866792675,61.285714285714285,https://doi.org/10.5281/zenodo.5006332,POINT (-106.62737 52.1400327)
QC-MAIN-c4fb59c2,Moblan,21.739916480440105,20.455696202531644,https://doi.org/10.5281/zenodo.5006332,POINT (-74.91215 50.73176)
QC-MAIN-1186a6d0,Authier,22.575772778610077,22.29113924050633,https://doi.org/10.5281/zenodo.5006332,POINT (-78.19557 48.36207)
QC-MAIN-dc1a16f9,North American Lithium,26.44900823673438,23.53846153846154,https://doi.org/10.5281/zenodo.5006332,POINT (-77.80934 48.4115)
BC-MAIN-b7591127,Iskut,36.92277397514685,43.32911392405063,https://doi.org/10.5281/zenodo.5006332,POINT (-131.0925 56.66667)
BC-MAIN-4959ea63,KSM,48.60391502784534,47.21518987341772,https://doi.org/10.5281/zenodo.5006332,POINT (-130.33556 56.46666)
YT-MAIN-03a159d7,Selwyn,26.736979950198453,32.860759493670884,https://doi.org/10.5281/zenodo.5006332,POINT (-129.20011 62.45542)
AB-MAIN-d3a4aba9,The Cobalt Refinery Company Inc.,45.50332440791119,53.379746835443036,https://doi.org/10.5281/zenodo.5006332,POINT (-113.19011 53.719929)
ON-MAIN-f4fc3276,Sugar Zone,23.425143860750662,26.12987012987013,https://doi.org/10.5281/zenodo.5006332,POINT (-85.00401 48.80496)
MB-MAIN-915d9faa,Tanco,21.231482413175833,23.582278481012658,https://doi.org/10.5281/zenodo.5006332,POINT (-95.4502 50.4291)
BC-MAIN-b1fe389a,Eskay Creek,52.0553589262931,49.225,https://doi.org/10.5281/zenodo.5006332,POINT (-130.43 56.653)
QC-MAIN-1d2f31f9,Kwyjibo,36.35430486713652,30.78205128205128,https://doi.org/10.5281/zenodo.5006332,POINT (-65.26564 51.04975)
NL-MAIN-bb23d8a6,Great Burnt Lake,26.33648616532745,25.67948717948718,https://doi.org/10.5281/zenodo.5006332,POINT (-56.1344 48.3758)
SK-MAIN-22ce14be,Santoy,15.014061218558652,21.1,https://doi.org/10.5281/zenodo.5006332,POINT (-103.414571 55.66778)
SK-MAIN-29afbdb5,Seabee,15.061019509586572,21.974025974025974,https://doi.org/10.5281/zenodo.5006332,POINT (-103.622257 55.683772)
NS-MAIN-c9c77a59,Moose River Consolidated,18.038788140725956,27.507462686567163,https://doi.org/10.5281/zenodo.5006332,POINT (-62.94292 44.98243)
ON-MAIN-020a683c,Hamilton Works,47.54550527332895,43.47945205479452,https://doi.org/10.5281/zenodo.5006332,POINT (-79.819 43.275)
ON-MAIN-b2e5c9bb,Lake Erie Works,35.551834809019056,41.07272727272727,https://doi.org/10.5281/zenodo.5006332,POINT (-80.0937 42.8001)
QC-MAIN-3032c251,Renard,24.702382048061736,22.858974358974358,https://doi.org/10.5281/zenodo.5006332,POINT (-72.190579 52.813913)
QC-MAIN-b5937543,Blackrock,24.56464169215041,22.25925925925926,https://doi.org/10.5281/zenodo.5006332,POINT (-74.062113 49.800453)
QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,30.296999621182408,21.9873417721519,https://doi.org/10.5281/zenodo.5006332,POINT (-70.854841 48.399648)
BC-MAIN-a505d25d,Ootsa,25.787021675503723,26.128205128205128,https://doi.org/10.5281/zenodo.5006332,POINT (-127.08333 53.63333)
BC-MAIN-c5d1b42d,Berg,51.86536461349535,29.923076923076923,https://doi.org/10.5281/zenodo.5006332,POINT (-127.431 53.802)
QC-MAIN-6a26086e,Sorel Forge,32.431927482817144,31.625,https://doi.org/10.5281/zenodo.5006332,POINT (-73.124998 46.045865)
NL-MAIN-b64bae7a,Scully,24.51817197279928,23.037974683544302,https://doi.org/10.5281/zenodo.5006332,POINT (-66.912573 52.907129)
NL-MAIN-18695c6d,Scully Mine - Manganese project,24.723094545428687,22.96153846153846,https://doi.org/10.5281/zenodo.5006332,POINT (-66.91222 52.91806)
ON-MAIN-1aa10efa,Kenbridge,19.193098161471745,20.860759493670887,https://doi.org/10.5281/zenodo.5006332,POINT (-93.6347 49.48357)
BC-MAIN-23f67ea8,Aley,35.63238375836052,30.645569620253166,https://doi.org/10.5281/zenodo.5006332,POINT (-123.77829 56.4471)
BC-MAIN-6b4800fe,Gibraltar,53.79301478776712,49.54054054054054,https://doi.org/10.5281/zenodo.5006332,POINT (-122.28716 52.528495)
BC-MAIN-18bed6d7,Yellowhead,35.564787212207555,31.670886075949365,https://doi.org/10.5281/zenodo.5006332,POINT (-119.817 51.52)
NL-MAIN-e09881ff,DSO (3 and 4),34.39476131206328,29.948051948051948,https://doi.org/10.5281/zenodo.5006332,POINT (-67.081916 54.890828)
QC-MAIN-b8c826a2,DSO (Goodwood),33.91566691192385,31.468354430379748,https://doi.org/10.5281/zenodo.5006332,POINT (-67.34778 55.09939)
BC-MAIN-bf503b6b,Highland Valley,55.81112700857874,56.5125,https://doi.org/10.5281/zenodo.5006332,POINT (-121.0483 50.4855)
BC-MAIN-193ddddb,Schaft Creek,51.99044922504661,52.4625,https://doi.org/10.5281/zenodo.5006332,POINT (-131 57.36667)
BC-MAIN-3bb6b7cd,Trail,45.600207109194635,38.822784810126585,https://doi.org/10.5281/zenodo.5006332,POINT (-117.7137 49.0999)
QC-MAIN-2587e541,Strange Lake,36.073122871694764,35.9,https://doi.org/10.5281/zenodo.5006332,POINT (-64.2 56.35)
BC-MAIN-23155c25,Myra Falls,8.0,17.88607594936709,https://doi.org/10.5281/zenodo.5006332,POINT (-125.59 49.57)
YT-MAIN-68c87980,Freegold Mountain,69.13763220389443,65.62820512820512,https://doi.org/10.5281/zenodo.5006332,POINT (-137.2 62.3)
QC-MAIN-b2148882,Troilus,18.983864200589508,19.17721518987342,https://doi.org/10.5281/zenodo.5006332,POINT (-74.46 51.01)
ON-MAIN-4a6187a4,RapidSX Demonstration Plant,35.27360198291371,32.93421052631579,https://doi.org/10.5281/zenodo.5006332,POINT (-76.5 44.233334)
SK-MAIN-9dd2b7f8,Horseshoe-Raven,18.100429276205347,24.205128205128204,https://doi.org/10.5281/zenodo.5006332,POINT (-103.73639 58.15333)
ON-MAIN-387b06fe,Welland Mill,35.66139461413781,38.91304347826087,https://doi.org/10.5281/zenodo.5006332,POINT (-79.235065 42.998265)
ON-MAIN-de2f9639,Clarabelle,44.43980363751085,35.037974683544306,https://doi.org/10.5281/zenodo.5006332,POINT (-81.056782 46.495822)
ON-MAIN-6e9b2449,Coleman,35.01633767004024,34.15384615384615,https://doi.org/10.5281/zenodo.5006332,POINT (-81.3397 46.6771)
ON-MAIN-f080c409,Copper Cliff Complex,44.197108535726045,34.4625,https://doi.org/10.5281/zenodo.5006332,POINT (-81.068205 46.491445)
ON-MAIN-63b394c3,Copper Cliff Complex,44.71753371357061,34.53164556962025,https://doi.org/10.5281/zenodo.5006332,POINT (-81.0569 46.4801)
ON-MAIN-52224e1e,Creighton,39.5302078987548,33.175,https://doi.org/10.5281/zenodo.5006332,POINT (-81.1861 46.474)
ON-MAIN-48fe2205,Garson,47.61320681924276,35.29113924050633,https://doi.org/10.5281/zenodo.5006332,POINT (-80.857 46.568)
ON-MAIN-2e13aaa0,Port Colborne,33.74419307963795,37.28787878787879,https://doi.org/10.5281/zenodo.5006332,POINT (-79.24 42.883)
MB-MAIN-e0a6250e,Thompson (T-1 and T-3),25.04627250940138,22.025974025974026,https://doi.org/10.5281/zenodo.5006332,POINT (-97.8444 55.7152)
ON-MAIN-28f3f0fc,Totten,33.659748290680966,29.617283950617285,https://doi.org/10.5281/zenodo.5006332,POINT (-81.454839 46.381174)
NL-MAIN-d9036091,Long Harbour,47.03081341462931,41.8974358974359,https://doi.org/10.5281/zenodo.5006332,POINT (-53.811792 47.410938)
NL-MAIN-2d8801d6,Voisey’s Bay,43.77321146445627,46.55,https://doi.org/10.5281/zenodo.5006332,POINT (-62.090855 56.331659)
QC-MAIN-860bbbfc,Lac Doré Vanadium,27.70160958310713,23.371794871794872,https://doi.org/10.5281/zenodo.5006332,POINT (-73.95682 49.84573)
YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),64.79258650847055,61.282051282051285,https://doi.org/10.5281/zenodo.5006332,POINT (-135.8456 64.0322)
QC-MAIN-d59f82aa,Sirmac,16.89297869345848,16.935897435897434,https://doi.org/10.5281/zenodo.5006332,POINT (-75.47624 50.62225)
NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,53.74552577917325,49.72727272727273,https://doi.org/10.5281/zenodo.5006332,POINT (-112.59972 62.11806)
AB-MAIN-63f096a6,Rainbow Lake,41.65601010892171,41.81012658227848,https://doi.org/10.5281/zenodo.5006332,POINT (-119.30174 58.50664)
QC-MAIN-be473617,Mont Sorcier,24.428503820370075,21.961038961038962,https://doi.org/10.5281/zenodo.5006332,POINT (-74.127578 49.918163)
ON-MAIN-3c468faa,Superior Lake,37.8037389393215,26.43076923076923,https://doi.org/10.5281/zenodo.5006332,POINT (-87.38361 48.9775)
ON-MAIN-cb85213a,Eagle River,25.73560038911167,19.161290322580644,https://doi.org/10.5281/zenodo.5006332,POINT (-85.4619 47.9861)
QC-MAIN-9de9bb0d,Kiena,20.449633780755327,21.468354430379748,https://doi.org/10.5281/zenodo.5006332,POINT (-77.91 48.12)
ON-MAIN-c5fefb01,Mishi,21.298652260386007,19.614285714285714,https://doi.org/10.5281/zenodo.5006332,POINT (-85.4525 48.11028)
BC-MAIN-feb13c30,Record Ridge,47.8467975280809,41.093333333333334,https://doi.org/10.5281/zenodo.5006332,POINT (-117.884 49.082)
YT-MAIN-5e0d8b48,Casino,67.37152962811476,66.96103896103897,https://doi.org/10.5281/zenodo.5006332,POINT (-138.83333 62.73333)
ON-MAIN-12c68d49,Eagle's Nest,14.300865089301578,14.189873417721518,https://doi.org/10.5281/zenodo.5006332,POINT (-86.3038 52.74202)
BC-MAIN-891d3cb5,Akie,35.079116585069116,35.333333333333336,https://doi.org/10.5281/zenodo.5006332,POINT (-124.86599 57.38088)
