indigenous_land_id,Name,Category,Data_Src,Data_Date,longitude,latitude
ZZ-IND-7229830c,Seymour Creek 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13695133.15800716,6327096.696554374
ZZ-IND-056a7522,Sechelt Band Lands (hunaechin) No 11,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13801406.374964334,6483588.162269071
ZZ-IND-143f9e6c,Moosomin I.r. 112j,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11994171.785006164,7022663.406185582
ZZ-IND-83d0ed24,Sechelt Band Lands (boulder Island) No 25,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13789886.555633334,6398690.374099998
ZZ-IND-882bafb6,Klehkoot 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13903212.804901233,6324866.997633783
ZZ-IND-3406dad5,Ochapowace I.r. 71-88,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11377591.302580362,6519720.34685461
ZZ-IND-1a779a38,Keeseekoose I.r. 66-ca-03,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11322708.377707861,6647513.171666616
ZZ-IND-c54325c1,Notin Sakahekun,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10669271.104547547,7289525.99660205
ZZ-IND-ba145cb3,Saulteaux I.r. 159i,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12061039.853720747,7004007.665970343
ZZ-IND-a4092e16,Saulteaux I.r. 159n,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12057012.191418692,7041022.770496979
ZZ-IND-e9cb9945,Cahoose 10,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13961459.849170728,6906617.186025231
ZZ-IND-f0b42e7d,Long Plain Madison Indian Reserve No. 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10820719.895578342,6427156.557203181
ZZ-IND-502ef7ff,Asimakaniseekan Askiy Indian Reserve No. 102b,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11878899.376633331,6823483.449133332
ZZ-IND-7610a963,Hesquiat 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14078886.835186081,6342252.0848452635
ZZ-IND-2bddff0a,Quay 4,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14105788.60666632,6613068.309517792
ZZ-IND-0d109599,Morin Lake I.r. 217,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11776578.33148115,7383141.8429608885
ZZ-IND-ab911fdd,Citeyats 9,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14416337.391702197,7028148.755216909
ZZ-IND-3dbc1b76,Peter Burton's/shorty Rapids,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10410965.39389434,7412425.6342342505
ZZ-IND-1b865a09,Fountain 1c,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13568135.562198462,6575306.057554495
ZZ-IND-ce408aab,Liard River 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14304915.287555892,8384339.310681145
ZZ-IND-c2fe127a,Quatlenemo 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13559638.624713188,6564369.745912331
ZZ-IND-8b6ff799,Turnor Lake I.r. 194,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12117290.829820774,7541579.5877956785
ZZ-IND-a580f96e,Ochapowace I.r. 71-9,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11358475.213999247,6515949.164002329
ZZ-IND-fb8b4a9e,Ochapowace I.r. 71-46,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11401818.63269133,6513380.99255655
ZZ-IND-3f7a1d68,Margaree Indian Reserve No. 25,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-6800568.125966665,5834964.037133334
ZZ-IND-5791ea34,Saulteaux Indian Reserve No. 159ee,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12058992.539866889,7089085.849864676
ZZ-IND-9abeb57e,Star Blanket I.r. 83d,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11474564.776331885,6610005.430940233
ZZ-IND-ba662734,North Tacla Lake 7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14022481.642427323,7456023.657483241
ZZ-IND-70a46e56,Aglakumna-la 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14083292.904733334,6545706.250266666
ZZ-IND-9e0c0d03,Tsaz Chech 27,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13911520.564933335,7360376.184600001
ZZ-IND-ab8310d3,Clinton 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13536303.112063695,6638501.239562524
ZZ-IND-6e43c25c,Homayno 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13978813.041352287,6546649.643236059
ZZ-IND-8830c52d,Fulford Harbour 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13739943.146649122,6233732.125163479
ZZ-IND-6d5c4789,Cockmi 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14213663.417080395,6711105.297462379
ZZ-IND-262d62c3,Rolling River 67a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11116050.385086406,6557869.300272044
ZZ-IND-a67b643d,Tacla Lake 9,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14029100.573961744,7424488.000284662
ZZ-IND-24ae8dc2,Qualicum,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13871955.601557668,6342585.149789307
ZZ-IND-c3962761,Pine Bluff I.r. 20b,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11447891.525931643,7190376.728983579
ZZ-IND-4445cd31,Boat Harbour West Indian Reserve No. 37,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-6975330.874323932,5724677.552858548
ZZ-IND-aa980af0,North Tacla Lake 12,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13874374.916813798,7518549.4701344855
ZZ-IND-0d765e41,Big Island Indian Reserve No. 31e,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10531730.141616426,6297536.982689626
ZZ-IND-db1e0c76,Neguaguon Lake Indian Reserve No. 25d,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10250269.814997436,6171748.974472115
ZZ-IND-2b10fed9,Alexis Thomas 1a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13942763.719539542,7122142.20955706
ZZ-IND-29875b4b,Ochapowace I.r. 71-71,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11415854.698455539,6489243.773098471
ZZ-IND-7bf3cd6d,Ketai 28,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14470678.623764103,7103405.219819558
ZZ-IND-627a06ed,Ormonde Creek 8,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13881060.975729704,7205058.395133378
ZZ-IND-a23b5cdf,Necait 6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13614171.69372722,6568912.317861252
ZZ-IND-a71daffe,Okanese I.r. 82(b),Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11491713.682690632,6599967.1487306245
ZZ-IND-b965ae4d,?ejere K'elni Kue 196i,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12409116.692626446,8294701.670971238
ZZ-IND-fd0e682b,Seton Lake 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13579728.056310246,6562735.8472400475
ZZ-IND-6935763d,Sweetgrass I.r. 113-j3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12049232.91320569,6924161.782354144
ZZ-IND-d83064bc,Mount Currie 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13664569.83084138,6499664.486226831
ZZ-IND-be2e3f7f,Drift Pile River 150,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12887524.36853509,7432981.9450171925
ZZ-IND-0e8e4a5a,Owossitsa 6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14128119.786164535,6416821.638917418
ZZ-IND-42a97cac,Northern Lights I.r. 220,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11772681.380210107,7016403.595904861
ZZ-IND-58b9fdb6,Janvier 194,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12325481.670146199,7545132.773863342
ZZ-IND-5d553b12,Weedon Lake 27,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13697049.362488987,7301153.770622065
ZZ-IND-d3196be1,Na-sha-ke-penais,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10800134.803705962,6439199.414959278
ZZ-IND-99a42689,Tipamahto Aski I.r. No. 95a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11852846.143643042,6958498.689524281
ZZ-IND-ed07e8ae,Dease River 3 (liard),Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14363403.623117903,8249393.5269865785
ZZ-IND-bb929d55,Openit 27,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14055012.994963948,6336166.463288897
ZZ-IND-cecb9e34,Spences Bridge 4,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13509758.804986317,6518443.350670963
ZZ-IND-ce17d2cf,Freddie's Meadow 8,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13647758.36229766,6888608.843003339
ZZ-IND-e7b6c406,Sakimay I.r. 74-17,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11444460.857054634,6559636.485106034
ZZ-IND-6ed8e013,Cheslatta 1 (incls. 11 Pcls),Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14001523.150919521,7158885.813459188
ZZ-IND-c62a49b7,Gwayasdums 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14092829.75391852,6567433.060124442
ZZ-IND-7bdcd2ac,Sechelt Band Lands (klayekwim) No 6a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13771834.088698748,6405921.415572237
ZZ-IND-3d4933db,Crane River 51,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11046042.569080539,6712398.191375284
ZZ-IND-6aad84a0,Makwa Lake I.r. 129,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12168165.708739968,7171552.881671168
ZZ-IND-60d14c8a,Sechelt Band Lands (sallahlus) No 20,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13807348.04365488,6380204.5039139455
ZZ-IND-5318adc5,Cacouna Indian Reserve No. 22,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-7737570.799466668,6093231.548266669
ZZ-IND-2f857f28,Eagle Lake Indian Reserve No. 27,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10357570.753948722,6401614.815127488
ZZ-IND-b349804e,Mission 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13702182.8296037,6328472.734335831
ZZ-IND-25dcbee9,Winnipekosihk Indian Reserve,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10846482.09151079,7216999.031217991
ZZ-IND-cea08c1e,Ocean Man I.r. 69c,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11472043.898848232,6424896.220531077
ZZ-IND-4b3029a5,Cassimayooks 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12864674.203764044,6358653.979260655
ZZ-IND-f102668a,Oregon Jack Creek 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13505471.61525756,6550762.625538443
ZZ-IND-2b5df372,Saulteaux I.r. 159a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12036391.748062728,7074033.256476888
ZZ-IND-3cb1c71e,Chiseuquis 9,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14141547.701215167,6417552.145796187
ZZ-IND-03b6b1b5,Grasswoods Indian Reserve 192j,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11867296.417287871,6811876.505251591
ZZ-IND-3585832e,Cheesish 15,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14078060.87395406,6389958.713576362
ZZ-IND-e2fc135b,Klitsis 16,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14127009.34987188,6434097.476000785
ZZ-IND-0f6e02c2,Grief Island 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14271936.177622806,6850617.4769791365
ZZ-IND-235bb5d9,Norway House Indian Reserve No. 17c-39,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10778491.401689865,7205330.35205963
ZZ-IND-d0800f7a,Tutu Creek 4,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13716076.132916234,7448000.291570727
ZZ-IND-0a618218,Islands In The Trent Waters Indian Reserve No. 36a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-8712634.436573328,5542156.669747653
ZZ-IND-8bbd12fe,Pegleg 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13530958.676957551,6467033.385323697
ZZ-IND-9d40cb4f,Mccartney's Flat 4,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13569347.291658277,6560935.426387474
ZZ-IND-674dec37,Star Blanket I.r. 83h,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11492714.77146705,6616152.973935229
ZZ-IND-29e7c39e,Tsu Tue 196g,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12307757.451497547,8388517.136292344
ZZ-IND-7153380b,Kahkewistahaw Indian Reserve No. 72i,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11420328.920411484,6524035.608956003
ZZ-IND-432f0fdc,Muskeg Lake I.r. 102g,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11902563.269862924,6993013.159533441
ZZ-IND-a7c1591d,Nettle Island 5,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13942523.011928206,6262589.537530472
ZZ-IND-f135b18b,Okanese I.r. 82(j),Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11354633.186981406,6820823.643000977
ZZ-IND-7d24cbb9,Thunderchild First Nation Ir 115g,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12181898.87310987,7055283.829654705
ZZ-IND-11852ccc,New Ross Indian Reserve No. 20,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-7170747.778512259,5596768.999463037
ZZ-IND-55f4aad4,Jean Baptiste Gambler 183,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12603846.581582382,7413564.489694331
ZZ-IND-e5b5ce7a,Yaalstrick 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13587400.243103685,6302139.074456169
ZZ-IND-32bf748f,Keswar 16,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14509798.014538849,7103045.24605596
ZZ-IND-65a3dd62,Omineca 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14010039.711584877,7168415.2199297985
ZZ-IND-93793436,Star Blanket I.r. 83j,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11492397.672759097,6621380.409865687
ZZ-IND-468121ac,Goose Spit 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13906138.635521226,6387813.32855029
ZZ-IND-64e2b046,Squaderee 91,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14559436.35769161,7197322.788701244
ZZ-IND-25cc613b,Sechelt Band Lands (saughanaught) No 22,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13811064.862003684,6386318.3294780655
ZZ-IND-8656c8dd,Binche Bun 7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13851848.58452729,7287795.467016456
ZZ-IND-97e19b41,Fox Point I.r. 157e,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11674075.06556339,7357729.759987843
ZZ-IND-24a57bc5,Carry The Kettle Nakoda I.r. 76-13,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11539565.915209854,6493703.0782879945
ZZ-IND-c1daa9c3,Loon Lake 4,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13506861.61656408,6632941.038473714
ZZ-IND-4609f060,Oxford Lake North Shore,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10616132.65911278,7353952.614382995
ZZ-IND-e9a9757b,Keeseekoose I.r. 66-st-02,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11338874.030729339,6749612.859414262
ZZ-IND-3faa4120,Wahpaton I.r. 94a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11786305.964853792,7034180.864763026
ZZ-IND-cafc8b27,Poundmaker I.r. 114,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12128167.19941069,6955857.542700841
ZZ-IND-289ee4d9,Doig River 206,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13413354.383509899,7673589.314688385
ZZ-IND-a56630ce,Saddle Horse 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13698208.778960705,6764713.529156477
ZZ-IND-451515da,Knee Lake I.r. 192b,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11915089.665055227,7531874.2405138025
ZZ-IND-6ad4dc4a,Alkali Lake 4a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13593894.50923141,6768282.701512044
ZZ-IND-d5f5a643,Moose Lake 31c,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11150628.705673885,7122487.263974811
ZZ-IND-4b419152,Mount Currie 7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13658029.940919414,6506221.47569095
ZZ-IND-843ab51e,Stellaquo 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13905007.81686902,7180061.370703758
ZZ-IND-2a9d17b8,Sawridge 150g,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12764781.192462023,7418182.705639627
ZZ-IND-bf0dc0c2,Devil's Gate 220,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12380749.783678817,8139029.989912649
ZZ-IND-cf275d5c,Wuskwi Sipihk 3c,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11220547.350185046,6905787.9392106095
ZZ-IND-16c633a2,Teslin Lake 7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14706365.979904285,8290617.290904427
ZZ-IND-1a2e990a,Lillooet 1a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13575602.122631356,6573141.109402597
ZZ-IND-7293635c,Muskowekwan I.r. 85-26,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11573889.059684958,6679598.035281449
ZZ-IND-a240b32a,Sechelt Band Lands (swaycalse) No 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13777699.442233687,6358570.191785322
ZZ-IND-71b6480c,Shoal Lake Indian Reserve No. 34b2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10588532.912390169,6378215.981065447
ZZ-IND-a54ece75,Fond Du Lac I.r. 227,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11913150.54364172,8256283.027487596
ZZ-IND-f3dd017b,Ulkah Indian Reserve No. 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13741769.93524279,7092865.927397161
ZZ-IND-36bf4d53,Sundayman's Meadow 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13840814.626733327,7005391.536662824
ZZ-IND-05174aee,Baezaeko River 27,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13782770.192534681,6980825.004255114
ZZ-IND-fb734c1a,Stone 1,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13708905.975830236,6787557.771378688
ZZ-IND-c96e3bf3,Muskowekwan I.r. 85-29,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11575836.840129215,6668167.973468048
ZZ-IND-3299d751,Buffalo Point First Nation Indian Reserve No 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-10615909.194008682,6275312.3280624235
ZZ-IND-fccd12bc,Kuthlalth 3,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13513875.075021235,6370144.299858164
ZZ-IND-ef778edb,Nahlquonate 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13711016.59568081,7039100.269119524
ZZ-IND-b84fd8c4,Tin Wis 11,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14014950.515763005,6297059.8662164835
ZZ-IND-2dbb2799,Lytton 21a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13535128.5093534,6494637.726383474
ZZ-IND-ced98eed,Mount Currie 6,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13655718.590269795,6503355.192360292
ZZ-IND-34302ef6,Duck Lake Indian Reserve No. 76b,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-9276512.731605446,6079413.796676958
ZZ-IND-e3034514,Tthe Jere Ghaili 196b,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12459837.666548874,8359501.851146353
ZZ-IND-74699401,Shoal River 65a,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11207579.223403968,6936433.139966442
ZZ-IND-9d2c5191,Poundmaker Indian Reserve No. 114-29,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12055471.767343258,6925893.864768347
ZZ-IND-de8210d1,Tootoowiltena 28,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14051584.975626117,6336300.018795354
ZZ-IND-4faaa0e4,Ochapowace I.r. 71-48,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11392134.082143204,6553702.977203963
ZZ-IND-c2bc285d,Muskowekwan I.r. 85-31,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11564978.74842123,6696320.786719007
ZZ-IND-6199425a,Scotch Creek 4,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13300611.389320796,6606978.65765947
ZZ-IND-77c44f38,Ochapowace I.r. 71-7,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-11393412.044817,6575684.819600229
ZZ-IND-089e76b8,Towinock 2,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13564643.64496569,6548235.862679822
ZZ-IND-f91cdab7,Chipewyan 201f,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-12393774.651273381,7973102.81168098
ZZ-IND-3a14268a,Clear Hills 152c,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-13224647.425519943,7664724.377932736
ZZ-IND-561c7ef7,Knames 46,Indian Reserve,"Natural Resources Canada, Earth Sciences Sector, Surveyor General Branch",2015-01-05,-14483718.297648663,7317586.781525646
