main_id,facility_name,longitude,latitude,peatland_presence,source_id,geometry
QC-MAIN-c8966bdc,Bécancour,-72.3852,46.381,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-72.3852 46.381)
ON-MAIN-eab8c362,Algoma Steel,-84.36664,46.52055,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-84.36664 46.52055)
QC-MAIN-8c7063b2,James Bay Lithium,-77.06667,52.23333,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-77.06667 52.23333)
BC-MAIN-3ef4f421,Avanti Kitsault,-129.419,55.422,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-129.419 55.422)
AB-MAIN-9fed34a8,AltaSteel,-113.387962,53.492783,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-113.387962 53.492783)
QC-MAIN-33c09b8b,Fire Lake,-67.363935,52.352998,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-67.363935 52.352998)
QC-MAIN-084bd95c,Mont-Wright,-67.330058,52.757053,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-67.330058 52.757053)
QC-MAIN-1eee4ace,Contrecœur East,-73.249081,45.837723,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-73.249081 45.837723)
QC-MAIN-844dcc47,Contrecœur West,-73.263268,45.819938,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-73.263268 45.819938)
QC-MAIN-e25eed27,Port-Cartier,-66.797531,50.03213,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-66.797531 50.03213)
ON-MAIN-4c35e094,ArcelorMittal Dofasco,-79.805204,43.269132,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-79.805204 43.269132)
ON-MAIN-8825d90d,Magino,-84.45744,48.28869,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-84.45744 48.28869)
SK-MAIN-de2e2f8e,Prairie Lithium,-103.63518,49.21363,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-103.63518 49.21363)
ON-MAIN-e928d96a,Brampton,-79.722125,43.691066,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-79.722125 43.691066)
NT-MAIN-4f11f183,Nechalacho - Basal Zone,-112.59972,62.11806,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-112.59972 62.11806)
ON-MAIN-46f71d5b,Separation Rapids,-94.58258,50.266,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-94.58258 50.266)
NU-MAIN-5154702a,Mary River,-78.556869,71.340446,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-78.556869 71.340446)
ON-MAIN-6e9be24e,Hemlo (Williams),-85.91598,48.695726,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-85.91598 48.695726)
AB-MAIN-8434dce0,Baymag,-115.210061,51.060022,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-115.210061 51.060022)
YT-MAIN-2cc9bb06,Kudz Ze Kayah,-130.59894,61.47108,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-130.59894 61.47108)
NL-MAIN-895cb178,Buchans River,-56.855965,48.829018,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-56.855965 48.829018)
NT-MAIN-6c1d6ee6,Ekati,-110.618,64.715,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-110.618 64.715)
NB-MAIN-0c5b40d8,Nash Creek,-66.09771,47.88939,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-66.09771 47.88939)
ON-MAIN-484e4fa3,Blind River,-83.017246,46.180896,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-83.017246 46.180896)
SK-MAIN-91cf5448,Cigar Lake,-104.54123,58.06819,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-104.54123 58.06819)
SK-MAIN-bb89158f,Key Lake,-105.647,57.207,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-105.647 57.207)
SK-MAIN-d3c471e8,McArthur River,-105.053,57.7637,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-105.053 57.7637)
ON-MAIN-237587f6,Port Hope,-78.2943,43.9429,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-78.2943 43.9429)
ON-MAIN-4c5c1179,Crawford,-81.37309,48.83972,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.37309 48.83972)
NB-MAIN-8e04eb21,Murray Brook,-66.43167,47.52528,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-66.43167 47.52528)
ON-MAIN-37e9571e,Thierry,-90.34694,51.49667,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-90.34694 51.49667)
NB-MAIN-3e7d42ac,Woodstock,-67.64,46.18,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-67.64 46.18)
NU-MAIN-eae1621e,Ferguson Lake,-96.83306,62.87306,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-96.83306 62.87306)
QC-MAIN-5ce331b8,Nunavik Nickel,-74.1375,61.420856,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-74.1375 61.420856)
BC-MAIN-eba3e309,Golden Crown,-118.59,49.09,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-118.59 49.09)
BC-MAIN-e34feb4d,Kemess,-126.77117,57.05037,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-126.77117 57.05037)
BC-MAIN-ed23117f,Mount Milligan,-124.031,55.118,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-124.031 55.118)
QC-MAIN-089f3c60,Bloom Lake,-67.28,52.84,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-67.28 52.84)
NL-MAIN-251d6364,Beaver Brook,-55.196,48.715909,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-55.196 48.715909)
ON-MAIN-be399420,Thunder Bay North,-88.931,48.79,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-88.931 48.79)
QC-MAIN-3330383b,Eldor (Ashram),-68.40417,56.94583,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-68.40417 56.94583)
MB-MAIN-6fca9d6d,Lynn Lake,-101.03486,56.85217,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-101.03486 56.85217)
QC-MAIN-d4e2812a,Rose,-76.172,52.022485,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-76.172 52.022485)
AB-MAIN-9a0307f6,SBH Black Shale,-111.90375,57.68711,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-111.90375 57.68711)
QC-MAIN-715d4318,Horizon,-73.450825,45.57462,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-73.450825 45.57462)
NT-MAIN-94e652a5,Gahcho Kué,-109.21194,63.44528,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-109.21194 63.44528)
BC-MAIN-382acb18,Wicheeda,-122.09912,54.53141,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-122.09912 54.53141)
SK-MAIN-4aef3cb2,Waterbury,-104.03032,58.3478,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-104.03032 58.3478)
SK-MAIN-95ec2625,Wheeler River,-105.38137,57.50888,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-105.38137 57.50888)
BC-MAIN-51068f3b,Kitsault Valley,-129.57778,55.75361,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-129.57778 55.75361)
AB-MAIN-7d4a0421,Bashaw District,-113.93655,51.77696,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-113.93655 51.77696)
QC-MAIN-f9e41c2a,Lamaque,-77.739624,48.079221,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-77.739624 48.079221)
ON-MAIN-6664e89b,Battery Materials Park,-79.62229,47.40635,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-79.62229 47.40635)
QC-MAIN-5398dfac,Elkem Chicoutimi,-71.131239,48.412769,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-71.131239 48.412769)
QC-MAIN-2cf66e65,Becancour Plant,-72.433334,46.333332,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-72.433334 46.333332)
ON-MAIN-7f050560,Red Lake,-93.732922,51.050557,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-93.732922 51.050557)
SK-MAIN-26b9aaf3,EVRAZ Regina,-104.623843,50.515263,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-104.623843 50.515263)
QC-MAIN-c1cc9f7c,Becancour Silicon,-72.39,46.37,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-72.39 46.37)
NL-MAIN-c139de6d,Ming,-56.087,49.915,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-56.087 49.915)
NL-MAIN-842ba1b4,Nugget Pond,-55.7753,49.845,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-55.7753 49.845)
YT-MAIN-ca488f19,Macmillan Pass,-130.15143,63.16057,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-130.15143 63.16057)
YT-MAIN-70d629b4,Mactung,-130.1525,63.2822222222,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-130.1525 63.2822222222)
BC-MAIN-efff21d3,Deer Horn,-127.30826,53.3607,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-127.30826 53.3607)
SK-MAIN-0684a5d8,Patterson Lake South,-109.364,57.639,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-109.364 57.639)
MB-MAIN-f7fde5b4,Minago,-99.21912,54.1092,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-99.21912 54.1092)
QC-MAIN-ae473a4e,Lac Knife,-67.18179,52.54974,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-67.18179 52.54974)
SK-MAIN-7a11ae49,McIlvenna Bay,-102.89498,54.65977,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-102.89498 54.65977)
AB-MAIN-ca9625ce,Fortune Minerals Refinery,-112.513502,53.797615,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-112.513502 53.797615)
NT-MAIN-b7cdf82c,NICO,-116.74583,63.55,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-116.74583 63.55)
ON-MAIN-d47616e5,Martison,-83.414444,50.314444,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-83.414444 50.314444)
BC-MAIN-e1641dfb,Decar,-125.359691,54.894513,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-125.359691 54.894513)
ON-MAIN-c06904f0,Pakeagama,-93.37727,52.60026,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-93.37727 52.60026)
ON-MAIN-64bbe7e6,Marathon,-86.3263,48.78758,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-86.3263 48.78758)
QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),-73.340812,45.525976,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-73.340812 45.525976)
MB-MAIN-0d5c2cae,Selkirk Division,-96.911166,50.133771,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-96.911166 50.133771)
ON-MAIN-92cdea80,Whitby Division,-78.910676,43.851906,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-78.910676 43.851906)
ON-MAIN-bddeaef0,Cambridge Mill,-80.28,43.37,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-80.28 43.37)
MB-MAIN-b4ca1426,Manitoba Mill,-96.893633,50.130273,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-96.893633 50.130273)
ON-MAIN-21b6ab35,Whitby Mill,-78.91,43.86,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-78.91 43.86)
QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),-74.097205,45.228312,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-74.097205 45.228312)
QC-MAIN-529c96b4,CCR,-73.511778,45.627518,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-73.511778 45.627518)
ON-MAIN-206041d1,Fraser,-81.3404,46.6633,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.3404 46.6633)
QC-MAIN-abb3e1c7,General Smelting Company of Canada,-73.676345,45.448518,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-73.676345 45.448518)
QC-MAIN-30c1828c,Horne,-79.0151,48.2534,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-79.0151 48.2534)
ON-MAIN-f8313ebd,Kidd Creek,-81.37,48.6894,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.37 48.6894)
ON-MAIN-fcb287a4,Nickel Rim South,-80.796793,46.657982,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-80.796793 46.657982)
ON-MAIN-319e04a8,Onaping Depth,-81.383878,46.632019,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.383878 46.632019)
QC-MAIN-a97821c0,Raglan,-73.674669,61.687171,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-73.674669 61.687171)
ON-MAIN-ed85ac94,Strathcona,-81.3427,46.6734,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.3427 46.6734)
ON-MAIN-40ce0593,Sudbury,-80.7993,46.5763,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-80.7993 46.5763)
BC-MAIN-4724f4ba,Elk,-120.31487,49.8538,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-120.31487 49.8538)
YT-MAIN-956d050a,Carmacks,-136.7,62.33,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-136.7 62.33)
ON-MAIN-97ee890f,Seymour Lake,-88.4491,50.40987,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-88.4491 50.40987)
MB-MAIN-27a90834,Makwa Mayville,-95.60953,50.6298,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-95.60953 50.6298)
SK-MAIN-fbe28fef,Kindersley Lithium,-109.19120556,51.73894139,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-109.19120556 51.73894139)
BC-MAIN-b031959a,Turnagain,-128.86282,58.47856,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-128.86282 58.47856)
QC-MAIN-b86f7d07,Casa Berardi,-79.231307,49.5719,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-79.231307 49.5719)
YT-MAIN-44857446,Keno Hill Silver District,-135.4833,63.9167,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-135.4833 63.9167)
YT-MAIN-c3105f43,Rackla Gold,-134.41278,64.19667,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-134.41278 64.19667)
ON-MAIN-fc6f1a44,Ivaco Rolling Mills,-74.704435,45.6119,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-74.704435 45.6119)
MB-MAIN-e2e67f8f,1901,-100.134,54.8557,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-100.134 54.8557)
BC-MAIN-599152a0,Copper Mountain,-120.533,49.331,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-120.533 49.331)
MB-MAIN-be5b3dc8,Lalor Lake,-100.13333,54.86667,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-100.13333 54.86667)
MB-MAIN-da0b5c3d,New Britannia,-100.024002,54.886349,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-100.024002 54.886349)
MB-MAIN-c0684566,Rail,-100.5916,54.7463,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-100.5916 54.7463)
MB-MAIN-0898e255,Stall Lake,-99.9451,54.85692,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-99.9451 54.85692)
MB-MAIN-854abe09,Talbot,-99.6343,54.1133,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-99.6343 54.1133)
MB-MAIN-1a82a1b7,Tower,-99.2284,53.9623,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-99.2284 53.9623)
MB-MAIN-b5b81ee3,Wim,-100.05248,55.02136,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-100.05248 55.02136)
QC-MAIN-02884fb5,Westwood-Doyon,-78.502,48.256,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-78.502 48.256)
ON-MAIN-a3c56a83,Lac des Iles,-89.6105,49.1691,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-89.6105 49.1691)
BC-MAIN-3f490561,Mount Polley,-121.633931,52.544959,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-121.633931 52.544959)
QC-MAIN-586679b9,Crater Lake,-63.8991,55.35025,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-63.8991 55.35025)
NL-MAIN-dd723db4,Carol Lake,-66.936774,53.039755,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-66.936774 53.039755)
ON-MAIN-7001a391,McCreedy West,-81.39894,46.638059,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.39894 46.638059)
ON-MAIN-9a34108c,Victoria,-81.38333,46.41667,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.38333 46.41667)
ON-MAIN-6bd6cc80,Kingston Operation,-76.5121,44.2615,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-76.5121 44.2615)
MB-MAIN-a832fb0a,East Wekusko - Snow Lake,-99.77143,54.78534,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-99.77143 54.78534)
BC-MAIN-12730593,Kutcho,-128.38736,58.20996,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-128.38736 58.20996)
ON-MAIN-575c5e66,Ontario Spoke,-76.5,44.233334,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-76.5 44.233334)
ON-MAIN-6b998583,Markham lithium reprocessing facility,-79.3415,43.8331,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-79.3415 43.8331)
QC-MAIN-0414a373,Lithion St-Bruno,-73.349998,45.533333,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-73.349998 45.533333)
AB-MAIN-35d0dc71,Boardwalk,-117.163427,54.946792,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-117.163427 54.946792)
QC-MAIN-a2c6775d,La Loutre,-74.99714,46.03656,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-74.99714 46.03656)
ON-MAIN-b1d981ca,Crean Hill,-81.36167,46.42472,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.36167 46.42472)
ON-MAIN-54b7e152,Shakespeare,-81.85944,46.33417,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.85944 46.33417)
QC-MAIN-aa793d35,Dumont Nickel,-78.4425,48.64667,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-78.4425 48.64667)
QC-MAIN-649d2873,Niobec Converter,-71.158168,48.531738,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-71.158168 48.531738)
QC-MAIN-a555d9b9,Niobec,-71.156929,48.532148,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-71.156929 48.532148)
NB-MAIN-c1e4dee0,Battery Hill,-67.62547,46.22531,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-67.62547 46.22531)
NL-MAIN-f021107e,Point Rousse,-56.124447,49.96142,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-56.124447 49.96142)
QC-MAIN-615ebdb4,Lac Guéret (Uatnan),-69.1,51.14,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-69.1 51.14)
ON-MAIN-470b504b,Ottawa Plant,-75.562391,45.298042,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-75.562391 45.298042)
ON-MAIN-4e0734b5,Fox Complex,-80.340814,48.534362,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-80.340814 48.534362)
QC-MAIN-237d67c1,Lac Rainy Graphite,-67.07597,52.60511,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-67.07597 52.60511)
BC-MAIN-c7247100,Driftwood Creek,-116.575,50.904,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-116.575 50.904)
YT-MAIN-752fbcae,Minto,-137.23858,62.618875,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-137.23858 62.618875)
NU-MAIN-8e62bfbc,High Lake,-110.8436,67.37556,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-110.8436 67.37556)
NU-MAIN-1ef8af2c,Izok Lake,-112.79889,65.63056,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-112.79889 65.63056)
QC-MAIN-eb73fd68,Nemaska lithium conversion facility,-72.433334,46.333332,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-72.433334 46.333332)
QC-MAIN-9d41d417,Whabouchi,-75.85333,51.67972,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-75.85333 51.67972)
ON-MAIN-2bb07cd3,River Valley,-80.27606,46.70591,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-80.27606 46.70591)
BC-MAIN-aa76f6f2,New Afton,-120.514,50.661,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-120.514 50.661)
ON-MAIN-0aadf28f,Rainy River,-94.012,48.833,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-94.012 48.833)
ON-MAIN-1c674cd0,Borden,-83.260981,47.871883,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-83.260981 47.871883)
BC-MAIN-857b7b89,Brucejack,-130.21783,56.47554,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-130.21783 56.47554)
BC-MAIN-c720b195,GJ,-130.25,57.63,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-130.25 57.63)
ON-MAIN-8629a493,Hollinger,-81.31314,48.4733,peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.31314 48.4733)
ON-MAIN-538513cd,Hoyle Pond,-81.1083,48.5519,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.1083 48.5519)
ON-MAIN-fefeaee4,Musselwhite,-90.3636,52.6127,peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-90.3636 52.6127)
ON-MAIN-3b3e5365,Porcupine,-81.242719,48.463511,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-81.242719 48.463511)
BC-MAIN-8eb8be0d,Red Chris,-129.78333,57.7,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-129.78333 57.7)
QC-MAIN-6dc537e6,Éléonore,-76.08667,52.69889,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-76.08667 52.69889)
BC-MAIN-b4655afb,Galore Creek,-131.45,57.13,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-131.45 57.13)
SK-MAIN-3012889c,Rook I,-108.9925,57.59144,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-108.9925 57.59144)
YT-MAIN-1910d1c3,Nickel Shaw,-139.53333,61.46667,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-139.53333 61.46667)
QC-MAIN-288718a6,Crevier,-72.7644,49.46003,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-72.7644 49.46003)
NB-MAIN-f58cc895,Sisson,-67.045,46.365,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-67.045 46.365)
ON-MAIN-8b86d975,Bissett Creek,-78.05992,46.11814,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-78.05992 46.11814)
BC-MAIN-6fbdcf4c,North Island,-127.85639,50.67556,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-127.85639 50.67556)
BC-MAIN-265a57f6,Kwanika,-125.271268,55.415303,No data,https://greifswaldmoor.de/global-peatland-database-en.html,POINT (-125.271268 55.415303)
