row_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodity,energy_type,unit,value,source,source_id
NRJ-538513cd-2023-3,2023,Site-specific,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Propane,GJ,142393.17415,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-538513cd-2023-4,2023,Site-specific,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Fuel consumption|Aviation fuel,GJ,21662.09888,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-538513cd-2023-5,2023,Site-specific,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Electricity consumption,GJ,892229.95044,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-538513cd-2023-6,2023,Site-specific,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Electricity generated on-site,GJ,3531.1068,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-GRP-0d911886-2023-1,2023,Facility-group,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,"Open-pit, underground",Gold,Diesel,GJ,623021.868616,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-GRP-0d911886-2023-2,2023,Facility-group,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,"Open-pit, underground",Gold,Fuel consumption|Gasoline,GJ,17195.8465,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-GRP-0d911886-2023-3,2023,Facility-group,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,"Open-pit, underground",Gold,Natural gas,GJ,166705,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-GRP-0d911886-2023-4,2023,Facility-group,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,"Open-pit, underground",Gold,Propane,GJ,6336.0580703,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-GRP-0d911886-2023-5,2023,Facility-group,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,"Open-pit, underground",Gold,Biodiesel,GJ,23524.436671511,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-GRP-0d911886-2023-6,2023,Facility-group,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,"Open-pit, underground",Gold,Electricity consumption,GJ,723967.2,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-GRP-0d911886-2023-7,2023,Facility-group,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,"Open-pit, underground",Gold,Electricity generated on-site,GJ,91025.4822599152,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-8eb8be0d-2023-1,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Diesel,GJ,308614.730821,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-8eb8be0d-2023-2,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Fuel consumption|Gasoline,GJ,5437.635,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-8eb8be0d-2023-3,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Propane,GJ,229891.86895,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-8eb8be0d-2023-4,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Fuel consumption|Aviation fuel,GJ,27653.22904,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-8eb8be0d-2023-5,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Solar,GJ,1483.2,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-8eb8be0d-2023-6,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Biodiesel,GJ,11770.3702287417,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-8eb8be0d-2023-7,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Electricity consumption,GJ,509889.6,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-8eb8be0d-2023-8,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Electricity generated on-site,GJ,3808.98428206273,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-857b7b89-2023-1,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Diesel,GJ,1361713.858312,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-857b7b89-2023-2,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Fuel consumption|Gasoline,GJ,25050.76,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-857b7b89-2023-3,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Propane,GJ,80313.1858,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-857b7b89-2023-4,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Fuel consumption|Aviation fuel,GJ,121071.915388,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-857b7b89-2023-5,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Acytelene,GJ,2,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-857b7b89-2023-6,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Electricity consumption,GJ,1274584.3416,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-857b7b89-2023-7,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Electricity generated on-site,GJ,5528.5667,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-fefeaee4-2023-1,2023,Site-specific,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Diesel,GJ,287042.447231542,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-fefeaee4-2023-2,2023,Site-specific,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Fuel consumption|Used oil,GJ,2344.0244,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-fefeaee4-2023-3,2023,Site-specific,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Fuel consumption|Gasoline,GJ,13568.45,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-fefeaee4-2023-4,2023,Site-specific,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Propane,GJ,42071.0413,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-fefeaee4-2023-5,2023,Site-specific,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Fuel consumption|Aviation fuel,GJ,72676.1107896,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-fefeaee4-2023-6,2023,Site-specific,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Acytelene,GJ,18.475650648,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-fefeaee4-2023-7,2023,Site-specific,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Electricity consumption,GJ,569009.5848,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-fefeaee4-2023-8,2023,Site-specific,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Electricity generated on-site,GJ,86225.1173956,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
NRJ-GRP-147b3123-2023-1,2023,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,,mining,"Open-pit, underground",Gold,Diesel,GJ,384285.8,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
NRJ-GRP-147b3123-2023-2,2023,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,,mining,"Open-pit, underground",Gold,Fuel consumption|Gasoline,GJ,2946.1,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
NRJ-GRP-147b3123-2023-3,2023,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,,mining,"Open-pit, underground",Gold,Natural gas,GJ,159325.59885,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
NRJ-GRP-147b3123-2023-4,2023,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,,mining,"Open-pit, underground",Gold,Ammonium nitrate,GJ,20.7,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
NRJ-GRP-147b3123-2023-5,2023,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,,mining,"Open-pit, underground",Gold,Emulsions,GJ,2026.3,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
NRJ-GRP-147b3123-2023-6,2023,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,,mining,"Open-pit, underground",Gold,Fuel consumption|Dynamite,GJ,4889.799999999999,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
NRJ-GRP-147b3123-2023-7,2023,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,,mining,"Open-pit, underground",Gold,Electricity consumption,GJ,738226.8,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
NRJ-GRP-147b3123-2023-8,2023,Facility-group,Pan American Silver Corp,Timmins Operation,-,GRP-147b3123,,mining,"Open-pit, underground",Gold,Electricity generated on-site,GJ,317437.52400000003,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
NRJ-b466361f-2023-1,2023,Site-specific,Real Alloy Canada Ltd.,Mississauga,ON-MAIN-b466361f,-,,manufacturing,Secondary smelter,Recycled zinc,Natural gas,KCF,316310,SR_2023.pdf,SRC_RealAlloyCanadaLtd._SR_2023
NRJ-b466361f-2023-2,2023,Site-specific,Real Alloy Canada Ltd.,Mississauga,ON-MAIN-b466361f,-,,manufacturing,Secondary smelter,Recycled zinc,Electricity consumption|Not specified,MWh,4773,SR_2023.pdf,SRC_RealAlloyCanadaLtd._SR_2023
NRJ-b466361f-2023-3,2023,Site-specific,Real Alloy Canada Ltd.,Mississauga,ON-MAIN-b466361f,-,,manufacturing,Secondary smelter,Recycled zinc,Mobile equipment ,mtCO2eq?,104,SR_2023.pdf,SRC_RealAlloyCanadaLtd._SR_2023
NRJ-GRP-14bfbb82-2023-1,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Diesel,GJ,131655,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
NRJ-GRP-14bfbb82-2023-2,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Propane,GJ,40177,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
NRJ-GRP-14bfbb82-2023-3,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Other,GJ,10277,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
NRJ-GRP-14bfbb82-2023-4,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Electricity consumption|Grid electricity,kWh,53673624,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
NRJ-GRP-14bfbb82-2023-5,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,-,GRP-14bfbb82,,mining,Underground,Gold,Electricity consumption|Electricity generated on-site,kWh,452775,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
NRJ-b64bae7a-2023-1,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,-,,mining,"Open-pit, concentrator",Iron,Electricity consumption|Grid electricity,TJ,1233,ESG_2024.pdf,SRC_TacoraResourcesInc._ESG_2024
NRJ-b64bae7a-2023-2,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,-,,mining,"Open-pit, concentrator",Iron,Oil,TJ,1058,SR_2024.pdf,SRC_TacoraResourcesInc._SR_2024
NRJ-b64bae7a-2023-3,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,-,,mining,"Open-pit, concentrator",Iron,Diesel,TJ,432,SR_2024.pdf,SRC_TacoraResourcesInc._SR_2024
NRJ-b64bae7a-2023-4,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,-,,mining,"Open-pit, concentrator",Iron,Propane,TJ,1,SR_2024.pdf,SRC_TacoraResourcesInc._SR_2024
NRJ-b64bae7a-2023-5,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,-,,mining,"Open-pit, concentrator",Iron,Gasoline,TJ,12,SR_2024.pdf,SRC_TacoraResourcesInc._SR_2024
NRJ-6b4800fe-2023-1,2023,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Total energy consumed,GJ,3605539,ESG_2023.pdf,SRC_TasekoMinesLimited_ESG_2023
NRJ-6b4800fe-2023-2,2023,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Electricity consumption|Grid electricity,GJ,1694603.3299999998,ESG_2023.pdf,SRC_TasekoMinesLimited_ESG_2023
NRJ-6b4800fe-2023-3,2023,Site-specific,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,-,,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Energy consumed from renewable energy,GJ,1662153.479,ESG_2023.pdf,SRC_TasekoMinesLimited_ESG_2023
NRJ-CMP-06e20c6e-2023-1,2023,Company-level,Teck Resources Limited,-,-,-,CMP-06e20c6e,mining and manufacturing,x,x,Diesel,TJ,6314,Teck-Sustainability-Databook.xlsx,SRC_TeckResourcesLimited_Teck-Sustainability-Databook
NRJ-CMP-06e20c6e-2023-2,2023,Company-level,Teck Resources Limited,-,-,-,CMP-06e20c6e,mining and manufacturing,x,x,Gasoline,TJ,54,Teck-Sustainability-Databook.xlsx,SRC_TeckResourcesLimited_Teck-Sustainability-Databook
NRJ-CMP-06e20c6e-2023-3,2023,Company-level,Teck Resources Limited,-,-,-,CMP-06e20c6e,mining and manufacturing,x,x,Coal,TJ,2306,Teck-Sustainability-Databook.xlsx,SRC_TeckResourcesLimited_Teck-Sustainability-Databook
NRJ-CMP-06e20c6e-2023-4,2023,Company-level,Teck Resources Limited,-,-,-,CMP-06e20c6e,mining and manufacturing,x,x,Natural gas,TJ,2089,Teck-Sustainability-Databook.xlsx,SRC_TeckResourcesLimited_Teck-Sustainability-Databook
NRJ-CMP-06e20c6e-2023-5,2023,Company-level,Teck Resources Limited,-,-,-,CMP-06e20c6e,mining and manufacturing,x,x,Coke & Petroleum coke,TJ,246,Teck-Sustainability-Databook.xlsx,SRC_TeckResourcesLimited_Teck-Sustainability-Databook
NRJ-CMP-06e20c6e-2023-6,2023,Company-level,Teck Resources Limited,-,-,-,CMP-06e20c6e,mining and manufacturing,x,x,Other,TJ,395,Teck-Sustainability-Databook.xlsx,SRC_TeckResourcesLimited_Teck-Sustainability-Databook
NRJ-CMP-06e20c6e-2023-7,2023,Company-level,Teck Resources Limited,-,-,-,CMP-06e20c6e,mining and manufacturing,x,x,Electricity|Not specified,TJ,13148,Teck-Sustainability-Databook.xlsx,SRC_TeckResourcesLimited_Teck-Sustainability-Databook
NRJ-9de9bb0d-2023-1,2023,Site-specific,Wesdome Gold Mines Ltd.,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Diesel,kl,2829,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-9de9bb0d-2023-2,2023,Site-specific,Wesdome Gold Mines Ltd.,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Gasoline,kl,369,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-9de9bb0d-2023-3,2023,Site-specific,Wesdome Gold Mines Ltd.,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Explosives,t,1211,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-9de9bb0d-2023-4,2023,Site-specific,Wesdome Gold Mines Ltd.,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Propane,kl,2528,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-9de9bb0d-2023-5,2023,Site-specific,Wesdome Gold Mines Ltd.,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Electricity consumption|Grid electricity,MW,38555.380000000005,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-9de9bb0d-2023-6,2023,Site-specific,Wesdome Gold Mines Ltd.,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Electricity consumption|Electricity generated on-site,MW,34190.619999999995,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-9de9bb0d-2023-7,2023,Site-specific,Wesdome Gold Mines Ltd.,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Energy intensity,GJ/t milled,2.18,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-9de9bb0d-2023-8,2023,Site-specific,Wesdome Gold Mines Ltd.,Eagle River,QC-MAIN-9de9bb0d,-,,mining,"Underground, concentrator",Gold,Energy intensity,GJ/oz,5.67,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-c5fefb01-2023-1,2023,Site-specific,Wesdome Gold Mines Ltd.,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Diesel,kl,1188,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-c5fefb01-2023-2,2023,Site-specific,Wesdome Gold Mines Ltd.,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Gasoline,kl,36,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-c5fefb01-2023-3,2023,Site-specific,Wesdome Gold Mines Ltd.,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Explosives,t,506,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-c5fefb01-2023-4,2023,Site-specific,Wesdome Gold Mines Ltd.,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Natural gas,kl,1528,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-c5fefb01-2023-5,2023,Site-specific,Wesdome Gold Mines Ltd.,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Electricity consumption|Grid electricity,MW,32053.5,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-c5fefb01-2023-6,2023,Site-specific,Wesdome Gold Mines Ltd.,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Electricity consumption|Electricity generated on-site,MW,10684.5,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-c5fefb01-2023-7,2023,Site-specific,Wesdome Gold Mines Ltd.,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Energy intensity,GJ/t milled,1.07,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-c5fefb01-2023-8,2023,Site-specific,Wesdome Gold Mines Ltd.,Kiena,ON-MAIN-c5fefb01,-,,mining,"Open-pit, concentrator",Gold,Energy intensity,GJ/oz,5.78,ESG_data_2023.xlsx,SRC_WesdomeGoldMinesLtd._ESG_data_2023
NRJ-CMP-d5f1c66b-2023-18,2023,Company-level,Glencore,-,-,-,CMP-d5f1c66b,mining and manufacturing,x,x,Energy intensity of metals mining,GJ/t Cu-eq,40.3,2024+ESG+data+book.xlsx,SRC_Glencore_2024+ESG+data+book
NRJ-CMP-d5f1c66b-2023-19,2023,Company-level,Glencore,-,-,-,CMP-d5f1c66b,mining and manufacturing,x,x,Energy intensity of metals smelting,GJ/t Cu-eq,30.3,2024+ESG+data+book.xlsx,SRC_Glencore_2024+ESG+data+book
NRJ-CMP-7a096012-2024-1,2024,Company-level,Rio Tinto,-,-,-,CMP-7a096012,mining and manufacturing,x,x,,,,2024-sustainability-factbook.xlsx,SRC_RioTinto_2024-sustainability-factbook
