year,ghg_id,facility_name_ghg,longitude,latitude,city,province,sector,ghge_ktCO2eq,facility_url,source_df,geometry
2022,BC-ghg-099f9047-1,"Teck Metals Ltd, Trail Operations",-117.71722,49.10194,Trail,British Columbia,Non-Ferrous Metal (except Aluminum) Smelting and Refining,335.35,https://climate-change.canada.ca/facility-emissions/GHGRP-G10289-2022.html,ghg_facility_metal_manufacturing_df,POINT (-117.71722 49.10194)
2022,QC-ghg-ab2032af-1,Usine Alma,-71.6889,48.5837,Alma,Quebec,Primary Production of Alumina and Aluminum,899.02,https://climate-change.canada.ca/facility-emissions/GHGRP-G10295-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.6889 48.5837)
2022,QC-ghg-92bbe443-1,Usine Arvida,-71.1599,48.4274,Saguenay,Quebec,Primary Production of Alumina and Aluminum,612.59,https://climate-change.canada.ca/facility-emissions/GHGRP-G10296-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.1599 48.4274)
2022,QC-ghg-29886c13-1,Usine de Beauharnois,-73.8947,45.3079,Melocheville,Quebec,Primary Production of Alumina and Aluminum,,https://climate-change.canada.ca/facility-emissions/GHGRP-G10297-2020.html,ghg_facility_metal_manufacturing_df,POINT (-73.8947 45.3079)
2022,QC-ghg-4b392c0c-1,Aluminerie de Deschambault,-71.94488,46.69317,Deschambault,Quebec,Primary Production of Alumina and Aluminum,519.72,https://climate-change.canada.ca/facility-emissions/GHGRP-G10300-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.94488 46.69317)
2022,QC-ghg-fe8b4c3e-1,Usine de fluorure,-71.1718,48.4257,Jonquiere,Quebec,Primary Production of Alumina and Aluminum,,https://climate-change.canada.ca/facility-emissions/GHGRP-G10301-2016.html,ghg_facility_metal_manufacturing_df,POINT (-71.1718 48.4257)
2022,QC-ghg-34078b17-1,Usine de réduction - ArcelorMittal Contrecoeur,-73.252,45.8363,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,,https://climate-change.canada.ca/facility-emissions/GHGRP-G10305-2017.html,ghg_facility_metal_manufacturing_df,POINT (-73.252 45.8363)
2022,QC-ghg-8d596147-1,Usine Grande-Baie,-70.5536,48.1821,La Baie,Quebec,Primary Production of Alumina and Aluminum,520.79,https://climate-change.canada.ca/facility-emissions/GHGRP-G10306-2022.html,ghg_facility_metal_manufacturing_df,POINT (-70.5536 48.1821)
2022,QC-ghg-a84faf1c-1,Usine Laterrière,-71.1289,48.3007,Laterriere,Quebec,Primary Production of Alumina and Aluminum,528.57,https://climate-change.canada.ca/facility-emissions/GHGRP-G10307-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.1289 48.3007)
2022,QC-ghg-af11fc25-1,Usine Shawinigan,-72.7397,46.5586,Shawinigan,Quebec,Primary Production of Alumina and Aluminum,,https://climate-change.canada.ca/facility-emissions/GHGRP-G10308-2014.html,ghg_facility_metal_manufacturing_df,POINT (-72.7397 46.5586)
2022,ZZ-ghg-50cbc7e7-7,Hamilton Specialty Bar Corporation,0.0,0.0,Hamilton,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,,https://climate-change.canada.ca/facility-emissions/GHGRP-G10333-2006.html,ghg_facility_metal_manufacturing_df,POINT (0 0)
2022,ZZ-ghg-50cbc7e7-8,ESCO Limited,0.0,0.0,Port Hope,Ontario,Steel Foundries,,https://climate-change.canada.ca/facility-emissions/GHGRP-G10363-2006.html,ghg_facility_metal_manufacturing_df,POINT (0 0)
2022,QC-ghg-0fc47017-1,ArcelorMittal Contrecoeur Ouest,-73.2661,45.8206,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,90.42,https://climate-change.canada.ca/facility-emissions/GHGRP-G10369-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.2661 45.8206)
2022,ON-ghg-c3e602e7-1,Sudbury Integrated Nickel Operations Smelter,-80.8042,46.5775,Falconbridge,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,117.94,https://climate-change.canada.ca/facility-emissions/GHGRP-G10398-2022.html,ghg_facility_metal_manufacturing_df,POINT (-80.8042 46.5775)
2022,AB-ghg-f107ca09-1,AltaSteel Inc.,-113.3875,53.5291,Edmonton,Alberta,Iron and Steel Mills and Ferro-Alloy Manufacturing,88.1,https://climate-change.canada.ca/facility-emissions/GHGRP-G10420-2022.html,ghg_facility_metal_manufacturing_df,POINT (-113.3875 53.5291)
2022,QC-ghg-2f112702-1,"Glencore Canada Corporation, CCR refinery",-73.5125,45.6283,Montréal Est,Quebec,Non-Ferrous Metal (except Aluminum) Smelting and Refining,56.83,https://climate-change.canada.ca/facility-emissions/GHGRP-G10578-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.5125 45.6283)
2022,QC-ghg-a74c15f5-1,Glencore Canada Corporation - Fonderie Horne,-79.01667,48.25417,Rouyn Noranda,Quebec,Non-Ferrous Metal (except Aluminum) Smelting and Refining,191.93,https://climate-change.canada.ca/facility-emissions/GHGRP-G10579-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.01667 48.25417)
2022,ON-ghg-a0709ec5-1,Ivaco Rolling Mills,-74.705,45.6133,L'Orignal,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,102.89,https://climate-change.canada.ca/facility-emissions/GHGRP-G10614-2022.html,ghg_facility_metal_manufacturing_df,POINT (-74.705 45.6133)
2022,BC-ghg-39392cae-1,Tree Island Industries,-122.959,49.1875,Richmond,British Columbia,Steel Wire Drawing,,https://climate-change.canada.ca/facility-emissions/GHGRP-G10647-2013.html,ghg_facility_metal_manufacturing_df,POINT (-122.959 49.1875)
2022,QC-ghg-e359e08c-1,Quebec Silicon LP,-72.3881,46.3712,Bécancour,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,194.62,https://climate-change.canada.ca/facility-emissions/GHGRP-G10657-2022.html,ghg_facility_metal_manufacturing_df,POINT (-72.3881 46.3712)
2022,MB-ghg-2eaac194-1,"Gerdau Ameristeel Corporation, Manitoba Mill",-96.9013,50.1302,Selkirk,Manitoba,Iron and Steel Mills and Ferro-Alloy Manufacturing,48.05,https://climate-change.canada.ca/facility-emissions/GHGRP-G10678-2022.html,ghg_facility_metal_manufacturing_df,POINT (-96.9013 50.1302)
2022,ON-ghg-dbc7c20d-1,"Gerdau Ameristeel Corporation, Cambridge Mill",-80.284,43.3706,Cambridge,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,16.05,https://climate-change.canada.ca/facility-emissions/GHGRP-G10738-2022.html,ghg_facility_metal_manufacturing_df,POINT (-80.284 43.3706)
2022,QC-ghg-1129bd74-1,Aluminerie Arvida - Centre technologique AP60,-71.15674,48.43193,Jonquière,Quebec,Primary Production of Alumina and Aluminum,96.48,https://climate-change.canada.ca/facility-emissions/GHGRP-G10791-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.15674 48.43193)
2022,NL-ghg-e47797cb-1,Long Harbour Operations,-53.81167,47.40889,Long Harbour,Newfoundland and Labrador,Non-Ferrous Metal (except Aluminum) Smelting and Refining,50.09,https://climate-change.canada.ca/facility-emissions/GHGRP-G10810-2022.html,ghg_facility_metal_manufacturing_df,POINT (-53.81167 47.40889)
2022,QC-ghg-4a69394e-1,Ball Advanced Aluminum Technologies Canada Inc.,-71.92586,45.39009,Sherbrooke,Quebec,"Aluminum Rolling, Drawing, Extruding and Alloying",,https://climate-change.canada.ca/facility-emissions/GHGRP-G10861-2020.html,ghg_facility_metal_manufacturing_df,POINT (-71.92586 45.39009)
2022,QC-ghg-eaac9aab-1,SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD,-74.1031,45.2281,Salaberry De Valleyfield,Quebec,Non-Ferrous Metal (except Aluminum) Smelting and Refining,48.69,https://climate-change.canada.ca/facility-emissions/GHGRP-G10903-2022.html,ghg_facility_metal_manufacturing_df,POINT (-74.1031 45.2281)
2022,ON-ghg-5d2ce3eb-1,Matalco Inc.,-79.65764,43.74325,Brampton,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",22.34,https://climate-change.canada.ca/facility-emissions/GHGRP-G11020-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.65764 43.74325)
2022,ON-ghg-0cfdee6b-1,Real Alloy Mississauga,-79.6679,43.7014,Mississauga,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",14.92,https://climate-change.canada.ca/facility-emissions/GHGRP-G11042-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.6679 43.7014)
2022,ON-ghg-56c3cc9c-1,Great Lakes Copper Ltd.,-81.1842,43.0233,London,Ontario,"Copper Rolling, Drawing, Extruding and Alloying",11.39,https://climate-change.canada.ca/facility-emissions/GHGRP-G11046-2022.html,ghg_facility_metal_manufacturing_df,POINT (-81.1842 43.0233)
2022,QC-ghg-f6d132e6-1,Usine de coulée continue de Montréal-Est,-73.5132,45.6291,Montréal Est,Quebec,"Copper Rolling, Drawing, Extruding and Alloying",,https://climate-change.canada.ca/facility-emissions/GHGRP-G11086-2019.html,ghg_facility_metal_manufacturing_df,POINT (-73.5132 45.6291)
2022,QC-ghg-19b3f45d-1,INFASCO,-73.1673,45.431,Marieville,Quebec,Cold-Rolled Steel Shape Manufacturing,15.56,https://climate-change.canada.ca/facility-emissions/GHGRP-G11095-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.1673 45.431)
2022,ON-ghg-689404a4-1,Kaiser Aluminum Canada Limited,-81.1408,42.9862,London,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",17.46,https://climate-change.canada.ca/facility-emissions/GHGRP-G11103-2022.html,ghg_facility_metal_manufacturing_df,POINT (-81.1408 42.9862)
2022,QC-ghg-cf75b8a9-1,Sivaco Québec,-73.1676,45.4372,Marieville,Quebec,Steel Wire Drawing,13.86,https://climate-change.canada.ca/facility-emissions/GHGRP-G11128-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.1676 45.4372)
2022,QC-ghg-9623c9b4-1,Laminoir fil machine - ArcelorMittal Contrecoeur,-73.2584,45.8295,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,,https://climate-change.canada.ca/facility-emissions/GHGRP-G11230-2017.html,ghg_facility_metal_manufacturing_df,POINT (-73.2584 45.8295)
2022,QC-ghg-ff1967c4-1,ArcelorMittal Longueuil,-73.4579,45.5663,Longueuil,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,23.89,https://climate-change.canada.ca/facility-emissions/GHGRP-G11231-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.4579 45.5663)
2022,ON-ghg-468bcb87-1,Valbruna ASW Inc.,-79.23453,42.99864,Welland,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,12.51,https://climate-change.canada.ca/facility-emissions/GHGRP-G11368-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.23453 42.99864)
2022,QC-ghg-4b74bf62-1,Fonderie Bibby Sainte-Croix,-71.73606,46.6233,Sainte Croix,Quebec,Iron Foundries,17.86,https://climate-change.canada.ca/facility-emissions/GHGRP-G11390-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.73606 46.6233)
2022,ON-ghg-4c4b8519-1,North York Division,-79.532,43.736,Toronto,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",19.28,https://climate-change.canada.ca/facility-emissions/GHGRP-G11718-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.532 43.736)
2022,ON-ghg-c1f29931-1,Port Colborne Refinery,-79.2405,42.8826,Port Colborne,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,14.17,https://climate-change.canada.ca/facility-emissions/GHGRP-G11723-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.2405 42.8826)
2022,QC-ghg-fe8b4c3e-2,Usine Vaudreuil,-71.1718,48.4257,Jonquière,Quebec,Primary Production of Alumina and Aluminum,380.82,https://climate-change.canada.ca/facility-emissions/GHGRP-G11730-2022.html,ghg_facility_metal_manufacturing_df,POINT (-71.1718 48.4257)
2022,ON-ghg-6104186e-1,Pickering,-79.05871,43.82797,Pickering,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",14.85,https://climate-change.canada.ca/facility-emissions/GHGRP-G11744-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.05871 43.82797)
2022,ON-ghg-0a8ea553-1,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P,-83.1002,42.2605,Windsor,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,24.99,https://climate-change.canada.ca/facility-emissions/GHGRP-G11750-2022.html,ghg_facility_metal_manufacturing_df,POINT (-83.1002 42.2605)
2022,ON-ghg-d7d84aa7-1,ArcelorMittal long Products Canada - Hamilton East,-79.7857,43.2625,Hamilton,Ontario,Steel Wire Drawing,15.38,https://climate-change.canada.ca/facility-emissions/GHGRP-G11765-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.7857 43.2625)
2022,ON-ghg-57634ce0-1,Max Aicher (North America) Limited,-79.82236,43.26654,Hamilton,Ontario,Cold-Rolled Steel Shape Manufacturing,19.24,https://climate-change.canada.ca/facility-emissions/GHGRP-G11878-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.82236 43.26654)
2022,ON-ghg-c856cd7c-1,MASTERLOY PRODUCTS Company,-75.5761,45.2962,Ottawa,Ontario,Iron and Steel Mills and Ferro-Alloy Manufacturing,,https://climate-change.canada.ca/facility-emissions/GHGRP-G11956-2021.html,ghg_facility_metal_manufacturing_df,POINT (-75.5761 45.2962)
2022,QC-ghg-c08d1f77-2,ArcelorMittal Contrecoeur Est,-73.26362,45.82055,Contrecoeur,Quebec,Iron and Steel Mills and Ferro-Alloy Manufacturing,920.48,https://climate-change.canada.ca/facility-emissions/GHGRP-G11989-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.26362 45.82055)
2022,ON-ghg-1e2d9387-1,NATT Tools Group Inc.,-79.829,43.2663,Hamilton,Ontario,Cold-Rolled Steel Shape Manufacturing,11.1,https://climate-change.canada.ca/facility-emissions/GHGRP-G12009-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.829 43.2663)
2022,ON-ghg-4ec03d13-2,"Copper Cliff Mining, Smelting and Refining Complex",-81.0553,46.4786,Copper Cliff,Ontario,Non-Ferrous Metal (except Aluminum) Smelting and Refining,330.67,https://climate-change.canada.ca/facility-emissions/GHGRP-G12298-2022.html,ghg_facility_metal_manufacturing_df,POINT (-81.0553 46.4786)
2022,MB-ghg-9bf35160-1,GRIFFIN CANADA - WINNIPEG,-97.0025,49.913,Winnipeg,Manitoba,Steel Foundries,,https://climate-change.canada.ca/facility-emissions/GHGRP-G12301-2019.html,ghg_facility_metal_manufacturing_df,POINT (-97.0025 49.913)
2022,BC-ghg-ee8c6b46-1,Molycop Canada Plant 2,-120.09703,50.65598,Kamloops,British Columbia,Iron Foundries,,https://climate-change.canada.ca/facility-emissions/GHGRP-G12554-2020.html,ghg_facility_metal_manufacturing_df,POINT (-120.09703 50.65598)
2022,BC-ghg-9b5789c0-1,Moly-Cop Canada,-120.09649,50.65726,Kamloops,British Columbia,Iron Foundries,25.12,https://climate-change.canada.ca/facility-emissions/GHGRP-G12555-2022.html,ghg_facility_metal_manufacturing_df,POINT (-120.09649 50.65726)
2022,QC-ghg-4f31b39e-1,Fonderie Laperle,-73.1387,45.8947,Saint Ours,Quebec,Iron Foundries,0.51,https://climate-change.canada.ca/facility-emissions/GHGRP-G12579-2022.html,ghg_facility_metal_manufacturing_df,POINT (-73.1387 45.8947)
2022,ON-ghg-28f1b9e6-1,Extrusion North America - Mississauga,-79.6575,43.6306,Mississauga,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",4.89,https://climate-change.canada.ca/facility-emissions/GHGRP-G12581-2022.html,ghg_facility_metal_manufacturing_df,POINT (-79.6575 43.6306)
