row_id,water_risk_id,main_id,name,indicator,value,year,scenario
water_risk-844dcc47-2080-bau-2,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,Water Depletion Label,Low (<5%),2080,bau
water_risk-844dcc47-2080-bau-3,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-844dcc47-2080-pes-1,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,Water Stress Label,Low (<10%),2080,pes
water_risk-844dcc47-2080-pes-2,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,Water Depletion Label,Low (<5%),2080,pes
water_risk-844dcc47-2080-pes-3,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-844dcc47-2080-opt-1,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,Water Stress Label,Low (<10%),2080,opt
water_risk-844dcc47-2080-opt-2,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,Water Depletion Label,Low (<5%),2080,opt
water_risk-844dcc47-2080-opt-3,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt
water_risk-fc6f1a44-2020-baseline-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2020,baseline
water_risk-fc6f1a44-2020-baseline-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2020,baseline
water_risk-fc6f1a44-2020-baseline-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2020,baseline
water_risk-fc6f1a44-2020-baseline-4,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-fc6f1a44-2020-baseline-5,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Coastal Eutrophication Potential Label,High (1 to 5),2020,baseline
water_risk-fc6f1a44-2030-bau-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2030,bau
water_risk-fc6f1a44-2030-bau-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2030,bau
water_risk-fc6f1a44-2030-bau-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2030,bau
water_risk-fc6f1a44-2030-pes-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2030,pes
water_risk-fc6f1a44-2030-pes-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2030,pes
water_risk-fc6f1a44-2030-pes-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2030,pes
water_risk-fc6f1a44-2030-opt-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2030,opt
water_risk-fc6f1a44-2030-opt-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2030,opt
water_risk-fc6f1a44-2030-opt-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2030,opt
water_risk-fc6f1a44-2050-bau-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2050,bau
water_risk-fc6f1a44-2050-bau-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2050,bau
water_risk-fc6f1a44-2050-bau-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2050,bau
water_risk-fc6f1a44-2050-pes-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2050,pes
water_risk-fc6f1a44-2050-pes-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2050,pes
water_risk-fc6f1a44-2050-pes-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2050,pes
water_risk-fc6f1a44-2050-opt-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2050,opt
water_risk-fc6f1a44-2050-opt-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2050,opt
water_risk-fc6f1a44-2050-opt-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2050,opt
water_risk-fc6f1a44-2080-bau-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2080,bau
water_risk-fc6f1a44-2080-bau-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2080,bau
water_risk-fc6f1a44-2080-bau-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2080,bau
water_risk-fc6f1a44-2080-pes-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2080,pes
water_risk-fc6f1a44-2080-pes-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2080,pes
water_risk-fc6f1a44-2080-pes-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-fc6f1a44-2080-opt-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Stress Label,Low (<10%),2080,opt
water_risk-fc6f1a44-2080-opt-2,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Water Depletion Label,Low (<5%),2080,opt
water_risk-fc6f1a44-2080-opt-3,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,Interannual Variability Label,Low (<0.25),2080,opt
water_risk-21b6ab35-2020-baseline-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,No Data,2020,baseline
water_risk-21b6ab35-2020-baseline-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,No Data,2020,baseline
water_risk-21b6ab35-2020-baseline-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,No Data,2020,baseline
water_risk-21b6ab35-2020-baseline-4,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-21b6ab35-2020-baseline-5,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Coastal Eutrophication Potential Label,No Data,2020,baseline
water_risk-21b6ab35-2030-bau-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,High (40-80%),2030,bau
water_risk-21b6ab35-2030-bau-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Low - Medium (5-25%),2030,bau
water_risk-21b6ab35-2030-bau-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2030,bau
water_risk-21b6ab35-2030-pes-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,High (40-80%),2030,pes
water_risk-21b6ab35-2030-pes-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Low - Medium (5-25%),2030,pes
water_risk-21b6ab35-2030-pes-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2030,pes
water_risk-21b6ab35-2030-opt-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,High (40-80%),2030,opt
water_risk-21b6ab35-2030-opt-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Low - Medium (5-25%),2030,opt
water_risk-21b6ab35-2030-opt-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2030,opt
water_risk-21b6ab35-2050-bau-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,High (40-80%),2050,bau
water_risk-21b6ab35-2050-bau-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Low - Medium (5-25%),2050,bau
water_risk-21b6ab35-2050-bau-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2050,bau
water_risk-21b6ab35-2050-pes-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,High (40-80%),2050,pes
water_risk-21b6ab35-2050-pes-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Low - Medium (5-25%),2050,pes
water_risk-21b6ab35-2050-pes-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2050,pes
water_risk-21b6ab35-2050-opt-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,High (40-80%),2050,opt
water_risk-21b6ab35-2050-opt-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Low - Medium (5-25%),2050,opt
water_risk-21b6ab35-2050-opt-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2050,opt
water_risk-21b6ab35-2080-bau-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,High (40-80%),2080,bau
water_risk-21b6ab35-2080-bau-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Low - Medium (5-25%),2080,bau
water_risk-21b6ab35-2080-bau-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2080,bau
water_risk-21b6ab35-2080-pes-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,Extremely high (>80%),2080,pes
water_risk-21b6ab35-2080-pes-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Medium - High (25-50%),2080,pes
water_risk-21b6ab35-2080-pes-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2080,pes
water_risk-21b6ab35-2080-opt-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Stress Label,Extremely high (>80%),2080,opt
water_risk-21b6ab35-2080-opt-2,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Water Depletion Label,Medium - High (25-50%),2080,opt
water_risk-21b6ab35-2080-opt-3,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,Interannual Variability Label,Medium - High (0.50-0.75),2080,opt
water_risk-387b06fe-2020-baseline-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,No Data,2020,baseline
water_risk-387b06fe-2020-baseline-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,No Data,2020,baseline
water_risk-387b06fe-2020-baseline-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,No Data,2020,baseline
water_risk-387b06fe-2020-baseline-4,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-387b06fe-2020-baseline-5,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Coastal Eutrophication Potential Label,No Data,2020,baseline
water_risk-387b06fe-2030-bau-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,High (40-80%),2030,bau
water_risk-387b06fe-2030-bau-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Low - Medium (5-25%),2030,bau
water_risk-387b06fe-2030-bau-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-387b06fe-2030-pes-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2030,pes
water_risk-387b06fe-2030-pes-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Low - Medium (5-25%),2030,pes
water_risk-387b06fe-2030-pes-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-387b06fe-2030-opt-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2030,opt
water_risk-387b06fe-2030-opt-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Low - Medium (5-25%),2030,opt
water_risk-387b06fe-2030-opt-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-387b06fe-2050-bau-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2050,bau
water_risk-387b06fe-2050-bau-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Low - Medium (5-25%),2050,bau
water_risk-387b06fe-2050-bau-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
water_risk-387b06fe-2050-pes-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2050,pes
water_risk-387b06fe-2050-pes-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Medium - High (25-50%),2050,pes
water_risk-387b06fe-2050-pes-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes
water_risk-387b06fe-2050-opt-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2050,opt
water_risk-387b06fe-2050-opt-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Low - Medium (5-25%),2050,opt
water_risk-387b06fe-2050-opt-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt
water_risk-387b06fe-2080-bau-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,High (40-80%),2080,bau
water_risk-387b06fe-2080-bau-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Low - Medium (5-25%),2080,bau
water_risk-387b06fe-2080-bau-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-387b06fe-2080-pes-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2080,pes
water_risk-387b06fe-2080-pes-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Medium - High (25-50%),2080,pes
water_risk-387b06fe-2080-pes-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-387b06fe-2080-opt-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Stress Label,Extremely high (>80%),2080,opt
water_risk-387b06fe-2080-opt-2,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Water Depletion Label,Medium - High (25-50%),2080,opt
water_risk-387b06fe-2080-opt-3,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt
water_risk-4c35e094-2020-baseline-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,No Data,2020,baseline
water_risk-4c35e094-2020-baseline-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,No Data,2020,baseline
water_risk-4c35e094-2020-baseline-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,No Data,2020,baseline
water_risk-4c35e094-2020-baseline-4,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-4c35e094-2020-baseline-5,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Coastal Eutrophication Potential Label,No Data,2020,baseline
water_risk-4c35e094-2030-bau-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,High (40-80%),2030,bau
water_risk-4c35e094-2030-bau-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Low - Medium (5-25%),2030,bau
water_risk-4c35e094-2030-bau-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-4c35e094-2030-pes-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,Extremely high (>80%),2030,pes
water_risk-4c35e094-2030-pes-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Low - Medium (5-25%),2030,pes
water_risk-4c35e094-2030-pes-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-4c35e094-2030-opt-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,Extremely high (>80%),2030,opt
water_risk-4c35e094-2030-opt-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Low - Medium (5-25%),2030,opt
water_risk-4c35e094-2030-opt-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-4c35e094-2050-bau-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,Extremely high (>80%),2050,bau
water_risk-4c35e094-2050-bau-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Low - Medium (5-25%),2050,bau
water_risk-4c35e094-2050-bau-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
water_risk-4c35e094-2050-pes-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,Extremely high (>80%),2050,pes
water_risk-4c35e094-2050-pes-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Medium - High (25-50%),2050,pes
water_risk-4c35e094-2050-pes-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes
water_risk-4c35e094-2050-opt-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,Extremely high (>80%),2050,opt
water_risk-4c35e094-2050-opt-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Low - Medium (5-25%),2050,opt
water_risk-4c35e094-2050-opt-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt
water_risk-4c35e094-2080-bau-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,High (40-80%),2080,bau
water_risk-4c35e094-2080-bau-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Low - Medium (5-25%),2080,bau
water_risk-4c35e094-2080-bau-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-4c35e094-2080-pes-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,Extremely high (>80%),2080,pes
water_risk-4c35e094-2080-pes-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Medium - High (25-50%),2080,pes
water_risk-4c35e094-2080-pes-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-4c35e094-2080-opt-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Stress Label,Extremely high (>80%),2080,opt
water_risk-4c35e094-2080-opt-2,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Water Depletion Label,Medium - High (25-50%),2080,opt
water_risk-4c35e094-2080-opt-3,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt
water_risk-020a683c-2020-baseline-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,No Data,2020,baseline
water_risk-020a683c-2020-baseline-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,No Data,2020,baseline
water_risk-020a683c-2020-baseline-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,No Data,2020,baseline
water_risk-020a683c-2020-baseline-4,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Groundwater Table Decline Label,Insignificant Trend,2020,baseline
water_risk-020a683c-2020-baseline-5,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Coastal Eutrophication Potential Label,No Data,2020,baseline
water_risk-020a683c-2030-bau-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,High (40-80%),2030,bau
water_risk-020a683c-2030-bau-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,Low - Medium (5-25%),2030,bau
water_risk-020a683c-2030-bau-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau
water_risk-020a683c-2030-pes-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,Extremely high (>80%),2030,pes
water_risk-020a683c-2030-pes-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,Low - Medium (5-25%),2030,pes
water_risk-020a683c-2030-pes-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes
water_risk-020a683c-2030-opt-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,Extremely high (>80%),2030,opt
water_risk-020a683c-2030-opt-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,Low - Medium (5-25%),2030,opt
water_risk-020a683c-2030-opt-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt
water_risk-020a683c-2050-bau-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,Extremely high (>80%),2050,bau
water_risk-020a683c-2050-bau-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,Low - Medium (5-25%),2050,bau
water_risk-020a683c-2050-bau-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau
water_risk-020a683c-2050-pes-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,Extremely high (>80%),2050,pes
water_risk-020a683c-2050-pes-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,Medium - High (25-50%),2050,pes
water_risk-020a683c-2050-pes-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes
water_risk-020a683c-2050-opt-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,Extremely high (>80%),2050,opt
water_risk-020a683c-2050-opt-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,Low - Medium (5-25%),2050,opt
water_risk-020a683c-2050-opt-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt
water_risk-020a683c-2080-bau-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,High (40-80%),2080,bau
water_risk-020a683c-2080-bau-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,Low - Medium (5-25%),2080,bau
water_risk-020a683c-2080-bau-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau
water_risk-020a683c-2080-pes-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,Extremely high (>80%),2080,pes
water_risk-020a683c-2080-pes-2,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Depletion Label,Medium - High (25-50%),2080,pes
water_risk-020a683c-2080-pes-3,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes
water_risk-020a683c-2080-opt-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,Water Stress Label,Extremely high (>80%),2080,opt
