row_id,population_id,main_id,name,year,buffer_size,total_population
population-91cf5448-2030-1,SK-MAIN-91cf5448,SK-MAIN-91cf5448,Cigar Lake,2030,10km,3.311615034152055
population-91cf5448-2030-2,SK-MAIN-91cf5448,SK-MAIN-91cf5448,Cigar Lake,2030,50km,11.348342223005602
population-bb89158f-2025-1,SK-MAIN-bb89158f,SK-MAIN-bb89158f,Key Lake,2025,10km,0.0
population-bb89158f-2025-2,SK-MAIN-bb89158f,SK-MAIN-bb89158f,Key Lake,2025,50km,0.0
population-bb89158f-2030-1,SK-MAIN-bb89158f,SK-MAIN-bb89158f,Key Lake,2030,10km,0.0
population-bb89158f-2030-2,SK-MAIN-bb89158f,SK-MAIN-bb89158f,Key Lake,2030,50km,0.0
population-d3c471e8-2025-1,SK-MAIN-d3c471e8,SK-MAIN-d3c471e8,McArthur River,2025,10km,0.0
population-d3c471e8-2025-2,SK-MAIN-d3c471e8,SK-MAIN-d3c471e8,McArthur River,2025,50km,2.7084624231792986
population-d3c471e8-2030-1,SK-MAIN-d3c471e8,SK-MAIN-d3c471e8,McArthur River,2030,10km,0.0
population-d3c471e8-2030-2,SK-MAIN-d3c471e8,SK-MAIN-d3c471e8,McArthur River,2030,50km,3.311615034152055
population-237587f6-2025-1,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2025,10km,27056.933085733202
population-237587f6-2025-2,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2025,50km,515984.17400599644
population-237587f6-2030-1,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2030,10km,27877.084184457482
population-237587f6-2030-2,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,2030,50km,538378.9586315139
population-4c5c1179-2025-1,ON-MAIN-4c5c1179,ON-MAIN-4c5c1179,Crawford,2025,10km,6.352261741878465
population-4c5c1179-2025-2,ON-MAIN-4c5c1179,ON-MAIN-4c5c1179,Crawford,2025,50km,56541.448236289674
population-4c5c1179-2030-1,ON-MAIN-4c5c1179,ON-MAIN-4c5c1179,Crawford,2030,10km,6.519177192589268
population-4c5c1179-2030-2,ON-MAIN-4c5c1179,ON-MAIN-4c5c1179,Crawford,2030,50km,58256.37645132565
population-8e04eb21-2025-1,NB-MAIN-8e04eb21,NB-MAIN-8e04eb21,Murray Brook,2025,10km,0.0
population-8e04eb21-2025-2,NB-MAIN-8e04eb21,NB-MAIN-8e04eb21,Murray Brook,2025,50km,5519.003932943336
population-8e04eb21-2030-1,NB-MAIN-8e04eb21,NB-MAIN-8e04eb21,Murray Brook,2030,10km,0.0
population-8e04eb21-2030-2,NB-MAIN-8e04eb21,NB-MAIN-8e04eb21,Murray Brook,2030,50km,5556.5638967235345
population-37e9571e-2025-1,ON-MAIN-37e9571e,ON-MAIN-37e9571e,Thierry,2025,10km,19.27203123504296
population-37e9571e-2025-2,ON-MAIN-37e9571e,ON-MAIN-37e9571e,Thierry,2025,50km,1074.2239180525357
population-37e9571e-2030-1,ON-MAIN-37e9571e,ON-MAIN-37e9571e,Thierry,2030,10km,19.563502454664558
population-37e9571e-2030-2,ON-MAIN-37e9571e,ON-MAIN-37e9571e,Thierry,2030,50km,1106.5510919606895
population-3e7d42ac-2025-1,NB-MAIN-3e7d42ac,NB-MAIN-3e7d42ac,Woodstock,2025,10km,11611.27742961243
population-3e7d42ac-2025-2,NB-MAIN-3e7d42ac,NB-MAIN-3e7d42ac,Woodstock,2025,50km,53607.73356727774
population-3e7d42ac-2030-1,NB-MAIN-3e7d42ac,NB-MAIN-3e7d42ac,Woodstock,2030,10km,11707.769037418266
population-3e7d42ac-2030-2,NB-MAIN-3e7d42ac,NB-MAIN-3e7d42ac,Woodstock,2030,50km,54456.13842927204
population-eae1621e-2025-1,NU-MAIN-eae1621e,NU-MAIN-eae1621e,Ferguson Lake,2025,10km,0.0
population-eae1621e-2025-2,NU-MAIN-eae1621e,NU-MAIN-eae1621e,Ferguson Lake,2025,50km,0.0
population-eae1621e-2030-1,NU-MAIN-eae1621e,NU-MAIN-eae1621e,Ferguson Lake,2030,10km,0.0
population-eae1621e-2030-2,NU-MAIN-eae1621e,NU-MAIN-eae1621e,Ferguson Lake,2030,50km,0.0
population-5ce331b8-2025-1,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2025,10km,0.0
population-5ce331b8-2025-2,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2025,50km,0.0
population-5ce331b8-2030-1,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2030,10km,0.0
population-5ce331b8-2030-2,QC-MAIN-5ce331b8,QC-MAIN-5ce331b8,Nunavik Nickel,2030,50km,0.0
population-eba3e309-2025-1,BC-MAIN-eba3e309,BC-MAIN-eba3e309,Golden Crown,2025,10km,1874.5686620240272
population-eba3e309-2025-2,BC-MAIN-eba3e309,BC-MAIN-eba3e309,Golden Crown,2025,50km,18704.311550681476
population-eba3e309-2030-1,BC-MAIN-eba3e309,BC-MAIN-eba3e309,Golden Crown,2030,10km,1951.1504379145515
population-eba3e309-2030-2,BC-MAIN-eba3e309,BC-MAIN-eba3e309,Golden Crown,2030,50km,19266.281262523993
population-e34feb4d-2025-1,BC-MAIN-e34feb4d,BC-MAIN-e34feb4d,Kemess,2025,10km,0.0
population-e34feb4d-2025-2,BC-MAIN-e34feb4d,BC-MAIN-e34feb4d,Kemess,2025,50km,0.0
population-e34feb4d-2030-1,BC-MAIN-e34feb4d,BC-MAIN-e34feb4d,Kemess,2030,10km,0.0
population-e34feb4d-2030-2,BC-MAIN-e34feb4d,BC-MAIN-e34feb4d,Kemess,2030,50km,0.0
population-ed23117f-2025-1,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2025,10km,20.88051029620692
population-ed23117f-2025-2,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2025,50km,62.08335241780744
population-ed23117f-2030-1,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2030,10km,22.324911686126143
population-ed23117f-2030-2,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,2030,50km,64.74237956764797
population-089f3c60-2025-1,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2025,10km,0.10740545468070195
population-089f3c60-2025-2,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2025,50km,13076.911350571507
population-089f3c60-2030-1,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2030,10km,0.10697257554784301
population-089f3c60-2030-2,QC-MAIN-089f3c60,QC-MAIN-089f3c60,Bloom Lake,2030,50km,13136.271302504781
population-251d6364-2025-1,NL-MAIN-251d6364,NL-MAIN-251d6364,Beaver Brook,2025,10km,1.3389600628865974
population-251d6364-2025-2,NL-MAIN-251d6364,NL-MAIN-251d6364,Beaver Brook,2025,50km,25427.321333352997
population-251d6364-2030-1,NL-MAIN-251d6364,NL-MAIN-251d6364,Beaver Brook,2030,10km,1.3370795484066156
population-251d6364-2030-2,NL-MAIN-251d6364,NL-MAIN-251d6364,Beaver Brook,2030,50km,25395.873456549973
population-be399420-2025-1,ON-MAIN-be399420,ON-MAIN-be399420,Thunder Bay North,2025,10km,0.0
population-be399420-2025-2,ON-MAIN-be399420,ON-MAIN-be399420,Thunder Bay North,2025,50km,67319.66196332702
population-be399420-2030-1,ON-MAIN-be399420,ON-MAIN-be399420,Thunder Bay North,2030,10km,0.0
population-be399420-2030-2,ON-MAIN-be399420,ON-MAIN-be399420,Thunder Bay North,2030,50km,69452.5866918522
population-3330383b-2025-1,QC-MAIN-3330383b,QC-MAIN-3330383b,Eldor (Ashram),2025,10km,0.0
population-3330383b-2025-2,QC-MAIN-3330383b,QC-MAIN-3330383b,Eldor (Ashram),2025,50km,0.0
population-3330383b-2030-1,QC-MAIN-3330383b,QC-MAIN-3330383b,Eldor (Ashram),2030,10km,0.0
population-3330383b-2030-2,QC-MAIN-3330383b,QC-MAIN-3330383b,Eldor (Ashram),2030,50km,0.0
population-6fca9d6d-2025-1,MB-MAIN-6fca9d6d,MB-MAIN-6fca9d6d,Lynn Lake,2025,10km,555.9422479704954
population-6fca9d6d-2025-2,MB-MAIN-6fca9d6d,MB-MAIN-6fca9d6d,Lynn Lake,2025,50km,558.6847541318275
population-6fca9d6d-2030-1,MB-MAIN-6fca9d6d,MB-MAIN-6fca9d6d,Lynn Lake,2030,10km,570.7586293979548
population-6fca9d6d-2030-2,MB-MAIN-6fca9d6d,MB-MAIN-6fca9d6d,Lynn Lake,2030,50km,573.5624825521372
population-d4e2812a-2025-1,QC-MAIN-d4e2812a,QC-MAIN-d4e2812a,Rose,2025,10km,0.0
population-d4e2812a-2025-2,QC-MAIN-d4e2812a,QC-MAIN-d4e2812a,Rose,2025,50km,831.9411342777312
population-d4e2812a-2030-1,QC-MAIN-d4e2812a,QC-MAIN-d4e2812a,Rose,2030,10km,0.0
population-d4e2812a-2030-2,QC-MAIN-d4e2812a,QC-MAIN-d4e2812a,Rose,2030,50km,850.8721043244004
population-9a0307f6-2025-1,AB-MAIN-9a0307f6,AB-MAIN-9a0307f6,SBH Black Shale,2025,10km,0.0
population-9a0307f6-2025-2,AB-MAIN-9a0307f6,AB-MAIN-9a0307f6,SBH Black Shale,2025,50km,57.06516228055836
population-9a0307f6-2030-1,AB-MAIN-9a0307f6,AB-MAIN-9a0307f6,SBH Black Shale,2030,10km,0.0
population-9a0307f6-2030-2,AB-MAIN-9a0307f6,AB-MAIN-9a0307f6,SBH Black Shale,2030,50km,61.628341677501396
population-94e652a5-2025-1,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2025,10km,0.0
population-94e652a5-2025-2,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2025,50km,0.0
population-94e652a5-2030-1,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2030,10km,0.0
population-94e652a5-2030-2,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,2030,50km,0.0
population-382acb18-2025-1,BC-MAIN-382acb18,BC-MAIN-382acb18,Wicheeda,2025,10km,0.0
population-382acb18-2025-2,BC-MAIN-382acb18,BC-MAIN-382acb18,Wicheeda,2025,50km,342.58909745234996
population-382acb18-2030-1,BC-MAIN-382acb18,BC-MAIN-382acb18,Wicheeda,2030,10km,0.0
population-382acb18-2030-2,BC-MAIN-382acb18,BC-MAIN-382acb18,Wicheeda,2030,50km,357.6907552885823
population-4aef3cb2-2025-1,SK-MAIN-4aef3cb2,SK-MAIN-4aef3cb2,Waterbury,2025,10km,5.371588360052556
population-4aef3cb2-2025-2,SK-MAIN-4aef3cb2,SK-MAIN-4aef3cb2,Waterbury,2025,50km,10.639465166488662
population-4aef3cb2-2030-1,SK-MAIN-4aef3cb2,SK-MAIN-4aef3cb2,Waterbury,2030,10km,5.4431945024989545
population-4aef3cb2-2030-2,SK-MAIN-4aef3cb2,SK-MAIN-4aef3cb2,Waterbury,2030,50km,11.348342223005602
population-95ec2625-2025-1,SK-MAIN-95ec2625,SK-MAIN-95ec2625,Wheeler River,2025,10km,0.0
population-95ec2625-2025-2,SK-MAIN-95ec2625,SK-MAIN-95ec2625,Wheeler River,2025,50km,0.0
population-95ec2625-2030-1,SK-MAIN-95ec2625,SK-MAIN-95ec2625,Wheeler River,2030,10km,0.0
population-95ec2625-2030-2,SK-MAIN-95ec2625,SK-MAIN-95ec2625,Wheeler River,2030,50km,0.0
population-51068f3b-2025-1,BC-MAIN-51068f3b,BC-MAIN-51068f3b,Kitsault Valley,2025,10km,0.0
population-51068f3b-2025-2,BC-MAIN-51068f3b,BC-MAIN-51068f3b,Kitsault Valley,2025,50km,679.5040813580854
population-51068f3b-2030-1,BC-MAIN-51068f3b,BC-MAIN-51068f3b,Kitsault Valley,2030,10km,0.0
population-51068f3b-2030-2,BC-MAIN-51068f3b,BC-MAIN-51068f3b,Kitsault Valley,2030,50km,714.3428578488529
population-7d4a0421-2025-1,AB-MAIN-7d4a0421,AB-MAIN-7d4a0421,Bashaw District,2025,10km,1040.4442576182178
population-7d4a0421-2025-2,AB-MAIN-7d4a0421,AB-MAIN-7d4a0421,Bashaw District,2025,50km,85285.74882494181
population-7d4a0421-2030-1,AB-MAIN-7d4a0421,AB-MAIN-7d4a0421,Bashaw District,2030,10km,1116.2262657830831
population-7d4a0421-2030-2,AB-MAIN-7d4a0421,AB-MAIN-7d4a0421,Bashaw District,2030,50km,91362.56804732012
population-26b9aaf3-2025-1,SK-MAIN-26b9aaf3,SK-MAIN-26b9aaf3,EVRAZ Regina,2025,10km,190597.31146464747
population-26b9aaf3-2025-2,SK-MAIN-26b9aaf3,SK-MAIN-26b9aaf3,EVRAZ Regina,2025,50km,291036.97571377264
population-26b9aaf3-2030-1,SK-MAIN-26b9aaf3,SK-MAIN-26b9aaf3,EVRAZ Regina,2030,10km,200111.89600280768
population-26b9aaf3-2030-2,SK-MAIN-26b9aaf3,SK-MAIN-26b9aaf3,EVRAZ Regina,2030,50km,305423.2395693266
population-575ff9de-2025-1,AB-MAIN-575ff9de,AB-MAIN-575ff9de,GenAlta Recycling Inc.,2025,10km,186014.87192100903
population-575ff9de-2025-2,AB-MAIN-575ff9de,AB-MAIN-575ff9de,GenAlta Recycling Inc.,2025,50km,1579915.8776604012
population-575ff9de-2030-1,AB-MAIN-575ff9de,AB-MAIN-575ff9de,GenAlta Recycling Inc.,2030,10km,195707.7361924501
population-575ff9de-2030-2,AB-MAIN-575ff9de,AB-MAIN-575ff9de,GenAlta Recycling Inc.,2030,50km,1662779.3566606399
population-c3d6d0d2-2025-1,MB-MAIN-c3d6d0d2,MB-MAIN-c3d6d0d2,General Scrap,2025,10km,301359.15642300725
population-c3d6d0d2-2025-2,MB-MAIN-c3d6d0d2,MB-MAIN-c3d6d0d2,General Scrap,2025,50km,939699.6675398622
population-c3d6d0d2-2030-1,MB-MAIN-c3d6d0d2,MB-MAIN-c3d6d0d2,General Scrap,2030,10km,315171.5698336537
population-c3d6d0d2-2030-2,MB-MAIN-c3d6d0d2,MB-MAIN-c3d6d0d2,General Scrap,2030,50km,981073.6603131522
population-2a44a3b1-2025-1,AB-MAIN-2a44a3b1,AB-MAIN-2a44a3b1,Navajo Metals Inc.,2025,10km,682825.2253131565
population-2a44a3b1-2025-2,AB-MAIN-2a44a3b1,AB-MAIN-2a44a3b1,Navajo Metals Inc.,2025,50km,1831223.2530966618
population-2a44a3b1-2030-1,AB-MAIN-2a44a3b1,AB-MAIN-2a44a3b1,Navajo Metals Inc.,2030,10km,722882.671514455
population-2a44a3b1-2030-2,AB-MAIN-2a44a3b1,AB-MAIN-2a44a3b1,Navajo Metals Inc.,2030,50km,1940348.5162637844
population-5faf4b42-2025-1,SK-MAIN-5faf4b42,SK-MAIN-5faf4b42,Wheat City Metals Inc.,2025,10km,155364.12494686563
population-5faf4b42-2025-2,SK-MAIN-5faf4b42,SK-MAIN-5faf4b42,Wheat City Metals Inc.,2025,50km,291011.7059023457
population-5faf4b42-2030-1,SK-MAIN-5faf4b42,SK-MAIN-5faf4b42,Wheat City Metals Inc.,2030,10km,163121.48995562695
population-5faf4b42-2030-2,SK-MAIN-5faf4b42,SK-MAIN-5faf4b42,Wheat City Metals Inc.,2030,50km,305393.5634640879
population-f9e41c2a-2025-1,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2025,10km,30400.179525386124
population-f9e41c2a-2025-2,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2025,50km,49083.22945082851
population-f9e41c2a-2030-1,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2030,10km,31076.47150431067
population-f9e41c2a-2030-2,QC-MAIN-f9e41c2a,QC-MAIN-f9e41c2a,Lamaque,2030,50km,50187.63326511054
population-6664e89b-2025-1,ON-MAIN-6664e89b,ON-MAIN-6664e89b,Battery Materials Park,2025,10km,6876.1538584612
population-6664e89b-2025-2,ON-MAIN-6664e89b,ON-MAIN-6664e89b,Battery Materials Park,2025,50km,34138.8916896491
population-6664e89b-2030-1,ON-MAIN-6664e89b,ON-MAIN-6664e89b,Battery Materials Park,2030,10km,7086.949825368211
population-6664e89b-2030-2,ON-MAIN-6664e89b,ON-MAIN-6664e89b,Battery Materials Park,2030,50km,35070.22429583612
population-5398dfac-2025-1,QC-MAIN-5398dfac,QC-MAIN-5398dfac,Elkem Chicoutimi,2025,10km,118009.08992009715
population-5398dfac-2025-2,QC-MAIN-5398dfac,QC-MAIN-5398dfac,Elkem Chicoutimi,2025,50km,225658.69890698296
population-5398dfac-2030-1,QC-MAIN-5398dfac,QC-MAIN-5398dfac,Elkem Chicoutimi,2030,10km,123274.26613125368
population-5398dfac-2030-2,QC-MAIN-5398dfac,QC-MAIN-5398dfac,Elkem Chicoutimi,2030,50km,234361.35349367047
population-8daee686-2025-1,SK-MAIN-8daee686,SK-MAIN-8daee686,Muskowekwan,2025,10km,978.5364084819711
population-8daee686-2025-2,SK-MAIN-8daee686,SK-MAIN-8daee686,Muskowekwan,2025,50km,13847.52452542664
population-8daee686-2030-1,SK-MAIN-8daee686,SK-MAIN-8daee686,Muskowekwan,2030,10km,1016.2897463428121
population-8daee686-2030-2,SK-MAIN-8daee686,SK-MAIN-8daee686,Muskowekwan,2030,50km,14384.185075213314
population-2cf66e65-2025-1,QC-MAIN-2cf66e65,QC-MAIN-2cf66e65,Becancour Plant,2025,10km,50895.706634275375
population-2cf66e65-2025-2,QC-MAIN-2cf66e65,QC-MAIN-2cf66e65,Becancour Plant,2025,50km,0.0
population-2cf66e65-2030-1,QC-MAIN-2cf66e65,QC-MAIN-2cf66e65,Becancour Plant,2030,10km,52690.40355819962
population-2cf66e65-2030-2,QC-MAIN-2cf66e65,QC-MAIN-2cf66e65,Becancour Plant,2030,50km,0.0
population-7f050560-2025-1,ON-MAIN-7f050560,ON-MAIN-7f050560,Red Lake,2025,10km,4395.204621791202
population-7f050560-2025-2,ON-MAIN-7f050560,ON-MAIN-7f050560,Red Lake,2025,50km,4671.737386451939
population-7f050560-2030-1,ON-MAIN-7f050560,ON-MAIN-7f050560,Red Lake,2030,10km,4529.8114553769055
population-7f050560-2030-2,ON-MAIN-7f050560,ON-MAIN-7f050560,Red Lake,2030,50km,4814.804961376554
population-e1641dfb-2025-1,BC-MAIN-e1641dfb,BC-MAIN-e1641dfb,Decar,2025,10km,0.0
population-e1641dfb-2025-2,BC-MAIN-e1641dfb,BC-MAIN-e1641dfb,Decar,2025,50km,639.3649807202164
population-e1641dfb-2030-1,BC-MAIN-e1641dfb,BC-MAIN-e1641dfb,Decar,2030,10km,0.0
population-e1641dfb-2030-2,BC-MAIN-e1641dfb,BC-MAIN-e1641dfb,Decar,2030,50km,665.5080774661619
population-c1cc9f7c-2025-1,QC-MAIN-c1cc9f7c,QC-MAIN-c1cc9f7c,Becancour Silicon,2025,10km,22296.58211739515
population-c1cc9f7c-2025-2,QC-MAIN-c1cc9f7c,QC-MAIN-c1cc9f7c,Becancour Silicon,2025,50km,0.0
population-c1cc9f7c-2030-1,QC-MAIN-c1cc9f7c,QC-MAIN-c1cc9f7c,Becancour Silicon,2030,10km,23057.89405695807
population-c1cc9f7c-2030-2,QC-MAIN-c1cc9f7c,QC-MAIN-c1cc9f7c,Becancour Silicon,2030,50km,0.0
population-c139de6d-2025-1,NL-MAIN-c139de6d,NL-MAIN-c139de6d,Ming,2025,10km,1434.7724768171124
population-c139de6d-2025-2,NL-MAIN-c139de6d,NL-MAIN-c139de6d,Ming,2025,50km,0.0
population-c139de6d-2030-1,NL-MAIN-c139de6d,NL-MAIN-c139de6d,Ming,2030,10km,1432.1725782574172
population-c139de6d-2030-2,NL-MAIN-c139de6d,NL-MAIN-c139de6d,Ming,2030,50km,0.0
population-842ba1b4-2025-1,NL-MAIN-842ba1b4,NL-MAIN-842ba1b4,Nugget Pond,2025,10km,0.0
population-842ba1b4-2025-2,NL-MAIN-842ba1b4,NL-MAIN-842ba1b4,Nugget Pond,2025,50km,0.0
population-842ba1b4-2030-1,NL-MAIN-842ba1b4,NL-MAIN-842ba1b4,Nugget Pond,2030,10km,0.0
population-842ba1b4-2030-2,NL-MAIN-842ba1b4,NL-MAIN-842ba1b4,Nugget Pond,2030,50km,0.0
population-ca488f19-2025-1,YT-MAIN-ca488f19,YT-MAIN-ca488f19,Macmillan Pass,2025,10km,0.0
population-ca488f19-2025-2,YT-MAIN-ca488f19,YT-MAIN-ca488f19,Macmillan Pass,2025,50km,1.6192569783888757
population-ca488f19-2030-1,YT-MAIN-ca488f19,YT-MAIN-ca488f19,Macmillan Pass,2030,10km,0.0
population-ca488f19-2030-2,YT-MAIN-ca488f19,YT-MAIN-ca488f19,Macmillan Pass,2030,50km,1.7468766529345885
population-70d629b4-2025-1,YT-MAIN-70d629b4,YT-MAIN-70d629b4,Mactung,2025,10km,0.0
population-70d629b4-2025-2,YT-MAIN-70d629b4,YT-MAIN-70d629b4,Mactung,2025,50km,1.6192569783888757
population-70d629b4-2030-1,YT-MAIN-70d629b4,YT-MAIN-70d629b4,Mactung,2030,10km,0.0
population-70d629b4-2030-2,YT-MAIN-70d629b4,YT-MAIN-70d629b4,Mactung,2030,50km,1.7468766529345885
population-4eee18d1-2025-1,AB-MAIN-4eee18d1,AB-MAIN-4eee18d1,Worsley,2025,10km,620.8939839773901
population-4eee18d1-2025-2,AB-MAIN-4eee18d1,AB-MAIN-4eee18d1,Worsley,2025,50km,3689.177582589354
population-4eee18d1-2030-1,AB-MAIN-4eee18d1,AB-MAIN-4eee18d1,Worsley,2030,10km,661.9793690415412
population-4eee18d1-2030-2,AB-MAIN-4eee18d1,AB-MAIN-4eee18d1,Worsley,2030,50km,3956.614185901743
population-efff21d3-2025-1,BC-MAIN-efff21d3,BC-MAIN-efff21d3,Deer Horn,2025,10km,0.0
population-efff21d3-2025-2,BC-MAIN-efff21d3,BC-MAIN-efff21d3,Deer Horn,2025,50km,0.0
population-efff21d3-2030-1,BC-MAIN-efff21d3,BC-MAIN-efff21d3,Deer Horn,2030,10km,0.0
population-efff21d3-2030-2,BC-MAIN-efff21d3,BC-MAIN-efff21d3,Deer Horn,2030,50km,0.0
population-0684a5d8-2025-1,SK-MAIN-0684a5d8,SK-MAIN-0684a5d8,Patterson Lake South,2025,10km,0.0
population-0684a5d8-2025-2,SK-MAIN-0684a5d8,SK-MAIN-0684a5d8,Patterson Lake South,2025,50km,6.846140104578808
population-0684a5d8-2030-1,SK-MAIN-0684a5d8,SK-MAIN-0684a5d8,Patterson Lake South,2030,10km,0.0
population-0684a5d8-2030-2,SK-MAIN-0684a5d8,SK-MAIN-0684a5d8,Patterson Lake South,2030,50km,7.114283662755042
population-f7fde5b4-2025-1,MB-MAIN-f7fde5b4,MB-MAIN-f7fde5b4,Minago,2025,10km,0.0
population-f7fde5b4-2025-2,MB-MAIN-f7fde5b4,MB-MAIN-f7fde5b4,Minago,2025,50km,0.0
population-f7fde5b4-2030-1,MB-MAIN-f7fde5b4,MB-MAIN-f7fde5b4,Minago,2030,10km,0.0
population-f7fde5b4-2030-2,MB-MAIN-f7fde5b4,MB-MAIN-f7fde5b4,Minago,2030,50km,0.0
population-ae473a4e-2025-1,QC-MAIN-ae473a4e,QC-MAIN-ae473a4e,Lac Knife,2025,10km,0.0
population-ae473a4e-2025-2,QC-MAIN-ae473a4e,QC-MAIN-ae473a4e,Lac Knife,2025,50km,13074.693330874095
population-ae473a4e-2030-1,QC-MAIN-ae473a4e,QC-MAIN-ae473a4e,Lac Knife,2030,10km,0.0
population-ae473a4e-2030-2,QC-MAIN-ae473a4e,QC-MAIN-ae473a4e,Lac Knife,2030,50km,13134.047902667186
population-7a11ae49-2025-1,SK-MAIN-7a11ae49,SK-MAIN-7a11ae49,McIlvenna Bay,2025,10km,0.0
population-7a11ae49-2025-2,SK-MAIN-7a11ae49,SK-MAIN-7a11ae49,McIlvenna Bay,2025,50km,1485.1002386585478
population-7a11ae49-2030-1,SK-MAIN-7a11ae49,SK-MAIN-7a11ae49,McIlvenna Bay,2030,10km,0.0
population-7a11ae49-2030-2,SK-MAIN-7a11ae49,SK-MAIN-7a11ae49,McIlvenna Bay,2030,50km,1543.2635634266278
population-ca9625ce-2025-1,AB-MAIN-ca9625ce,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2025,10km,530.0160532517228
population-ca9625ce-2025-2,AB-MAIN-ca9625ce,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2025,50km,64357.21693069859
population-ca9625ce-2030-1,AB-MAIN-ca9625ce,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2030,10km,566.3035432268101
population-ca9625ce-2030-2,AB-MAIN-ca9625ce,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2030,50km,68364.55422123625
population-b7cdf82c-2025-1,NT-MAIN-b7cdf82c,NT-MAIN-b7cdf82c,NICO,2025,10km,0.0
population-b7cdf82c-2025-2,NT-MAIN-b7cdf82c,NT-MAIN-b7cdf82c,NICO,2025,50km,0.0
population-b7cdf82c-2030-1,NT-MAIN-b7cdf82c,NT-MAIN-b7cdf82c,NICO,2030,10km,0.0
population-b7cdf82c-2030-2,NT-MAIN-b7cdf82c,NT-MAIN-b7cdf82c,NICO,2030,50km,0.0
population-d47616e5-2025-1,ON-MAIN-d47616e5,ON-MAIN-d47616e5,Martison,2025,10km,0.0
population-d47616e5-2025-2,ON-MAIN-d47616e5,ON-MAIN-d47616e5,Martison,2025,50km,3.1567349194083363
population-d47616e5-2030-1,ON-MAIN-d47616e5,ON-MAIN-d47616e5,Martison,2030,10km,0.0
population-d47616e5-2030-2,ON-MAIN-d47616e5,ON-MAIN-d47616e5,Martison,2030,50km,3.2099026436917484
population-c06904f0-2025-1,ON-MAIN-c06904f0,ON-MAIN-c06904f0,Pakeagama,2025,10km,0.0
population-c06904f0-2025-2,ON-MAIN-c06904f0,ON-MAIN-c06904f0,Pakeagama,2025,50km,1096.7671121744788
population-c06904f0-2030-1,ON-MAIN-c06904f0,ON-MAIN-c06904f0,Pakeagama,2030,10km,0.0
population-c06904f0-2030-2,ON-MAIN-c06904f0,ON-MAIN-c06904f0,Pakeagama,2030,50km,1129.7252896443242
population-64bbe7e6-2025-1,ON-MAIN-64bbe7e6,ON-MAIN-64bbe7e6,Marathon,2025,10km,3444.467491691622
population-64bbe7e6-2025-2,ON-MAIN-64bbe7e6,ON-MAIN-64bbe7e6,Marathon,2025,50km,4356.908128541843
population-64bbe7e6-2030-1,ON-MAIN-64bbe7e6,ON-MAIN-64bbe7e6,Marathon,2030,10km,3548.905281945324
population-64bbe7e6-2030-2,ON-MAIN-64bbe7e6,ON-MAIN-64bbe7e6,Marathon,2030,50km,4488.983670162812
population-f2a5edd8-2025-1,SK-MAIN-f2a5edd8,SK-MAIN-f2a5edd8,Vanguard,2025,10km,373.92291184052476
population-f2a5edd8-2025-2,SK-MAIN-f2a5edd8,SK-MAIN-f2a5edd8,Vanguard,2025,50km,6335.695927683631
population-f2a5edd8-2030-1,SK-MAIN-f2a5edd8,SK-MAIN-f2a5edd8,Vanguard,2030,10km,388.50321774349624
population-f2a5edd8-2030-2,SK-MAIN-f2a5edd8,SK-MAIN-f2a5edd8,Vanguard,2030,50km,6588.09967038349
population-22426144-2025-1,QC-MAIN-22426144,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),2025,10km,257607.67293649525
population-22426144-2025-2,QC-MAIN-22426144,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),2025,50km,4284452.580326721
population-22426144-2030-1,QC-MAIN-22426144,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),2030,10km,267775.2470994702
