main_id,wpda_id,distance_to_centroid_m,distance_to_edge_m
QC-MAIN-5801b453,QC-WPDA-7193f974,41548.72,39434.64
QC-MAIN-5801b453,QC-WPDA-44331946,19681.35,19272.28
QC-MAIN-5801b453,QC-WPDA-c83223d1,24793.83,24776.25
QC-MAIN-5801b453,QC-WPDA-2a83beb8,49880.72,49200.57
QC-MAIN-5801b453,QC-WPDA-70dbef4b,34006.33,33367.76
QC-MAIN-5801b453,QC-WPDA-d12b56a6,44599.81,44118.65
QC-MAIN-5801b453,QC-WPDA-38464d10,46615.03,45433.71
QC-MAIN-5801b453,QC-WPDA-e82d747d,35727.75,34904.58
QC-MAIN-5801b453,QC-WPDA-3deab216,20488.71,19802.28
QC-MAIN-5801b453,QC-WPDA-1ce3f84c,44938.92,44303.84
QC-MAIN-5801b453,QC-WPDA-3cae6f2d,47124.18,45973.72
QC-MAIN-5801b453,QC-WPDA-489c206d,40131.66,39415.76
QC-MAIN-5801b453,QC-WPDA-2fedacb3,50075.35,48891.56
QC-MAIN-5801b453,QC-WPDA-81e5e22c,45763.53,44396.39
QC-MAIN-5801b453,QC-WPDA-8d75e725,41398.12,40782.3
QC-MAIN-5801b453,QC-WPDA-e879c751,42828.42,41961.47
QC-MAIN-5801b453,QC-WPDA-886d23ac,47873.03,47033.2
QC-MAIN-5801b453,QC-WPDA-63822a31,30311.27,29152.03
QC-MAIN-5801b453,QC-WPDA-78b164e9,25087.94,24660.53
QC-MAIN-5801b453,QC-WPDA-fbd0e5e1,26502.09,26312.66
QC-MAIN-5801b453,QC-WPDA-eb3e6399,16336.34,15682.65
QC-MAIN-5801b453,QC-WPDA-351f3457,38107.49,37807.51
QC-MAIN-5801b453,QC-WPDA-0f10f3f9,32667.15,32036.23
QC-MAIN-5801b453,QC-WPDA-9d4a88fe,41036.17,40193.59
QC-MAIN-5801b453,QC-WPDA-45cdca9d,46152.77,45019.85
QC-MAIN-5801b453,QC-WPDA-e3c5a921,30923.33,30539.33
QC-MAIN-5801b453,QC-WPDA-3deb06d1,40819.84,40224.14
QC-MAIN-5801b453,QC-WPDA-b27446b5,33995.94,33126.94
QC-MAIN-5801b453,QC-WPDA-6ac846e4,115012.19,35187.85
QC-MAIN-d29e0839,QC-WPDA-aeee3c18,44011.52,43192.0
QC-MAIN-d29e0839,QC-WPDA-1f9c3ee1,39434.2,38274.42
QC-MAIN-d29e0839,QC-WPDA-46f15913,48050.41,46677.87
QC-MAIN-d29e0839,QC-WPDA-c98e069e,64326.93,39821.89
QC-MAIN-d29e0839,QC-WPDA-6d540167,49029.75,29483.8
QC-MAIN-d29e0839,QC-WPDA-c83223d1,46697.66,46675.28
QC-MAIN-d29e0839,QC-WPDA-595d35da,43617.96,42877.88
QC-MAIN-d29e0839,QC-WPDA-c7089cd2,32442.25,32205.55
QC-MAIN-d29e0839,QC-WPDA-fcff5de2,44461.17,43513.88
QC-MAIN-d29e0839,QC-WPDA-c2afed45,43800.97,43443.47
QC-MAIN-d29e0839,QC-WPDA-0906a10b,32631.58,31257.29
QC-MAIN-d29e0839,QC-WPDA-70dbef4b,42671.37,41908.89
QC-MAIN-d29e0839,QC-WPDA-9dc8d776,15760.96,14850.62
QC-MAIN-d29e0839,QC-WPDA-41ed8106,32784.64,32085.12
QC-MAIN-d29e0839,QC-WPDA-f76e681b,22635.46,20896.32
QC-MAIN-d29e0839,QC-WPDA-4b513783,30541.08,29685.7
QC-MAIN-d29e0839,QC-WPDA-d12b56a6,27130.12,26305.18
QC-MAIN-d29e0839,QC-WPDA-2f6e9194,30845.22,30436.76
QC-MAIN-d29e0839,QC-WPDA-e82d747d,36718.16,35848.97
QC-MAIN-d29e0839,QC-WPDA-1a79ce12,20662.29,19881.09
QC-MAIN-d29e0839,QC-WPDA-1ce3f84c,26916.42,25757.14
QC-MAIN-d29e0839,QC-WPDA-b7618f8e,50482.23,49696.22
QC-MAIN-d29e0839,QC-WPDA-2671916f,23276.54,22485.45
QC-MAIN-d29e0839,QC-WPDA-1349e82e,47364.13,46571.31
QC-MAIN-d29e0839,QC-WPDA-4595dbab,39142.2,38464.89
QC-MAIN-d29e0839,QC-WPDA-62a30e18,21560.77,21043.73
QC-MAIN-d29e0839,QC-WPDA-d6d263b2,34186.43,32950.9
QC-MAIN-d29e0839,QC-WPDA-8d75e725,44856.95,44056.98
QC-MAIN-d29e0839,QC-WPDA-2f5227c5,30634.96,29892.74
QC-MAIN-d29e0839,QC-WPDA-2dc6a53a,36185.13,35392.38
QC-MAIN-d29e0839,QC-WPDA-9c1c46ea,22436.02,21953.01
QC-MAIN-d29e0839,QC-WPDA-e879c751,33615.28,33277.95
QC-MAIN-d29e0839,QC-WPDA-886d23ac,45382.28,44762.79
QC-MAIN-d29e0839,QC-WPDA-5a8c7ea9,31788.56,30043.07
QC-MAIN-d29e0839,QC-WPDA-63822a31,44021.4,42512.11
QC-MAIN-d29e0839,QC-WPDA-bf684ca1,28842.3,28387.48
QC-MAIN-d29e0839,QC-WPDA-5dde8d95,36738.98,36438.19
QC-MAIN-d29e0839,QC-WPDA-2f38d3ca,9809.41,8540.96
QC-MAIN-d29e0839,QC-WPDA-2a261a81,37317.06,36806.2
QC-MAIN-d29e0839,QC-WPDA-b27446b5,37499.58,36294.34
QC-MAIN-d29e0839,QC-WPDA-000a9b29,44241.86,43085.95
QC-MAIN-d29e0839,QC-WPDA-bf697805,14025.42,13391.39
QC-MAIN-d29e0839,QC-WPDA-6ac846e4,45375.43,6743.04
QC-MAIN-d29e0839,QC-WPDA-6b5babb7,46571.85,12902.3
QC-MAIN-f1ff4920,QC-WPDA-a3fe65fe,36733.72,36214.17
QC-MAIN-f1ff4920,QC-WPDA-bff12b0b,13746.13,2875.95
QC-MAIN-f1ff4920,QC-WPDA-f2cd069b,45431.71,44436.67
QC-MAIN-f1ff4920,QC-WPDA-0cc28dc6,23771.84,23682.58
QC-MAIN-f1ff4920,QC-WPDA-1c2210ef,28712.9,28610.4
QC-MAIN-f1ff4920,QC-WPDA-cbdcba05,34444.65,33925.61
QC-MAIN-f1ff4920,QC-WPDA-f3dcad56,38591.48,38070.29
QC-MAIN-f1ff4920,QC-WPDA-4648f21a,25051.45,23819.41
QC-MAIN-f1ff4920,QC-WPDA-719e7677,44996.93,44462.72
QC-MAIN-f1ff4920,QC-WPDA-530568e9,21262.84,20118.91
QC-MAIN-f1ff4920,QC-WPDA-83da37cf,29490.72,28911.33
QC-MAIN-f1ff4920,QC-WPDA-80c4a8ea,28933.55,28508.58
QC-MAIN-f1ff4920,QC-WPDA-5879a52f,42963.5,42032.34
QC-MAIN-f1ff4920,QC-WPDA-dce0fa3c,37088.63,36012.36
QC-MAIN-f1ff4920,QC-WPDA-bf0cd1e9,44052.65,43176.28
QC-MAIN-f1ff4920,QC-WPDA-f5ab1ef0,46857.14,46450.23
QC-MAIN-f1ff4920,QC-WPDA-96539e36,45770.78,44880.61
QC-MAIN-f1ff4920,QC-WPDA-1247a1cb,16230.65,15442.81
QC-MAIN-f1ff4920,QC-WPDA-73f97c42,47301.41,46699.02
QC-MAIN-f1ff4920,QC-WPDA-2b0f778d,29021.0,28473.77
QC-MAIN-f1ff4920,QC-WPDA-cd1b9f3d,35997.84,34656.33
QC-MAIN-f1ff4920,QC-WPDA-283beb10,21520.14,20823.75
QC-MAIN-f1ff4920,QC-WPDA-10b7bb5e,35525.68,34949.59
QC-MAIN-f1ff4920,QC-WPDA-0928375b,43099.6,42299.83
QC-MAIN-f1ff4920,QC-WPDA-3cae6f2d,51034.38,49868.96
QC-MAIN-f1ff4920,QC-WPDA-81e5e22c,27463.56,25280.76
QC-MAIN-f1ff4920,QC-WPDA-8bd7f626,35054.11,34254.5
QC-MAIN-f1ff4920,QC-WPDA-b3595344,48802.59,47315.08
QC-MAIN-f1ff4920,QC-WPDA-20272584,48118.95,47325.37
QC-MAIN-f1ff4920,QC-WPDA-c97eff3e,40792.09,40111.84
QC-MAIN-f1ff4920,QC-WPDA-221bc10a,43921.63,43217.07
QC-MAIN-f1ff4920,QC-WPDA-162f3a43,40835.37,40143.22
QC-MAIN-f1ff4920,QC-WPDA-04426d0b,38180.72,37468.24
QC-MAIN-f1ff4920,QC-WPDA-78b164e9,35732.11,35584.14
QC-MAIN-f1ff4920,QC-WPDA-fbd0e5e1,27881.4,27723.3
QC-MAIN-f1ff4920,QC-WPDA-ba758c1a,37466.21,36746.56
QC-MAIN-f1ff4920,QC-WPDA-25d347de,38481.7,37543.8
QC-MAIN-f1ff4920,QC-WPDA-0f10f3f9,27573.93,26736.61
QC-MAIN-f1ff4920,QC-WPDA-1af3ece7,30903.35,30122.5
QC-MAIN-f1ff4920,QC-WPDA-94136092,50198.96,49658.57
QC-MAIN-f1ff4920,QC-WPDA-c0762c2d,42049.69,41747.58
QC-MAIN-f1ff4920,QC-WPDA-3a5505f9,35553.01,34960.8
QC-MAIN-f1ff4920,QC-WPDA-c3cd437a,47031.66,46399.3
QC-MAIN-f1ff4920,QC-WPDA-ba5ed704,50182.09,49166.66
QC-MAIN-f1ff4920,QC-WPDA-770b39b9,38148.01,21981.44
QC-MAIN-e7e6a960,QC-WPDA-243dffde,38923.51,38018.92
QC-MAIN-e7e6a960,QC-WPDA-a3fe65fe,40659.47,38916.08
QC-MAIN-e7e6a960,QC-WPDA-a04bfe9e,39827.59,35187.51
QC-MAIN-e7e6a960,QC-WPDA-bff12b0b,43338.28,33157.71
QC-MAIN-e7e6a960,QC-WPDA-7193f974,21237.1,19706.35
QC-MAIN-e7e6a960,QC-WPDA-f2cd069b,20469.27,19516.35
QC-MAIN-e7e6a960,QC-WPDA-0cc28dc6,41526.13,41183.29
QC-MAIN-e7e6a960,QC-WPDA-2322f8e4,48963.25,48820.25
QC-MAIN-e7e6a960,QC-WPDA-cbdcba05,25953.39,24847.84
QC-MAIN-e7e6a960,QC-WPDA-4648f21a,33985.19,33123.88
QC-MAIN-e7e6a960,QC-WPDA-719e7677,29344.92,28002.57
QC-MAIN-e7e6a960,QC-WPDA-530568e9,49671.92,48626.73
QC-MAIN-e7e6a960,QC-WPDA-de5ee878,46297.43,44241.78
QC-MAIN-e7e6a960,QC-WPDA-20ddba24,26460.28,25838.31
QC-MAIN-e7e6a960,QC-WPDA-fcf04689,50187.75,49576.88
QC-MAIN-e7e6a960,QC-WPDA-5be3aefd,35584.22,34311.56
QC-MAIN-e7e6a960,QC-WPDA-dce0fa3c,17365.76,16368.96
QC-MAIN-e7e6a960,QC-WPDA-38464d10,35994.04,35192.08
QC-MAIN-e7e6a960,QC-WPDA-1247a1cb,34434.55,33658.95
QC-MAIN-e7e6a960,QC-WPDA-28a31e5f,28064.75,27149.78
QC-MAIN-e7e6a960,QC-WPDA-aaf09b7d,49096.71,48704.53
QC-MAIN-e7e6a960,QC-WPDA-a62c667e,49751.54,48833.55
QC-MAIN-e7e6a960,QC-WPDA-6c53b895,43111.9,42346.71
QC-MAIN-e7e6a960,QC-WPDA-c97eff3e,30764.39,29803.54
QC-MAIN-e7e6a960,QC-WPDA-239946b7,29271.06,26006.03
QC-MAIN-e7e6a960,QC-WPDA-162f3a43,49262.07,48482.03
QC-MAIN-e7e6a960,QC-WPDA-78b164e9,31745.27,31244.32
QC-MAIN-e7e6a960,QC-WPDA-fbd0e5e1,43698.68,42686.77
QC-MAIN-e7e6a960,QC-WPDA-e66fa366,37126.26,36686.24
QC-MAIN-e7e6a960,QC-WPDA-25d347de,48032.2,47465.11
QC-MAIN-e7e6a960,QC-WPDA-ff482846,40653.47,40222.15
QC-MAIN-e7e6a960,QC-WPDA-efe20c53,24740.81,23500.02
QC-MAIN-e7e6a960,QC-WPDA-e9896486,27337.4,26576.73
QC-MAIN-e7e6a960,QC-WPDA-e95a51dd,34187.44,33381.58
QC-MAIN-e7e6a960,QC-WPDA-8feb3c50,30616.22,30457.27
QC-MAIN-e7e6a960,QC-WPDA-96292503,42238.22,41911.22
QC-MAIN-e7e6a960,QC-WPDA-5ba800fd,45938.53,45370.2
QC-MAIN-e7e6a960,QC-WPDA-94136092,39920.14,39589.32
QC-MAIN-e7e6a960,QC-WPDA-c0762c2d,36828.19,36121.19
QC-MAIN-e7e6a960,QC-WPDA-3a5505f9,31391.78,30086.48
QC-MAIN-e7e6a960,QC-WPDA-770b39b9,22342.34,8522.69
ON-MAIN-aeafbb59,ON-WPDA-c6243b41,73418.82,31992.53
ON-MAIN-aeafbb59,ON-WPDA-73afcf46,46617.08,40521.75
ON-MAIN-aeafbb59,QC-WPDA-076cad59,46501.03,43696.1
ON-MAIN-aeafbb59,QC-WPDA-5fa22a90,49525.14,40917.04
ON-MAIN-aeafbb59,QC-WPDA-12898a3d,49631.48,47766.45
ON-MAIN-aeafbb59,QC-WPDA-d777a74c,26207.02,25294.12
ON-MAIN-aeafbb59,QC-WPDA-f8c3adcb,45617.22,44505.47
ON-MAIN-aeafbb59,QC-WPDA-44880fd7,33653.62,32894.5
QC-MAIN-c0660aec,QC-WPDA-243dffde,44995.1,44018.31
QC-MAIN-c0660aec,QC-WPDA-a3fe65fe,33613.95,32185.57
QC-MAIN-c0660aec,QC-WPDA-bff12b0b,26087.59,15536.97
QC-MAIN-c0660aec,QC-WPDA-7193f974,31699.46,30803.75
QC-MAIN-c0660aec,QC-WPDA-f2cd069b,27835.31,27101.87
QC-MAIN-c0660aec,QC-WPDA-0cc28dc6,28071.01,27756.6
QC-MAIN-c0660aec,QC-WPDA-1c2210ef,47281.17,47003.69
QC-MAIN-c0660aec,QC-WPDA-cbdcba05,22526.43,21416.46
QC-MAIN-c0660aec,QC-WPDA-f3dcad56,46003.63,45283.63
QC-MAIN-c0660aec,QC-WPDA-4648f21a,22498.98,22054.3
QC-MAIN-c0660aec,QC-WPDA-719e7677,31765.3,30711.18
QC-MAIN-c0660aec,QC-WPDA-530568e9,33652.23,32455.8
QC-MAIN-c0660aec,QC-WPDA-83da37cf,49230.23,48743.01
QC-MAIN-c0660aec,QC-WPDA-20ddba24,41855.76,41525.77
QC-MAIN-c0660aec,QC-WPDA-80c4a8ea,44405.76,43890.39
QC-MAIN-c0660aec,QC-WPDA-5be3aefd,46506.73,45550.72
QC-MAIN-c0660aec,QC-WPDA-dce0fa3c,19594.37,18826.29
QC-MAIN-c0660aec,QC-WPDA-38464d10,48563.01,47413.05
QC-MAIN-c0660aec,QC-WPDA-1247a1cb,18457.27,17893.74
QC-MAIN-c0660aec,QC-WPDA-28a31e5f,46573.21,45655.74
QC-MAIN-c0660aec,QC-WPDA-2b0f778d,40429.84,39663.65
QC-MAIN-c0660aec,QC-WPDA-cd1b9f3d,49718.75,48515.82
QC-MAIN-c0660aec,QC-WPDA-283beb10,42971.6,42287.18
QC-MAIN-c0660aec,QC-WPDA-10b7bb5e,46547.65,45835.59
QC-MAIN-c0660aec,QC-WPDA-81e5e22c,44493.09,43186.04
QC-MAIN-c0660aec,QC-WPDA-8bd7f626,40662.71,39942.92
QC-MAIN-c0660aec,QC-WPDA-c97eff3e,29791.52,29461.93
QC-MAIN-c0660aec,QC-WPDA-239946b7,48777.95,45527.82
QC-MAIN-c0660aec,QC-WPDA-162f3a43,41294.09,40457.73
QC-MAIN-c0660aec,QC-WPDA-78b164e9,25345.34,24987.25
QC-MAIN-c0660aec,QC-WPDA-fbd0e5e1,29923.7,29071.98
QC-MAIN-c0660aec,QC-WPDA-e66fa366,45381.08,45043.86
QC-MAIN-c0660aec,QC-WPDA-25d347de,39376.51,38558.38
QC-MAIN-c0660aec,QC-WPDA-0f10f3f9,37352.94,36063.34
QC-MAIN-c0660aec,QC-WPDA-efe20c53,36354.33,35563.52
QC-MAIN-c0660aec,QC-WPDA-e9896486,44602.46,43747.51
QC-MAIN-c0660aec,QC-WPDA-e95a51dd,50214.31,49396.89
QC-MAIN-c0660aec,QC-WPDA-8feb3c50,45297.87,44853.39
QC-MAIN-c0660aec,QC-WPDA-96292503,46596.85,46400.08
QC-MAIN-c0660aec,QC-WPDA-5ba800fd,46175.79,45936.54
QC-MAIN-c0660aec,QC-WPDA-94136092,40626.01,40132.27
QC-MAIN-c0660aec,QC-WPDA-c0762c2d,34135.52,33535.6
QC-MAIN-c0660aec,QC-WPDA-3a5505f9,26825.16,25679.37
QC-MAIN-c0660aec,QC-WPDA-770b39b9,23150.87,3076.63
QC-MAIN-e51eda66,QC-WPDA-414ba7e3,37806.99,25725.99
QC-MAIN-e51eda66,QC-WPDA-a04bfe9e,24234.36,18437.42
QC-MAIN-e51eda66,QC-WPDA-7193f974,22295.9,21450.77
QC-MAIN-e51eda66,QC-WPDA-f2cd069b,39789.44,38715.5
QC-MAIN-e51eda66,QC-WPDA-9cbce0f7,35213.52,35092.88
QC-MAIN-e51eda66,QC-WPDA-2322f8e4,27417.55,27247.74
QC-MAIN-e51eda66,QC-WPDA-ff3ba82f,49246.03,48844.5
QC-MAIN-e51eda66,QC-WPDA-ad58ce3a,45496.83,45495.11
QC-MAIN-e51eda66,QC-WPDA-cbdcba05,50150.69,49238.33
QC-MAIN-e51eda66,QC-WPDA-719e7677,49582.58,48372.4
QC-MAIN-e51eda66,QC-WPDA-de5ee878,50880.83,49178.44
QC-MAIN-e51eda66,QC-WPDA-20ddba24,11895.21,11073.28
QC-MAIN-e51eda66,QC-WPDA-5be3aefd,45003.2,43656.29
QC-MAIN-e51eda66,QC-WPDA-dce0fa3c,41258.05,40509.13
QC-MAIN-e51eda66,QC-WPDA-38464d10,21981.88,21610.29
QC-MAIN-e51eda66,QC-WPDA-28a31e5f,22104.9,21591.35
QC-MAIN-e51eda66,QC-WPDA-aaf09b7d,48936.07,48518.19
QC-MAIN-e51eda66,QC-WPDA-a62c667e,32487.0,31663.51
QC-MAIN-e51eda66,QC-WPDA-ce4f5355,29948.45,29173.41
QC-MAIN-e51eda66,QC-WPDA-96f0e1c3,40969.68,38330.8
QC-MAIN-e51eda66,QC-WPDA-78004a37,32572.27,32240.24
QC-MAIN-e51eda66,QC-WPDA-6c53b895,45449.9,44800.28
QC-MAIN-e51eda66,QC-WPDA-239946b7,13293.29,11567.75
QC-MAIN-e51eda66,QC-WPDA-78b164e9,45809.0,45363.61
QC-MAIN-e51eda66,QC-WPDA-e66fa366,49742.89,49012.67
QC-MAIN-e51eda66,QC-WPDA-ff482846,22536.14,21977.72
QC-MAIN-e51eda66,QC-WPDA-fa1abe04,49174.47,49002.13
QC-MAIN-e51eda66,QC-WPDA-682cb94f,41905.78,41785.97
QC-MAIN-e51eda66,QC-WPDA-6b179480,47921.17,47332.53
QC-MAIN-e51eda66,QC-WPDA-0e8752bd,39193.39,39036.54
QC-MAIN-e51eda66,QC-WPDA-351f3457,43354.74,43245.71
QC-MAIN-e51eda66,QC-WPDA-efe20c53,37371.4,36116.97
QC-MAIN-e51eda66,QC-WPDA-e9896486,26844.29,26235.72
QC-MAIN-e51eda66,QC-WPDA-e95a51dd,34039.74,33591.32
QC-MAIN-e51eda66,QC-WPDA-8feb3c50,35190.48,34703.98
QC-MAIN-e51eda66,QC-WPDA-abdad6b4,47730.34,47390.21
QC-MAIN-e51eda66,QC-WPDA-770b39b9,45397.43,34813.02
QC-MAIN-e51eda66,QC-WPDA-a8864dbf,45304.33,45157.39
ON-MAIN-1f126a43,ON-WPDA-b085ff98,19672.88,15188.44
ON-MAIN-1f126a43,ON-WPDA-00183450,40632.97,39297.53
ON-MAIN-1f126a43,ON-WPDA-2a0cfb31,34163.15,34090.66
ON-MAIN-1f126a43,ON-WPDA-1068c9e5,35520.36,34917.75
ON-MAIN-1f126a43,ON-WPDA-144610e7,39163.03,37450.04
ON-MAIN-1f126a43,ON-WPDA-6119718c,25166.94,24322.33
ON-MAIN-1f126a43,ON-WPDA-2a525e7a,9954.09,9340.32
ON-MAIN-1f126a43,ON-WPDA-b8153718,42190.13,38439.84
ON-MAIN-1f126a43,ON-WPDA-c170d36e,47001.5,46010.94
ON-MAIN-1f126a43,ON-WPDA-39808b33,40162.55,38687.54
ON-MAIN-1f126a43,ON-WPDA-1a3b3724,21527.35,20579.61
ON-MAIN-1f126a43,ON-WPDA-78b6c55b,37202.07,35761.73
ON-MAIN-1f126a43,ON-WPDA-000f4507,61332.5,45933.51
ON-MAIN-1f126a43,ON-WPDA-8cfa5135,30715.22,25786.21
ON-MAIN-1f126a43,ON-WPDA-931665c8,30618.74,29822.92
ON-MAIN-1f126a43,QC-WPDA-c07b2aa7,45214.17,44384.9
ON-MAIN-1f126a43,QC-WPDA-46268d46,50469.38,49646.97
ON-MAIN-1f126a43,ON-WPDA-6d70950d,56429.37,48355.43
ON-MAIN-1f126a43,ON-WPDA-d92ed042,48070.04,41359.26
ON-MAIN-1f126a43,QC-WPDA-63db302f,53590.65,42376.29
ON-MAIN-1f126a43,QC-WPDA-b272a570,46067.66,43637.36
ON-MAIN-1f126a43,QC-WPDA-214c303a,51540.39,48792.06
NU-MAIN-8b0264c9,ZZ-WPDA-4adf677e,15011.35,11095.6
ON-MAIN-74997012,ON-WPDA-b085ff98,19053.98,12489.08
ON-MAIN-74997012,ON-WPDA-00183450,41428.42,40261.2
ON-MAIN-74997012,ON-WPDA-2a0cfb31,16350.98,16085.87
ON-MAIN-74997012,ON-WPDA-1068c9e5,35377.18,35154.15
ON-MAIN-74997012,ON-WPDA-144610e7,27033.76,18695.57
ON-MAIN-74997012,QC-WPDA-235ceac7,49677.06,48106.46
ON-MAIN-74997012,QC-WPDA-9d6a4388,30196.81,29856.87
ON-MAIN-74997012,ON-WPDA-6119718c,48404.99,47595.1
ON-MAIN-74997012,ON-WPDA-2a525e7a,29299.33,28972.68
ON-MAIN-74997012,ON-WPDA-b8153718,27674.37,22577.15
ON-MAIN-74997012,ON-WPDA-492e37b9,60962.9,48699.99
ON-MAIN-74997012,ON-WPDA-39808b33,17656.58,15934.97
ON-MAIN-74997012,ON-WPDA-caad9d69,47649.34,45483.28
ON-MAIN-74997012,ON-WPDA-1a3b3724,8579.1,8264.77
ON-MAIN-74997012,ON-WPDA-8cfa5135,45975.91,44401.72
ON-MAIN-74997012,ON-WPDA-931665c8,7278.88,6491.87
ON-MAIN-74997012,QC-WPDA-3c1b25a3,47722.04,47136.94
ON-MAIN-74997012,QC-WPDA-bd0245f4,42373.0,41688.72
ON-MAIN-74997012,QC-WPDA-6551e057,48700.16,47134.83
ON-MAIN-74997012,QC-WPDA-51d7640d,29133.73,28859.35
ON-MAIN-74997012,QC-WPDA-6c5d2d4b,48390.47,48086.84
ON-MAIN-74997012,QC-WPDA-821b9f08,30097.81,29379.79
ON-MAIN-74997012,QC-WPDA-bb2afac4,33443.16,32830.52
ON-MAIN-74997012,QC-WPDA-f61fb9d9,30413.23,29792.11
ON-MAIN-74997012,QC-WPDA-7a5bb71b,34329.22,33775.74
ON-MAIN-74997012,QC-WPDA-4ffe110f,35779.85,35540.0
ON-MAIN-74997012,QC-WPDA-e69eaf98,48754.34,48588.34
ON-MAIN-74997012,QC-WPDA-c07b2aa7,24372.48,23552.5
ON-MAIN-74997012,QC-WPDA-46268d46,32418.91,31231.07
ON-MAIN-74997012,QC-WPDA-cdf1c5da,35901.19,34791.54
ON-MAIN-74997012,QC-WPDA-d6b253b2,34458.28,33192.65
ON-MAIN-74997012,QC-WPDA-35d0525d,46186.25,45901.27
ON-MAIN-74997012,QC-WPDA-955f5ecf,33024.61,32528.41
ON-MAIN-74997012,QC-WPDA-f996ef9b,49861.92,49368.29
ON-MAIN-74997012,ON-WPDA-6d70950d,48951.2,41499.04
ON-MAIN-74997012,QC-WPDA-30e27374,47829.59,47109.74
ON-MAIN-74997012,QC-WPDA-07102cc3,41797.04,41317.67
ON-MAIN-74997012,QC-WPDA-63db302f,32972.7,21157.65
ON-MAIN-74997012,QC-WPDA-b272a570,22815.67,20313.38
ON-MAIN-74997012,QC-WPDA-214c303a,30683.7,25747.99
ON-MAIN-687b8c8d,ON-WPDA-f1334635,79448.18,49894.1
ON-MAIN-687b8c8d,ON-WPDA-c31b60b7,39776.27,38748.83
ON-MAIN-687b8c8d,ON-WPDA-aa119400,113295.15,44711.13
ON-MAIN-687b8c8d,ON-WPDA-afa7a527,50158.48,49147.66
ON-MAIN-687b8c8d,ON-WPDA-22ad565d,34985.94,29386.78
ON-MAIN-687b8c8d,ON-WPDA-77e3b2c7,17409.24,16799.54
ON-MAIN-687b8c8d,ON-WPDA-c87a4778,44360.71,42531.92
ON-MAIN-687b8c8d,ON-WPDA-ea989939,58837.56,46524.92
ON-MAIN-687b8c8d,ON-WPDA-18615d0c,49821.3,47437.95
ON-MAIN-687b8c8d,ON-WPDA-9cf07006,49286.18,42479.07
ON-MAIN-7607a50e,ON-WPDA-623f5b6d,41578.09,34767.22
ON-MAIN-7607a50e,ON-WPDA-6119718c,30434.53,30301.65
ON-MAIN-7607a50e,ON-WPDA-885e1784,10593.43,4452.09
ON-MAIN-7607a50e,ON-WPDA-2a525e7a,49943.53,49233.36
ON-MAIN-7607a50e,ON-WPDA-f102796b,35806.36,33300.63
ON-MAIN-7607a50e,ON-WPDA-c170d36e,40827.24,40354.73
ON-MAIN-7607a50e,ON-WPDA-54277e07,46984.25,44780.53
ON-MAIN-7607a50e,ON-WPDA-bc72121d,40023.31,36340.62
ON-MAIN-7607a50e,ON-WPDA-78b6c55b,50735.07,49685.24
ON-MAIN-7607a50e,ON-WPDA-000f4507,13518.21,1937.55
ON-MAIN-7607a50e,ON-WPDA-8cfa5135,34971.94,24224.85
ON-MAIN-7607a50e,ON-WPDA-d92ed042,17608.77,9868.81
ON-MAIN-7607a50e,ON-WPDA-4dcf1fa0,18607.43,13817.91
QC-MAIN-52c01ae4,ZZ-WPDA-4858ab89,18502.96,18227.44
QC-MAIN-52c01ae4,ZZ-WPDA-7c281af7,50993.94,46434.66
QC-MAIN-52c01ae4,ZZ-WPDA-e8d50735,8670.19,6917.93
QC-MAIN-52c01ae4,ZZ-WPDA-29e345dd,23830.27,21809.68
QC-MAIN-52c01ae4,ZZ-WPDA-109704af,15084.7,14283.83
QC-MAIN-52c01ae4,ZZ-WPDA-38c5e160,30681.53,28432.46
QC-MAIN-52c01ae4,ZZ-WPDA-4bd2ece7,32038.12,31783.36
QC-MAIN-52c01ae4,ZZ-WPDA-5588f413,50386.01,48761.12
QC-MAIN-52c01ae4,ZZ-WPDA-55da22a9,51483.41,49610.04
QC-MAIN-52c01ae4,ZZ-WPDA-cf319b85,48258.59,46321.07
QC-MAIN-52c01ae4,ZZ-WPDA-8d098556,41961.61,39998.78
QC-MAIN-52c01ae4,ZZ-WPDA-6f2aece7,38617.26,36370.35
QC-MAIN-52c01ae4,ZZ-WPDA-a92cab68,33971.17,32049.0
QC-MAIN-52c01ae4,ZZ-WPDA-f5e6eee8,30163.33,27887.12
QC-MAIN-52c01ae4,ZZ-WPDA-6a70cee4,27003.0,25387.26
QC-MAIN-52c01ae4,ZZ-WPDA-93e86140,27926.8,24551.72
QC-MAIN-52c01ae4,ZZ-WPDA-39cf6c8a,21067.03,20319.71
QC-MAIN-52c01ae4,ZZ-WPDA-f8702a23,11327.4,10243.21
QC-MAIN-52c01ae4,ZZ-WPDA-0abe98c5,4716.78,2716.08
QC-MAIN-52c01ae4,ZZ-WPDA-c2c49779,37367.52,34899.78
QC-MAIN-52c01ae4,ZZ-WPDA-a277140d,40796.57,39998.15
QC-MAIN-52c01ae4,ZZ-WPDA-d2a3f545,7323.83,5178.87
QC-MAIN-52c01ae4,QC-WPDA-27b05586,16608.47,16377.2
QC-MAIN-52c01ae4,QC-WPDA-d1aae970,36858.58,36851.11
QC-MAIN-52c01ae4,QC-WPDA-20d44c28,35101.72,35052.53
QC-MAIN-52c01ae4,QC-WPDA-a2ddb57f,35230.14,35184.92
QC-MAIN-52c01ae4,ZZ-WPDA-f52401c1,29910.61,27540.1
