tang_id,area_km2,cluster_id
QC-TANG-844f4485,0.06118585358644216,113
QC-TANG-de8d71a8,0.03429004334035102,77
QC-TANG-06f92006,0.23527458863128692,77
QC-TANG-ba6e8976,0.03405003882803872,77
QC-TANG-c46486c4,0.23075447492120724,77
ON-TANG-48cc7b79,1.3452251557751747,110
ON-TANG-a10e6c27,0.47981949488420544,110
ON-TANG-9d9e7fb5,2.3372844649771976,110
ON-TANG-67e2fc50,0.04848405551048923,172
ON-TANG-b68f15be,0.07614021997363489,172
ON-TANG-eaa33b73,0.0992123414754514,172
ON-TANG-60f1fb46,0.061950765052028275,172
ON-TANG-fee8662a,0.02953094735589958,172
ON-TANG-66f9e3a0,0.017964461385448376,172
ON-TANG-ea7b9e4e,2.353432391997101,173
ON-TANG-90a3c3d4,0.6636823056567641,174
ON-TANG-69968f5f,1.551591414805753,174
ON-TANG-dce6504a,0.05832732710905736,65
ON-TANG-6370dbda,0.9733057129155355,174
ON-TANG-2b170f72,2.7134229147341653,174
ON-TANG-081a582a,2.4358176473000603,175
ON-TANG-61404871,2.3208415252480306,176
ON-TANG-d82635b7,1.4875553167293252,176
ON-TANG-a188a7df,1.3030536834371773,176
ON-TANG-a12d6b75,1.4970803659289493,176
ON-TANG-bcf36d3d,0.185818712274525,176
ON-TANG-5c77fc9e,0.14307210233973625,176
ON-TANG-e89b46de,0.8105398825433583,177
ON-TANG-bc629ac8,0.9379591719839128,177
ON-TANG-0394c216,5.717215861760613,177
ON-TANG-db239dea,2.798780497290183,177
ON-TANG-68c6551a,1.5118303487167764,178
ON-TANG-271fc792,1.629737202272303,178
ON-TANG-cf24bc32,1.3928859195421825,178
ON-TANG-6e11ff9a,0.41020614715847026,178
ON-TANG-a572839a,0.5156980122948449,178
ON-TANG-56492846,0.8537498531145327,178
ON-TANG-5a122262,0.1776386172349909,178
ON-TANG-a645126f,0.8331841486630742,157
ON-TANG-19de0273,0.17987768789265005,157
ON-TANG-742b9e45,0.18441649962812842,179
ON-TANG-88c4d5c5,2.209748500250187,179
ON-TANG-81672b35,0.5503121175277036,179
ON-TANG-657b7ec5,0.04189005354279753,180
ON-TANG-423e85d3,0.19747321228935516,180
ON-TANG-4b878069,0.6118935748245521,158
ON-TANG-d5f57993,0.1949879862432302,158
ON-TANG-f7d0c844,0.02399539131764036,158
ON-TANG-002a4395,0.1643241245847376,178
ON-TANG-a7da1225,0.11732520037269527,55
ON-TANG-99a8b95a,0.17401059695513113,55
ON-TANG-5ea9a5a5,0.01744318048931831,55
ON-TANG-0935cd8e,0.01069147579121359,55
ON-TANG-296482df,0.061472204548952795,55
ON-TANG-fc8fb5d8,0.05908838818052756,55
ON-TANG-86c2ba52,0.10855360215634481,55
ON-TANG-f692395c,0.21761666698188956,55
ON-TANG-270da632,0.7318272428804827,55
ON-TANG-92302d46,0.04698065817947528,65
ON-TANG-57dc0d8e,0.06334916276746044,181
ON-TANG-0e59ff7c,0.010021704301844798,65
ON-TANG-66a6b1b1,0.09198171807950047,181
ON-TANG-1dfc5666,0.049959012630082435,181
ON-TANG-34de2f38,0.07489084797973071,65
ON-TANG-7ffe6687,0.06472900456823497,181
ON-TANG-af33c8a8,0.07306560876909915,65
ON-TANG-52ece1f5,0.023383126537518065,181
ON-TANG-3833dfd7,0.024296901374337737,181
ON-TANG-0bc01d87,0.04382021383912675,181
ON-TANG-c7c6b9ed,0.031783812740742955,181
ON-TANG-de2257f9,0.03297235844269671,181
ON-TANG-f2ed4dbf,0.7861283795324119,181
ON-TANG-9a51d5c5,0.05342941109275797,65
ON-TANG-1c24ffe1,0.07967450397019468,65
ON-TANG-a5b83aaf,0.11867089504048432,65
ON-TANG-0bc225af,0.06754978980927868,55
ON-TANG-56fea348,0.09757787320366929,55
ON-TANG-cdfa8547,0.0677837446492887,55
ON-TANG-98589650,0.20210122471542974,55
ON-TANG-0c430ff3,0.11761108930560123,55
ON-TANG-29bb92e6,0.5285556990197136,55
ON-TANG-84b0a33c,0.14118478668915707,55
ON-TANG-501f3305,0.1307123183199737,55
ON-TANG-84960faa,0.8384836515463923,55
ON-TANG-c14f4cfb,0.05210297359119237,55
ON-TANG-22c05941,0.3263298564827419,55
ON-TANG-b2ae3d45,0.0417780174515357,55
ON-TANG-01dc46a6,0.013394239107469282,55
ON-TANG-bb1b13cd,0.016326651720338075,55
ON-TANG-180d862c,0.03806990963775875,55
ON-TANG-d7873aa0,0.03233274013747396,55
ON-TANG-b2f92ed3,0.1459548830767799,55
ON-TANG-33685d16,0.02852794786852935,55
ON-TANG-f13c3a59,0.4248847597039602,55
ON-TANG-59921ff2,0.2799238393297438,55
ON-TANG-da4cdc5f,1.505083416666727,55
ON-TANG-ef81f5d1,0.027087841324198336,55
ON-TANG-468bfd02,0.15130761468291898,55
ON-TANG-45edb0f0,19.894497362448988,55
ON-TANG-5f42b108,9.881457534570172,55
ON-TANG-17b56b79,3.3587874660677137,55
ON-TANG-a461880f,1.9429864224228657,55
ON-TANG-923cca7c,0.38703889038832845,55
ON-TANG-c548b001,0.04125472397498613,55
ON-TANG-9e53b380,0.027589898700076144,55
ON-TANG-03a61542,0.008931295440574425,55
ON-TANG-41b79038,0.1026150043538126,55
ON-TANG-b736403f,0.16230503837462884,55
ON-TANG-1da8bed5,0.5623063756858211,55
ON-TANG-9a2ed4ae,0.2595864246104612,55
ON-TANG-4c3b5fcb,0.2090480943305168,55
ON-TANG-134ce3aa,0.25347396200654965,55
ON-TANG-87c35b5a,0.0094962411222975,55
ON-TANG-6e1a01e9,0.027500481533850415,55
ON-TANG-c37f2a97,0.4631616132578407,55
ON-TANG-10d8b6b5,0.41683627418538444,55
ON-TANG-0607160c,0.47803207880162535,55
ON-TANG-f95d7fa2,0.28629733186981426,55
ON-TANG-a4463e86,0.9681053588905559,55
ON-TANG-9ad75477,0.9375157456371442,55
ON-TANG-9d4db5be,0.8430958269427037,55
ON-TANG-aab613af,0.9029776327756832,55
ON-TANG-5256c373,0.5751584878149879,55
ON-TANG-e31fc140,0.4312603293577049,55
ON-TANG-9396f03d,0.2474367210431527,53
ON-TANG-f4bf3277,0.5644808436878189,53
ON-TANG-38081b48,0.16426815084911223,53
ON-TANG-64a02106,0.6585991855062017,53
ON-TANG-49c05238,0.23640566799278814,55
ON-TANG-242d3b42,1.921714502912294,55
ON-TANG-073e1da5,1.0770288046879533,55
ON-TANG-54342a70,0.5583394539767826,55
ON-TANG-39232a2d,0.06679540873206755,55
ON-TANG-8ffa0fa8,1.0816805687817495,55
ON-TANG-0c9be41c,0.6594301710368538,55
ON-TANG-2692600f,0.5865227561324251,55
ON-TANG-07447c87,0.40929650163984016,55
ON-TANG-377cc1b5,0.34444178499763856,55
ON-TANG-203a12df,0.47705541434856225,53
ON-TANG-0bf5e30c,0.28454148487153746,53
ON-TANG-00437769,0.11937414573627003,53
ON-TANG-65d841a0,1.0628720589205243,53
ON-TANG-25f15731,0.08491389007465286,53
ON-TANG-943a9a17,0.3058563000375741,53
ON-TANG-b52d8410,0.35897504894652404,53
ON-TANG-9e5d62fa,0.030616331355004845,53
ON-TANG-b5ffb948,0.038082667612521555,53
ON-TANG-01e90d97,0.5351891817668631,53
ON-TANG-7aae4cb6,0.3901982131925248,55
ON-TANG-56d59bdf,0.04291935859010893,55
ON-TANG-3e7c33d8,0.35082499941721723,55
ON-TANG-1fb03a73,0.6030335225553934,55
ON-TANG-79d44aa7,0.048563109697777086,55
ON-TANG-6340c6a2,1.343983998213455,55
ON-TANG-56ea0da3,0.41160430045571744,55
ON-TANG-ea090384,0.24870206176572038,55
ON-TANG-6cfc9667,0.02538132863520357,55
ON-TANG-95508a48,0.16863105946378734,55
ON-TANG-cc847791,0.813378422348596,53
ON-TANG-f78ed8fc,0.5101570383651648,53
ON-TANG-34ad8c06,0.3402527549731916,53
ON-TANG-562ad2bd,0.43737813512590784,53
ON-TANG-444bd253,0.6964172383276985,53
ON-TANG-03175f0f,0.22058100059299782,53
ON-TANG-203d6940,0.18050441223014818,53
ON-TANG-46008a26,0.04594185071605952,53
ON-TANG-f9750c98,0.16288054514128172,53
ON-TANG-c2914237,0.04039008856047775,53
ON-TANG-07f656d3,0.16739157254704126,111
ON-TANG-b8f5aaf9,0.08307805603183684,111
ON-TANG-0b86ff89,0.2126424520250317,111
ON-TANG-4eb56699,0.26081960873058546,111
ON-TANG-f3d2ebbc,0.12388755763417161,111
ON-TANG-ded22e5a,0.1797933317478909,182
ON-TANG-3819d925,0.11047715677274729,98
ON-TANG-cde22279,0.021931017128385348,98
ON-TANG-1f23d9f3,0.024471926500907612,53
ON-TANG-867b05f4,0.10438350721144427,55
ON-TANG-c7937973,0.039962916987624025,55
ON-TANG-810ccbc1,0.01611962880384553,55
ON-TANG-2af0e78b,0.04609883704705596,55
ON-TANG-9a371c3e,0.38571634213759665,55
ON-TANG-3110b119,0.13097099226058107,55
ON-TANG-039c1b60,0.22340417327237955,55
ON-TANG-ab09ce27,0.06645621132306918,55
ON-TANG-d93686d4,0.007891563813356085,55
ON-TANG-e08b5240,0.08931190450128398,55
ON-TANG-722be87f,0.20947095466654395,55
ON-TANG-eb33fb73,0.060464797722530654,55
ON-TANG-cdf2d57f,0.10416305719369194,55
ON-TANG-89bce7cd,0.08561086343489753,55
ON-TANG-cfc631a0,0.052566541999350555,55
ON-TANG-739ecc28,0.08639819030044389,183
ON-TANG-ac1e7c1b,0.07977143911507303,183
ON-TANG-b0168863,0.20101005619865997,55
ON-TANG-5c437232,0.14926905305023153,184
ON-TANG-4de1269a,0.18823681989231564,185
ON-TANG-dcec5f69,0.5352213629016932,185
ON-TANG-5ed6ee88,0.48256256510625073,185
ON-TANG-302ccebf,1.0904643370626173,185
ON-TANG-f5bac8fb,0.08823243076379832,186
ON-TANG-cd14c01b,0.028377101703134445,186
ON-TANG-e553cf41,0.1794786742211109,186
ON-TANG-87ff9970,0.020379842467063904,186
ON-TANG-70145178,0.0737443385330078,186
ON-TANG-c9395e4d,0.07463763207233558,186
ON-TANG-05924ff7,0.30754351372854266,9
ON-TANG-980685ca,0.0401497231510054,9
ON-TANG-b3416c1e,0.03206443094930552,9
ON-TANG-e5043c20,0.060703451352450526,9
ON-TANG-0efa9e3d,1.2794482654125672,9
ON-TANG-dae6a79a,0.06850374272312647,9
ON-TANG-f7142135,1.4056178540969153,9
ON-TANG-f3315ae5,0.1621197017111176,9
ON-TANG-054accde,0.015393232924869186,9
ON-TANG-76ba8b63,0.15034177202092092,9
ON-TANG-e95991f5,0.215621040723461,5
ON-TANG-5ef427d5,0.18956524862625287,5
ON-TANG-63aff95d,0.04034570967520125,187
ON-TANG-f2000e96,0.08093062166685652,187
ON-TANG-c99baf5a,0.09667662735816038,187
ON-TANG-02eec60f,0.012316475900789848,5
ON-TANG-da8c0b4e,0.012373830373412905,5
ON-TANG-535d1f93,6.034671592757977,5
ON-TANG-e1741a61,1.1624744742984372,5
ON-TANG-4c3dae77,0.08205715226186613,5
QC-TANG-5ddcd162,0.1312251969795613,2
QC-TANG-0d8c6ad2,0.036980722479914394,2
QC-TANG-9290798b,0.012019515215757774,2
QC-TANG-1ea96b2e,2.3543738144017783,2
QC-TANG-7951552d,1.085615317215245,2
QC-TANG-08440494,3.314725217884468,2
QC-TANG-9381656e,0.22638946191052145,2
QC-TANG-340357ab,0.033330030869842535,2
QC-TANG-27eef1d5,0.16791890264039938,2
QC-TANG-5cd1b942,0.19897989919498724,2
QC-TANG-50ae6145,0.5591723133576014,2
QC-TANG-4f675c6c,2.3314387731147836,2
QC-TANG-4d73abd3,0.011429926952472693,2
QC-TANG-1d95a329,0.14132156746750424,2
QC-TANG-c099c00e,0.060155736764905994,2
QC-TANG-b404ca87,0.05524528911434232,2
QC-TANG-c99a1f56,0.11442768975586533,2
QC-TANG-8a4d5f7d,0.01572420185019909,2
QC-TANG-446be24a,0.04980392995970893,2
QC-TANG-7e19912c,0.054346233185522584,2
QC-TANG-e9d8f347,0.10225665768283335,2
QC-TANG-ece99407,0.20756272232655232,2
QC-TANG-f141791d,0.04249219579056214,2
QC-TANG-7a6b3845,0.1950707391170329,2
QC-TANG-3cba0842,0.1149193274040814,2
QC-TANG-6e14a593,0.037440805181458946,2
QC-TANG-c3c9d22f,0.11530672389155713,2
QC-TANG-9b4621e9,0.013348536837221574,2
QC-TANG-7bd030a8,1.4864891774850726,2
QC-TANG-a502d15d,0.04011141933891442,2
QC-TANG-1fde0082,0.6231801306375361,2
QC-TANG-933704ba,1.7445532428981134,2
QC-TANG-4f39ef00,1.8870120995862985,2
QC-TANG-4c01a496,0.05502457535441205,2
QC-TANG-33c2d364,0.2247185344419843,2
QC-TANG-15065568,0.23842491195180335,2
QC-TANG-c7a9b5c9,18.058206589900255,2
QC-TANG-51c51381,1.0875453692504469,2
QC-TANG-ef0dba86,0.08074185524353247,2
QC-TANG-5622d149,0.09076830255763446,2
QC-TANG-4688c5e9,0.03319775257888058,188
QC-TANG-97c4116b,0.05098926427442797,188
ON-TANG-e58e4f59,1.506799750081192,5
ON-TANG-6e8146e3,0.1674418075568029,5
ON-TANG-a1302df7,0.5701531922216151,5
ON-TANG-ff12a235,0.05316195866150324,5
ON-TANG-21fa3147,0.5261603225758046,5
ON-TANG-aadabfff,0.09972845332977472,5
ON-TANG-0a9b0d08,0.04585159037059631,5
ON-TANG-79471a4d,0.053910315708082454,5
QC-TANG-e5948de8,0.6405228024859712,2
QC-TANG-13d7b86e,0.23524989470511584,2
QC-TANG-d55e91e7,1.437682709392189,2
QC-TANG-cfe64fa3,0.22321972809970178,2
QC-TANG-61d6a637,0.005025663273629507,2
QC-TANG-a7e21c13,0.12428227036166545,2
QC-TANG-17fcdcc2,0.08266727746092105,2
QC-TANG-490653f0,0.04303878738853755,2
QC-TANG-1c7e1833,0.44059949630504086,2
QC-TANG-9977e3b0,0.632383418949144,2
ON-TANG-784f33e1,0.18201078388888423,184
ON-TANG-ce649eb3,0.2320624599046743,184
ON-TANG-b730f6bc,0.06394722592904431,31
ON-TANG-72c1706e,0.06846999320374686,31
ON-TANG-dbbe6945,0.10359213957726872,31
ON-TANG-7bd2e251,0.41158702649515505,31
ON-TANG-991f8a39,0.06484868654725474,31
ON-TANG-2aa81702,0.11940169293244801,31
ON-TANG-7abdbbc5,0.04353948676820392,31
ON-TANG-2194de44,0.04233165886346435,31
QC-TANG-4306f66a,1.3634868434972394,2
QC-TANG-85d032e4,0.2186561060097945,2
QC-TANG-ef6057bb,0.1343032556866648,2
QC-TANG-949a9dad,0.049451620384990194,2
QC-TANG-4ae67496,0.10429792215047412,2
QC-TANG-656225d8,0.09530403440088828,2
QC-TANG-ca638453,0.04833109802636572,2
QC-TANG-643f4e4b,0.207106258943337,2
QC-TANG-d4108a36,0.055818902381010053,2
QC-TANG-45fc6319,0.02400549123997401,2
ON-TANG-c4cfe8d8,0.07616279478996567,5
ON-TANG-2244a0dd,0.051581438925986545,5
ON-TANG-f073b6fa,0.7401019628347695,5
ON-TANG-66b092dc,0.7301373663559079,5
ON-TANG-e6a58832,0.2558284248766172,5
QC-TANG-bf53f04c,0.24803576594632878,54
ON-TANG-38ce298c,0.8334145335681057,5
QC-TANG-4be7942b,0.24192061543007176,54
QC-TANG-6b05dc4d,0.5999991332596604,4
QC-TANG-2beacd25,0.6869289334976851,54
QC-TANG-8483fa56,0.4644478173993358,54
QC-TANG-7bc4080f,3.9259415468250087,54
QC-TANG-aa60cea6,0.6752189305713197,54
QC-TANG-2dbb7045,0.019405186732599167,54
QC-TANG-2644b4f9,0.026568065719896703,54
QC-TANG-36dc25c5,0.27202383943309555,54
QC-TANG-612b0ac7,0.06337795817991324,4
QC-TANG-7df6babc,2.695652871239525,4
QC-TANG-ab36dafe,0.3970515886171736,54
QC-TANG-6887e0c2,2.142526424767719,4
QC-TANG-491e1045,0.08927908087294412,2
QC-TANG-5427c0d1,0.13616896211574564,4
QC-TANG-4c52117b,0.026343293558421455,4
QC-TANG-75f979ab,0.0972765725807979,4
QC-TANG-65b36f15,0.010566212585594025,4
QC-TANG-7e79ab57,0.39363983584477336,4
QC-TANG-e2e3af48,3.229680359424387,4
QC-TANG-19e41bad,0.09720987894888106,4
QC-TANG-b01c6b95,0.02963857009862016,4
QC-TANG-487027d6,0.2546116997350385,189
QC-TANG-5604677f,1.2350705716051564,54
QC-TANG-992b3a6e,0.0841263835740571,4
QC-TANG-261aa4b7,0.08365312222409213,54
QC-TANG-bcf20564,0.2588049346801145,4
QC-TANG-15b07384,0.037959464257506015,54
QC-TANG-9b04301a,0.7431161882046834,54
QC-TANG-e4209c07,0.032127102503447094,54
QC-TANG-95cfe404,0.7494675516457702,4
QC-TANG-c065d3f1,0.29539057105597183,54
QC-TANG-3164254b,0.09272916451279051,54
QC-TANG-7cdf105a,0.0985181456049172,54
QC-TANG-a25378a5,0.07517907643164208,54
QC-TANG-773882e0,0.3922455887901607,54
QC-TANG-40980139,0.03524313727881332,54
QC-TANG-05117eb5,0.05009061418347513,54
QC-TANG-2e538d62,0.1056652011127573,54
QC-TANG-1897bf80,0.33470044935958476,54
QC-TANG-b9f4520e,0.3666529286988891,54
QC-TANG-81eb5e8d,0.27160790549796215,54
QC-TANG-2bd634a3,0.052594456673327385,54
QC-TANG-66eaaec9,0.1471372021063528,189
QC-TANG-c84954fe,0.20052853635020904,4
QC-TANG-9a41df27,0.16388763939292905,170
QC-TANG-bc16f6c0,0.16158245871446977,170
QC-TANG-33a771f5,0.2335626736622983,170
QC-TANG-5d23663b,0.09090748976375043,170
QC-TANG-cf983363,0.16520020486280879,170
QC-TANG-26ae6f46,0.03392780152053411,170
QC-TANG-d21e20a3,0.05061214234462367,170
QC-TANG-00da0a30,0.24510270791848232,170
QC-TANG-62fcb88c,0.016430954651207415,54
QC-TANG-b39ee0e7,0.5539209067402748,54
QC-TANG-39491a01,0.1646899650273947,54
QC-TANG-9b65b800,0.5733840764288456,54
QC-TANG-2548252a,0.1024467794072699,54
QC-TANG-e9cd7416,0.046843539284793165,54
QC-TANG-48346556,0.01801084964426183,54
QC-TANG-27886d88,0.5114199480425282,54
QC-TANG-62f4620c,0.6497572794580219,54
QC-TANG-ba5b8e7e,0.7759244851790162,54
ON-TANG-69ff0a56,0.029069591773278114,31
ON-TANG-9798c7cb,0.37579868068767575,31
ON-TANG-ee116cff,0.09587951798894993,31
ON-TANG-5e5574bc,0.13722623586537805,31
ON-TANG-8e35c50a,0.72296758286023,31
ON-TANG-41f18a79,0.09972291157419898,31
ON-TANG-a144c668,0.2783764712436077,31
ON-TANG-5e031622,0.0290949642361722,31
ON-TANG-1b0e6ba3,0.4332335841343431,31
ON-TANG-b69752dc,0.03928436255007414,31
