tang_id,area_km2,cluster_id
QC-TANG-4526b08d,0.026129571418491922,143
QC-TANG-173a5d88,0.6713990889686504,143
QC-TANG-eb29399a,0.05090853834572018,143
NS-TANG-39729d97,2.6227998317756525,85
NS-TANG-cd9645ff,0.4418688613990186,85
NS-TANG-4ebb9192,0.09349028454832403,144
NS-TANG-355ca180,0.11954242201404616,144
NL-TANG-cbfd82d4,0.20903802405576455,95
NL-TANG-bd514d4f,0.11356898532737597,95
NL-TANG-f82829ee,0.2135915899540808,95
NL-TANG-ffecb78a,0.01132916614996811,95
NS-TANG-f8efbcf8,4.885599466856637,109
NS-TANG-d9003ce0,0.45112051617446586,145
NS-TANG-0f38bf4d,0.5018060417896751,145
NS-TANG-f008d802,0.22530913970785385,145
NS-TANG-b85277ec,3.812704375851106,146
NS-TANG-e81f4f82,3.6867019165691497,145
NS-TANG-43e33773,1.0244283250416557,145
NS-TANG-41ed657b,4.870268510337679,146
NS-TANG-0a01c7a2,0.13619229566021862,145
NS-TANG-d0ec7282,0.8327232531643494,145
NS-TANG-f92857ff,0.059727575229900784,145
NS-TANG-c45175bd,0.04892472208778908,145
NS-TANG-26111081,0.24638746843930834,145
NS-TANG-350740cf,0.5753132624592585,145
NS-TANG-f4127c22,0.04980114976464166,145
NS-TANG-0c3af810,0.17538133140778006,145
NS-TANG-5705033f,0.03246300029925739,145
NS-TANG-a39d583e,0.03737843217813546,145
NS-TANG-aa948938,0.04620013875920893,145
NS-TANG-f9489cbb,0.45112135177361207,145
NS-TANG-cabd53aa,0.024872297783226825,145
NS-TANG-47918ac6,0.35230691764833005,145
NS-TANG-c3b455e7,0.27780953669924796,145
NS-TANG-64eb1c9f,0.08622724408599768,145
NS-TANG-928f139b,0.3919859560412514,145
NS-TANG-a0532e7c,0.4345773050006779,145
NS-TANG-62ff2eee,0.586856277232344,147
NS-TANG-46cd5825,0.2705109886125975,144
NS-TANG-45c7d080,0.012064464261882858,148
NS-TANG-8feae4db,0.4482116956137035,148
NS-TANG-86231cf6,0.2063074061654741,149
NS-TANG-a5aac955,0.24541539247780286,149
NS-TANG-1604a423,0.07586645867946205,149
NS-TANG-e6f8df90,0.6873216817418902,149
NS-TANG-75440ae2,0.14258483776670136,150
NS-TANG-8fd3a164,0.09487792399102611,151
NS-TANG-ce2e6c91,0.09990757457010702,151
NS-TANG-06ee6b68,0.2375246239242091,151
NS-TANG-846eba8e,1.4671854796421935,151
NS-TANG-e2aac687,0.270381788555717,151
NS-TANG-2bd73c1c,1.441381021419644,151
NS-TANG-09bc694d,0.12437434772784957,151
NS-TANG-1ae33bff,0.08324153432329728,151
NS-TANG-59251450,0.23024547192687053,152
NS-TANG-f3050107,0.016274588378470366,153
NS-TANG-9887b72c,0.03198240664860524,153
NS-TANG-9288a844,0.04093658550409326,153
NS-TANG-7fcc2124,0.14928945689373477,153
NS-TANG-bf4f4faa,0.3086835895156728,153
NS-TANG-a9526ecd,0.008174442304118911,153
NS-TANG-b146b508,0.5977600544449264,153
NS-TANG-4191306d,0.8127121635935833,153
NS-TANG-8cce6b3c,0.2275946999412549,154
NS-TANG-7b2ae816,0.14613915199860972,154
NS-TANG-3464442a,0.04083463258451047,154
NS-TANG-a701830b,0.4040210893404739,154
NB-TANG-9ff4da98,0.1813804265509129,155
NB-TANG-b8915f5f,0.05047158530957534,155
NB-TANG-00f6d27d,0.2322577108927443,155
NB-TANG-639a112d,0.035263268641229716,155
NB-TANG-178ba551,0.07555922071860527,155
NB-TANG-f76a8a2b,0.4943829592368035,155
NB-TANG-a89f6222,0.09322443371092871,156
NB-TANG-beaa6d26,0.035638373381338136,156
NB-TANG-4f661fba,0.15948990378970956,156
NB-TANG-7a819feb,0.04931482040908771,156
ON-TANG-ee7e8d18,0.005312155704863098,157
ON-TANG-b962ed29,0.017633949749336318,157
ON-TANG-958b8200,0.4526089629256422,158
ON-TANG-09287b6f,0.8485967985439608,158
ON-TANG-87df6ba6,0.04013819279380612,159
ON-TANG-c0a4c51c,0.016029220966898836,159
ON-TANG-3c0cbf72,0.05266354174660476,159
ON-TANG-a2c63d65,1.0414255609865648,160
ON-TANG-27378406,0.6486335848692372,160
ON-TANG-a5df9e70,0.12725525710902846,160
ON-TANG-8fa83596,0.460997293226086,160
ON-TANG-f8e6d8b8,1.4522345936020284,161
QC-TANG-48a1ca03,0.3697102018994493,52
QC-TANG-43472f70,0.37659716641177177,52
QC-TANG-059990bd,0.15770500928692685,52
QC-TANG-f182c770,0.34457229391911187,52
QC-TANG-7e9dc092,0.557484683181415,143
QC-TANG-4d324699,3.7001167936075747,162
QC-TANG-7b05e757,0.2600647202358594,162
QC-TANG-575490d5,1.220935436844129,162
QC-TANG-25173a9f,2.4584351793388444,162
QC-TANG-2fdb9c39,1.7769381184684083,162
QC-TANG-bca38362,2.3196207958425488,163
QC-TANG-6a1e5e78,3.5925653559447484,163
QC-TANG-0ae78891,4.678755422403383,163
QC-TANG-96b990bb,5.735217391144393,163
QC-TANG-8a1e9c1e,0.3335826262366858,18
QC-TANG-b9d049fc,0.2673027193499799,18
QC-TANG-6458626e,0.14025361402171815,18
QC-TANG-c28e0c92,0.1922273450895236,18
QC-TANG-0f6c1d30,0.7210979611388925,18
QC-TANG-a16aa680,0.17420410320660001,18
QC-TANG-6af7b675,0.3374756338367071,18
QC-TANG-35570664,0.19242126387726097,18
QC-TANG-3e0f7d53,0.3460834630491536,18
QC-TANG-6e5673ca,1.1417343951202004,164
QC-TANG-3b74ce7c,1.1433684268928213,163
QC-TANG-78e2297a,1.1137223883850846,163
QC-TANG-059ce9fa,0.1759051443338987,163
QC-TANG-9393aba0,0.7450195583871523,163
QC-TANG-cc2f154b,1.431746324520179,163
QC-TANG-efc61824,1.1516218969177792,163
QC-TANG-dfba57e0,0.2847159995949579,163
QC-TANG-9e9081b4,0.2474740604398678,163
QC-TANG-1502575f,0.07936102908859535,163
QC-TANG-559d4e5d,1.7238496081423387,163
QC-TANG-3bbb0a43,0.108731079243577,165
QC-TANG-caa12758,0.1426838004064447,165
QC-TANG-40310d16,0.20258428856984084,165
QC-TANG-7cdc5844,0.037462655687110075,2
QC-TANG-bf660769,0.08202516389627751,2
QC-TANG-49326615,0.9399779467194167,2
QC-TANG-4f76704e,0.02097222480758397,2
QC-TANG-4e06b861,0.4041402893776569,2
QC-TANG-1e44c282,0.2473696360694307,2
QC-TANG-3728ccab,0.04109073472456038,2
QC-TANG-3b3c1a0d,0.043269621647359244,163
QC-TANG-47faadd9,0.017703426329848705,163
QC-TANG-fbb26409,0.15667949175748605,163
QC-TANG-b8cc8a2c,0.41594331893917214,163
QC-TANG-fcd781d9,0.1135286338331789,163
QC-TANG-a059b9ee,0.11965873903150757,163
QC-TANG-0ccec5da,0.1441920200167109,163
QC-TANG-66f400bb,1.3714431477697129,163
QC-TANG-2b9c758a,0.06425373897548847,166
QC-TANG-b02b5287,1.254619112952202,10
QC-TANG-00e495d9,0.25145492936459984,164
QC-TANG-cb33aa9d,2.0876896098188116,164
QC-TANG-adddd48c,0.023414860829102276,167
QC-TANG-e006cf39,0.12416182338778002,167
QC-TANG-95735e6c,0.4849869624282948,168
QC-TANG-51b646ad,0.24351807457807859,167
QC-TANG-2a3ebe6d,0.7530435832454633,167
QC-TANG-64b100a0,0.01420179572345025,87
QC-TANG-d944affd,0.15742616484090083,87
QC-TANG-7d0b0c36,0.17588095887839114,87
QC-TANG-970c0ba8,2.81566430336915,10
QC-TANG-c6b05388,1.2679491779535903,10
QC-TANG-a06d95df,0.14684727631241654,169
QC-TANG-f20be244,0.019670028441290947,169
QC-TANG-b00f6785,0.026459942267948684,169
QC-TANG-4be356cc,0.03871216889117782,10
QC-TANG-5e6241eb,0.32388321558511385,10
QC-TANG-c2d1e592,0.7508865374690756,10
QC-TANG-0a91c49d,0.6565830330887322,10
QC-TANG-bf288b44,1.6666698936803124,10
QC-TANG-242d0cbe,0.19173730042732381,170
QC-TANG-c31608cb,1.3095146022057809,82
QC-TANG-7980f338,0.9784750813031164,82
QC-TANG-6831a13d,0.40169737950103446,82
QC-TANG-678b75de,0.4791346951698895,0
QC-TANG-0272eb32,0.30440511297262013,0
QC-TANG-c0aeb4c3,0.050290135542705984,1
QC-TANG-dd3c301c,0.010299529475264357,1
QC-TANG-c6d6a80a,0.0152485495989623,1
QC-TANG-b28566c1,0.01741351912450498,1
QC-TANG-fd814a64,0.0384988744835588,1
QC-TANG-24020727,0.019260714917820523,1
QC-TANG-8dd51cc8,4.62111784132591,1
QC-TANG-9fba572a,0.4092609945938836,1
QC-TANG-42a3db1c,1.9457910151464246,1
QC-TANG-0e76256f,0.07674144711640309,171
QC-TANG-4e23e689,0.0989349591744672,171
QC-TANG-d99dea61,0.023198630003598147,171
QC-TANG-99d47dcc,0.4231586323200454,171
QC-TANG-f3d4cea4,0.08206068411645895,171
QC-TANG-ed7c2519,0.14086263554193368,171
QC-TANG-001e4790,1.2822271586556018,113
QC-TANG-6c5acf8a,0.2999931828397545,113
QC-TANG-b37a3f38,2.4998021726145194,113
QC-TANG-73550db3,0.11692621129833153,113
