main_id,cluster_id,tailing_id,tang_id,check_manually
,75,,QC-TANG-152bc21c,False
,75,,QC-TANG-86e9d2b5,False
,75,,QC-TANG-82308891,False
,75,,QC-TANG-76613dc6,False
,75,,QC-TANG-9ad7489b,False
,86,,QC-TANG-5244b503,False
,86,,QC-TANG-b9fe48af,False
,86,,QC-TANG-2eea161e,False
,86,,QC-TANG-132257e2,False
,86,,QC-TANG-8657a4cd,False
,86,,QC-TANG-8780e63b,False
,86,,QC-TANG-cb535b4b,False
,56,,QC-TANG-08fc8a46,False
,56,,QC-TANG-004d3d20,False
,56,,QC-TANG-9533b1e0,False
,56,,QC-TANG-8542d766,False
,56,,QC-TANG-3692094b,False
,56,,QC-TANG-cab2533a,False
,265,,QC-TANG-1440b84c,False
,127,,AB-TANG-a515bbba,True
,127,,AB-TANG-df80351d,True
,127,,AB-TANG-e27b6c08,True
,127,,AB-TANG-8fbd8469,True
,127,,AB-TANG-c1d75ed2,True
,78,,NT-TANG-e4a59450,False
,78,,NT-TANG-eba00225,False
,78,,NT-TANG-4eedd352,False
,78,,NT-TANG-bd9ca87a,False
,78,,NT-TANG-76685c6f,False
,254,,BC-TANG-f9b43c6c,False
,266,,BC-TANG-d40befeb,False
,266,,BC-TANG-4dbf976a,False
,266,,BC-TANG-c80a508d,False
,266,,BC-TANG-dcb8c84c,False
,266,,BC-TANG-5444fe99,False
,266,,BC-TANG-07c3aa3f,False
,267,,YT-TANG-ffe2a87a,False
,138,,YT-TANG-386442d5,False
,138,,YT-TANG-b9d71ec1,False
,78,,NT-TANG-2b2b4d2e,False
,78,,NT-TANG-6a30e04c,False
,78,,NT-TANG-6d3bd749,False
,78,,NT-TANG-a58da23b,False
,78,,NT-TANG-bee079d1,False
,78,,NT-TANG-763056ca,False
,78,,NT-TANG-3a7acc38,False
,78,,NT-TANG-8a7dddfd,False
,78,,NT-TANG-ae86a53c,False
,78,,NT-TANG-3b7d8cb7,False
,78,,NT-TANG-89190d1f,False
,78,,NT-TANG-a824b065,False
,78,,NT-TANG-5a58ed02,False
,78,,NT-TANG-998a09be,False
,78,,NT-TANG-3bb46245,False
,78,,NT-TANG-9f5dfd61,False
,78,,NT-TANG-10312584,False
,78,,NT-TANG-c508a7b6,False
,78,,NT-TANG-82b654fb,False
,78,,NT-TANG-78bb2098,False
,78,,NT-TANG-6e8e59be,False
,78,,NT-TANG-3625cd55,False
,78,,NT-TANG-fd4568fe,False
,78,,NT-TANG-6fd7fe15,False
,78,,NT-TANG-2ae8beb4,False
,78,,NT-TANG-bbba0b05,False
,78,,NT-TANG-31cdef8e,False
,78,,NT-TANG-0b75994b,False
,78,,NT-TANG-926ec449,False
,78,,NT-TANG-4cc409c7,False
,251,,SK-TANG-bb6712a9,False
,251,,SK-TANG-6a69603d,False
,251,,SK-TANG-0f103195,False
,251,,SK-TANG-d3a8b167,False
,251,,SK-TANG-fec87496,False
,251,,SK-TANG-afd7cc42,False
,251,,SK-TANG-9e7bfd47,False
,251,,SK-TANG-e4a10ae4,False
,251,,SK-TANG-bd25222c,False
,39,,NT-TANG-99fedc1f,True
,138,,YT-TANG-c82391ff,False
,138,,YT-TANG-b642968e,False
,138,,YT-TANG-b3e6fd72,False
,138,,YT-TANG-5f3aeca8,False
,138,,YT-TANG-6a7ae749,False
,268,,YT-TANG-b24fa484,False
,268,,YT-TANG-7dc5d8ff,False
,76,,NT-TANG-2803d31e,False
,269,,NT-TANG-289df530,False
,78,,NT-TANG-59d5b832,False
,78,,NT-TANG-d05612b8,False
,126,,NT-TANG-2f2563d7,True
,126,,NT-TANG-e846c996,True
,126,,NT-TANG-a632c3e9,True
,126,,NT-TANG-62931209,True
,126,,NT-TANG-5069fad6,True
,126,,NT-TANG-643a5d9b,True
,126,,NT-TANG-58eb92ba,True
,126,,NT-TANG-99518cf7,True
,126,,NT-TANG-5f149929,True
,126,,NT-TANG-4fac7395,True
,126,,NT-TANG-d1d8b5c1,True
,126,,NT-TANG-1e904f08,True
,126,,NT-TANG-25e6d577,True
,126,,NT-TANG-3f96ac99,True
,126,,NT-TANG-5af4a771,True
,126,,NT-TANG-bda61118,True
,126,,NT-TANG-544395ab,True
,126,,NT-TANG-06936da8,True
,270,,YT-TANG-4aa3559c,False
,270,,YT-TANG-350094e8,False
,270,,YT-TANG-761f9053,False
,270,,YT-TANG-f79155d6,False
,68,,YT-TANG-36df9591,False
,40,,SK-TANG-bf63627c,True
,40,,SK-TANG-b8cd9288,True
,40,,SK-TANG-0e16f310,True
,40,,SK-TANG-b1917ed9,True
,40,,SK-TANG-a4bb7b15,True
,40,,SK-TANG-b8ee476e,True
,40,,SK-TANG-cc991d0e,True
,40,,SK-TANG-1c3f56a3,True
,40,,SK-TANG-820af842,True
,40,,SK-TANG-d84ccbd4,True
,40,,SK-TANG-bce2f373,True
,40,,SK-TANG-df1eb2e5,True
,40,,SK-TANG-62dec09b,True
,40,,SK-TANG-f32c10d0,True
,40,,SK-TANG-2ab2e0af,True
,40,,SK-TANG-12a0df6c,True
,40,,SK-TANG-95b60004,True
,40,,SK-TANG-c26674d7,True
,40,,SK-TANG-2e67ff4d,True
,40,,SK-TANG-fc90f594,True
,40,,SK-TANG-a555765a,True
,40,,SK-TANG-c03b3b8f,True
,40,,SK-TANG-9c704287,True
,40,,SK-TANG-3c8560e3,True
,40,,SK-TANG-59a2bca4,True
,40,,SK-TANG-d3307194,True
,40,,SK-TANG-86ba0094,True
,40,,SK-TANG-4ca6b732,True
,40,,SK-TANG-abc895d4,True
,40,,SK-TANG-98be5615,True
,199,,ON-TANG-b766dfb4,False
,199,,ON-TANG-dc46e16a,False
,101,,ON-TANG-58918c0f,True
,101,,ON-TANG-b5e798b0,True
,101,,ON-TANG-35f5e8f7,True
,101,,ON-TANG-38f68a84,True
,101,,ON-TANG-b4045945,True
,101,,ON-TANG-ee844e11,True
,271,,NU-TANG-f653d158,False
,271,,NU-TANG-26e400a8,False
,40,,SK-TANG-6799b801,True
,40,,SK-TANG-568e35ac,True
,40,,SK-TANG-90a244a9,True
,40,,SK-TANG-a74deeb4,True
,40,,SK-TANG-5b7b107d,True
,40,,SK-TANG-155bebe5,True
,104,,NU-TANG-d5e59cff,True
,104,,NU-TANG-9deabab0,True
,6,,NU-TANG-7f219702,True
,6,,NU-TANG-993eee72,True
,6,,NU-TANG-a69eea6f,True
,6,,NU-TANG-9778e31f,True
,6,,NU-TANG-6bee1e60,True
,6,,NU-TANG-550559ab,True
,6,,NU-TANG-9b381842,True
,6,,NU-TANG-b77cad6c,True
,272,,NU-TANG-1589d028,False
,271,,NU-TANG-b82d3e8a,False
,271,,NU-TANG-854de746,False
,271,,NU-TANG-9950ce92,False
,271,,NU-TANG-d0092ead,False
,271,,NU-TANG-d93bd290,False
,271,,NU-TANG-7276159a,False
,271,,NU-TANG-db0a543c,False
,271,,NU-TANG-389b02f3,False
,271,,NU-TANG-1102e3d2,False
,271,,NU-TANG-257d698e,False
,271,,NU-TANG-d0fac2ce,False
,271,,NU-TANG-c9d19861,False
,271,,NU-TANG-05b8b7f2,False
,271,,NU-TANG-c4d77ac4,False
,271,,NU-TANG-5fe1618e,False
,271,,NU-TANG-72332c02,False
,271,,NU-TANG-8af8dac8,False
,273,,YT-TANG-d6de615c,False
,273,,YT-TANG-114e4cf0,False
,273,,YT-TANG-1d263d9c,False
,273,,YT-TANG-bbfe6e84,False
,273,,YT-TANG-db773a26,False
,273,,YT-TANG-eb616972,False
,273,,YT-TANG-6be47ceb,False
,273,,YT-TANG-86105c07,False
,273,,YT-TANG-5fa7c4e9,False
,273,,YT-TANG-4eacfea1,False
,273,,YT-TANG-d4a81fd5,False
,273,,YT-TANG-e195b8f2,False
,273,,YT-TANG-a2e85a40,False
,59,,YT-TANG-2862e3c5,False
,59,,YT-TANG-66718dff,False
,273,,YT-TANG-49ae2ca7,False
,273,,YT-TANG-fa204668,False
,273,,YT-TANG-d6b94e8b,False
,273,,YT-TANG-9b3c885a,False
,273,,YT-TANG-87078b39,False
,273,,YT-TANG-e1a8c968,False
,273,,YT-TANG-ba668164,False
,273,,YT-TANG-e032f7c3,False
,273,,YT-TANG-d062094d,False
,59,,YT-TANG-b76d7015,False
,59,,YT-TANG-2a11472a,False
,59,,YT-TANG-44ab7717,False
,273,,YT-TANG-4ed3b24c,False
,59,,YT-TANG-9ca29250,False
,59,,YT-TANG-dfe58dea,False
,59,,YT-TANG-f70edc74,False
,59,,YT-TANG-3d55f393,False
,59,,YT-TANG-1c69fef2,False
,59,,YT-TANG-cb2d2fa3,False
,273,,YT-TANG-f84acf3e,False
,59,,YT-TANG-b41b49c3,False
,59,,YT-TANG-1becddeb,False
,273,,YT-TANG-4cbfd592,False
,59,,YT-TANG-557517d1,False
,273,,YT-TANG-f7de7c20,False
,273,,YT-TANG-3f60fa80,False
,59,,YT-TANG-a94fcaa6,False
,273,,YT-TANG-699d7d3a,False
,274,,YT-TANG-20460b3e,False
,273,,YT-TANG-7e56578f,False
,274,,YT-TANG-b8b80bca,False
,274,,YT-TANG-ee0420ec,False
,273,,YT-TANG-09427c5d,False
,59,,YT-TANG-9fd13c9a,False
,59,,YT-TANG-ed9ed09f,False
,273,,YT-TANG-0efa710b,False
,273,,YT-TANG-3ec72b52,False
,59,,YT-TANG-a25ca41d,False
,275,,YT-TANG-e4b8c381,False
,273,,YT-TANG-c0c5e6bd,False
,273,,YT-TANG-13d6587b,False
,273,,YT-TANG-e8fd62a5,False
,275,,YT-TANG-4591bb0b,False
,275,,YT-TANG-feb999a7,False
,273,,YT-TANG-ed2606e4,False
,273,,YT-TANG-c1fc1631,False
,273,,YT-TANG-5124e9fa,False
,273,,YT-TANG-49e266dc,False
,273,,YT-TANG-f68c5b9f,False
,273,,YT-TANG-23604c32,False
,275,,YT-TANG-f2cd0240,False
,273,,YT-TANG-230ff702,False
,273,,YT-TANG-61ec80ce,False
,273,,YT-TANG-91a5fde5,False
,273,,YT-TANG-3b0d6a44,False
,273,,YT-TANG-524ef8a6,False
,275,,YT-TANG-0958f116,False
,273,,YT-TANG-f1370f13,False
,273,,YT-TANG-4fbffd14,False
,275,,YT-TANG-4f626e12,False
,273,,YT-TANG-4e3e540d,False
,276,,YT-TANG-09381089,False
,276,,YT-TANG-0cb495bc,False
,276,,YT-TANG-04acde2d,False
,276,,YT-TANG-fe8ed026,False
,276,,YT-TANG-32f19871,False
,275,,YT-TANG-320bdd18,False
,102,,NT-TANG-5cca4acf,False
,277,,NT-TANG-bd847e8b,False
,79,,NT-TANG-dde4cbb9,False
,79,,NT-TANG-ddb7c372,False
,26,,NT-TANG-41d228dd,False
,26,,NT-TANG-aa7a34fd,False
,26,,NT-TANG-6a68a0d3,False
,26,,NT-TANG-628bf3b2,False
,26,,NT-TANG-30452e4c,False
,26,,NT-TANG-29f95e1c,False
,126,,NT-TANG-cf16b876,True
,126,,NT-TANG-5d6c0f98,True
,126,,NT-TANG-2d8be170,True
,126,,NT-TANG-302b3238,True
,126,,NT-TANG-abbb5a10,True
,278,,NU-TANG-71f2a55f,False
,278,,NU-TANG-d4313e1c,False
,279,,YT-TANG-903c6813,False
,279,,YT-TANG-904fd9aa,False
,280,,NU-TANG-284668c1,False
,280,,NU-TANG-95db60e4,False
,280,,NU-TANG-aa38617d,False
,280,,NU-TANG-246dd456,False
,280,,NU-TANG-9d1f8987,False
,280,,NU-TANG-3cf62c16,False
,281,,NU-TANG-daf82de0,False
