npv_id,main_id,name,latitude,longitude,biome_type,geometry
AB-MAIN-2951d12e,AB-MAIN-2951d12e,Calgary Facility,51.02419,-114.031993,Cold Evergreen Needleleaf Forest,POINT (-114.031993 51.02419)
AB-MAIN-2a44a3b1,AB-MAIN-2a44a3b1,Navajo Metals Inc.,51.001803,-114.032869,Cold Evergreen Needleleaf Forest,POINT (-114.032869 51.001803)
BC-MAIN-ee65d38c,BC-MAIN-ee65d38c,Richmond,49.201528,-123.086842,Temperate Deciduous Broadleaf Forest,POINT (-123.086842 49.201528)
BC-MAIN-1f842681,BC-MAIN-1f842681,Victoria Depot,48.43732,-123.37692,Temperate Deciduous Broadleaf Forest,POINT (-123.37692 48.43732)
QC-MAIN-81a288d0,QC-MAIN-81a288d0,Elysis,48.43214,-71.17565,Cool Mixed Forest,POINT (-71.17565 48.43214)
NL-MAIN-251d6364,NL-MAIN-251d6364,Beaver Brook,48.715909,-55.196,Cool Mixed Forest,POINT (-55.196 48.715909)
QC-MAIN-0414a373,QC-MAIN-0414a373,Lithion St-Bruno,45.533333,-73.349998,Cool Mixed Forest,POINT (-73.349998 45.533333)
ON-MAIN-575c5e66,ON-MAIN-575c5e66,Ontario Spoke,44.233334,-76.5,Cool Mixed Forest,POINT (-76.5 44.233334)
AB-MAIN-ca9625ce,AB-MAIN-ca9625ce,Fortune Minerals Refinery,53.797615,-112.513502,Cold Evergreen Needleleaf Forest,POINT (-112.513502 53.797615)
NT-MAIN-b7cdf82c,NT-MAIN-b7cdf82c,NICO,63.55,-116.74583,Cold Evergreen Needleleaf Forest,POINT (-116.74583 63.55)
ON-MAIN-6664e89b,ON-MAIN-6664e89b,Battery Materials Park,47.40635,-79.62229,Cool Mixed Forest,POINT (-79.62229 47.40635)
QC-MAIN-308f662c,QC-MAIN-308f662c,Corner Bay Complex,49.893,-74.309,Cold Evergreen Needleleaf Forest,POINT (-74.309 49.893)
NL-MAIN-bb23d8a6,NL-MAIN-bb23d8a6,Great Burnt Lake,48.3758,-56.1344,Cool Mixed Forest,POINT (-56.1344 48.3758)
BC-MAIN-f9a2f794,BC-MAIN-f9a2f794,Morrison,55.1944,-126.3158,Cold Evergreen Needleleaf Forest,POINT (-126.3158 55.1944)
BC-MAIN-6fbdcf4c,BC-MAIN-6fbdcf4c,North Island,50.67556,-127.85639,Cool Evergreen Needleleaf Forest,POINT (-127.85639 50.67556)
YT-MAIN-5e0d8b48,YT-MAIN-5e0d8b48,Casino,62.73333,-138.83333,Cold Evergreen Needleleaf Forest,POINT (-138.83333 62.73333)
BC-MAIN-a505d25d,BC-MAIN-a505d25d,Ootsa,53.63333,-127.08333,Cold Evergreen Needleleaf Forest,POINT (-127.08333 53.63333)
BC-MAIN-2ee8b101,BC-MAIN-2ee8b101,Ajax,50.63,-120.46,Cool Evergreen Needleleaf Forest,POINT (-120.46 50.63)
BC-MAIN-b4655afb,BC-MAIN-b4655afb,Galore Creek,57.13,-131.45,Low and High Shrub Tundra,POINT (-131.45 57.13)
BC-MAIN-c720b195,BC-MAIN-c720b195,GJ,57.63,-130.25,Cold Evergreen Needleleaf Forest,POINT (-130.25 57.63)
BC-MAIN-e34feb4d,BC-MAIN-e34feb4d,Kemess,57.05037,-126.77117,Cold Evergreen Needleleaf Forest,POINT (-126.77117 57.05037)
BC-MAIN-265a57f6,BC-MAIN-265a57f6,Kwanika,55.415303,-125.271268,Cold Evergreen Needleleaf Forest,POINT (-125.271268 55.415303)
NL-MAIN-c139de6d,NL-MAIN-c139de6d,Ming,49.915,-56.087,Cool Mixed Forest,POINT (-56.087 49.915)
YT-MAIN-752fbcae,YT-MAIN-752fbcae,Minto,62.618875,-137.23858,Cold Evergreen Needleleaf Forest,POINT (-137.23858 62.618875)
BC-MAIN-18bed6d7,BC-MAIN-18bed6d7,Yellowhead,51.52,-119.817,Cold Evergreen Needleleaf Forest,POINT (-119.817 51.52)
YT-MAIN-956d050a,YT-MAIN-956d050a,Carmacks,62.33,-136.7,Cold Evergreen Needleleaf Forest,POINT (-136.7 62.33)
MB-MAIN-c0684566,MB-MAIN-c0684566,Rail,54.7463,-100.5916,,POINT (-100.5916 54.7463)
BC-MAIN-f5b7a482,BC-MAIN-f5b7a482,Huckleberry,53.67972,-127.17333,Cold Evergreen Needleleaf Forest,POINT (-127.17333 53.67972)
BC-MAIN-c5d1b42d,BC-MAIN-c5d1b42d,Berg,53.802,-127.431,Cool Evergreen Needleleaf Forest,POINT (-127.431 53.802)
BC-MAIN-193ddddb,BC-MAIN-193ddddb,Schaft Creek,57.36667,-131.0,Cold Evergreen Needleleaf Forest,POINT (-131 57.36667)
ON-MAIN-37e9571e,ON-MAIN-37e9571e,Thierry,51.49667,-90.34694,Cold Evergreen Needleleaf Forest,POINT (-90.34694 51.49667)
NU-MAIN-8e62bfbc,NU-MAIN-8e62bfbc,High Lake,67.37556,-110.8436,Low and High Shrub Tundra,POINT (-110.8436 67.37556)
SK-MAIN-7a11ae49,SK-MAIN-7a11ae49,McIlvenna Bay,54.65977,-102.89498,Cold Evergreen Needleleaf Forest,POINT (-102.89498 54.65977)
BC-MAIN-12730593,BC-MAIN-12730593,Kutcho,58.20996,-128.38736,Cold Evergreen Needleleaf Forest,POINT (-128.38736 58.20996)
NL-MAIN-761755cc,NL-MAIN-761755cc,AGS Fluorspar,46.9038,-55.4003,Cool Mixed Forest,POINT (-55.4003 46.9038)
QC-MAIN-f1ff4920,QC-MAIN-f1ff4920,Akasaba West,48.04,-77.58,Cool Mixed Forest,POINT (-77.58 48.04)
BC-MAIN-eba3e309,BC-MAIN-eba3e309,Golden Crown,49.09,-118.59,Cold Evergreen Needleleaf Forest,POINT (-118.59 49.09)
BC-MAIN-4afe1a8e,BC-MAIN-4afe1a8e,New Prosperity,51.46,-123.62,Cold Evergreen Needleleaf Forest,POINT (-123.62 51.46)
ON-MAIN-74997012,ON-MAIN-74997012,Upper Beaver,48.16,-79.76,Cool Mixed Forest,POINT (-79.76 48.16)
QC-MAIN-b2148882,QC-MAIN-b2148882,Troilus,51.01,-74.46,Cold Evergreen Needleleaf Forest,POINT (-74.46 51.01)
BC-MAIN-b7591127,BC-MAIN-b7591127,Iskut,56.66667,-131.0925,Cold Evergreen Needleleaf Forest,POINT (-131.0925 56.66667)
BC-MAIN-4959ea63,BC-MAIN-4959ea63,KSM,56.46666,-130.33556,Low and High Shrub Tundra,POINT (-130.33556 56.46666)
QC-MAIN-9e2f07ca,QC-MAIN-9e2f07ca,Horne 5,48.25425,-79.00953,,POINT (-79.00953 48.25425)
BC-MAIN-116ae608,BC-MAIN-116ae608,Revel Ridge,51.287,-118.121,Cool Evergreen Needleleaf Forest,POINT (-118.121 51.287)
BC-MAIN-51068f3b,BC-MAIN-51068f3b,Kitsault Valley,55.75361,-129.57778,Low and High Shrub Tundra,POINT (-129.57778 55.75361)
BC-MAIN-b1fe389a,BC-MAIN-b1fe389a,Eskay Creek,56.653,-130.43,Low and High Shrub Tundra,POINT (-130.43 56.653)
YT-MAIN-68c87980,YT-MAIN-68c87980,Freegold Mountain,62.3,-137.2,Cold Evergreen Needleleaf Forest,POINT (-137.2 62.3)
MB-MAIN-a832fb0a,MB-MAIN-a832fb0a,East Wekusko - Snow Lake,54.78534,-99.77143,Cold Evergreen Needleleaf Forest,POINT (-99.77143 54.78534)
YT-MAIN-73ce66b5,YT-MAIN-73ce66b5,Klaza,62.14117,-137.3175,Cold Evergreen Needleleaf Forest,POINT (-137.3175 62.14117)
BC-MAIN-efff21d3,BC-MAIN-efff21d3,Deer Horn,53.3607,-127.30826,Cool Evergreen Needleleaf Forest,POINT (-127.30826 53.3607)
MB-MAIN-5d21dbd5,MB-MAIN-5d21dbd5,Monument Bay,54.446415,-92.914016,,POINT (-92.914016 54.446415)
YT-MAIN-c3105f43,YT-MAIN-c3105f43,Rackla Gold,64.19667,-134.41278,Low and High Shrub Tundra,POINT (-134.41278 64.19667)
MB-MAIN-e2e67f8f,MB-MAIN-e2e67f8f,1901,54.8557,-100.134,Cold Evergreen Needleleaf Forest,POINT (-100.134 54.8557)
MB-MAIN-14cb4097,MB-MAIN-14cb4097,Chisel North,54.8432,-100.1111,Cold Evergreen Needleleaf Forest,POINT (-100.1111 54.8432)
MB-MAIN-854abe09,MB-MAIN-854abe09,Talbot,54.1133,-99.6343,Cold Evergreen Needleleaf Forest,POINT (-99.6343 54.1133)
MB-MAIN-1a82a1b7,MB-MAIN-1a82a1b7,Tower,53.9623,-99.2284,Cold Evergreen Needleleaf Forest,POINT (-99.2284 53.9623)
MB-MAIN-b5b81ee3,MB-MAIN-b5b81ee3,Wim,55.02136,-100.05248,Cold Evergreen Needleleaf Forest,POINT (-100.05248 55.02136)
ON-MAIN-8305a644,ON-MAIN-8305a644,Albany,50.0293,-84.45181,Cool Mixed Forest,POINT (-84.45181 50.0293)
ON-MAIN-8b86d975,ON-MAIN-8b86d975,Bissett Creek,46.11814,-78.05992,Cool Mixed Forest,POINT (-78.05992 46.11814)
QC-MAIN-a2c6775d,QC-MAIN-a2c6775d,La Loutre,46.03656,-74.99714,Cool Mixed Forest,POINT (-74.99714 46.03656)
QC-MAIN-615ebdb4,QC-MAIN-615ebdb4,Lac Guéret (Uatnan),51.14,-69.1,Cold Evergreen Needleleaf Forest,POINT (-69.1 51.14)
QC-MAIN-237d67c1,QC-MAIN-237d67c1,Lac Rainy Graphite,52.60511,-67.07597,Cold Evergreen Needleleaf Forest,POINT (-67.07597 52.60511)
ON-MAIN-1f9f196a,ON-MAIN-1f9f196a,Kearney,45.72635,-79.07927,Cool Mixed Forest,POINT (-79.07927 45.72635)
QC-MAIN-d6748d40,QC-MAIN-d6748d40,Matawinie,46.61728,-73.9212,,POINT (-73.9212 46.61728)
QC-MAIN-ae473a4e,QC-MAIN-ae473a4e,Lac Knife,52.54974,-67.18179,Cold Evergreen Needleleaf Forest,POINT (-67.18179 52.54974)
QC-MAIN-2373e83a,QC-MAIN-2373e83a,Miller,45.66498,-74.60994,Cool Mixed Forest,POINT (-74.60994 45.66498)
AB-MAIN-7430be9d,AB-MAIN-7430be9d,Steveville,50.7136,-111.860024,Temperate Evergreen Needleleaf Open Woodland,POINT (-111.860024 50.7136)
AB-MAIN-4eee18d1,AB-MAIN-4eee18d1,Worsley,56.507923,-119.1341,Cold Evergreen Needleleaf Forest,POINT (-119.1341 56.507923)
QC-MAIN-0d2aad39,QC-MAIN-0d2aad39,Lac la Blache,50.058,-69.642,Cold Evergreen Needleleaf Forest,POINT (-69.642 50.058)
QC-MAIN-be473617,QC-MAIN-be473617,Mont Sorcier,49.918163,-74.127578,Cold Evergreen Needleleaf Forest,POINT (-74.127578 49.918163)
QC-MAIN-b5937543,QC-MAIN-b5937543,Blackrock,49.800453,-74.062113,Cold Evergreen Needleleaf Forest,POINT (-74.062113 49.800453)
QC-MAIN-64595b02,QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,48.399648,-70.854841,Cool Mixed Forest,POINT (-70.854841 48.399648)
QC-MAIN-860bbbfc,QC-MAIN-860bbbfc,Lac Doré Vanadium,49.84573,-73.95682,Cold Evergreen Needleleaf Forest,POINT (-73.95682 49.84573)
QC-MAIN-11c40b1f,QC-MAIN-11c40b1f,Lithium Demonstration Plant,46.043727,-73.139626,Cool Mixed Forest,POINT (-73.139626 46.043727)
AB-MAIN-7d4a0421,AB-MAIN-7d4a0421,Bashaw District,51.77696,-113.93655,Cold Evergreen Needleleaf Forest,POINT (-113.93655 51.77696)
AB-MAIN-35d0dc71,AB-MAIN-35d0dc71,Boardwalk,54.946792,-117.163427,Cold Evergreen Needleleaf Forest,POINT (-117.163427 54.946792)
SK-MAIN-fbe28fef,SK-MAIN-fbe28fef,Kindersley Lithium,51.73894139,-109.19120556,Steppe,POINT (-109.19120556 51.73894139)
SK-MAIN-de2e2f8e,SK-MAIN-de2e2f8e,Prairie Lithium,49.21363,-103.63518,Steppe,POINT (-103.63518 49.21363)
AB-MAIN-63f096a6,AB-MAIN-63f096a6,Rainbow Lake,58.50664,-119.30174,Cold Evergreen Needleleaf Forest,POINT (-119.30174 58.50664)
QC-MAIN-1186a6d0,QC-MAIN-1186a6d0,Authier,48.36207,-78.19557,Cool Mixed Forest,POINT (-78.19557 48.36207)
ON-MAIN-eda110b0,ON-MAIN-eda110b0,Georgia Lake,49.45236,-88.00298,Cool Mixed Forest,POINT (-88.00298 49.45236)
QC-MAIN-8c7063b2,QC-MAIN-8c7063b2,James Bay Lithium,52.23333,-77.06667,Cool Mixed Forest,POINT (-77.06667 52.23333)
QC-MAIN-c4fb59c2,QC-MAIN-c4fb59c2,Moblan,50.73176,-74.91215,Cold Evergreen Needleleaf Forest,POINT (-74.91215 50.73176)
ON-MAIN-46f71d5b,ON-MAIN-46f71d5b,Separation Rapids,50.266,-94.58258,Cool Mixed Forest,POINT (-94.58258 50.266)
ON-MAIN-97ee890f,ON-MAIN-97ee890f,Seymour Lake,50.40987,-88.4491,Cool Mixed Forest,POINT (-88.4491 50.40987)
QC-MAIN-9d41d417,QC-MAIN-9d41d417,Whabouchi,51.67972,-75.85333,Cool Mixed Forest,POINT (-75.85333 51.67972)
QC-MAIN-d4e2812a,QC-MAIN-d4e2812a,Rose,52.022485,-76.172,Cold Evergreen Needleleaf Forest,POINT (-76.172 52.022485)
ON-MAIN-c06904f0,ON-MAIN-c06904f0,Pakeagama,52.60026,-93.37727,Cold Evergreen Needleleaf Forest,POINT (-93.37727 52.60026)
QC-MAIN-eb73fd68,QC-MAIN-eb73fd68,Nemaska lithium conversion facility,46.333332,-72.433334,Cool Mixed Forest,POINT (-72.433334 46.333332)
ON-MAIN-6b998583,ON-MAIN-6b998583,Markham lithium reprocessing facility,43.8331,-79.3415,Cool Mixed Forest,POINT (-79.3415 43.8331)
QC-MAIN-d59f82aa,QC-MAIN-d59f82aa,Sirmac,50.62225,-75.47624,Cool Mixed Forest,POINT (-75.47624 50.62225)
QC-MAIN-d648a81a,QC-MAIN-d648a81a,Alliance Magnesium,45.760379,-72.002255,Cool Mixed Forest,POINT (-72.002255 45.760379)
BC-MAIN-c7247100,BC-MAIN-c7247100,Driftwood Creek,50.904,-116.575,Cold Evergreen Needleleaf Forest,POINT (-116.575 50.904)
BC-MAIN-feb13c30,BC-MAIN-feb13c30,Record Ridge,49.082,-117.884,Cool Evergreen Needleleaf Forest,POINT (-117.884 49.082)
NL-MAIN-18695c6d,NL-MAIN-18695c6d,Scully Mine - Manganese project,52.91806,-66.91222,Cold Evergreen Needleleaf Forest,POINT (-66.91222 52.91806)
QC-MAIN-2cf66e65,QC-MAIN-2cf66e65,Becancour Plant,46.333332,-72.433334,Cool Mixed Forest,POINT (-72.433334 46.333332)
NB-MAIN-c1e4dee0,NB-MAIN-c1e4dee0,Battery Hill,46.22531,-67.62547,Cool Mixed Forest,POINT (-67.62547 46.22531)
NB-MAIN-3e7d42ac,NB-MAIN-3e7d42ac,Woodstock,46.18,-67.64,Cool Mixed Forest,POINT (-67.64 46.18)
BC-MAIN-b9636ef1,BC-MAIN-b9636ef1,Endako,54.04417,-125.13278,Cold Evergreen Needleleaf Forest,POINT (-125.13278 54.04417)
BC-MAIN-ff8c8ef7,BC-MAIN-ff8c8ef7,Lone Pine,54.516548,-126.73296,Cold Evergreen Needleleaf Forest,POINT (-126.73296 54.516548)
BC-MAIN-3ef4f421,BC-MAIN-3ef4f421,Avanti Kitsault,55.422,-129.419,Cool Evergreen Needleleaf Forest,POINT (-129.419 55.422)
BC-MAIN-5ef2b8a6,BC-MAIN-5ef2b8a6,Davidson,54.82,-127.29861,Cool Evergreen Needleleaf Forest,POINT (-127.29861 54.82)
MB-MAIN-f7fde5b4,MB-MAIN-f7fde5b4,Minago,54.1092,-99.21912,Cold Evergreen Needleleaf Forest,POINT (-99.21912 54.1092)
BC-MAIN-e1641dfb,BC-MAIN-e1641dfb,Decar,54.894513,-125.359691,Cold Evergreen Needleleaf Forest,POINT (-125.359691 54.894513)
BC-MAIN-b031959a,BC-MAIN-b031959a,Turnagain,58.47856,-128.86282,Cold Evergreen Needleleaf Forest,POINT (-128.86282 58.47856)
QC-MAIN-aa793d35,QC-MAIN-aa793d35,Dumont Nickel,48.64667,-78.4425,Cool Mixed Forest,POINT (-78.4425 48.64667)
MB-MAIN-17ea6577,MB-MAIN-17ea6577,Bucko Lake,54.8797,-98.6558,,POINT (-98.6558 54.8797)
QC-MAIN-15c9743f,QC-MAIN-15c9743f,Lac Rocher,50.58331,-76.34166,Cool Mixed Forest,POINT (-76.34166 50.58331)
ON-MAIN-69f03a02,ON-MAIN-69f03a02,Redstone,48.31667,-81.16472,Cool Mixed Forest,POINT (-81.16472 48.31667)
ON-MAIN-1aa10efa,ON-MAIN-1aa10efa,Kenbridge,49.48357,-93.6347,Cool Mixed Forest,POINT (-93.6347 49.48357)
MB-MAIN-6fca9d6d,MB-MAIN-6fca9d6d,Lynn Lake,56.85217,-101.03486,Cold Evergreen Needleleaf Forest,POINT (-101.03486 56.85217)
ON-MAIN-b1d981ca,ON-MAIN-b1d981ca,Crean Hill,46.42472,-81.36167,Cool Mixed Forest,POINT (-81.36167 46.42472)
ON-MAIN-319e04a8,ON-MAIN-319e04a8,Onaping Depth,46.632019,-81.383878,Cool Mixed Forest,POINT (-81.383878 46.632019)
ON-MAIN-9a34108c,ON-MAIN-9a34108c,Victoria,46.41667,-81.38333,Cool Mixed Forest,POINT (-81.38333 46.41667)
ON-MAIN-12c68d49,ON-MAIN-12c68d49,Eagle's Nest,52.74202,-86.3038,Cool Mixed Forest,POINT (-86.3038 52.74202)
MB-MAIN-27a90834,MB-MAIN-27a90834,Makwa Mayville,50.6298,-95.60953,Cool Mixed Forest,POINT (-95.60953 50.6298)
NU-MAIN-eae1621e,NU-MAIN-eae1621e,Ferguson Lake,62.87306,-96.83306,Cold Evergreen Needleleaf Forest,POINT (-96.83306 62.87306)
ON-MAIN-54b7e152,ON-MAIN-54b7e152,Shakespeare,46.33417,-81.85944,Cool Mixed Forest,POINT (-81.85944 46.33417)
YT-MAIN-1910d1c3,YT-MAIN-1910d1c3,Nickel Shaw,61.46667,-139.53333,Cold Evergreen Needleleaf Forest,POINT (-139.53333 61.46667)
ON-MAIN-4c5c1179,ON-MAIN-4c5c1179,Crawford,48.83972,-81.37309,Cool Mixed Forest,POINT (-81.37309 48.83972)
BC-MAIN-23f67ea8,BC-MAIN-23f67ea8,Aley,56.4471,-123.77829,Cold Evergreen Needleleaf Forest,POINT (-123.77829 56.4471)
ON-MAIN-284eafd8,ON-MAIN-284eafd8,James Bay (Argor),50.83912,-80.63075,Cool Mixed Forest,POINT (-80.63075 50.83912)
QC-MAIN-288718a6,QC-MAIN-288718a6,Crevier,49.46003,-72.7644,Cool Mixed Forest,POINT (-72.7644 49.46003)
ON-MAIN-64bbe7e6,ON-MAIN-64bbe7e6,Marathon,48.78758,-86.3263,Cool Mixed Forest,POINT (-86.3263 48.78758)
ON-MAIN-2bb07cd3,ON-MAIN-2bb07cd3,River Valley,46.70591,-80.27606,Cool Mixed Forest,POINT (-80.27606 46.70591)
ON-MAIN-d47616e5,ON-MAIN-d47616e5,Martison,50.314444,-83.414444,Cool Mixed Forest,POINT (-83.414444 50.314444)
ON-MAIN-be399420,ON-MAIN-be399420,Thunder Bay North,48.79,-88.931,Cool Mixed Forest,POINT (-88.931 48.79)
SK-MAIN-f79436ec,SK-MAIN-f79436ec,Jansen,51.8991,-104.71415,Cold Evergreen Needleleaf Forest,POINT (-104.71415 51.8991)
SK-MAIN-71ad0a66,SK-MAIN-71ad0a66,Milestone,50.236669,-104.239825,Steppe,POINT (-104.239825 50.236669)
NB-MAIN-e55cb3d1,NB-MAIN-e55cb3d1,Millstream,45.705,-65.63,Cool Mixed Forest,POINT (-65.63 45.705)
SK-MAIN-8daee686,SK-MAIN-8daee686,Muskowekwan,51.33382,-104.01827,Cold Evergreen Needleleaf Forest,POINT (-104.01827 51.33382)
MB-MAIN-3ab82795,MB-MAIN-3ab82795,PADCOM Potash Mine,50.735345,-101.483097,Steppe,POINT (-101.483097 50.735345)
SK-MAIN-bae48393,SK-MAIN-bae48393,Southey,51.11466,-104.65979,Steppe,POINT (-104.65979 51.11466)
SK-MAIN-f2a5edd8,SK-MAIN-f2a5edd8,Vanguard,50.84335,-106.21347,Steppe,POINT (-106.21347 50.84335)
SK-MAIN-017a6137,SK-MAIN-017a6137,Wynyard,51.69246,-103.931327,Cold Evergreen Needleleaf Forest,POINT (-103.931327 51.69246)
QC-MAIN-71fdfc8a,QC-MAIN-71fdfc8a,Kipawa (Zeus),46.81747,-78.4745,Cool Mixed Forest,POINT (-78.4745 46.81747)
QC-MAIN-3330383b,QC-MAIN-3330383b,Eldor (Ashram),56.94583,-68.40417,Cold Evergreen Needleleaf Forest,POINT (-68.40417 56.94583)
NT-MAIN-b1b28b01,NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,62.11806,-112.59972,Cold Evergreen Needleleaf Forest,POINT (-112.59972 62.11806)
NL-MAIN-6132ffae,NL-MAIN-6132ffae,Port Hope Simpson (Foxtrot),52.39833,-55.82417,Cold Evergreen Needleleaf Forest,POINT (-55.82417 52.39833)
SK-MAIN-d5c9124e,SK-MAIN-d5c9124e,Rare Earth Processing Facility,52.1400327,-106.62737,Steppe,POINT (-106.62737 52.1400327)
ON-MAIN-4a6187a4,ON-MAIN-4a6187a4,RapidSX Demonstration Plant,44.233334,-76.5,Cool Mixed Forest,POINT (-76.5 44.233334)
QC-MAIN-22426144,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),45.525976,-73.340812,Cool Mixed Forest,POINT (-73.340812 45.525976)
SK-MAIN-a8525ef7,SK-MAIN-a8525ef7,Rare Earth Processing Facility,52.176809,-106.656706,Steppe,POINT (-106.656706 52.176809)
QC-MAIN-64ae8000,QC-MAIN-64ae8000,Saint-Honoré,48.54277,-71.15445,Cool Mixed Forest,POINT (-71.15445 48.54277)
BC-MAIN-382acb18,BC-MAIN-382acb18,Wicheeda,54.53141,-122.09912,Cold Evergreen Needleleaf Forest,POINT (-122.09912 54.53141)
QC-MAIN-2587e541,QC-MAIN-2587e541,Strange Lake,56.35,-64.2,Cold Evergreen Needleleaf Forest,POINT (-64.2 56.35)
NT-MAIN-4f11f183,NT-MAIN-4f11f183,Nechalacho - Basal Zone,62.11806,-112.59972,Cold Evergreen Needleleaf Forest,POINT (-112.59972 62.11806)
QC-MAIN-1d2f31f9,QC-MAIN-1d2f31f9,Kwyjibo,51.04975,-65.26564,Cold Evergreen Needleleaf Forest,POINT (-65.26564 51.04975)
QC-MAIN-7b3b4c8b,QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,46.043727,-73.139626,Cool Mixed Forest,POINT (-73.139626 46.043727)
QC-MAIN-586679b9,QC-MAIN-586679b9,Crater Lake,55.35025,-63.8991,Cold Evergreen Needleleaf Forest,POINT (-63.8991 55.35025)
BC-MAIN-89d98fb5,BC-MAIN-89d98fb5,Blue River,52.30233,-119.15624,Cold Evergreen Needleleaf Forest,POINT (-119.15624 52.30233)
NS-MAIN-3d4837dd,NS-MAIN-3d4837dd,East Kemptville,44.10091,-65.68645,Cool Mixed Forest,POINT (-65.68645 44.10091)
NB-MAIN-b568313c,NB-MAIN-b568313c,Mount Pleasant,45.44167,-66.82,Cool Mixed Forest,POINT (-66.82 45.44167)
NT-MAIN-2336f39f,NT-MAIN-2336f39f,Cantung,61.96728,-128.22812,Low and High Shrub Tundra,POINT (-128.22812 61.96728)
YT-MAIN-70d629b4,YT-MAIN-70d629b4,Mactung,63.2822222222,-130.1525,Low and High Shrub Tundra,POINT (-130.1525 63.2822222222)
YT-MAIN-bf3d71a3,YT-MAIN-bf3d71a3,Northern Dancer,60.0052777778,-131.597777778,Cold Evergreen Needleleaf Forest,POINT (-131.597777778 60.0052777778)
NB-MAIN-f58cc895,NB-MAIN-f58cc895,Sisson,46.365,-67.045,Cool Mixed Forest,POINT (-67.045 46.365)
SK-MAIN-7a8f78f5,SK-MAIN-7a8f78f5,Eagle Point,58.28918,-103.60839,,POINT (-103.60839 58.28918)
SK-MAIN-9dd2b7f8,SK-MAIN-9dd2b7f8,Horseshoe-Raven,58.15333,-103.73639,Cold Evergreen Needleleaf Forest,POINT (-103.73639 58.15333)
NU-MAIN-fefca98a,NU-MAIN-fefca98a,Kiggavik-Sissons,64.385,-97.725,Low and High Shrub Tundra,POINT (-97.725 64.385)
NL-MAIN-a498ddc6,NL-MAIN-a498ddc6,Michelin,54.584,-59.984,Cold Evergreen Needleleaf Forest,POINT (-59.984 54.584)
SK-MAIN-d05d73fc,SK-MAIN-d05d73fc,Midwest,58.30535,-104.08859,Cold Evergreen Needleleaf Forest,POINT (-104.08859 58.30535)
SK-MAIN-08e50fe2,SK-MAIN-08e50fe2,Millennium,57.52045,-105.63442,Cold Evergreen Needleleaf Forest,POINT (-105.63442 57.52045)
SK-MAIN-226bfea9,SK-MAIN-226bfea9,Rabbit Lake,58.19892,-103.71697,Cold Evergreen Needleleaf Forest,POINT (-103.71697 58.19892)
SK-MAIN-0684a5d8,SK-MAIN-0684a5d8,Patterson Lake South,57.639,-109.364,Cold Evergreen Needleleaf Forest,POINT (-109.364 57.639)
SK-MAIN-3012889c,SK-MAIN-3012889c,Rook I,57.59144,-108.9925,Cold Evergreen Needleleaf Forest,POINT (-108.9925 57.59144)
SK-MAIN-4aef3cb2,SK-MAIN-4aef3cb2,Waterbury,58.3478,-104.03032,Cold Evergreen Needleleaf Forest,POINT (-104.03032 58.3478)
SK-MAIN-95ec2625,SK-MAIN-95ec2625,Wheeler River,57.50888,-105.38137,Cold Evergreen Needleleaf Forest,POINT (-105.38137 57.50888)
AB-MAIN-9a0307f6,AB-MAIN-9a0307f6,SBH Black Shale,57.68711,-111.90375,Cold Evergreen Needleleaf Forest,POINT (-111.90375 57.68711)
QC-MAIN-abe98331,QC-MAIN-abe98331,Scott Lake,49.86103,-74.67023,Cool Evergreen Needleleaf Forest,POINT (-74.67023 49.86103)
ON-MAIN-3c468faa,ON-MAIN-3c468faa,Superior Lake,48.9775,-87.38361,Cool Mixed Forest,POINT (-87.38361 48.9775)
YT-MAIN-97902468,YT-MAIN-97902468,Marg,64.01187,-134.43958,Low and High Shrub Tundra,POINT (-134.43958 64.01187)
QC-MAIN-69bb36c1,QC-MAIN-69bb36c1,Caber Complex,49.773163,-77.936644,Cool Evergreen Needleleaf Forest,POINT (-77.936644 49.773163)
BC-MAIN-23155c25,BC-MAIN-23155c25,Myra Falls,49.57,-125.59,Cool Evergreen Needleleaf Forest,POINT (-125.59 49.57)
NU-MAIN-1ef8af2c,NU-MAIN-1ef8af2c,Izok Lake,65.63056,-112.79889,Low and High Shrub Tundra,POINT (-112.79889 65.63056)
NT-MAIN-b99d4cb2,NT-MAIN-b99d4cb2,Pine Point,60.87216,-114.38652,Cold Evergreen Needleleaf Forest,POINT (-114.38652 60.87216)
YT-MAIN-03a159d7,YT-MAIN-03a159d7,Selwyn,62.45542,-129.20011,Low and High Shrub Tundra,POINT (-129.20011 62.45542)
YT-MAIN-a70ed33c,YT-MAIN-a70ed33c,Yukon Base Metal,62.902,-132.198,Cold Evergreen Needleleaf Forest,POINT (-132.198 62.902)
NL-MAIN-895cb178,NL-MAIN-895cb178,Buchans River,48.829018,-56.855965,Cool Mixed Forest,POINT (-56.855965 48.829018)
NU-MAIN-90d05e30,NU-MAIN-90d05e30,Hackett River,65.91667,-108.36306,Low and High Shrub Tundra,POINT (-108.36306 65.91667)
YT-MAIN-2cc9bb06,YT-MAIN-2cc9bb06,Kudz Ze Kayah,61.47108,-130.59894,Cold Evergreen Needleleaf Forest,POINT (-130.59894 61.47108)
