row_id,main_id,name,year,buffer_size,total_population,source_id,geometry
population-9fed34a8-2030-2,AB-MAIN-9fed34a8,AltaSteel,2030,50km,1670741.4547198024,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-113.387962 53.492783)
population-33c09b8b-2025-1,QC-MAIN-33c09b8b,Fire Lake,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.363935 52.352998)
population-33c09b8b-2025-2,QC-MAIN-33c09b8b,Fire Lake,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.363935 52.352998)
population-33c09b8b-2030-1,QC-MAIN-33c09b8b,Fire Lake,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.363935 52.352998)
population-33c09b8b-2030-2,QC-MAIN-33c09b8b,Fire Lake,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.363935 52.352998)
population-084bd95c-2025-1,QC-MAIN-084bd95c,Mont-Wright,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.330058 52.757053)
population-084bd95c-2025-2,QC-MAIN-084bd95c,Mont-Wright,2025,50km,13076.8423898773,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.330058 52.757053)
population-084bd95c-2030-1,QC-MAIN-084bd95c,Mont-Wright,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.330058 52.757053)
population-084bd95c-2030-2,QC-MAIN-084bd95c,Mont-Wright,2030,50km,13136.202551873721,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.330058 52.757053)
population-1eee4ace-2025-1,QC-MAIN-1eee4ace,Contrecœur East,2025,10km,20686.72554130921,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.249081 45.837723)
population-1eee4ace-2025-2,QC-MAIN-1eee4ace,Contrecœur East,2025,50km,2418287.322966183,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.249081 45.837723)
population-1eee4ace-2030-1,QC-MAIN-1eee4ace,Contrecœur East,2030,10km,21815.713711209766,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.249081 45.837723)
population-1eee4ace-2030-2,QC-MAIN-1eee4ace,Contrecœur East,2030,50km,2542139.8695108118,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.249081 45.837723)
population-844dcc47-2025-1,QC-MAIN-844dcc47,Contrecœur West,2025,10km,23152.453500922304,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.263268 45.819938)
population-844dcc47-2025-2,QC-MAIN-844dcc47,Contrecœur West,2025,50km,2993006.280913758,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.263268 45.819938)
population-844dcc47-2030-1,QC-MAIN-844dcc47,Contrecœur West,2030,10km,24439.726735101067,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.263268 45.819938)
population-844dcc47-2030-2,QC-MAIN-844dcc47,Contrecœur West,2030,50km,3128592.425654672,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.263268 45.819938)
population-e25eed27-2025-1,QC-MAIN-e25eed27,Port-Cartier,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-66.797531 50.03213)
population-e25eed27-2025-2,QC-MAIN-e25eed27,Port-Cartier,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-66.797531 50.03213)
population-e25eed27-2030-1,QC-MAIN-e25eed27,Port-Cartier,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-66.797531 50.03213)
population-e25eed27-2030-2,QC-MAIN-e25eed27,Port-Cartier,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-66.797531 50.03213)
population-4c35e094-2025-1,ON-MAIN-4c35e094,ArcelorMittal Dofasco,2025,10km,471518.39073666965,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-79.805204 43.269132)
population-4c35e094-2025-2,ON-MAIN-4c35e094,ArcelorMittal Dofasco,2025,50km,3273365.6764622647,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-79.805204 43.269132)
population-4c35e094-2030-1,ON-MAIN-4c35e094,ArcelorMittal Dofasco,2030,10km,495178.16851214564,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-79.805204 43.269132)
population-4c35e094-2030-2,ON-MAIN-4c35e094,ArcelorMittal Dofasco,2030,50km,3407282.5536139016,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-79.805204 43.269132)
population-8825d90d-2025-1,ON-MAIN-8825d90d,Magino,2025,10km,715.6691753230131,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-84.45744 48.28869)
population-8825d90d-2025-2,ON-MAIN-8825d90d,Magino,2025,50km,4180.876533809898,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-84.45744 48.28869)
population-8825d90d-2030-1,ON-MAIN-8825d90d,Magino,2030,10km,737.3165913625273,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-84.45744 48.28869)
population-8825d90d-2030-2,ON-MAIN-8825d90d,Magino,2030,50km,4312.1328117983485,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-84.45744 48.28869)
population-de2e2f8e-2025-1,SK-MAIN-de2e2f8e,Prairie Lithium,2025,10km,84.36194985185284,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-103.63518 49.21363)
population-de2e2f8e-2025-2,SK-MAIN-de2e2f8e,Prairie Lithium,2025,50km,20623.369847423593,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-103.63518 49.21363)
population-de2e2f8e-2030-1,SK-MAIN-de2e2f8e,Prairie Lithium,2030,10km,87.66979236749467,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-103.63518 49.21363)
population-de2e2f8e-2030-2,SK-MAIN-de2e2f8e,Prairie Lithium,2030,50km,21390.224881750903,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-103.63518 49.21363)
