wpda_id,NAME,DESIG,OWN_TYPE,MANG_AUTH,STATUS_YR,longitude,latitude
AB-WPDA-7617a1f2,Wood Buffalo National Park Of Canada,National Park,State,Parks Canada Agency,1922,-112.7739753877914,59.18565193182697
NT-WPDA-f99b62d0,Wood Buffalo National Park Of Canada,National Park,State,Parks Canada Agency,1922,-114.17839635609829,60.2926703422413
YT-WPDA-75b555cc,Kluane National Park Reserve Of Canada,National Park,State,Parks Canada Agency,1972,-138.4846473333333,60.441679332333386
NU-WPDA-c31a7f0a,Auyuittuq National Park Of Canada,National Park,State,Parks Canada Agency,1972,-65.33848332799803,67.52772803777528
NU-WPDA-b6c6ec6a,Auyuittuq National Park Of Canada,National Park,State,Parks Canada Agency,1972,-66.22778601171294,67.29607277393032
AB-WPDA-9d3969e1,Jasper National Park Of Canada,National Park,State,Parks Canada Agency,1907,-118.5752811973333,53.046379198666706
AB-WPDA-ee684caa,Banff National Park Of Canada,National Park,State,Parks Canada Agency,1885,-115.93937149633328,51.36292491533339
NT-WPDA-4be08064,Nahanni National Park Reserve Of Canada,National Park,State,Parks Canada Agency,2012,-125.47888446978948,61.61809544419517
SK-WPDA-c5b888d0,Prince Albert National Park Of Canada,National Park,State,Parks Canada Agency,1927,-106.2455173037021,53.865373418217985
MB-WPDA-f6fe57a8,Riding Mountain National Park Of Canada,National Park,State,Parks Canada Agency,1929,-100.16771850950425,50.84631695158711
NL-WPDA-21840fea,Gros Morne National Park Of Canada,National Park,State,Parks Canada Agency,1973,-57.55736361323515,49.65831652131904
ON-WPDA-907f8fea,Pukaskwa National Park Of Canada,National Park,State,Parks Canada Agency,1971,-85.89986403973074,48.316452251862295
BC-WPDA-dc217738,Kootenay National Park Of Canada,National Park,State,Parks Canada Agency,1920,-115.90324371066662,50.769776525666735
BC-WPDA-fa5750bc,Glacier National Park Of Canada,National Park,State,Parks Canada Agency,1886,-117.38626343999996,51.16681896733337
BC-WPDA-7de44bb1,Yoho National Park Of Canada,National Park,State,Parks Canada Agency,1886,-116.50929127433331,51.28175292400005
NS-WPDA-b4d8aeda,Cape Breton Highlands National Park Of Canada,National Park,State,Parks Canada Agency,1936,-60.628395763943296,46.68686770414162
AB-WPDA-b7ba1af0,Waterton Lakes National Park Of Canada,National Park,State,Parks Canada Agency,1895,-113.79164939399998,49.02313056633339
ZZ-WPDA-9f798261,Terra Nova Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Atlantic Region",1967,-53.949485846421666,48.57909164289774
ZZ-WPDA-219bd5ce,Pacific Rim National Park Reserve Of Canada,National Park,State,Parks Canada Agency,1970,-125.22707286573129,48.82909096582676
BC-WPDA-870174c0,Pacific Rim National Park Reserve Of Canada,National Park,State,Parks Canada Agency,1970,-125.03708904527227,48.77709028783671
NS-WPDA-240a9c7f,Kejimkujik National Park And National Historic Site Of Canada,National Park,State,Parks Canada Agency,1988,-64.82673047099996,43.85233970900005
NS-WPDA-8754aac2,Kejimkujik National Park And National Historic Site Of Canada,National Park,State,Parks Canada Agency,1988,-64.82038382366663,43.86862153900007
NS-WPDA-b1edd18e,Kejimkujik National Park And National Historic Site Of Canada,National Park,State,Parks Canada Agency,1967,-65.35662566699996,44.35111666600005
BC-WPDA-9c91079d,Mount Revelstoke National Park Of Canada,National Park,State,Parks Canada Agency,1914,-118.10310684199999,51.069042640666744
NB-WPDA-34cc284b,Kouchibouguac National Park Of Canada,National Park,State,Parks Canada Agency,1969,-64.95908233773874,46.83588078317892
ZZ-WPDA-62ac5ce3,Kouchibouguac National Park Of Canada,National Park,State,Parks Canada Agency,1969,-64.89621111226577,46.789452392890595
NB-WPDA-0a9d5377,Fundy National Park Of Canada,National Park,State,Parks Canada Agency,1948,-65.07209133199997,45.58655966566671
AB-WPDA-484e0f63,Elk Island National Park Of Canada,National Park,State,Parks Canada Agency,1913,-112.83259895467843,53.6184661600738
ZZ-WPDA-af29c3f4,Prince Edward Island National Park Of Canada,National Park,State,Parks Canada Agency,1937,-63.17162316864339,46.46234611126893
ON-WPDA-8f0f8949,Point Pelee National Park Of Canada,National Park,State,Parks Canada Agency,1918,-82.52231301681994,41.9534557496441
ON-WPDA-ce899f9e,Thousand Islands National Park Of Canada,National Park,State,Parks Canada Agency,1904,-75.95890303905726,44.414339343284304
AB-WPDA-627a4ac8,Ghost River Wilderness Area,Wilderness Area,State,"Lands Operations Division, Alberta Forestry and Parks",1967,-115.4428160443333,51.384918261333404
AB-WPDA-e2db5ef2,Dinosaur Provincial Park,World Heritage Site (natural or mixed),Not Reported,Not Reported,1979,-111.42425047614569,50.758878478403936
NT-WPDA-680d6540,Nahanni National Park,World Heritage Site (natural or mixed),Not Reported,Not Reported,1978,-125.45748903533328,61.470195721333376
BC-WPDA-391fcdba,Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek,World Heritage Site (natural or mixed),Not Reported,Not Reported,1979,-138.6924152064971,59.89236180392928
AB-WPDA-0a9dbacb,Waterton Lakes National Park,UNESCO-MAB Biosphere Reserve,Not Reported,Not Reported,1979,-113.80953666666665,49.072723333333386
ZZ-WPDA-431477aa,Cape St. Mary's Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-54.17926647685495,46.812063731230296
ZZ-WPDA-28466ef3,Cape St. Mary's Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-54.15306189066662,46.81886287200005
NL-WPDA-309348fd,Barachois Pond Provincial Park,Provincial Park,State,"Government of Newfoundland and Labrador, Department of Tourism, Culture, Arts and Recreation, Parks Division",1961,-58.27127412066661,48.473699112333385
NL-WPDA-64c9e2c2,Chance Cove Provincial Park,Provincial Park,State,"Government of Newfoundland and Labrador, Department of Tourism, Culture, Arts and Recreation, Parks Division",1976,-53.01568858133329,46.76592754400006
NL-WPDA-17846b66,Butter Pot Provincial Park,Provincial Park,State,"Government of Newfoundland and Labrador, Department of Tourism, Culture, Arts and Recreation, Parks Division",1958,-53.05922759414696,47.38457397869929
NL-WPDA-fe3cb958,Sir Richard Squires Memorial Provincial Park,Provincial Park,State,"Government of Newfoundland and Labrador, Department of Tourism, Culture, Arts and Recreation, Parks Division",1954,-57.211033074999946,49.35051844200005
NL-WPDA-ebc68d71,La Manche Provincial Park,Provincial Park,State,"Government of Newfoundland and Labrador, Department of Tourism, Culture, Arts and Recreation, Parks Division",1975,-52.875564397709724,47.1752428179949
QC-WPDA-02ef3986,Tantaré Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1978,-71.53768823199995,47.06136697466671
ON-WPDA-98e8d66f,Polar Bear Provincial Park,Provincial Park,State,Ontario Parks,1970,-83.84301793333331,55.02340653200004
ON-WPDA-19b5360c,Rondeau Provincial Park (Natural Environment Class),Provincial Park,State,Ontario Parks,1894,-81.86093569999997,42.28885323233338
ON-WPDA-f1334635,Lake Superior Provincial Park (Natural Environment Class),Provincial Park,State,Ontario Parks,1944,-84.73368269891367,47.600651252178594
MB-WPDA-ea1a90eb,Whiteshell Provincial Park,Provincial Park,State,Manitoba Environment and Climate Change,1997,-95.58636405310274,50.13562092846708
MB-WPDA-6e127c63,Whiteshell Provincial Park,Provincial Park,State,Manitoba Environment and Climate Change,1997,-95.43079471456483,50.12974724569123
MB-WPDA-88715316,Grass River Provincial Park,Provincial Park,State,Manitoba Environment and Climate Change,1997,-101.10583865599995,54.65537037800004
MB-WPDA-97b2572d,Duck Mountain Provincial Park,Provincial Park,State,Manitoba Environment and Climate Change,1997,-101.08402031235373,51.689881107752335
SK-WPDA-b4323d94,Duck Mountain Provincial Park,Natural Environment Park,State,"Government of Saskatchewan, Ministry of Tourism, Parks, Culture and Sport",1931,-101.63518445625516,51.67209172208423
MB-WPDA-fef83f72,Hecla/Grindstone Provincial Park,Provincial Park,State,Manitoba Environment and Climate Change,1997,-96.6909761805596,51.19009217203374
MB-WPDA-ca2c191b,Hecla/Grindstone Provincial Park,Provincial Park,State,Manitoba Environment and Climate Change,1997,-96.36481809499996,51.25411818366672
MB-WPDA-759d6c84,Clearwater Lake Provincial Park,Provincial Park,State,Manitoba Environment and Climate Change,1997,-101.2392254842957,54.05585864642313
AB-WPDA-b3fb6040,Cypress Hills Provincial Park,Provincial Park,State,"Parks Division, Alberta Forestry and Parks",1951,-110.15901166410032,49.62889155553503
BC-WPDA-1f349f95,SPATSIZI PLATEAU WILDERNESS PARK,A - Park,State,Government of British Columbia,1975,-128.4461810609472,57.502497947704846
BC-WPDA-70856d11,WELLS GRAY PARK,A - Park,State,Government of British Columbia,1939,-120.12706711252676,52.26786850561419
BC-WPDA-212ed0eb,ATLIN/A TEIX'GI AAN TLEIN PARK,A - Park,State,Government of British Columbia,1973,-133.8845958783746,59.26420930889539
BC-WPDA-c0af7f52,GARIBALDI PARK,A - Park,State,Government of British Columbia,1920,-122.92420860233327,49.98008232733338
BC-WPDA-4122bb50,KWADACHA WILDERNESS PARK,A - Park,State,Government of British Columbia,1973,-125.08436920399997,57.838069471666714
BC-WPDA-71a80768,MOUNT EDZIZA PARK,A - Park,State,Government of British Columbia,1972,-130.73231672166662,57.67916699900006
BC-WPDA-c34348ba,TATLATUI PARK,A - Park,State,Government of British Columbia,1973,-127.20606033899999,57.00365971600004
BC-WPDA-e573de62,NAIKOON PARK,A - Park,State,Government of British Columbia,1973,-131.8059980499016,53.93157587017312
BC-WPDA-b36f52d4,NAIKOON PARK,A - Park,State,Government of British Columbia,1973,-131.90665019131256,53.86803342276208
BC-WPDA-2b8d7146,CATHEDRAL PARK,A - Park,State,Government of British Columbia,1968,-120.14128922117706,49.071640558175304
BC-WPDA-eaa99331,CAPE SCOTT PARK,A - Park,State,Government of British Columbia,1973,-128.14460912824953,50.77783211620303
BC-WPDA-6df74899,CAPE SCOTT PARK,A - Park,State,Government of British Columbia,1973,-128.36978228536424,50.735430380552835
BC-WPDA-595d94ba,TSUTSWECW PARK,A - Park,State,Government of British Columbia,1989,-119.63104239192076,50.9202918627571
BC-WPDA-ee590f60,MACMILLAN PARK,A - Park,State,Government of British Columbia,1947,-124.67062277139684,49.27874339412914
BC-WPDA-1b94e997,MITLENATCH ISLAND NATURE PARK,A - Park,State,Government of British Columbia,1961,-125.0040024784937,49.950336699521515
BC-WPDA-c4f7a538,MITLENATCH ISLAND NATURE PARK,A - Park,State,Government of British Columbia,1961,-125.00223566349742,49.950114591649516
AB-WPDA-a2e4a68a,Dinosaur Provincial Park,Provincial Park,State,"Parks Division, Alberta Forestry and Parks",1955,-111.47216031913864,50.75297714438465
AB-WPDA-0a1d2a1d,Siffleur Wilderness Area,Wilderness Area,State,"Lands Operations Division, Alberta Forestry and Parks",1965,-116.47985540999997,51.888414072666706
AB-WPDA-58d3aa28,White Goat Wilderness Area,Wilderness Area,State,"Lands Operations Division, Alberta Forestry and Parks",1965,-116.77360300633327,52.203707362666705
QC-WPDA-6e841192,Rivière du Moulin White-Tailed Deer Yard,Habitat faunique : Aire de confinement du cerf de Virginie,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction de la conservation des habitats",1993,-67.15991238912017,48.07264867706878
ZZ-WPDA-c41ec90b,Micocoulier Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1981,-74.17235957921015,45.279365008611585
BC-WPDA-51e00075,MOUNT MAXWELL PARK,A - Park,State,Government of British Columbia,1938,-123.50963383060397,48.805397302556386
BC-WPDA-743a5da7,MOUNT ASSINIBOINE PARK,A - Park,State,Government of British Columbia,1922,-115.69724136799996,50.90490249166673
BC-WPDA-417071dc,HAMBER PARK,A - Park,State,Government of British Columbia,1941,-117.78271412899996,52.35308925766672
AB-WPDA-a74fc70e,Wood Buffalo National Park,World Heritage Site (natural or mixed),Not Reported,Not Reported,1983,-112.81682802566664,59.11286998800006
ON-WPDA-e363bb29,Bruce Peninsula National Park Of Canada,National Park,State,Parks Canada Agency,1987,-81.45189980122606,45.17779789603239
BC-WPDA-43554b1a,MONTAGUE HARBOUR MARINE PARK,A - Park,State,Government of British Columbia,1959,-123.40527875405512,48.897944926891135
BC-WPDA-9317401e,MONTAGUE HARBOUR MARINE PARK,A - Park,State,Government of British Columbia,1959,-123.40564613477014,48.90096975034356
ZZ-WPDA-cc717039,PRINCESS LOUISA MARINE PARK,A - Park,State,Government of British Columbia,1965,-123.77385811533328,50.20317805933339
BC-WPDA-e2266fc7,PRINCESS LOUISA MARINE PARK,A - Park,State,Government of British Columbia,1965,-123.78416166909096,50.20077285502165
ZZ-WPDA-4e4c0b1b,PLUMPER COVE MARINE PARK,A - Park,State,Government of British Columbia,1960,-123.47506996999996,49.402744521333396
BC-WPDA-30203d5e,PLUMPER COVE MARINE PARK,A - Park,State,Government of British Columbia,1960,-123.46341028866664,49.40426902000005
BC-WPDA-f21bf6ea,GIBSON MARINE PARK,A - Park,State,Government of British Columbia,1967,-126.07719113433332,49.265304466333376
BC-WPDA-7dd50fd5,COPELAND ISLANDS MARINE PARK,A - Park,State,Government of British Columbia,1971,-124.81124073377431,50.0073123019395
BC-WPDA-330140e1,COPELAND ISLANDS MARINE PARK,A - Park,State,Government of British Columbia,1971,-124.813942878728,50.00949043183811
ZZ-WPDA-66e12a38,PIRATES COVE MARINE PARK,A - Park,State,Government of British Columbia,1968,-123.72944345191034,49.097191402161314
BC-WPDA-ad37e90b,PIRATES COVE MARINE PARK,A - Park,State,Government of British Columbia,1968,-123.72496590256979,49.09462405021574
ZZ-WPDA-73b4fdbf,SMUGGLER COVE MARINE PARK,A - Park,State,Government of British Columbia,1971,-123.96415068688553,49.51471978446029
BC-WPDA-cf333662,SMUGGLER COVE MARINE PARK,A - Park,State,Government of British Columbia,1971,-123.95995093307678,49.510454392262524
BC-WPDA-103c9df6,REBECCA SPIT MARINE PARK,A - Park,State,Government of British Columbia,1959,-125.18677336766663,50.09985489000005
ZZ-WPDA-61099ca7,REBECCA SPIT MARINE PARK,A - Park,State,Government of British Columbia,1959,-125.18816262633331,50.09966529000004
BC-WPDA-537538ce,SAYSUTSHUN (NEWCASTLE ISLAND MARINE) PARK,A - Park,State,Government of British Columbia,1961,-123.93483897499996,49.18699367100006
ZZ-WPDA-ddf61269,THURSTON BAY MARINE PARK,A - Park,State,Government of British Columbia,1970,-125.32548985038926,50.36516465055608
ZZ-WPDA-df0f3505,THURSTON BAY MARINE PARK,A - Park,State,Government of British Columbia,1970,-125.31865943862205,50.368163064131906
NU-WPDA-a7c961ed,Nanuit Itillinga National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Northern Region",1985,-99.11164119298,75.65993160782244
NU-WPDA-b6797ac6,Nanuit Itillinga National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Northern Region",1985,-99.14633063219287,75.62769252293239
NT-WPDA-0662cc3b,Kendall Island Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1961,-135.25392649554212,69.40712569264898
NT-WPDA-6e15dd83,Kendall Island Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1961,-135.08703366499702,69.35193195980717
NT-WPDA-47ad752d,Anderson River Delta Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1961,-128.77773120756783,69.59568495489097
ZZ-WPDA-e7928a59,Anderson River Delta Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1961,-129.0145934555627,69.76943513311961
ZZ-WPDA-89ea79ce,Ahiak Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1961,-101.8783543274932,67.97005418560747
NU-WPDA-4e02d31d,Ahiak Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1961,-102.33134875794995,67.36682122278545
NU-WPDA-37f972e0,Seymour Island Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1975,-101.25721037620691,76.81018568091571
NU-WPDA-05dc1c4a,Seymour Island Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1975,-101.27538730908627,76.80983378446095
NU-WPDA-feb4e80b,Quttinirpaaq National Park Of Canada,National Park,State,Parks Canada Agency,2015,-71.52328802594184,82.76525914739446
NU-WPDA-57b2dffe,Quttinirpaaq National Park Of Canada,National Park,State,Parks Canada Agency,2015,-70.46223210237008,82.18639368811681
NU-WPDA-241cb2a9,Bylot Island Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1965,-77.99338031966438,73.20246026279243
NU-WPDA-702ee626,Bylot Island Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1965,-78.4705702658686,73.31105042940209
ZZ-WPDA-fc43b824,Qaqsauqtuuq Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1959,-81.67680045343882,64.05395932633903
NU-WPDA-53e5f846,Qaqsauqtuuq Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1959,-82.05521419428071,63.971793323865434
NU-WPDA-0897903c,Ikattuaq Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1959,-85.74294662013288,63.76528423932733
ZZ-WPDA-7ddf9d88,Ikattuaq Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1959,-85.92782707474488,63.625505029306886
ZZ-WPDA-f3e70c8c,McConnell River Migratory Bird Sanctuary,Migratory Bird Sanctuary,State,"Canadian Wildlife Service, Northern Region",1960,-94.39175326000638,60.73548110610644
BC-WPDA-a866851b,Gwaii Haanas National Park Reserve Of Canada And Haida Heritage Site,National Park,Not Reported,Parks Canada Agency,1988,-131.49701758783002,52.418882468052196
NL-WPDA-c3825b69,Gros Morne National Park,World Heritage Site (natural or mixed),Not Reported,Not Reported,1987,-57.76402389263757,49.56139865729537
AB-WPDA-ee7d7df9,Athabasca Dunes Ecological Reserve,Ecological Reserve,State,"Lands Operations Division, Alberta Forestry and Parks",1987,-110.89880287766661,58.16837835666672
AB-WPDA-624cee94,Crow Lake Ecological Reserve,Ecological Reserve,State,"Lands Operations Division, Alberta Forestry and Parks",1987,-112.12075872233328,55.785927812000054
AB-WPDA-09bf50fb,Goose Mountain Ecological Reserve,Ecological Reserve,State,"Lands Operations Division, Alberta Forestry and Parks",1987,-115.95596675833329,54.753703214000055
AB-WPDA-d3f56da4,Hand Hills Ecological Reserve,Ecological Reserve,State,"Lands Operations Division, Alberta Forestry and Parks",1988,-112.29824268999998,51.38696180000004
AB-WPDA-a551288c,Kennedy Coulee Ecological Reserve,Ecological Reserve,State,"Lands Operations Division, Alberta Forestry and Parks",1987,-110.73292771266662,49.00867442433339
AB-WPDA-e9769591,Kootenay Plains Ecological Reserve,Ecological Reserve,State,"Parks Division, Alberta Forestry and Parks",1987,-116.4167101139146,52.01152495237639
AB-WPDA-8dbd38b9,Marshybank Ecological Reserve,Ecological Reserve,State,"Lands Operations Division, Alberta Forestry and Parks",1987,-116.77058550501897,52.78273334658669
AB-WPDA-e94648f0,Wainwright Dunes Ecological Reserve,Ecological Reserve,State,"Lands Operations Division, Alberta Forestry and Parks",1988,-110.62885975666661,52.59250964966672
AB-WPDA-148ddde0,Whitemud Falls Ecological Reserve,Ecological Reserve,State,"Lands Operations Division, Alberta Forestry and Parks",1987,-110.0837601937064,56.69516974845468
MB-WPDA-e05dc052,Brokenhead River Ecological Reserve,Ecological Reserve,State,Manitoba Environment and Climate Change,1978,-96.44382362199995,50.18200920166673
MB-WPDA-2232c614,Cowan Bog Ecological Reserve,Ecological Reserve,State,Manitoba Environment and Climate Change,1983,-100.71906380699996,52.07567503966671
MB-WPDA-7ef86ab3,Lewis Bog Ecological Reserve,Ecological Reserve,State,Manitoba Environment and Climate Change,1987,-96.04992517239076,49.81843010404986
MB-WPDA-c4e86c38,Long Point Ecological Reserve,Ecological Reserve,State,Manitoba Environment and Climate Change,1987,-98.7580031883333,52.96917767400005
MB-WPDA-7ab26f6c,Pocock Lake Ecological Reserve,Ecological Reserve,State,Manitoba Environment and Climate Change,1997,-96.30517961433331,49.422940551000046
MB-WPDA-5673ae3c,Red Rock Ecological Reserve,Ecological Reserve,State,Manitoba Environment and Climate Change,1979,-100.62730623666663,53.62111153100005
MB-WPDA-ede6c18f,Reindeer Island Ecological Reserve,Ecological Reserve,State,Manitoba Environment and Climate Change,1976,-97.99116760066661,52.36286818833337
MB-WPDA-52651609,Whitemouth River Ecological Reserve,Ecological Reserve,State,Manitoba Environment and Climate Change,1986,-95.72773624566662,49.470516116666715
NL-WPDA-1914a2ee,Avalon Wilderness Reserve,Wilderness Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-53.322913882666626,46.9723818653334
NL-WPDA-981b7517,Baccalieu Island Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1991,-52.801839616657865,48.12447897970584
NL-WPDA-352d5dd9,Baccalieu Island Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1991,-52.79900270998536,48.133951800319636
NL-WPDA-f70b7186,Bay du Nord Wilderness Reserve,Wilderness Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1990,-54.87107614990118,48.13088073732486
ZZ-WPDA-acfceb4f,Funk Island Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-53.17757917420354,49.76055787493949
ZZ-WPDA-e9d4a171,Funk Island Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-53.177695217333294,49.75940030566672
ZZ-WPDA-3f749d38,Gannet Islands Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-56.5499212500317,53.9421261648745
ZZ-WPDA-d6853e81,Gannet Islands Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-56.5369128801332,53.95397930772369
ZZ-WPDA-279330d7,Hare Bay Islands Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-55.946928567396725,51.25681795113394
ZZ-WPDA-8e98c6e8,Hare Bay Islands Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-55.93098139158089,51.254654860036865
NL-WPDA-f80fc378,King George IV Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1984,-57.922446253999965,48.17175377700007
NL-WPDA-a3a85513,Mistaken Point Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1984,-53.16855326050163,46.633317779339244
ZZ-WPDA-766a1e78,Witless Bay Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-52.79750458343794,47.22160057185261
ZZ-WPDA-93da16c1,Witless Bay Ecological Reserve,Ecological Reserve,State,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",1964,-52.79009219681232,47.22874400875301
QC-WPDA-2e0846ee,Claude-Mélançon Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1988,-70.4402851503333,46.60851877866672
QC-WPDA-0b023313,Couchepaganiche Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1983,-71.85069562899996,48.36874170966672
QC-WPDA-01a30dc6,Ernest-Lepage Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1983,-65.71721252899995,48.52168595266674
QC-WPDA-1490b6a7,Lionel-Cinq-Mars Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1988,-71.76781849233329,46.51323197133339
QC-WPDA-6879b13a,Marcel-Raymond Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1987,-73.25368610499996,45.119421023666725
QC-WPDA-a0e938ac,Ristigouche Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1983,-66.88495320166663,48.03453001466672
QC-WPDA-41d938c8,Samuel-Brisson Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1988,-71.12967861599995,45.4752878783334
QC-WPDA-4a312ade,Tapani Ecological Reserve,Réserve écologique,State,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs, Direction des aires protégées",1988,-75.32558877933329,46.91532938800007
BC-WPDA-ef66fee7,Alaksen National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Pacific Region",1976,-123.17846711308871,49.102715587376665
ON-WPDA-6aa8fa2a,Big Creek National Wildlife Area-Big Creek Unit,National Wildlife Area,State,"Canadian Wildlife Service, Ontario Region",1978,-80.46519382066663,42.580003017000045
ON-WPDA-8ef9add6,Big Creek National Wildlife Area-Hahn Unit,National Wildlife Area,State,"Canadian Wildlife Service, Ontario Region",1978,-80.52594265899998,42.578185402000074
AB-WPDA-be980f27,Blue Quills National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Prairie Region",1960,-111.3864101723333,54.0022616016667
NS-WPDA-2a6b4df0,Boot Island National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Atlantic Region",1977,-64.26330127859445,45.14481892100533
ZZ-WPDA-da8ad4ee,Boot Island National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Atlantic Region",1977,-64.2699828298832,45.140487251325794
SK-WPDA-9166b38a,Bradwell National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Prairie Region",1968,-106.25530994459363,51.90602031431217
NB-WPDA-c8ca7001,Cape Jourimain National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Atlantic Region",1977,-63.82280352691128,46.149006053327724
NB-WPDA-883b5c82,Cape Jourimain National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Atlantic Region",1977,-63.82504172846586,46.15120663357632
NS-WPDA-45765902,Chignecto National Wildlife Area,National Wildlife Area,State,"Canadian Wildlife Service, Atlantic Region",1969,-64.25548151923996,45.791665796562185
BC-WPDA-e49f1edf,Columbia National Wildlife Area,National Wildlife Area,Multiple ownership,"Canadian Wildlife Service, Pacific Region",1978,-116.23425404977908,50.74995142986888
