Facility ID,Facility name,Company name,City,Address,Postal code,Province,Latitude,Longitude,Total emissions,Units,Report year,Industry classification,Industry classification link,Facility information,Facility details
10001,Division Alma,Produits forestiers Résolu,Alma,1100 Melançon Street,G8B 5W2,Quebec,48.565,-71.65556,52.14,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Mechanical Pulp Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322111&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10001-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110001&GoCTemplateCulture=en-CA
"
10003,"Foothills Pipeline, Alberta",Foothills Pipe Lines Ltd.,Airdrie,,T4A 2G7,Alberta,0,0,257.5,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Pipeline Transportation of Natural Gas,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=486210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10003-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110003&GoCTemplateCulture=en-CA
"
10004,Kingston CoGen,Kingston CoGen Limited Partnership,Bath,5146 Taylor-Kidd Boulevard,K0H 1G0,Ontario,44.2095,-76.7246,0.95,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10004-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110004&GoCTemplateCulture=en-CA
"
10006,Redwater Fertilizer Operations,Nutrien (Canada) Holdings ULC,Sturgeon County,56225 SH643,T0A 2W0,Alberta,53.842,-113.093,1079.94,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Chemical Fertilizer (except Potash) Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325313&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10006-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110006&GoCTemplateCulture=en-CA
"
10007,Alberta Envirofuels,Keyera Corp,Edmonton,9511 17 Street Northwest,T6P 1Y3,Alberta,53.53199,-113.36492,345.48,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Petrochemical Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10007-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110007&GoCTemplateCulture=en-CA
"
10008,Alliance Pipeline Ltd. - AB Pipeline System,Alliance Pipeline Ltd. Partnership,Calgary,200 425 1st Street Southwest,T2P 3L8,Alberta,0,0,542.57,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Pipeline Transportation of Natural Gas,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=486210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10008-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110008&GoCTemplateCulture=en-CA
"
10009,Alberta-Pacific Forest Industries Inc.,Alberta-Pacific Forest Industries Inc.,County of Athabasca,,T0A 0M0,Alberta,54.92312,-112.86187,169.59,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Chemical Pulp Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10009-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110009&GoCTemplateCulture=en-CA
"
10010,Rio Tinto Alcan Inc.,Rio Tinto Alcan Inc,Kitimat,1 Smeltersite Road,V8C 2H2,British Columbia,54.00286,-128.69531,809.15,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Primary Production of Alumina and Aluminum,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331313&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10010-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110010&GoCTemplateCulture=en-CA
"
10011,Algoma Steel Inc,Algoma Steel Inc.,Sault Ste. Marie,105 West Street North,P6A 7B4,Ontario,46.5217,-84.3637,4292.17,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Iron and Steel Mills and Ferro-Alloy Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10011-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110011&GoCTemplateCulture=en-CA
"
10012,Aluminerie Alouette inc.,Aluminerie Alouette inc.,SeptÎles,400 Chemin de de la Pointe-Noire,G4R 5M9,Quebec,50.1583,-66.4416,1108.31,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Primary Production of Alumina and Aluminum,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331313&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10012-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110012&GoCTemplateCulture=en-CA
"
10013,Aluminerie de Baie-Comeau,Ne pas prendre - Alcoa Canada Co.,Baie Comeau,0 100 Maritime Route,G4Z 2L6,Quebec,49.2583,-68.1461,537.95,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Primary Production of Alumina and Aluminum,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331313&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10013-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110013&GoCTemplateCulture=en-CA
"
10014,Aluminerie de Bécancour inc.,Aluminerie de Bécancour inc.,Bécancour,5555 Pierre Thibault,G9H 2T7,Quebec,46.3829,-72.3874,819.81,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Primary Production of Alumina and Aluminum,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331313&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10014-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110014&GoCTemplateCulture=en-CA
"
10015,ATCO Pipelines - Transmission System,ATCO Gas and Pipelines Ltd.,Edmonton,7210 42 Street Northwest,T6B 3H1,Alberta,0,0,103.35,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Pipeline Transportation of Natural Gas,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=486210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10015-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110015&GoCTemplateCulture=en-CA
"
10016,Atikokan Generating Station,Ontario Power Generation Inc.,Atikokan,15202 622 Highway,P0T 1C0,Ontario,48.8361,-91.5656,18.34,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Other Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221119&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10016-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110016&GoCTemplateCulture=en-CA
"
10018,Battle River Generating Station,Alberta Power 2000 Ltd.,Forestburg,,N/A,Alberta,52.5647,-112.1414,905.64,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10018-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110018&GoCTemplateCulture=en-CA
"
10020,Bayside Power,New Brunswick Power Corporation,Saint John,509 Bayside Drive,E2J 1B4,New Brunswick,45.2753,-66.0269,564.86,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10020-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110020&GoCTemplateCulture=en-CA
"
10021,Usine de Bedford,Graymont (QC) Inc.,Bedford,1015 de la Carriere Road,J0J 1A0,Quebec,45.1123,-73.0129,327.4,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Lime Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=327410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10021-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110021&GoCTemplateCulture=en-CA
"
10022,Belledune Generating Station,New Brunswick Power Corporation,Belledune,1558 Main Street,E8G 2M3,New Brunswick,47.90596,-65.86347,1586.76,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10022-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110022&GoCTemplateCulture=en-CA
"
10024,Boundary Dam Power Station,Saskatchewan Power Corporation,Estevan,,S4A 2A6,Saskatchewan,49.09606,-103.0305,3428.68,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10024-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110024&GoCTemplateCulture=en-CA
"
10025,Thunder Bay Operations,Thunder Bay Pulp and Paper Inc.,Thunder Bay,2001 Neebing Avenue,P7E 6S3,Ontario,48.3486,-89.3067,193.14,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Chemical Pulp Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10025-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110025&GoCTemplateCulture=en-CA
"
10026,Brady Road Resource Management Facility,"City of Winnipeg, Water & Waste Department",Winnipeg,1901 Brady Road,R3Y 1T1,Manitoba,49.7583,-97.2004,499.49,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Waste Treatment and Disposal,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=562210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10026-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110026&GoCTemplateCulture=en-CA
"
10027,Brampton Assembly Plant,FCA Canada Inc.,Brampton,2000 Williams Parkway East,L6S 6B3,Ontario,43.7512,-79.7168,62.85,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Automobile and Light-Duty Motor Vehicle Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=336110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10027-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110027&GoCTemplateCulture=en-CA
"
10028,Brandon Generating Station,Manitoba Hydro,Brandon,3305 Victoria Avenue East,R7A 7J8,Manitoba,49.8449,-99.8896,45.73,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10028-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110028&GoCTemplateCulture=en-CA
"
10029,Brazeau Gas Plant,Tidewater Midstream and Infrastructure Ltd.,Drayton Valley,,N/A,Alberta,53.1812,-115.7625,131.43,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10029-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110029&GoCTemplateCulture=en-CA
"
10030,Brazeau River Gas Plant,Keyera Corp,Drayton Valley,,T7A 1S5,Alberta,52.94707,-115.9026,46.87,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10030-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110030&GoCTemplateCulture=en-CA
"
10031,Brighton Beach Power,Brighton Beach Power L.P.,Windsor,100 Broadway Street,N9C 4J3,Ontario,42.2798,-83.0946,305.75,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10031-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110031&GoCTemplateCulture=en-CA
"
10032,Brock West Landfill,City of Toronto,Pickering,1390 3rd Concession,L1X 2R4,Ontario,43.8685,-79.10054,55.11,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Waste Treatment and Disposal,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=562210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10032-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110032&GoCTemplateCulture=en-CA
"
10033,Brookfield Cement Plant,Lafarge Canada Inc.,Brookfield,87 Cement Plant Road,B0N 1C0,Nova Scotia,45.2393,-63.3347,213.43,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Cement Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=327310&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10033-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110033&GoCTemplateCulture=en-CA
"
10036,Burnaby Refinery,Parkland Refining (B.C.) Ltd.,Burnaby,355 Willingdon Avenue,V5C 1X4,British Columbia,49.29444,-122.98888,409.05,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Petroleum Refineries,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=324110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10036-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110036&GoCTemplateCulture=en-CA
"
10038,"TransCanada Pipeline, Saskatchewan",TransCanada PipeLines Limited,Burstall,0,S0N 0H0,Saskatchewan,0,0,956.9,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Pipeline Transportation of Natural Gas,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=486210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10038-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110038&GoCTemplateCulture=en-CA
"
10039,Cabot Canada Limited,Cabot Canada Limited,Sarnia,800 Tashmoo Avenue,N7T 7N4,Ontario,42.9437,-82.4153,230.64,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,All Other Basic Inorganic Chemical Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325189&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10039-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110039&GoCTemplateCulture=en-CA
"
10040,Calgary Energy Centre,Calgary Energy Centre No. 2 Inc.,Calgary,14417 68 Street Northeast,T3N 1C6,Alberta,51.18058,-113.9366,839.96,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10040-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110040&GoCTemplateCulture=en-CA
"
10042,Calstock Power Plant,Atlantic Power LP,Hearst,11 Highway North,P0L 1N0,Ontario,49.0577,-81.0302,2.44,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Other Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221119&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10042-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110042&GoCTemplateCulture=en-CA
"
10043,Northern Lime Limited,Carmeuse Lime Canada Limited,Blind River,17 Highway 17 Highway East,P0R 1B0,Ontario,46.1982,-82.6989,118.63,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Lime Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=327410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10043-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110043&GoCTemplateCulture=en-CA
"
10044,Canadian Fertilizers Limited,Canadian Fertilizers Limited,Medicine Hat,1250 52 Street Northwest,T1A 7R9,Alberta,50.09071,-110.71901,1710.85,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Chemical Fertilizer (except Potash) Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325313&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10044-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110044&GoCTemplateCulture=en-CA
"
10045,Cancarb Ltd.,Cancarb Ltd.,Medicine Hat,1702 Brier Park Crescent Northwest,T1C 1T9,Alberta,50.0582,-110.7282,136.77,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,All Other Basic Inorganic Chemical Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325189&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10045-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110045&GoCTemplateCulture=en-CA
"
10046,"TransCanada Pipeline, Alberta System",Nova Gas Transmission Ltd.,Fairview,,T0H 1L0,Alberta,0,0,4785.28,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Pipeline Transportation of Natural Gas,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=486210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10046-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110046&GoCTemplateCulture=en-CA
"
10047,Cardinal Power,"Cardinal Power of Canada, L.P.",Cardinal,170 Henry Street,K0E 1E0,Ontario,44.7846,-75.3773,31.47,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10047-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110047&GoCTemplateCulture=en-CA
"
10048,Cariboo Pulp and Paper Company,Cariboo Pulp and Paper Company,Quesnel,50 North Star Road,V2J 3J6,British Columbia,52.99699,-122.48472,112.28,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Chemical Pulp Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10048-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110048&GoCTemplateCulture=en-CA
"
10049,Caribou North Comp Stn 11-08,Cenovus Energy Inc.,Bonnyville,0,T9N 2H4,Alberta,55.0473,-110.5778,30.09,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10049-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110049&GoCTemplateCulture=en-CA
"
10050,Dundas Operations,Carmeuse Lime Canada Limited,Dundas,600 highway # 5 Highway West,L9H 3S9,Ontario,43.3521,-79.8679,426.29,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Lime Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=327410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10050-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110050&GoCTemplateCulture=en-CA
"
10051,Beachville Operation,Carmeuse Lime Canada Limited,Ingersoll,374681 Oxford County 6 Road,N5C 3K5,Ontario,43.0687,-80.858,380.7,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Lime Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=327410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10051-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110051&GoCTemplateCulture=en-CA
"
10052,Carol Project,Iron Ore Company of Canada,Labrador City,2 avalon Drive,A2V 2Y6,Newfoundland and Labrador,52.9565,-66.8936,780.52,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Iron Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10052-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110052&GoCTemplateCulture=en-CA
"
10053,Carseland Nitrogen Operations,Nutrien (Canada) Holdings ULC,Wheatland County,265009 221 Township Road,N/A,Alberta,50.845,-113.591,557.23,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Chemical Fertilizer (except Potash) Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325313&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10053-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110053&GoCTemplateCulture=en-CA
"
10054,Carseland Power Plant,TransCanada Energy Ltd.,Carseland,,T0J 0M0,Alberta,50.90123,-113.39283,390.23,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10054-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110054&GoCTemplateCulture=en-CA
"
10055,Orica Carseland,Orica Canada Inc.,Carseland,264077 221 TWP RD,T0J 0M0,Alberta,50.8467,-113.58117,36.33,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Chemical Fertilizer (except Potash) Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325313&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10055-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110055&GoCTemplateCulture=en-CA
"
10057,Ingredion Canada Incorporated - London Plant,Ingredion Canada Corporation,London,1100 Green Valley Road,N6N 1E3,Ontario,42.9217,-81.1942,129.38,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Wet Corn Milling,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311221&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10057-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110057&GoCTemplateCulture=en-CA
"
10058,Cavalier Energy Centre,ENMAX Cavalier GP Inc.,Strathmore,0,T1P 1K3,Alberta,51.0056,-113.1716,296,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10058-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110058&GoCTemplateCulture=en-CA
"
10059,Cavendish Farms,Cavendish Farms Corporation,New Annan,25532 #2 Highway,C1N 4J9,Prince Edward Island,46.4222,-63.679,50.13,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Frozen Food Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10059-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110059&GoCTemplateCulture=en-CA
"
10060,Co-op Refinery Complex,Consumers' Co-operative Refineries Limited,Regina,550 East 9th Avenue North,S4P 3A1,Saskatchewan,50.4843,-104.5794,1874.85,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Petroleum Refineries,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=324110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10060-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110060&GoCTemplateCulture=en-CA
"
