main_id,facility_name,geometry,jung_priority_point,jung_priority_mean_50km,source_id
QC-MAIN-288718a6,Crevier,POINT (-72.7644 49.460029999999996),23.345610795740967,25.216216216216218,https://doi.org/10.5281/zenodo.5006332
NB-MAIN-f58cc895,Sisson,POINT (-67.045 46.364999999999995),20.8026456556391,25.78205128205128,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-8b86d975,Bissett Creek,POINT (-78.05991999999999 46.11814),21.00590906846161,21.833333333333332,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-6fbdcf4c,North Island,POINT (-127.85639 50.67556000000001),22.17252979400959,35.15873015873016,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-265a57f6,Kwanika,POINT (-125.27126799999999 55.41530300000001),27.675182087956728,34.0,https://doi.org/10.5281/zenodo.5006332
NT-MAIN-b3681e03,Prairie Creek,POINT (-124.79937999999999 61.55712999999999),30.18370146720645,11.265822784810126,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-d6748d40,Matawinie,POINT (-73.9212 46.61727999999999),22.0,20.636363636363637,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-69bb36c1,Caber Complex,POINT (-77.93664399999997 49.77316299999999),16.53773732872786,14.846153846153847,https://doi.org/10.5281/zenodo.5006332
SK-MAIN-60ba74c4,McClean Lake,POINT (-103.83609999999994 58.347199999999994),28.96489532363609,26.883116883116884,https://doi.org/10.5281/zenodo.5006332
NT-MAIN-b99d4cb2,Pine Point,POINT (-114.38652000000003 60.87216000000001),33.12196724781688,20.763636363636362,https://doi.org/10.5281/zenodo.5006332
NL-MAIN-a498ddc6,Michelin,POINT (-59.98399999999999 54.58399999999999),39.42903480435086,36.5,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-bfbcd72e,Bell Creek,POINT (-81.17799999999997 48.553),24.143606208825876,22.5625,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-f3e6ff08,Timmins West,POINT (-81.549826 48.383274999999976),23.688294238584035,21.73076923076923,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-3aa117d8,Alma,POINT (-71.6897 48.58469999999999),32.624085179990274,27.0,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-c1c7eb99,Arvida,POINT (-71.16552099999998 48.430174),32.62938283813446,24.82278481012658,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-01c1e81f,Grande-Baie,POINT (-70.92579999999998 48.3058),23.593826368373602,22.358974358974358,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-eb47f7c7,Kitimat,POINT (-128.69539999999995 53.997600000000006),25.920201845230796,31.26923076923077,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-c0e3a48b,Laterrière,POINT (-71.12870000000001 48.3013),25.18260067253385,24.341772151898734,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-92628f16,Vaudreuil,POINT (-71.15791899999999 48.428475999999996),32.665366188987264,24.734177215189874,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-8d6616b4,Alouette,POINT (-66.4429 50.1571),48.00364526848242,28.304347826086957,https://doi.org/10.5281/zenodo.5006332
NT-MAIN-0ec39ce0,Diavik,POINT (-110.27200000000002 64.49499999999993),41.09652567530091,40.81012658227848,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-e82266c5,Lac Tio,POINT (-63.416 50.5541),30.908899886365795,33.91549295774648,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-11c40b1f,Lithium Demonstration Plant,POINT (-73.139626 46.04372699999998),32.4621214288231,31.658227848101266,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-3e146840,Rio Tinto Iron and Titanium,POINT (-73.13842400000001 46.045907),32.36156649253281,31.65,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,POINT (-73.139626 46.04372699999998),32.4621214288231,31.658227848101266,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-eda110b0,Georgia Lake,POINT (-88.00297999999998 49.45235999999999),32.636354762608164,31.63157894736842,https://doi.org/10.5281/zenodo.5006332
YT-MAIN-73ce66b5,Klaza,POINT (-137.31749999999997 62.141169999999995),68.88170902716558,65.8375,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-116ae608,Revel Ridge,POINT (-118.12099999999997 51.28699999999998),33.63198352853679,35.848101265822784,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-dca9cce7,Ottawa,POINT (-75.69922000000001 45.43133200000001),40.18335020640999,34.32,https://doi.org/10.5281/zenodo.5006332
SK-MAIN-d5c9124e,Rare Earth Processing Facility,POINT (-106.62736999999998 52.14003269999999),63.94556866792675,61.285714285714285,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-c4fb59c2,Moblan,POINT (-74.91214999999998 50.731759999999994),21.739916480440105,20.455696202531644,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-1186a6d0,Authier,POINT (-78.19557000000002 48.362069999999996),22.575772778610077,22.29113924050633,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-dc1a16f9,North American Lithium,POINT (-77.80934 48.411500000000004),26.44900823673438,23.53846153846154,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-b7591127,Iskut,POINT (-131.09249999999992 56.666669999999996),36.92277397514685,43.32911392405063,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-4959ea63,KSM,POINT (-130.33556000000002 56.466660000000026),48.60391502784534,47.21518987341772,https://doi.org/10.5281/zenodo.5006332
YT-MAIN-03a159d7,Selwyn,POINT (-129.20010999999994 62.45541999999999),26.736979950198453,32.860759493670884,https://doi.org/10.5281/zenodo.5006332
AB-MAIN-d3a4aba9,The Cobalt Refinery Company Inc.,POINT (-113.19010999999998 53.71992899999999),45.50332440791119,53.379746835443036,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-f4fc3276,Sugar Zone,POINT (-85.00400999999998 48.80495999999997),23.425143860750662,26.12987012987013,https://doi.org/10.5281/zenodo.5006332
MB-MAIN-915d9faa,Tanco,POINT (-95.45019999999997 50.42910000000001),21.231482413175833,23.582278481012658,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-b1fe389a,Eskay Creek,POINT (-130.42999999999998 56.653000000000006),52.0553589262931,49.225,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-1d2f31f9,Kwyjibo,POINT (-65.26563999999999 51.04975000000001),36.35430486713652,30.78205128205128,https://doi.org/10.5281/zenodo.5006332
NL-MAIN-bb23d8a6,Great Burnt Lake,POINT (-56.13439999999999 48.3758),26.33648616532745,25.67948717948718,https://doi.org/10.5281/zenodo.5006332
SK-MAIN-22ce14be,Santoy,POINT (-103.41457099999998 55.667779999999986),15.014061218558652,21.1,https://doi.org/10.5281/zenodo.5006332
SK-MAIN-29afbdb5,Seabee,POINT (-103.62225700000002 55.68377200000001),15.061019509586572,21.974025974025974,https://doi.org/10.5281/zenodo.5006332
NS-MAIN-c9c77a59,Moose River Consolidated,POINT (-62.94291999999999 44.982429999999994),18.038788140725956,27.507462686567163,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-020a683c,Hamilton Works,POINT (-79.81900000000002 43.275000000000006),47.54550527332895,43.47945205479452,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-b2e5c9bb,Lake Erie Works,POINT (-80.0937 42.800100000000015),35.551834809019056,41.07272727272727,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-3032c251,Renard,POINT (-72.190579 52.813913),24.702382048061736,22.858974358974358,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-b5937543,Blackrock,POINT (-74.06211299999998 49.800453000000005),24.56464169215041,22.25925925925926,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,POINT (-70.85484099999998 48.399648),30.296999621182408,21.9873417721519,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-a505d25d,Ootsa,POINT (-127.08333000000002 53.63333000000001),25.787021675503723,26.128205128205128,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-c5d1b42d,Berg,POINT (-127.43100000000003 53.802),51.86536461349535,29.923076923076923,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-6a26086e,Sorel Forge,POINT (-73.124998 46.045865),32.431927482817144,31.625,https://doi.org/10.5281/zenodo.5006332
NL-MAIN-b64bae7a,Scully,POINT (-66.91257299999998 52.907129),24.51817197279928,23.037974683544302,https://doi.org/10.5281/zenodo.5006332
NL-MAIN-18695c6d,Scully Mine - Manganese project,POINT (-66.91222 52.918060000000004),24.723094545428687,22.96153846153846,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-1aa10efa,Kenbridge,POINT (-93.6347 49.48356999999999),19.193098161471745,20.860759493670887,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-23f67ea8,Aley,POINT (-123.77829 56.447100000000006),35.63238375836052,30.645569620253166,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-6b4800fe,Gibraltar,POINT (-122.28715999999994 52.52849499999998),53.79301478776712,49.54054054054054,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-18bed6d7,Yellowhead,POINT (-119.81700000000002 51.52000000000002),35.564787212207555,31.670886075949365,https://doi.org/10.5281/zenodo.5006332
NL-MAIN-e09881ff,DSO (3 and 4),POINT (-67.08191599999998 54.890827999999985),34.39476131206328,29.948051948051948,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-b8c826a2,DSO (Goodwood),POINT (-67.34778 55.099389999999985),33.91566691192385,31.468354430379748,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-bf503b6b,Highland Valley,POINT (-121.04829999999997 50.48549999999999),55.81112700857874,56.5125,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-193ddddb,Schaft Creek,POINT (-131.00000000000003 57.36666999999999),51.99044922504661,52.4625,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-3bb6b7cd,Trail,POINT (-117.7137 49.099899999999984),45.600207109194635,38.822784810126585,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-2587e541,Strange Lake,POINT (-64.2 56.34999999999999),36.073122871694764,35.9,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-23155c25,Myra Falls,POINT (-125.58999999999995 49.56999999999999),8.0,17.88607594936709,https://doi.org/10.5281/zenodo.5006332
YT-MAIN-68c87980,Freegold Mountain,POINT (-137.2 62.29999999999998),69.13763220389443,65.62820512820512,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-b2148882,Troilus,POINT (-74.45999999999998 51.009999999999984),18.983864200589508,19.17721518987342,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-4a6187a4,RapidSX Demonstration Plant,POINT (-76.5 44.233334000000006),35.27360198291371,32.93421052631579,https://doi.org/10.5281/zenodo.5006332
SK-MAIN-9dd2b7f8,Horseshoe-Raven,POINT (-103.73639 58.15332999999998),18.100429276205347,24.205128205128204,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-387b06fe,Welland Mill,POINT (-79.23506500000002 42.998265),35.66139461413781,38.91304347826087,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-de2f9639,Clarabelle,POINT (-81.05678200000001 46.49582200000001),44.43980363751085,35.037974683544306,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-6e9b2449,Coleman,POINT (-81.33970000000001 46.6771),35.01633767004024,34.15384615384615,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-f080c409,Copper Cliff Complex,POINT (-81.06820499999999 46.49144499999999),44.197108535726045,34.4625,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-63b394c3,Copper Cliff Complex,POINT (-81.05689999999998 46.48010000000001),44.71753371357061,34.53164556962025,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-52224e1e,Creighton,POINT (-81.18609999999997 46.47399999999999),39.5302078987548,33.175,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-48fe2205,Garson,POINT (-80.85700000000001 46.56799999999999),47.61320681924276,35.29113924050633,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-2e13aaa0,Port Colborne,POINT (-79.24000000000001 42.88299999999999),33.74419307963795,37.28787878787879,https://doi.org/10.5281/zenodo.5006332
MB-MAIN-e0a6250e,Thompson (T-1 and T-3),POINT (-97.84440000000001 55.7152),25.04627250940138,22.025974025974026,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-28f3f0fc,Totten,POINT (-81.454839 46.38117399999999),33.659748290680966,29.617283950617285,https://doi.org/10.5281/zenodo.5006332
NL-MAIN-d9036091,Long Harbour,POINT (-53.81179199999999 47.410937999999994),47.03081341462931,41.8974358974359,https://doi.org/10.5281/zenodo.5006332
NL-MAIN-2d8801d6,Voisey’s Bay,POINT (-62.09085500000001 56.33165900000002),43.77321146445627,46.55,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-860bbbfc,Lac Doré Vanadium,POINT (-73.95682 49.84572999999998),27.70160958310713,23.371794871794872,https://doi.org/10.5281/zenodo.5006332
YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),POINT (-135.84559999999996 64.03219999999995),64.79258650847055,61.282051282051285,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-d59f82aa,Sirmac,POINT (-75.47623999999999 50.62224999999999),16.89297869345848,16.935897435897434,https://doi.org/10.5281/zenodo.5006332
NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,POINT (-112.59971999999995 62.118059999999964),53.74552577917325,49.72727272727273,https://doi.org/10.5281/zenodo.5006332
AB-MAIN-63f096a6,Rainbow Lake,POINT (-119.30174 58.50664),41.65601010892171,41.81012658227848,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-be473617,Mont Sorcier,POINT (-74.12757799999999 49.918163),24.428503820370075,21.961038961038962,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-3c468faa,Superior Lake,POINT (-87.38361000000002 48.9775),37.8037389393215,26.43076923076923,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-cb85213a,Eagle River,POINT (-85.46190000000003 47.986100000000015),25.73560038911167,19.161290322580644,https://doi.org/10.5281/zenodo.5006332
QC-MAIN-9de9bb0d,Kiena,POINT (-77.91 48.11999999999997),20.449633780755327,21.468354430379748,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-c5fefb01,Mishi,POINT (-85.45250000000001 48.11028),21.298652260386007,19.614285714285714,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-feb13c30,Record Ridge,POINT (-117.88399999999999 49.081999999999994),47.8467975280809,41.093333333333334,https://doi.org/10.5281/zenodo.5006332
YT-MAIN-5e0d8b48,Casino,POINT (-138.83333 62.73332999999999),67.37152962811476,66.96103896103897,https://doi.org/10.5281/zenodo.5006332
ON-MAIN-12c68d49,Eagle's Nest,POINT (-86.3038 52.74201999999999),14.300865089301578,14.189873417721518,https://doi.org/10.5281/zenodo.5006332
BC-MAIN-891d3cb5,Akie,POINT (-124.86598999999997 57.38088),35.079116585069116,35.333333333333336,https://doi.org/10.5281/zenodo.5006332
