land_occupation_id,area_km2,geometry,distance_km,main_id,tailing_id,source_id
45954,2.6227998317756525,"POLYGON Z ((-62.920418000502096 44.98665598524523 0, -62.91685599977924 44.98459198505854 0, -62.914151999797866 44.97858198484108 0, -62.91737100045987 44.97345098575597 0, -62.91968800034235 44.97226698512913 0, -62.92608299969763 44.974573985501586 0, -62.92960199948824 44.98474398501643 0, -62.93453699956038 44.98489598537189 0, -62.936640000105875 44.98362098579494 0, -62.93796999955934 44.982497985158645 0, -62.94024499968817 44.98170798573165 0, -62.93844200034414 44.98003898491227 0, -62.93526599957798 44.98110098543623 0, -62.93282000000802 44.977154984769925 0, -62.93427900018539 44.97679098495203 0, -62.93736900012349 44.97870298550738 0, -62.9397729999398 44.980250985647295 0, -62.944449999600536 44.97988698515203 0, -62.94681099952102 44.98273998543749 0, -62.94466500011613 44.98553298539972 0, -62.94659600004186 44.986807985098054 0, -62.94505100007282 44.989326985615975 0, -62.943420000312116 44.988840985852406 0, -62.942475999778964 44.98668598556129 0, -62.93724099954176 44.986534985632154 0, -62.9365540003142 44.98738498487091 0, -62.939258000295574 44.98920598484397 0, -62.94011600000065 44.99145198529384 0, -62.93938599984089 44.993757985814575 0, -62.937713000326546 44.99418298552483 0, -62.932005000198764 44.992240985396045 0, -62.93256299973881 44.99114798480575 0, -62.9315330004504 44.9902679855807 0, -62.93359300006365 44.988173984787544 0, -62.93496600044936 44.98747598551463 0, -62.93320700010695 44.98680798509805 0, -62.93076000039478 44.98777898477786 0, -62.92973000006995 44.98683798549261 0, -62.920418000502096 44.98665598524523 0))",0.0,NS-MAIN-c9c77a59,,https://doi.org/10.1038/s43247-023-00805-6
45955,0.4418688613990186,"POLYGON Z ((-62.92612599959345 44.991678995543445 0, -62.92256399990702 44.99309099545569 0, -62.91863700014066 44.9923009951149 0, -62.92013900021388 44.99073799584413 0, -62.91947399996894 44.989144995186614 0, -62.92179099985139 44.98841699513297 0, -62.92275700040359 44.987748994906504 0, -62.92320700013295 44.98721799476685 0, -62.9291729996357 44.987171994821445 0, -62.93071700049895 44.988355995294654 0, -62.930631999813066 44.99014699495929 0, -62.930160000064696 44.99114799581548 0, -62.92612599959345 44.991678995543445 0))",1.1865836163798795,NS-MAIN-c9c77a59,,https://doi.org/10.1038/s43247-023-00805-6
7631,0.20903802405576455,"POLYGON Z ((-53.8260233402639 47.40431122607477 0, -53.825733659700745 47.40431848570538 0, -53.82542253049232 47.40425312607013 0, -53.82524013979434 47.40407885632974 0, -53.82505773976859 47.403911836386236 0, -53.8246822397503 47.403534236305255 0, -53.82447839004288 47.40330186649613 0, -53.82441400990527 47.402996876693635 0, -53.8245642198622 47.40249581594935 0, -53.823695180245544 47.4026410566951 0, -53.823126550178586 47.40300413614535 0, -53.8228583296613 47.4033163866333 0, -53.82247209962007 47.40372303601159 0, -53.822193150116256 47.40405706604112 0, -53.82162452004928 47.40447823577131 0, -53.82098079018595 47.40464524599079 0, -53.819575309534756 47.404819525630295 0, -53.81880282976036 47.40490666623849 0, -53.81800890030426 47.40503736649481 0, -53.81715058967415 47.4042386056779 0, -53.81718277974296 47.40380291641665 0, -53.81736517044093 47.40340352593542 0, -53.8177514098099 47.40309853670137 0, -53.81840586969618 47.40282259611129 0, -53.81960749960356 47.40240141646005 0, -53.82021904043451 47.40229248577819 0, -53.8204443501878 47.40223439602056 0, -53.82084131025197 47.402132726162606 0, -53.821324110499624 47.402031065696214 0, -53.82196784036295 47.40163166663773 0, -53.822364809754895 47.40130487652635 0, -53.822547200452846 47.40097808611758 0, -53.82293343982183 47.40070939609168 0, -53.82335185993189 47.400469746139834 0, -53.82422089954853 47.400331776142636 0, -53.82482171035654 47.40049879637313 0, -53.825057739768596 47.400571416277145 0, -53.8256370998585 47.40093451613053 0, -53.82611990010616 47.40146463596178 0, -53.826216459948384 47.40171880663669 0, -53.826903099539315 47.402139986646446 0, -53.82724643021714 47.40233605572478 0, -53.82747172960629 47.4026120064448 0, -53.82730006996764 47.4030186562015 0, -53.82721424014834 47.40343983612784 0, -53.82727860992179 47.40375208571728 0, -53.82727860992178 47.404122426585865 0, -53.82710695028317 47.40420229609144 0, -53.82667780015017 47.404187775713055 0, -53.8260233402639 47.40431122607477 0))",0.8117812483056194,NL-MAIN-d9036091,,https://doi.org/10.1038/s43247-023-00805-6
7641,0.11356898532737597,"POLYGON Z ((-53.7468445297622 47.408682465985876 0, -53.74656558025839 47.40861711595027 0, -53.74655485023547 47.40859533645574 0, -53.74650121048495 47.408500936518344 0, -53.746318819786985 47.408341196249395 0, -53.74600768021437 47.40805076574474 0, -53.745857479585204 47.40762962644253 0, -53.7458574795852 47.407302876617315 0, -53.745857479585204 47.40696886650207 0, -53.74572872967415 47.40667115592357 0, -53.74521374972185 47.406220966101266 0, -53.74549270026209 47.406032165600806 0, -53.74588966032626 47.405995866291306 0, -53.74654412021252 47.40594503580145 0, -53.74661922000891 47.40587968567083 0, -53.74722004014467 47.40560375598695 0, -53.747627739559526 47.40542948643246 0, -53.748067619715435 47.405306035781884 0, -53.74825001041342 47.40528425648978 0, -53.74859332969066 47.40528425648978 0, -53.749076129938324 47.40539317603524 0, -53.74938726018319 47.40575623627782 0, -53.74954820016303 47.40569814619696 0, -53.749805689620956 47.40550209580314 0, -53.75022410973101 47.40544400599911 0, -53.75069617995574 47.40565458615153 0, -53.751050230292314 47.406003126151205 0, -53.75050306027123 47.40703421566768 0, -53.749752039506276 47.40802171599718 0, -53.749408720229034 47.40803623626959 0, -53.74921559950813 47.40813789668482 0, -53.74895811005019 47.4082322856309 0, -53.74865770050052 47.40826858646271 0, -53.74861478973654 47.40847915592138 0, -53.74877572038864 47.408885766476686 0, -53.74872207960173 47.40895111569162 0, -53.748518229894295 47.40892933606069 0, -53.74818563027582 47.4086752057612 0, -53.74763846025472 47.408566286411535 0, -53.74726294987224 47.40860259666957 0, -53.7468445297622 47.408682465985876 0))",4.647047498076473,NL-MAIN-d9036091,,https://doi.org/10.1038/s43247-023-00805-6
7633,0.2135915899540808,"POLYGON Z ((-53.81396413042625 47.41365593606444 0, -53.81357789002084 47.41386648654992 0, -53.81300925995388 47.41439647620309 0, -53.81226897024829 47.41542014603922 0, -53.81158232962097 47.415971895685594 0, -53.81092786973471 47.416371185958795 0, -53.81072402002729 47.416269546645495 0, -53.809962270275825 47.41545644601481 0, -53.80988717047945 47.414933726450656 0, -53.80980133962371 47.41420045592557 0, -53.80947948039235 47.41324210648315 0, -53.80879283043727 47.41282100667519 0, -53.80812763949164 47.41227648595251 0, -53.807644840280396 47.41119467575939 0, -53.80965114003096 47.411013156138054 0, -53.811249730002494 47.41086068611317 0, -53.8132345697072 47.410809865934894 0, -53.815948959766786 47.410860686113175 0, -53.81587385997039 47.41106398570944 0, -53.8155949104666 47.411869896688096 0, -53.8152730501988 47.41238538643232 0, -53.81465077001716 47.41285731638072 0, -53.81396413042625 47.41365593606444 0))",0.0,NL-MAIN-d9036091,,https://doi.org/10.1038/s43247-023-00805-6
7632,0.01132916614996811,"POLYGON Z ((-53.81944655962371 47.41513700592771 0, -53.819231990257514 47.41519871614821 0, -53.81903349986124 47.41519145618623 0, -53.818792099737415 47.41515515639103 0, -53.81856680034829 47.41513337652579 0, -53.81835759029327 47.41495187569476 0, -53.818303940178595 47.41481030669447 0, -53.81819128996582 47.41460338644729 0, -53.818148369874095 47.414320246073395 0, -53.818148369874095 47.4141205955932 0, -53.81829321015566 47.4139100464042 0, -53.8185989904171 47.4138555963044 0, -53.81907105027764 47.41427305654061 0, -53.81920515949988 47.414367435647975 0, -53.81936610051615 47.41451626564133 0, -53.81950557008595 47.4146396858668 0, -53.81952166978424 47.41479940590623 0, -53.819704060482216 47.41486475661934 0, -53.81975233988513 47.41499180589357 0, -53.81969333045927 47.41510796611925 0, -53.81944655962371 47.41513700592771 0))",0.4584722982800667,,1116.0,https://doi.org/10.1038/s43247-023-00805-6
6307,0.3697102018994493,"POLYGON Z ((-74.10842657014503 45.2320016352939 0, -74.10613060019548 45.23151806560217 0, -74.1019034396195 45.23079271591223 0, -74.10252571047337 45.229568665215055 0, -74.10336256002121 45.2273622756226 0, -74.104070659658 45.227347165950746 0, -74.10546541028627 45.228057445310846 0, -74.10625935010654 45.226954235173885 0, -74.10746098001391 45.22707513505026 0, -74.11291122017896 45.22852592571951 0, -74.11261081995704 45.230354475566386 0, -74.11128044013864 45.23256074538823 0, -74.10842657014503 45.2320016352939 0))",0.44694203477646316,QC-MAIN-de3d8b7b,,https://doi.org/10.1038/s43247-023-00805-6
6311,0.37659716641177177,"POLYGON Z ((-74.07248938241172 45.2328823320254 0, -74.06966654752038 45.23284095880701 0, -74.06933069050089 45.23253052553241 0, -74.06872987969288 45.23201674508107 0, -74.06789303014506 45.23189585583894 0, -74.06746386964791 45.231623845468896 0, -74.06643390974335 45.2301580255666 0, -74.06656265032662 45.2292664255802 0, -74.06692742964974 45.22913041538753 0, -74.06735659014691 45.229069964919226 0, -74.06763553965071 45.228722385630675 0, -74.06937360955622 45.22878283573422 0, -74.07433032981486 45.228722385630675 0, -74.07851457962684 45.22855615563506 0, -74.080917840478 45.228510815742474 0, -74.08111094979832 45.22929664593469 0, -74.07703400021568 45.230974055242314 0, -74.07248938241172 45.2328823320254 0))",1.2893546967481055,QC-MAIN-de3d8b7b,,https://doi.org/10.1038/s43247-023-00805-6
6309,0.15770500928692685,"POLYGON Z ((-74.09836291967085 45.23172962552994 0, -74.0993928899396 45.23166918560068 0, -74.10209656034041 45.23142740551226 0, -74.11089419973322 45.23295363591294 0, -74.1118598002285 45.233391855127124 0, -74.11184886962157 45.23345920907373 0, -74.09782871575719 45.23325372100586 0, -74.09836291967085 45.23172962552994 0))",0.3969325389676798,QC-MAIN-de3d8b7b,,https://doi.org/10.1038/s43247-023-00805-6
6306,0.34457229391911187,"POLYGON Z ((-74.12001370975797 45.23352785548152 0, -74.11851167962868 45.2316994050046 0, -74.11763190998911 45.23127628504249 0, -74.11574364049083 45.23036958492154 0, -74.11610841981397 45.229009515619865 0, -74.11982059007349 45.229901124896216 0, -74.12467002979469 45.23095894572865 0, -74.12840366010008 45.231805185204344 0, -74.13112878951036 45.232485195778395 0, -74.13282394036055 45.232847865765514 0, -74.13253071768185 45.23376233506212 0, -74.12015211479053 45.23358090658312 0, -74.12001370975797 45.23352785548152 0))",1.4977874944778513,QC-MAIN-de3d8b7b,,https://doi.org/10.1038/s43247-023-00805-6
