land_occupation_id,area_km2,geometry,distance_km,main_id,tailing_id,source_id
6332,0.3335826262366858,"POLYGON Z ((-73.27533244949929 45.81371830535784 0, -73.27495694015323 45.81409968526362 0, -73.27395915995331 45.81483998579928 0, -73.2734119899322 45.815281175158724 0, -73.27287554993406 45.81527369615158 0, -73.27221036002483 45.81492971538981 0, -73.27218889997897 45.81430906555859 0, -73.27207088009087 45.81386038599265 0, -73.27086925951124 45.81284338518528 0, -73.27003240996342 45.81212548517878 0, -73.27032208016239 45.8118039257376 0, -73.2711052899597 45.81101123550116 0, -73.2716095398891 45.810398005493695 0, -73.27265024018077 45.809493115495236 0, -73.27257514038438 45.80932111510752 0, -73.2726931602725 45.80901449560991 0, -73.27336906984047 45.80855081591048 0, -73.27410935954606 45.80801235506019 0, -73.27483892026513 45.807862785436804 0, -73.27616930008352 45.80869291592301 0, -73.27665210033118 45.808775175462856 0, -73.27746748983314 45.80858821543581 0, -73.27975272975976 45.81027087574252 0, -73.27936649039079 45.81070462580714 0, -73.27764987949472 45.81193853527281 0, -73.27533244949929 45.81371830535784 0))",0.9025014363760424,QC-MAIN-844dcc47,,https://doi.org/10.1038/s43247-023-00805-6
6333,0.2673027193499799,"POLYGON Z ((-73.27265024018077 45.8215172451642 0, -73.27250539989919 45.821640605596116 0, -73.27227472979828 45.82184248596674 0, -73.27207088009087 45.82188734514237 0, -73.27171682975425 45.82187239543107 0, -73.27134669008353 45.821913515803935 0, -73.27111601998264 45.82191725574753 0, -73.27072977957727 45.82152471606256 0, -73.27034354020827 45.82111348523914 0, -73.27024698036603 45.82076954594721 0, -73.26826214998908 45.819737716078066 0, -73.26824068994321 45.81951340564586 0, -73.2672536397662 45.818795586086175 0, -73.26740384039537 45.81856379548849 0, -73.26659917987995 45.81795065541229 0, -73.26629877033025 45.817928225151135 0, -73.2651293304917 45.817195435959476 0, -73.26466799028992 45.81723282557699 0, -73.26348782042842 45.81662714564147 0, -73.26285481022384 45.81658975530835 0, -73.26164245962133 45.81593173529623 0, -73.2602798897341 45.81676174546098 0, -73.25898169998446 45.81594668566734 0, -73.25862764964785 45.81558028599537 0, -73.26005459034494 45.81456330556773 0, -73.2616853703853 45.81561766560699 0, -73.2622110803605 45.81569992518922 0, -73.26432466997625 45.81439879542179 0, -73.26503276961304 45.81427914558367 0, -73.2667922995644 45.81531856574161 0, -73.26715707992395 45.81504188539717 0, -73.26874495023674 45.81612614516023 0, -73.26759696007987 45.817001025761975 0, -73.26748967021469 45.81724030596081 0, -73.26844453965063 45.81789831554382 0, -73.26732873956259 45.81876568607212 0, -73.2683801698772 45.81943862564679 0, -73.26943158982765 45.81863109599276 0, -73.27078342036417 45.81884045512613 0, -73.27204943040915 45.81833199579011 0, -73.27299356049441 45.81896008559524 0, -73.27307939964147 45.819692855260705 0, -73.27380896036054 45.82067982605827 0, -73.27265024018077 45.8215172451642 0))",0.32408720942546904,QC-MAIN-844dcc47,,https://doi.org/10.1038/s43247-023-00805-6
6331,0.14025361402171815,"POLYGON Z ((-73.27915191998817 45.82513593553046 0, -73.27817559050634 45.825898526101014 0, -73.27623366985698 45.824926595482275 0, -73.27484965028805 45.82427614609692 0, -73.27561140003951 45.823543435306725 0, -73.27682375996983 45.822758385187875 0, -73.27749967990196 45.82269109539883 0, -73.27813267974236 45.82213034580988 0, -73.278486730079 45.82199575552254 0, -73.27913045994231 45.82145742551095 0, -73.27950597032476 45.82159200557738 0, -73.28026772007624 45.820762075148835 0, -73.28112602034219 45.82018634520331 0, -73.28189850011655 45.82096394567319 0, -73.28028916975792 45.82305745523947 0, -73.2794523202101 45.82387988567014 0, -73.27994585048069 45.82432847512631 0, -73.27915191998817 45.82513593553046 0))",1.0348659902697028,QC-MAIN-844dcc47,,https://doi.org/10.1038/s43247-023-00805-6
6337,0.1922273450895236,"POLYGON Z ((-73.23629021996982 45.842216875983056 0, -73.23507786003951 45.84192538575074 0, -73.2333076000652 45.8415143056103 0, -73.23264241015598 45.84149935516472 0, -73.23351144977262 45.8403632658764 0, -73.23441267013031 45.839877435835774 0, -73.23576449963042 45.83963077512095 0, -73.23683738999092 45.83905524584423 0, -73.23716998028165 45.83848717547546 0, -73.23767423953878 45.838203135174474 0, -73.24145078993588 45.83957845535541 0, -73.24089288989185 45.840624865479164 0, -73.2396912599845 45.84223929579227 0, -73.23845744000833 45.842261715610384 0, -73.23812484971758 45.842149605434194 0, -73.23747038983132 45.842470995985664 0, -73.23629021996982 45.842216875983056 0))",0.636073395720432,QC-MAIN-1eee4ace,,https://doi.org/10.1038/s43247-023-00805-6
6341,0.7210979611388925,"POLYGON Z ((-73.18046808042838 45.9145265953033 0, -73.17989945036143 45.914750525844475 0, -73.17890167016148 45.91395929583497 0, -73.1757259399001 45.911697526179495 0, -73.1750285599221 45.91319791524239 0, -73.17517876987901 45.91328002542735 0, -73.17854761982488 45.91549695511475 0, -73.17642330951395 45.91694500573965 0, -73.17489982037523 45.91791531553599 0, -73.17243218042287 45.916915145326904 0, -73.17070483950387 45.915982125635566 0, -73.16994308975241 45.91537752558656 0, -73.17020058957452 45.914519125484624 0, -73.17095159997527 45.9135338252696 0, -73.17156315013399 45.912817225455534 0, -73.17196011952592 45.91310087598573 0, -73.17299008046689 45.913085945679235 0, -73.17339777988175 45.91239920509617 0, -73.17302226949928 45.912123015297404 0, -73.1732153902202 45.91144371560495 0, -73.1723141698625 45.91079427567084 0, -73.17319393017434 45.91015975598022 0, -73.17418098035134 45.91081667581354 0, -73.17442775015051 45.910316525189 0, -73.17415952963323 45.90976411594023 0, -73.17443848017342 45.90897281512178 0, -73.17392348985697 45.90843532576404 0, -73.17478180048711 45.90727074619188 0, -73.17673445012298 45.90501615583601 0, -73.17787169989275 45.90595682586768 0, -73.17778587007342 45.906374895672776 0, -73.17860125957539 45.90688254605371 0, -73.17963122984415 45.90749470601688 0, -73.18014622016058 45.907554425804115 0, -73.18066120011288 45.90794261603589 0, -73.18033933984509 45.90812178596494 0, -73.18160533952587 45.90895788591126 0, -73.18164825028988 45.909286355190396 0, -73.18151950970658 45.909555095462395 0, -73.18190575011198 45.91007764587604 0, -73.18325757961209 45.9114362551466 0, -73.1840300604229 45.911884136142355 0, -73.1832575796121 45.91222751566659 0, -73.18250655988359 45.91291426534154 0, -73.1818199202927 45.91364578565459 0, -73.18046808042838 45.9145265953033 0))",9.478414392943058,QC-MAIN-1eee4ace,,https://doi.org/10.1038/s43247-023-00805-6
6339,0.3374756338367071,"POLYGON Z ((-73.18911552022843 45.92308011613969 0, -73.18776368969188 45.92257261604777 0, -73.18727016045771 45.923244306187506 0, -73.1869912099175 45.923960765865516 0, -73.18684101032474 45.92567725538655 0, -73.18645476991934 45.92897575585718 0, -73.18578959037431 45.93055776563174 0, -73.18523169033027 45.93119951532409 0, -73.18529606010372 45.92621458617702 0, -73.18566084046324 45.92346820543048 0, -73.1860041597405 45.91979619544729 0, -73.18626165023485 45.91907967582786 0, -73.18651915005697 45.91791531553597 0, -73.18746328014223 45.91673600556257 0, -73.18729162050357 45.916392655570014 0, -73.18890094982581 45.9158701661929 0, -73.18900823969102 45.91651208613557 0, -73.19017767952957 45.919378226144694 0, -73.1912076497983 45.92188598562386 0, -73.19195866952683 45.92393837615251 0, -73.18911552022843 45.92308011613969 0))",9.993769142355648,QC-MAIN-1eee4ace,,https://doi.org/10.1038/s43247-023-00805-6
6342,0.3460834630491536,"POLYGON Z ((-73.16458941046602 45.9744928557308 0, -73.16448211956443 45.97419459586045 0, -73.16418171001474 45.97267348622262 0, -73.16428899987994 45.97040664526151 0, -73.16463232019359 45.96858713607817 0, -73.16660642987536 45.97010836566988 0, -73.17049025977352 45.97304630568147 0, -73.17426681949838 45.975999006047495 0, -73.17340850990469 45.97752003558363 0, -73.17156315013399 45.97696829574714 0, -73.16677808951397 45.975432335400676 0, -73.1656837505082 45.97485075622685 0, -73.16458941046602 45.9744928557308 0))",7.909187599145749,QC-MAIN-11c40b1f,,https://doi.org/10.1038/s43247-023-00805-6
45447,0.037462655687110075,"POLYGON Z ((-77.85742500038185 48.033918995819306 0, -77.85880900025884 48.03401199581151 0, -77.8596569995784 48.03422699624063 0, -77.86001100016702 48.03483699605903 0, -77.85982800005597 48.036113996253114 0, -77.85802599981773 48.036142996102164 0, -77.85742500038185 48.033918995819306 0))",2.3598148931967375,,16.0,https://doi.org/10.1038/s43247-023-00805-6
5866,0.08202516389627751,"POLYGON Z ((-77.85321951024434 48.0402137565449 0, -77.85286545990773 48.04041102650114 0, -77.85279036011137 48.040439716862814 0, -77.85275817004256 48.04047558623756 0, -77.85205007040578 48.040733825982585 0, -77.85153508008932 48.040719476063934 0, -77.85108446991049 48.04057600618797 0, -77.8508698901801 48.04041102650113 0, -77.8508698901801 48.04033211586889 0, -77.85097718004529 48.04008104658292 0, -77.85110592995636 48.03973671677732 0, -77.85126685957204 48.03958607654802 0, -77.8516423699545 48.039320656665666 0, -77.8517818498885 48.039184365966854 0, -77.8520286103599 48.03892611644 0, -77.85236119961425 48.03871807640256 0, -77.85276890006551 48.03857460621471 0, -77.85314441044797 48.0384239565421 0, -77.85369158046905 48.03825179682611 0, -77.85420656042133 48.0379648466106 0, -77.85464643954084 48.03767072634385 0, -77.85533308949591 48.0375272462373 0, -77.8557622396289 48.0377783265008 0, -77.85659909021314 48.03780702588692 0, -77.85696386953626 48.0379002864916 0, -77.85698532958213 48.03808679656461 0, -77.85705507006735 48.03835222645812 0, -77.85703361002146 48.03841678597297 0, -77.85691022978575 48.03856743678853 0, -77.85677611952713 48.03866786586478 0, -77.85650253037089 48.03888665583225 0, -77.85621284980775 48.039144906327344 0, -77.85575688031771 48.0393708759779 0, -77.85557448961977 48.039431846744876 0, -77.85518825025075 48.03950358645983 0, -77.85477519048831 48.03971878641398 0, -77.8544211401517 48.039876605941515 0, -77.85404027045806 48.03990170596774 0, -77.85365403005267 48.03998779604248 0, -77.85321951024434 48.0402137565449 0))",1.6802943876688972,,16.0,https://doi.org/10.1038/s43247-023-00805-6
5867,0.9399779467194167,"POLYGON Z ((-77.8525435903122 48.05334297609576 0, -77.85228609981785 48.053429035990014 0, -77.85176038984261 48.053522266344444 0, -77.8508698901801 48.05381629679644 0, -77.85040854997833 48.05398124674392 0, -77.85036564025076 48.05398841596212 0, -77.84994720977654 48.0540959857822 0, -77.84931420993615 48.054217905963164 0, -77.8488099600068 48.05437567626894 0, -77.84855246951244 48.054447386498445 0, -77.84799457050485 48.05456930633741 0, -77.84789800962618 48.054727076542925 0, -77.84856319020763 48.05513583649515 0, -77.84857392023058 48.055379666874884 0, -77.84896015959956 48.055544606637795 0, -77.84934640000496 48.05567368685308 0, -77.84965753957756 48.055802766224026 0, -77.85008668971054 48.05602507609019 0, -77.8495502497124 48.056204355776885 0, -77.84892796953075 48.05649837691568 0, -77.84820913987103 48.05654139664554 0, -77.84702897000955 48.05654139664554 0, -77.84622430949409 48.05655573578731 0, -77.84521580030763 48.05649119687551 0, -77.84460425014892 48.05601073593037 0, -77.84394979026266 48.05621869599002 0, -77.84366012006367 48.05639080679309 0, -77.84298420013153 48.0566919962458 0, -77.84246922017924 48.056971666906655 0, -77.84278035042409 48.057308706917524 0, -77.84210443049196 48.05778915654765 0, -77.8413855997958 48.05776764616328 0, -77.84139632981875 48.057882376076726 0, -77.84119248011133 48.058176386893344 0, -77.84085988982059 48.05875722616604 0, -77.84070969022783 48.05907991693108 0, -77.84084915979766 48.059323716871965 0, -77.84088134986648 48.05968942648906 0, -77.84058094031678 48.05994756586444 0, -77.84001231024982 48.060119666864814 0, -77.83961535018565 48.060148345957536 0, -77.83908962984626 48.060162686091886 0, -77.83868193975916 48.060076636031674 0, -77.8383064304131 48.059926056917334 0, -77.83753394960232 48.05961771603062 0, -77.83686875969309 48.059854346133235 0, -77.83590316956196 48.06011249680306 0, -77.83513068978758 48.05923766586896 0, -77.83468007960873 48.05814770655771 0, -77.83431530028561 48.05546571616369 0, -77.83462643985823 48.05362266603353 0, -77.83621429980681 48.0529700557975 0, -77.83823132958032 48.05176520589998 0, -77.84125686024893 48.04993637602243 0, -77.84227610049474 48.04966383607864 0, -77.84350991010675 48.04947735674923 0, -77.84540891999212 48.04977858656376 0, -77.84815550012051 48.050402556423386 0, -77.84972191038743 48.050624886322574 0, -77.85102010013705 48.0518297564193 0, -77.8525435903122 48.05334297609576 0))",0.0,,16.0,https://doi.org/10.1038/s43247-023-00805-6
66404,0.02097222480758397,"POLYGON Z ((-77.74219751030668 48.06507432580607 0, -77.74230480017187 48.06507432580608 0, -77.7425086498793 48.06507432580608 0, -77.7426266697674 48.06514602631102 0, -77.74274468032777 48.06534678685274 0, -77.74302362983158 48.06556904662893 0, -77.74320601949314 48.06590602582894 0, -77.74320601949314 48.066056596612825 0, -77.74304508987744 48.06608527664516 0, -77.74287343023883 48.06615697621294 0, -77.74263739979034 48.06623584678287 0, -77.74218678028376 48.06624301652306 0, -77.74177909019664 48.06624301652306 0, -77.74152159970228 48.06625734669205 0, -77.74117827006089 48.06626451643522 0, -77.74084567977013 48.06631470582925 0, -77.74053454019753 48.06635772667895 0, -77.74005175031405 48.066407916162795 0, -77.73977279977383 48.06622150614116 0, -77.74006248033699 48.06590602582893 0, -77.74088859986189 48.06572678610803 0, -77.74219751030668 48.06507432580607 0))",1.4303331185152686,QC-MAIN-f9e41c2a,,https://doi.org/10.1038/s43247-023-00805-6
66470,0.4041402893776569,"POLYGON Z ((-77.45799064971787 48.06404901612039 0, -77.45816231039291 48.06395580651447 0, -77.45866656032226 48.06379806657618 0, -77.45888114005261 48.06374786679991 0, -77.45907425973714 48.06369767638596 0, -77.45939612000491 48.06367616589071 0, -77.45976090036444 48.063676165890705 0, -77.46007203993705 48.06368333644287 0, -77.46057630023056 48.06373352684303 0, -77.46094107955368 48.063755036197726 0, -77.4613487696408 48.06379806657618 0, -77.46174574006916 48.063848255922615 0, -77.46215343015625 48.06398448655459 0, -77.46241092997835 48.06407052676957 0, -77.46266842047271 48.06403467608058 0, -77.46286154015718 48.06403467608058 0, -77.46303319979583 48.06416373658072 0, -77.46303319979583 48.06435732618397 0, -77.46286154015718 48.0645150666513 0, -77.46262550038098 48.06464412601296 0, -77.46253966952521 48.06500979613459 0, -77.46315121968394 48.0652320661158 0, -77.46373057044606 48.06528942645268 0, -77.46420263963437 48.065490175904195 0, -77.46438503033235 48.065819996553934 0, -77.46430992949955 48.06612829614111 0, -77.46432065952249 48.066436596388534 0, -77.46458888003977 48.06676640672997 0, -77.46470689992789 48.06701016579695 0, -77.46472835997378 48.06726110636376 0, -77.46459961006272 48.06752638680777 0, -77.46458888003977 48.06777731588939 0, -77.46480345977015 48.067827506740954 0, -77.46501803017276 48.06787769647652 0, -77.46515751010674 48.06789920637803 0, -77.46535062979123 48.06799240673908 0, -77.46559739026266 48.06820748683348 0, -77.46559739026266 48.06842974600753 0, -77.46554375051215 48.068530116208436 0, -77.46535062979123 48.06863048660277 0, -77.4650931403333 48.068702186180744 0, -77.46485709952063 48.06880972583573 0, -77.46446013012874 48.06895311626898 0, -77.46419190961146 48.069017636853076 0, -77.46410607979212 48.06922554637154 0, -77.46419190961144 48.069469306466964 0, -77.46422409968024 48.06962703679809 0, -77.4642133696573 48.069842106176374 0, -77.46400951994987 48.070028505867235 0, -77.46391296010762 48.07014321620882 0, -77.46376276051491 48.0702650959324 0, -77.46359109983983 48.070236415927454 0, -77.46339798015535 48.07020057613184 0, -77.46296883002236 48.070121706545045 0, -77.46247529975179 48.06999983647203 0, -77.46197104049467 48.0698349359408 0, -77.46128439986735 48.06964136673363 0, -77.46037244948674 48.069419116362184 0, -77.4598467395115 48.06938327596453 0, -77.45923519038922 48.06936893678504 0, -77.45887041002968 48.069247056829596 0, -77.45829104993979 48.06905348631398 0, -77.4578618998068 48.06898178625246 0, -77.45749712048372 48.06894594615575 0, -77.45687484962981 48.06885273593812 0, -77.45630621956285 48.068766706454056 0, -77.45556592985724 48.06850860604645 0, -77.45525479028466 48.06845842618208 0, -77.45465398051306 48.068350876773245 0, -77.45421410035715 48.06804259663353 0, -77.45419264031126 48.06760524664345 0, -77.45438575999577 48.06737582691174 0, -77.45479345008287 48.06723242684841 0, -77.45511531967841 48.067139226682734 0, -77.4553835401957 48.06707469678205 0, -77.45586634044336 48.0670531860567 0, -77.45628475951699 48.067002995951164 0, -77.4565100703067 48.06688828670304 0, -77.45632767960872 48.066759236917704 0, -77.45607017978662 48.0665584767543 0, -77.45600581001318 48.06628602683491 0, -77.4557375894959 48.066049426898275 0, -77.45554446981139 48.06590602582892 0, -77.45534062010395 48.06580565602667 0, -77.45512604970135 48.065655085968025 0, -77.4549436600398 48.06542564688187 0, -77.45480418010581 48.06521772691465 0, -77.45513677972427 48.06478752593736 0, -77.45563029963073 48.06467280643194 0, -77.45799064971787 48.06404901612039 0))",9.118881568138459,QC-MAIN-f1ff4920,,https://doi.org/10.1038/s43247-023-00805-6
