technosphere_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodity,flow_type,subflow_type,unit,value,comment,source,source_id
TECH-857b7b89-2023-1,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Energy,Acetylene,GJ,2.0,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-857b7b89-2023-2,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Energy,Aviation fuel,GJ,121071.915388,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-857b7b89-2023-3,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Energy,Diesel,GJ,1361713.858312,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-857b7b89-2023-4,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Energy,Electricity consumption,GJ,1274584.3416,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-857b7b89-2023-5,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Energy,Electricity consumption|Generated on-site,GJ,5528.5667,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-857b7b89-2023-6,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Energy,Gasoline,GJ,25050.76,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-857b7b89-2023-7,2023,Site-specific,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Energy,Propane,GJ,80313.1858,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-7f050560-2024-1,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Energy,Diesel,l,3116555.8,,EVN_FY24-ESG-Performance-Data_web.xlsx,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-7f050560-2024-2,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Energy,Electricity consumption|Grid electricity,kWh,248298644.3585,,EVN_FY24-ESG-Performance-Data_web.xlsx,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-7f050560-2024-3,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Energy,Gasoline,l,151631.5,,EVN_FY24-ESG-Performance-Data_web.xlsx,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-7f050560-2024-4,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Energy,LPG,l,640677.799999999,,EVN_FY24-ESG-Performance-Data_web.xlsx,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-7f050560-2024-5,2024,Site-specific,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Energy,Natural gas,GJ,307233.0,,EVN_FY24-ESG-Performance-Data_web.xlsx,SRC_EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
TECH-b64bae7a-2023-1,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,,CMP-8a99044e,mining,"Open-pit, concentrator",Iron,Energy,Diesel,TJ,432.0,,SR_2024.pdf,SRC_TacoraResourcesInc._SR_2024
TECH-b64bae7a-2023-2,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,,CMP-8a99044e,mining,"Open-pit, concentrator",Iron,Energy,Electricity consumption|Grid electricity,TJ,1233.0,,ESG_2024.pdf,SRC_TacoraResourcesInc._ESG_2024
TECH-b64bae7a-2023-3,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,,CMP-8a99044e,mining,"Open-pit, concentrator",Iron,Energy,Gasoline,TJ,12.0,,SR_2024.pdf,SRC_TacoraResourcesInc._SR_2024
TECH-b64bae7a-2023-4,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,,CMP-8a99044e,mining,"Open-pit, concentrator",Iron,Energy,Oil,TJ,1058.0,,SR_2024.pdf,SRC_TacoraResourcesInc._SR_2024
TECH-b64bae7a-2023-5,2023,Site-specific,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,,CMP-8a99044e,mining,"Open-pit, concentrator",Iron,Energy,Propane,TJ,1.0,,SR_2024.pdf,SRC_TacoraResourcesInc._SR_2024
TECH-GRP-14bfbb82-2023-1,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Energy,Diesel,GJ,131655.0,,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
TECH-GRP-14bfbb82-2023-2,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Energy,Electricity consumption|Generated on-site,kWh,452775.0,,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
TECH-GRP-14bfbb82-2023-3,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Energy,Electricity consumption|Grid electricity,kWh,53673624.0,,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
TECH-GRP-14bfbb82-2023-4,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Energy,Other,GJ,10277.0,"Other types are electricity, diesel, natural gas, propane",ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
TECH-GRP-14bfbb82-2023-5,2023,Facility-group,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Energy,Propane,GJ,40177.0,,ESG_2023.pdf,SRC_SSRMiningInc_ESG_2023
TECH-GRP-a13779f8-2023-1,2023,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,CMP-12afc634,mining,"Open-pit, concentrator","Gold, zinc, copper, silver",Energy,Diesel,TJ,387.2,Share of primary energy source derived from the all group,Hudbay-2023-Integrated-Annual-Report-Performance-Data.xlsx,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data
TECH-GRP-a13779f8-2023-2,2023,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,CMP-12afc634,mining,"Open-pit, concentrator","Gold, zinc, copper, silver",Energy,Electricity consumption,TJ,764.0,,Hudbay-2023-Integrated-Annual-Report-Performance-Data.xlsx,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data
TECH-GRP-a13779f8-2023-3,2023,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,CMP-12afc634,mining,"Open-pit, concentrator","Gold, zinc, copper, silver",Energy,Gasoline,TJ,1.76,Share of primary energy source derived from the all group,Hudbay-2023-Integrated-Annual-Report-Performance-Data.xlsx,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data
TECH-GRP-a13779f8-2023-4,2023,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,CMP-12afc634,mining,"Open-pit, concentrator","Gold, zinc, copper, silver",Energy,Propane,TJ,48.4,Share of primary energy source derived from the all group,Hudbay-2023-Integrated-Annual-Report-Performance-Data.xlsx,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data
TECH-GRP-147b3123-2023-1,2023,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Open-pit, underground",Gold,Energy,Ammonium nitrate,GJ,20.7,,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-2,2023,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Open-pit, underground",Gold,Energy,Diesel,GJ,384285.8,,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-3,2023,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Open-pit, underground",Gold,Energy,Dynamite,GJ,4889.799999999999,,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-4,2023,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Open-pit, underground",Gold,Energy,Electricity consumption,GJ,738226.8,,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-5,2023,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Open-pit, underground",Gold,Energy,Electricity consumption|Generated on-site,GJ,317437.52400000003,,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-6,2023,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Open-pit, underground",Gold,Energy,Emulsions,GJ,2026.3,"Explosives, treated as energy consumption",ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-7,2023,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Open-pit, underground",Gold,Energy,Gasoline,GJ,2946.1,,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-GRP-147b3123-2023-8,2023,Facility-group,Pan American Silver Corp,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Open-pit, underground",Gold,Energy,Natural gas,GJ,159325.59885,,ESG_data_2023.xlsx,SRC_PanAmericanSilverCorp_ESG_data_2023
TECH-02884fb5-2023-1,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Energy,ANFO,GJ,1530.9,"Explosives, treated as energy consumption",2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-2,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Anti-scalant,t,35.4,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-3,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Carbon,t,60.4,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-4,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Caustic soda,t,86.6,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-5,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Compressor oil,t,1.5,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-6,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Cyanide,t,399.3,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-7,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Energy,Diesel,GJ,206946.0,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-8,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Energy,Electricity consumption|Grid electricity,GJ,525946.7,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-9,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Energy,Emulsion ANFO,GJ,4260.6,"Explosives, treated as energy consumption",2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-10,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Energy,Explosives,t,1483.4,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-11,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Flocculant,t,46.2,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-12,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Energy,Gasoline,GJ,3350.8,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-13,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Grease,t,4.5,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-14,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Hydraulic oil,t,200.2,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-15,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Lime,t,5069.3,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-16,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Motor/drill oil,t,18.9,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-17,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Energy,Natural gas,GJ,63958.3,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-18,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Energy,Propane,GJ,33.0,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-19,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Sulfur dioxide,t,539.0,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-02884fb5-2023-20,2023,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Material use,Transmission oil,t,8.1,,2023_iamgold-esg-performance-data-final_protected,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
TECH-687b8c8d-2023-1,2023,Site-specific,Alamos Gold Inc,Young-Davidson,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Energy,Diesel,GJ,140100.0,,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023
TECH-687b8c8d-2023-2,2023,Site-specific,Alamos Gold Inc,Young-Davidson,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Energy,Electricity consumption,GJ,960748.0,,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023
TECH-687b8c8d-2023-3,2023,Site-specific,Alamos Gold Inc,Young-Davidson,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Energy,Electricity consumption|Generated on-site,GJ,475.0,,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023
TECH-687b8c8d-2023-4,2023,Site-specific,Alamos Gold Inc,Young-Davidson,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Energy,Gasoline,GJ,2124.0,,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023
TECH-687b8c8d-2023-5,2023,Site-specific,Alamos Gold Inc,Young-Davidson,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Energy,Naphta,GJ,6344.0,,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023
TECH-687b8c8d-2023-6,2023,Site-specific,Alamos Gold Inc,Young-Davidson,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Energy,Natural gas,GJ,221612.0,,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023
TECH-687b8c8d-2023-7,2023,Site-specific,Alamos Gold Inc,Young-Davidson,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Energy,Total blasting agents used e.g. ANFO,t,2599.5,"Explosives, treated as energy consumption",Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023
TECH-687b8c8d-2023-8,2023,Site-specific,Alamos Gold Inc,Young-Davidson,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Material use,Total sodium cyanide used,t,1955.7,,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023
