technosphere_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodity,flow_type,subflow_type,unit,value,comment,source,source_id
TECH-f9e41c2a-2023-5,2023,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,CMP-64d60fd7,mining,"Underground, concentrator",Gold,Energy,LPG|Mobile equipment,GJ,45.0,,ESG_2023.pdf,SRC_EldoradoGold_ESG_2023
TECH-f9e41c2a-2023-6,2023,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,CMP-64d60fd7,mining,"Underground, concentrator",Gold,Energy,LPG|Stationary equipment,GJ,187.0,,ESG_2023.pdf,SRC_EldoradoGold_ESG_2023
TECH-f9e41c2a-2023-7,2023,Site-specific,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,CMP-64d60fd7,mining,"Underground, concentrator",Gold,Energy,Natural gas,GJ,76904.0,,ESG_2023.pdf,SRC_EldoradoGold_ESG_2023
TECH-4ea8ac9d-2023-1,2023,Site-specific,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Energy,Diesel,GJ,391146.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-4ea8ac9d-2023-2,2023,Site-specific,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Energy,Electricity consumption,kWh,469220285.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-4ea8ac9d-2023-3,2023,Site-specific,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Energy,Explosives,GJ,6280.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-4ea8ac9d-2023-4,2023,Site-specific,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Energy,Light Fuel & Gasoline,GJ,8329.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-4ea8ac9d-2023-5,2023,Site-specific,Agnico Eagle Mines Limited,LaRonde,NU-MAIN-4ea8ac9d,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Energy,Natural gas,GJ,297435.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-730aefe3-2023-1,2023,Site-specific,Agnico Eagle Mines Limited,Macassa,NU-MAIN-730aefe3,,CMP-6265c407,mining,Concentrator,"Gold, silver",Energy,Diesel,GJ,91423.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-730aefe3-2023-2,2023,Site-specific,Agnico Eagle Mines Limited,Macassa,NU-MAIN-730aefe3,,CMP-6265c407,mining,Concentrator,"Gold, silver",Energy,Electricity consumption,kWh,182554670.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-730aefe3-2023-3,2023,Site-specific,Agnico Eagle Mines Limited,Macassa,NU-MAIN-730aefe3,,CMP-6265c407,mining,Concentrator,"Gold, silver",Energy,Explosives,GJ,82576.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-730aefe3-2023-4,2023,Site-specific,Agnico Eagle Mines Limited,Macassa,NU-MAIN-730aefe3,,CMP-6265c407,mining,Concentrator,"Gold, silver",Energy,Light Fuel & Gasoline,GJ,6440.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-730aefe3-2023-5,2023,Site-specific,Agnico Eagle Mines Limited,Macassa,NU-MAIN-730aefe3,,CMP-6265c407,mining,Concentrator,"Gold, silver",Energy,Natural gas,GJ,327090.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-730aefe3-2023-6,2023,Site-specific,Agnico Eagle Mines Limited,Macassa,NU-MAIN-730aefe3,,CMP-6265c407,mining,Concentrator,"Gold, silver",Energy,Propane,GJ,658.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-GRP-0a2c0d69-2023-1,2023,Facility-group,Agnico Eagle Mines Limited,Meadowbank,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Energy,Diesel,GJ,3590887.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-GRP-0a2c0d69-2023-2,2023,Facility-group,Agnico Eagle Mines Limited,Meadowbank,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Energy,Electricity consumption,kWh,164987364.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-GRP-0a2c0d69-2023-3,2023,Facility-group,Agnico Eagle Mines Limited,Meadowbank,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Energy,Electricity consumption|Generated on-site,kWh,164987364.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-GRP-0a2c0d69-2023-4,2023,Facility-group,Agnico Eagle Mines Limited,Meadowbank,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Energy,Explosives,GJ,45318.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-GRP-0a2c0d69-2023-5,2023,Facility-group,Agnico Eagle Mines Limited,Meadowbank,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Energy,Light Fuel & Gasoline,GJ,51161.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-GRP-0a2c0d69-2023-6,2023,Facility-group,Agnico Eagle Mines Limited,Meadowbank,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Energy,Lubricating Oils & Greases,GJ,7311.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-GRP-0a2c0d69-2023-7,2023,Facility-group,Agnico Eagle Mines Limited,Meadowbank,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Energy,Propane,GJ,235.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-aeafbb59-2023-1,2023,Site-specific,Agnico Eagle Mines Limited,Meliadine,ON-MAIN-aeafbb59,,CMP-6265c407,mining,"Underground, concentrator",Gold,Energy,Diesel,GJ,1944158.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-aeafbb59-2023-2,2023,Site-specific,Agnico Eagle Mines Limited,Meliadine,ON-MAIN-aeafbb59,,CMP-6265c407,mining,"Underground, concentrator",Gold,Energy,Electricity consumption,kWh,132709926.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-aeafbb59-2023-3,2023,Site-specific,Agnico Eagle Mines Limited,Meliadine,ON-MAIN-aeafbb59,,CMP-6265c407,mining,"Underground, concentrator",Gold,Energy,Electricity consumption|Generated on-site,kWh,132709926.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-aeafbb59-2023-4,2023,Site-specific,Agnico Eagle Mines Limited,Meliadine,ON-MAIN-aeafbb59,,CMP-6265c407,mining,"Underground, concentrator",Gold,Energy,Explosives,GJ,18198.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-aeafbb59-2023-5,2023,Site-specific,Agnico Eagle Mines Limited,Meliadine,ON-MAIN-aeafbb59,,CMP-6265c407,mining,"Underground, concentrator",Gold,Energy,Light Fuel & Gasoline,GJ,5290.0,,2023-Sustainability-Performance_data,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
TECH-ed23117f-2023-1,2023,Site-specific,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Energy,Diesel,tCO2eq,68884.0,,Data.xlsx,SRC_CenterraGoldInc_Data
TECH-ed23117f-2023-2,2023,Site-specific,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Energy,Electricity consumption|Not specified,tCO2eq,7075.0,,Data.xlsx,SRC_CenterraGoldInc_Data
TECH-ed23117f-2023-3,2023,Site-specific,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Energy,Explosives,tCO2eq,690.0,,Data.xlsx,SRC_CenterraGoldInc_Data
TECH-ed23117f-2023-4,2023,Site-specific,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Energy,Gasoline,tCO2eq,1557.0,,Data.xlsx,SRC_CenterraGoldInc_Data
TECH-ed23117f-2023-5,2023,Site-specific,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Energy,Propane,tCO2eq,1362.0,,Data.xlsx,SRC_CenterraGoldInc_Data
TECH-8eb8be0d-2023-1,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Aviation fuel,GJ,27653.22904,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-2,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Biodiesel,GJ,11770.3702287417,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-3,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Material use,Cement,t,9417.6,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-8eb8be0d-2023-4,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Diesel,GJ,308614.730821,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-5,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Electricity consumption,GJ,509889.6,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-6,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Electricity consumption|Generated on-site,GJ,3808.98428206273,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-7,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Gasoline,GJ,5437.635,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-8,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Grinding media,t,726.071,"Explosives, treated as energy consumption",Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-8eb8be0d-2023-9,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Material use,Hydrochloric acid (HCL),kl,57.2,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-8eb8be0d-2023-10,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Material use,Lime,t,924.081,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-8eb8be0d-2023-11,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Material use,Lubricants,kl,336.521,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-8eb8be0d-2023-12,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Propane,GJ,229891.86895,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-13,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Material use,Sodium cyanide (NaCN),t,390.003,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-8eb8be0d-2023-14,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Energy,Solar,GJ,1483.2,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-8eb8be0d-2023-15,2023,Site-specific,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Material use,Tires,t,100.705343372947,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-aa76f6f2-2023-1,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Material use,2'' balls,t,980.0,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-aa76f6f2-2023-2,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Material use,3/4'' balls,t,179.0,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-aa76f6f2-2023-3,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Material use,Anti-scalant,kg,38000.0,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-aa76f6f2-2023-4,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Energy,Diesel,l,4761600.1,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-aa76f6f2-2023-5,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Energy,Electricity consumption,GJ,171984.8235,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-aa76f6f2-2023-6,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Energy,Electricity consumption|Generated on-site,GJ,56414.6765,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-aa76f6f2-2023-7,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Energy,Explosives,kg,522600.0,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-aa76f6f2-2023-8,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Material use,Flocculant,t,192.0,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-aa76f6f2-2023-9,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Energy,Gasoline,l,119418.4,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-aa76f6f2-2023-10,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Material use,Lime,t,2724.0,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-aa76f6f2-2023-11,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Energy,Natural gas,GJ,59198.0,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-aa76f6f2-2023-12,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Material use,Polyfroth h57,t,55.0,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-aa76f6f2-2023-13,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Energy,Propane,l,31049.5,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-aa76f6f2-2023-14,2023,Site-specific,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Material use,S60 SAG Balls,t,583.0,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-GRP-0d911886-2023-1,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Energy,Biodiesel,GJ,23524.436671511,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-2,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Material use,Cement,t,12578.0,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-3,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Energy,Diesel,GJ,623021.868616,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-4,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Energy,Electricity consumption,GJ,723967.2,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-5,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Energy,Electricity consumption|Generated on-site,GJ,91025.4822599152,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-6,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Energy,Gasoline,GJ,17195.8465,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-7,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Energy,Grinding media,t,1932.222,"Explosives, treated as energy consumption",Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-8,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Material use,Hydrochloric acid (HCL),kl,2.255,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-9,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Material use,Lime,t,4346.921,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-10,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Material use,Lubricants,kl,619.366,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-11,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Energy,Natural gas,GJ,166705.0,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-12,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Material use,Nitric acid (HNO3),l,175.0,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-13,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Energy,Propane,GJ,6336.0580703,,2023-Performance-data.xlsx,SRC_NewmontCorporation_2023-Performance-data
TECH-GRP-0d911886-2023-14,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Material use,Sodium cyanide (NaCN),t,734.521,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-15,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Material use,Sulfuric acid (H2SO4),l,5.0,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-GRP-0d911886-2023-16,2023,Facility-group,Newmont Corporation,Porcupine,,GRP-0d911886,CMP-4a434d72,mining,"Open-pit, underground",Gold,Material use,Tires,t,626.983579787717,,Newmont-2023-Performance-Data-Tables-V4-locked.xlsx,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
TECH-0aadf28f-2023-1,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Material use,2.5'' balls,t,5977.02,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-2,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Material use,5.5'' balls,t,2819.39,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-3,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Material use,Anti-scalant,kg,231239.82,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-4,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Material use,Caustic soda,t,526.21,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-5,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Material use,Cyanide,t,2269.57,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-6,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Energy,Diesel,l,42378137.86,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-0aadf28f-2023-7,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Energy,Electricity consumption,GJ,2919222.0,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-0aadf28f-2023-8,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Energy,Explosives,kg,14805627.0,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-0aadf28f-2023-9,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Material use,Flocculant,t,149.1,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-10,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Energy,Gasoline,l,1147190.1,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
TECH-0aadf28f-2023-11,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Material use,Lime,t,6390.4,,2023-New-Gold-ESG-Data-Factbook.xlsx,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
TECH-0aadf28f-2023-12,2023,Site-specific,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Energy,Propane,l,3691412.93,,ESG_data_2023.xlsx,SRC_NewGoldInc_ESG_data_2023
