main_id,facility_name,longitude,latitude,geometry,peatland_presence,source_id
QC-MAIN-d6748d40,Matawinie,-73.9212,46.61728,POINT (-73.9212 46.61728),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-69bb36c1,Caber Complex,-77.936644,49.773163,POINT (-77.936644 49.773163),peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html
SK-MAIN-60ba74c4,McClean Lake,-103.8361,58.3472,POINT (-103.8361 58.3472),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NT-MAIN-b99d4cb2,Pine Point,-114.38652,60.87216,POINT (-114.38652 60.87216),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NL-MAIN-a498ddc6,Michelin,-59.984,54.584,POINT (-59.984 54.584),peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-bfbcd72e,Bell Creek,-81.178,48.553,POINT (-81.178 48.553),peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-f3e6ff08,Timmins West,-81.549826,48.383275,POINT (-81.549826 48.383275),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-3aa117d8,Alma,-71.6897,48.5847,POINT (-71.6897 48.5847),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-c1c7eb99,Arvida,-71.165521,48.430174,POINT (-71.165521 48.430174),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-01c1e81f,Grande-Baie,-70.9258,48.3058,POINT (-70.9258 48.3058),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-eb47f7c7,Kitimat,-128.6954,53.9976,POINT (-128.6954 53.9976),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-c0e3a48b,Laterrière,-71.1287,48.3013,POINT (-71.1287 48.3013),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-92628f16,Vaudreuil,-71.157919,48.428476,POINT (-71.157919 48.428476),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-8d6616b4,Alouette,-66.4429,50.1571,POINT (-66.4429 50.1571),peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html
NT-MAIN-0ec39ce0,Diavik,-110.272,64.495,POINT (-110.272 64.495),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-e82266c5,Lac Tio,-63.416,50.5541,POINT (-63.416 50.5541),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-11c40b1f,Lithium Demonstration Plant,-73.139626,46.043727,POINT (-73.139626 46.043727),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-3e146840,Rio Tinto Iron and Titanium,-73.138424,46.045907,POINT (-73.138424 46.045907),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,-73.139626,46.043727,POINT (-73.139626 46.043727),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-eda110b0,Georgia Lake,-88.00298,49.45236,POINT (-88.00298 49.45236),No data,https://greifswaldmoor.de/global-peatland-database-en.html
YT-MAIN-73ce66b5,Klaza,-137.3175,62.14117,POINT (-137.3175 62.14117),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-116ae608,Revel Ridge,-118.121,51.287,POINT (-118.121 51.287),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-dca9cce7,Ottawa,-75.69922,45.431332,POINT (-75.69922 45.431332),No data,https://greifswaldmoor.de/global-peatland-database-en.html
SK-MAIN-d5c9124e,Rare Earth Processing Facility,-106.62737,52.1400327,POINT (-106.62737 52.1400327),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-c4fb59c2,Moblan,-74.91215,50.73176,POINT (-74.91215 50.73176),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-1186a6d0,Authier,-78.19557,48.36207,POINT (-78.19557 48.36207),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-dc1a16f9,North American Lithium,-77.80934,48.4115,POINT (-77.80934 48.4115),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-b7591127,Iskut,-131.0925,56.66667,POINT (-131.0925 56.66667),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-4959ea63,KSM,-130.33556,56.46666,POINT (-130.33556 56.46666),No data,https://greifswaldmoor.de/global-peatland-database-en.html
YT-MAIN-03a159d7,Selwyn,-129.20011,62.45542,POINT (-129.20011 62.45542),No data,https://greifswaldmoor.de/global-peatland-database-en.html
AB-MAIN-d3a4aba9,The Cobalt Refinery Company Inc.,-113.19011,53.719929,POINT (-113.19011 53.719929),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-f4fc3276,Sugar Zone,-85.00401,48.80496,POINT (-85.00401 48.80496),No data,https://greifswaldmoor.de/global-peatland-database-en.html
MB-MAIN-915d9faa,Tanco,-95.4502,50.4291,POINT (-95.4502 50.4291),peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-b1fe389a,Eskay Creek,-130.43,56.653,POINT (-130.43 56.653),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-1d2f31f9,Kwyjibo,-65.26564,51.04975,POINT (-65.26564 51.04975),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NL-MAIN-bb23d8a6,Great Burnt Lake,-56.1344,48.3758,POINT (-56.1344 48.3758),peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html
SK-MAIN-22ce14be,Santoy,-103.414571,55.66778,POINT (-103.414571 55.66778),No data,https://greifswaldmoor.de/global-peatland-database-en.html
SK-MAIN-29afbdb5,Seabee,-103.622257,55.683772,POINT (-103.622257 55.683772),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NS-MAIN-c9c77a59,Moose River Consolidated,-62.94292,44.98243,POINT (-62.94292 44.98243),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-020a683c,Hamilton Works,-79.819,43.275,POINT (-79.819 43.275),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-b2e5c9bb,Lake Erie Works,-80.0937,42.8001,POINT (-80.0937 42.8001),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-3032c251,Renard,-72.190579,52.813913,POINT (-72.190579 52.813913),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-b5937543,Blackrock,-74.062113,49.800453,POINT (-74.062113 49.800453),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,-70.854841,48.399648,POINT (-70.854841 48.399648),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-a505d25d,Ootsa,-127.08333,53.63333,POINT (-127.08333 53.63333),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-c5d1b42d,Berg,-127.431,53.802,POINT (-127.431 53.802),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-6a26086e,Sorel Forge,-73.124998,46.045865,POINT (-73.124998 46.045865),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NL-MAIN-b64bae7a,Scully,-66.912573,52.907129,POINT (-66.912573 52.907129),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NL-MAIN-18695c6d,Scully Mine - Manganese project,-66.91222,52.91806,POINT (-66.91222 52.91806),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-1aa10efa,Kenbridge,-93.6347,49.48357,POINT (-93.6347 49.48357),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-23f67ea8,Aley,-123.77829,56.4471,POINT (-123.77829 56.4471),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-6b4800fe,Gibraltar,-122.28716,52.528495,POINT (-122.28716 52.528495),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-18bed6d7,Yellowhead,-119.817,51.52,POINT (-119.817 51.52),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NL-MAIN-e09881ff,DSO (3 and 4),-67.081916,54.890828,POINT (-67.081916 54.890828),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-b8c826a2,DSO (Goodwood),-67.34778,55.09939,POINT (-67.34778 55.09939),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-bf503b6b,Highland Valley,-121.0483,50.4855,POINT (-121.0483 50.4855),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-193ddddb,Schaft Creek,-131.0,57.36667,POINT (-131 57.36667),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-3bb6b7cd,Trail,-117.7137,49.0999,POINT (-117.7137 49.0999),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-2587e541,Strange Lake,-64.2,56.35,POINT (-64.2 56.35),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-23155c25,Myra Falls,-125.59,49.57,POINT (-125.59 49.57),No data,https://greifswaldmoor.de/global-peatland-database-en.html
YT-MAIN-68c87980,Freegold Mountain,-137.2,62.3,POINT (-137.2 62.3),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-b2148882,Troilus,-74.46,51.01,POINT (-74.46 51.01),peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-4a6187a4,RapidSX Demonstration Plant,-76.5,44.233334,POINT (-76.5 44.233334),No data,https://greifswaldmoor.de/global-peatland-database-en.html
SK-MAIN-9dd2b7f8,Horseshoe-Raven,-103.73639,58.15333,POINT (-103.73639 58.15333),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-387b06fe,Welland Mill,-79.235065,42.998265,POINT (-79.235065 42.998265),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-de2f9639,Clarabelle,-81.056782,46.495822,POINT (-81.056782 46.495822),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-6e9b2449,Coleman,-81.3397,46.6771,POINT (-81.3397 46.6771),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-f080c409,Copper Cliff Complex,-81.068205,46.491445,POINT (-81.068205 46.491445),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-63b394c3,Copper Cliff Complex,-81.0569,46.4801,POINT (-81.0569 46.4801),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-52224e1e,Creighton,-81.1861,46.474,POINT (-81.1861 46.474),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-48fe2205,Garson,-80.857,46.568,POINT (-80.857 46.568),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-2e13aaa0,Port Colborne,-79.24,42.883,POINT (-79.24 42.883),No data,https://greifswaldmoor.de/global-peatland-database-en.html
MB-MAIN-e0a6250e,Thompson (T-1 and T-3),-97.8444,55.7152,POINT (-97.8444 55.7152),peat in soil mosaic,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-28f3f0fc,Totten,-81.454839,46.381174,POINT (-81.454839 46.381174),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NL-MAIN-d9036091,Long Harbour,-53.811792,47.410938,POINT (-53.811792 47.410938),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NL-MAIN-2d8801d6,Voisey’s Bay,-62.090855,56.331659,POINT (-62.090855 56.331659),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-860bbbfc,Lac Doré Vanadium,-73.95682,49.84573,POINT (-73.95682 49.84573),No data,https://greifswaldmoor.de/global-peatland-database-en.html
YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),-135.8456,64.0322,POINT (-135.8456 64.0322),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-d59f82aa,Sirmac,-75.47624,50.62225,POINT (-75.47624 50.62225),No data,https://greifswaldmoor.de/global-peatland-database-en.html
NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,-112.59972,62.11806,POINT (-112.59972 62.11806),peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html
AB-MAIN-63f096a6,Rainbow Lake,-119.30174,58.50664,POINT (-119.30174 58.50664),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-be473617,Mont Sorcier,-74.127578,49.918163,POINT (-74.127578 49.918163),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-3c468faa,Superior Lake,-87.38361,48.9775,POINT (-87.38361 48.9775),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-cb85213a,Eagle River,-85.4619,47.9861,POINT (-85.4619 47.9861),No data,https://greifswaldmoor.de/global-peatland-database-en.html
QC-MAIN-9de9bb0d,Kiena,-77.91,48.12,POINT (-77.91 48.12),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-c5fefb01,Mishi,-85.4525,48.11028,POINT (-85.4525 48.11028),No data,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-feb13c30,Record Ridge,-117.884,49.082,POINT (-117.884 49.082),No data,https://greifswaldmoor.de/global-peatland-database-en.html
YT-MAIN-5e0d8b48,Casino,-138.83333,62.73333,POINT (-138.83333 62.73333),No data,https://greifswaldmoor.de/global-peatland-database-en.html
ON-MAIN-12c68d49,Eagle's Nest,-86.3038,52.74202,POINT (-86.3038 52.74202),peat dominated,https://greifswaldmoor.de/global-peatland-database-en.html
BC-MAIN-891d3cb5,Akie,-124.86599,57.38088,POINT (-124.86599 57.38088),No data,https://greifswaldmoor.de/global-peatland-database-en.html
