row_id,year,reporting_level,reported_company_nrcan,name,main_id,facility_group_id,facility_type,mining_processing_type,commodity,reserves_resources,reserves_resources_type,method,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,norm,recovery_rate,comment,source,source_id
RES-f8313ebd-2024-22,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Cobalt,Reserves,Proved,reported,,Mt,0.05,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-23,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Platinum,Reserves,Proved,reported,,Mt,0.73,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-24,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Palladium,Reserves,Proved,reported,,Mt,1.7,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-25,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Ore,Reserves,Probable,reported,6.3,Mt,,,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-26,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Nickel,Reserves,Probable,reported,,Mt,2.54,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-27,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Copper,Reserves,Probable,reported,,Mt,0.71,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-28,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Cobalt,Reserves,Probable,reported,,Mt,0.06,%,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-29,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Platinum,Reserves,Probable,reported,,Mt,0.77,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-f8313ebd-2024-30,2024,Site-specific,Glencore,Raglan,ON-MAIN-f8313ebd,,mining,Concentrator,Palladium,Reserves,Probable,reported,,Mt,1.8,g/t,,,,,,GLENCORE+Resources+and+Reserves+report+2024.pdf,SRC_Glencore_GLENCORE+Resources+and+Reserves+report+2024
RES-4724f4ba-2024-1,2024,Site-specific,Gold Mountain Mining Corp.,Elk,BC-MAIN-4724f4ba,,mining,Open-pit,Gold,Resources,Measured,reported,169000,t,10.3,g/t,56000.0,oz,,,,Q4.24-GMTN-Deck-2,SRC_GoldMountainMiningCorp._Q4
RES-4724f4ba-2024-2,2024,Site-specific,Gold Mountain Mining Corp.,Elk,BC-MAIN-4724f4ba,,mining,Open-pit,Gold,Resources,Indicated,reported,4190000,t,5.4,g/t,750000.0,oz,,,,Q4.24-GMTN-Deck-3,SRC_GoldMountainMiningCorp._Q4
RES-4724f4ba-2024-3,2024,Site-specific,Gold Mountain Mining Corp.,Elk,BC-MAIN-4724f4ba,,mining,Open-pit,Gold,Resources,Inferred,reported,1497000,t,5.3,g/t,262000.0,oz,,,,Q4.24-GMTN-Deck-4,SRC_GoldMountainMiningCorp._Q4
RES-44857446-2024-1,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Proven,reported,87,kt,0.15,oz/t,13.0,koz,,,Underground part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-2,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Proven,reported,4958,kt,0.08,oz/t,415.0,koz,,,Open-pit part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-3,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Probable,reported,391,kt,0.15,oz/t,59.0,koz,,,Underground part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-4,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Probable,reported,10457,kt,0.08,oz/t,804.0,koz,,,Open-pit part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-5,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Measured,reported,1486,kt,0.2,oz/t,300.0,koz,,,Underground part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-6,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Measured,reported,84,kt,0.03,oz/t,3.0,koz,,,Open-pit part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-7,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Indicated,reported,3522,kt,0.17,oz/t,594.0,koz,,,Underground part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-8,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Indicated,reported,126,kt,0.03,oz/t,4.0,koz,,,Open-pit part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-9,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Inferred,reported,2076,kt,0.2,oz/t,408.0,koz,,,Underground part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-44857446-2024-10,2024,Site-specific,Hecla Mining Company,Casa Berardi,YT-MAIN-44857446,,mining,Concentrator,"Copper, gold, silver",Reserves,Inferred,reported,577,kt,0.1,oz/t,57.0,koz,,,Open-pit part,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-1,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Silver,Reserves,Proven,reported,13,kt,28.1,oz/t,364.0,koz,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-2,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Lead,Reserves,Proven,reported,13,kt,3,%,380.0,t,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-3,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Zinc,Reserves,Proven,reported,13,kt,1.6,%,200.0,t,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-4,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Silver,Reserves,Probable,reported,2630,kt,24.3,oz/t,63914.0,koz,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-5,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Gold,Reserves,Probable,reported,2630,kt,0.01,oz/t,17.0,koz,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-6,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Lead,Reserves,Probable,reported,2630,kt,2.4,%,63440.0,t,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-7,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Zinc,Reserves,Probable,reported,2630,kt,2.4,%,62790.0,t,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-8,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Silver,Resources,Indicated,reported,1050,kt,13.7,oz/t,14431.0,koz,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-9,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Gold,Resources,Indicated,reported,1050,kt,0.01,oz/t,12.0,koz,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-10,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Lead,Resources,Indicated,reported,1050,kt,1.1,%,11610.0,t,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-11,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Zinc,Resources,Indicated,reported,1050,kt,2.1,%,22460.0,t,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-12,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Silver,Resources,Inferred,reported,1300,kt,14.8,oz/t,19270.0,koz,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-13,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Gold,Resources,Inferred,reported,1300,kt,0.005,oz/t,6.0,koz,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-14,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Lead,Resources,Inferred,reported,1300,kt,1.3,%,16450.0,t,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-b86f7d07-2024-15,2024,Site-specific,Hecla Mining Company,Keno Hill Silver District,QC-MAIN-b86f7d07,,mining,"Open-pit, underground, concentrator",Zinc,Resources,Inferred,reported,1300,kt,2.7,%,34940.0,t,,,,RR-tables-12-31-2024,SRC_HeclaMiningCompany_RR-tables-12-31-2024
RES-599152a0-2025-1,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Ore,Reserves,Proven,reported,1729000,Mt,,,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-2,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Copper,Reserves,Proven,reported,,,0.269,%,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-3,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Gold,Reserves,Proven,reported,,,0.124,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-4,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Silver,Reserves,Proven,reported,,,0.72,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-5,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Ore,Reserves,Probable,reported,173100000,Mt,,,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-6,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Copper,Reserves,Probable,reported,,,0.222,%,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-7,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Gold,Reserves,Probable,reported,,,0.109,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-8,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Silver,Reserves,Probable,reported,,,0.62,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-9,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Ore,Resources,Measured,reported,31900000,Mt,,,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-10,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Copper,Resources,Measured,reported,,,0.213,%,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-11,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Gold,Resources,Measured,reported,,,0.092,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-12,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Silver,Resources,Measured,reported,,,0.72,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-13,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Ore,Resources,Indicated,reported,92800000,Mt,,,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-14,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Copper,Resources,Indicated,reported,,,0.209,%,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-15,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Gold,Resources,Indicated,reported,,,0.109,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-599152a0-2025-16,2025,Site-specific,Hudbay Minerals Inc,Copper Mountain,BC-MAIN-599152a0,,mining,Concentrator,Silver,Resources,Indicated,reported,,,0.66,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-be5b3dc8-2025-1,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Ore,Reserves,Proven & Probable,reported,11156000,Mt,,,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-2,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Gold,Reserves,Proven & Probable,reported,,Mt,3.9,g/t,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-3,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Zinc,Reserves,Proven & Probable,reported,,Mt,2.26,%,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-4,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Copper,Reserves,Proven & Probable,reported,,Mt,0.66,%,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-5,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Silver,Reserves,Proven & Probable,reported,,Mt,29.4,g/t,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-6,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Ore,Resources,Inferred,reported,2513000,Mt,,,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-7,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Gold,Resources,Inferred,reported,,,3.7,g/t,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-8,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Zinc,Resources,Inferred,reported,,,1.42,%,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-9,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Copper,Resources,Inferred,reported,,,1.92,%,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-be5b3dc8-2025-10,2025,Site-specific,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,,mining,Concentrator,Silver,Resources,Inferred,reported,,,18.6,g/t,,,,,,https://hudbayminerals.com/canada/default.aspx,SRC_HudbayMineralsInc_default
RES-0898e255-2025-1,2025,Site-specific,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,,mining,"Open-pit, concentrator",Ore,Resources,Inferred,reported,2750000,Mt,,,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-0898e255-2025-2,2025,Site-specific,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,,mining,"Open-pit, concentrator",Gold,Resources,Inferred,reported,,,4.5,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-GRP-a13779f8-2025-1,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Ore,Reserves,Probable,reported,3110000,Mt,,,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-GRP-a13779f8-2025-2,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Gold,Reserves,Probable,reported,,Mt,2.2,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-GRP-a13779f8-2025-3,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Zinc,Reserves,Probable,reported,,Mt,0.2,%,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-GRP-a13779f8-2025-4,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Copper,Reserves,Probable,reported,,Mt,1.28,%,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-GRP-a13779f8-2025-5,2025,Facility-group,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,mining,"Open-pit, underground, concentrator",Silver,Reserves,Probable,reported,,Mt,5,g/t,,,,,,Reserves_2024.pdf,SRC_HudbayMineralsInc_Reserves_2024
RES-02884fb5-2024-1,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,mining,"Underground, concentrator","Gold, silver",Reserves,Proven,reported,1080,kt,8.64,g/t,300.0,koz,,,,operational_data,SRC_IAMGOLDCorporation_operational_data
RES-02884fb5-2024-2,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,mining,"Underground, concentrator","Gold, silver",Reserves,Probable,reported,2976,kt,7.35,g/t,704.0,koz,,,,operational_data,SRC_IAMGOLDCorporation_operational_data
RES-02884fb5-2024-3,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,mining,"Underground, concentrator","Gold, silver",Resources,Measured,reported,1061,kt,9.17,g/t,313.0,koz,,,,operational_data,SRC_IAMGOLDCorporation_operational_data
RES-02884fb5-2024-4,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,mining,"Underground, concentrator","Gold, silver",Resources,Indicated,reported,5627,kt,7.75,g/t,1402.0,koz,,,,operational_data,SRC_IAMGOLDCorporation_operational_data
RES-02884fb5-2024-5,2024,Site-specific,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,mining,"Underground, concentrator","Gold, silver",Resources,Inferred,reported,4369,kt,12.83,g/t,1802.0,koz,,,,operational_data,SRC_IAMGOLDCorporation_operational_data
RES-a3c56a83-2023-1,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",6E,Resources,Measured,reported,26.3,Mt,2.87,g/t,2.4,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-2,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",6E,Resources,Indicated,reported,39,Mt,2.44,g/t,3.1,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-3,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",6E,Resources,Inferred,reported,4.3,Mt,2.47,g/t,1.03,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-4,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Platinum,Resources,Measured,reported,-,Mt,-,g/t,0.19,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-5,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Platinum,Resources,Indicated,reported,-,Mt,-,g/t,0.27,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-6,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Platinum,Resources,Inferred,reported,-,Mt,-,g/t,0.03,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-7,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Palladium,Resources,Measured,reported,-,Mt,-,g/t,2.09,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-8,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Palladium,Resources,Indicated,reported,-,Mt,-,g/t,2.6,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-9,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Palladium,Resources,Inferred,reported,-,Mt,-,g/t,0.29,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-10,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Gold,Resources,Measured,reported,-,Mt,-,g/t,0.15,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-11,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Gold,Resources,Indicated,reported,-,Mt,-,g/t,0.19,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-12,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Gold,Resources,Inferred,reported,-,Mt,-,g/t,0.02,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-13,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",6E,Reserves,Proved,reported,2,Mt,3.67,g/t,0.2,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-14,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",6E,Reserves,Probable,reported,6.5,Mt,3.43,g/t,0.7,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-15,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Platinum,Reserves,Proved,reported,-,Mt,-,g/t,0.02,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-16,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Platinum,Reserves,Probable,reported,-,Mt,-,g/t,0.05,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-17,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Palladium,Reserves,Proved,reported,-,Mt,-,g/t,0.2,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
RES-a3c56a83-2023-18,2023,Site-specific,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,mining,"Open-pit, underground, concentrator",Palladium,Reserves,Probable,reported,-,Mt,-,g/t,0.62,Moz,,,,MRMR-2024.pdf,SRC_ImpalaCanadaLtd_MRMR-2024
