facility_id,cluster_id,polygon_id
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-2862e3c5-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-66718dff-1
YT-MAIN-ab926389-1,0,YT-TANG-b76d7015-1
YT-MAIN-ab926389-1,0,YT-TANG-b76d7015-1
YT-MAIN-ab926389-1,0,YT-TANG-b76d7015-1
YT-MAIN-ab926389-1,0,YT-TANG-b76d7015-1
YT-MAIN-ab926389-1,0,YT-TANG-b76d7015-1
YT-MAIN-ab926389-1,0,YT-TANG-b76d7015-1
YT-MAIN-ab926389-1,0,YT-TANG-b76d7015-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-2a11472a-1
YT-MAIN-ab926389-1,0,YT-TANG-44ab7717-1
YT-MAIN-ab926389-1,0,YT-TANG-44ab7717-1
YT-MAIN-ab926389-1,0,YT-TANG-44ab7717-1
YT-MAIN-ab926389-1,0,YT-TANG-44ab7717-1
YT-MAIN-ab926389-1,0,YT-TANG-9ca29250-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-dfe58dea-1
YT-MAIN-ab926389-1,0,YT-TANG-f70edc74-1
YT-MAIN-ab926389-1,0,YT-TANG-f70edc74-1
YT-MAIN-ab926389-1,0,YT-TANG-f70edc74-1
YT-MAIN-ab926389-1,0,YT-TANG-f70edc74-1
YT-MAIN-ab926389-1,0,YT-TANG-f70edc74-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-3d55f393-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-1c69fef2-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-cb2d2fa3-1
YT-MAIN-ab926389-1,0,YT-TANG-b41b49c3-1
YT-MAIN-ab926389-1,0,YT-TANG-b41b49c3-1
YT-MAIN-ab926389-1,0,YT-TANG-b41b49c3-1
YT-MAIN-ab926389-1,0,YT-TANG-b41b49c3-1
YT-MAIN-ab926389-1,0,YT-TANG-b41b49c3-1
YT-MAIN-ab926389-1,0,YT-TANG-b41b49c3-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-1becddeb-1
YT-MAIN-ab926389-1,0,YT-TANG-557517d1-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-a94fcaa6-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
YT-MAIN-ab926389-1,0,YT-TANG-9fd13c9a-1
