main_id,indigenous_land_id,distance_to_centroid_m,distance_to_edge_m
,ZZ-IND-c7d7f372-1,,
,ZZ-IND-de1bef7d-1,,
,ZZ-IND-c0bc045b-1,,
,ZZ-IND-28ffa485-1,,
,ZZ-IND-64109046-1,,
,ZZ-IND-f153dc41-1,,
,ZZ-IND-11ec5bc5-1,,
,ZZ-IND-cf6c4f90-1,,
,ZZ-IND-ea6687c0-1,,
,ZZ-IND-c27ae595-1,,
,ZZ-IND-5cf5a5c6-1,,
,ZZ-IND-18442371-1,,
,ZZ-IND-dca50311-1,,
,ZZ-IND-13d07b67-1,,
,ZZ-IND-ab739867-1,,
,ZZ-IND-6d2105b7-1,,
,ZZ-IND-64ec690c-1,,
,ZZ-IND-2ff69918-1,,
,ZZ-IND-f5730883-1,,
,ZZ-IND-e0eea446-1,,
,ZZ-IND-e001989b-1,,
,ZZ-IND-35729432-1,,
,ZZ-IND-98f39407-1,,
,ZZ-IND-37a3eae8-1,,
,ZZ-IND-614fa06a-1,,
,ZZ-IND-40e0b063-1,,
,ZZ-IND-2405f2c5-1,,
,ZZ-IND-48afb239-1,,
,ZZ-IND-7cbd129d-1,,
,ZZ-IND-c3e188b7-1,,
,ZZ-IND-68ceb1b7-1,,
,ZZ-IND-0063010a-1,,
,ZZ-IND-fca834b8-1,,
,ZZ-IND-a7e25c7c-1,,
,ZZ-IND-49fbdb5b-1,,
,ZZ-IND-608ff966-1,,
,ZZ-IND-d395eeb2-1,,
,ZZ-IND-103497f7-1,,
,ZZ-IND-de4d4dd0-1,,
,ZZ-IND-62d87f88-1,,
,ZZ-IND-e812b18a-1,,
,ZZ-IND-91d29fb8-1,,
,ZZ-IND-be02c630-1,,
,ZZ-IND-32112240-1,,
,ZZ-IND-0c482e4b-1,,
,ZZ-IND-2e66351e-1,,
,ZZ-IND-5f067da1-1,,
,ZZ-IND-4b30ac77-1,,
,ZZ-IND-22e367d1-1,,
,ZZ-IND-a1647d5a-1,,
,ZZ-IND-783cd6a8-1,,
,ZZ-IND-a2577454-1,,
,ZZ-IND-889307aa-1,,
,ZZ-IND-a7e18db5-1,,
,ZZ-IND-a29249fb-1,,
,ZZ-IND-f4d522d7-1,,
,ZZ-IND-1962c968-1,,
,ZZ-IND-5712a028-1,,
,ZZ-IND-69311aa5-1,,
,ZZ-IND-cbe9b99f-1,,
,ZZ-IND-bc23f79a-1,,
,ZZ-IND-7b33f207-1,,
,ZZ-IND-d2ff21da-1,,
,ZZ-IND-65c66a6f-1,,
,ZZ-IND-661068ce-1,,
,ZZ-IND-6f8192e6-1,,
,ZZ-IND-bd69f03b-1,,
,ZZ-IND-c3a406d3-1,,
,ZZ-IND-7a1a34a2-1,,
,ZZ-IND-24e685af-1,,
,ZZ-IND-61fe8b4e-1,,
,ZZ-IND-066f0ff3-1,,
,ZZ-IND-60abece0-1,,
,ZZ-IND-37d3f670-1,,
,ZZ-IND-4a622682-1,,
,ZZ-IND-e84e0d65-1,,
,ZZ-IND-247079ca-1,,
,ZZ-IND-e1f8aa87-1,,
,ZZ-IND-a8d69ca2-1,,
,ZZ-IND-30382795-1,,
,ZZ-IND-cbbf1a37-1,,
,ZZ-IND-47018a4b-1,,
,ZZ-IND-f73c4197-1,,
,ZZ-IND-42ba064f-1,,
,ZZ-IND-004eee89-1,,
,ZZ-IND-9269ea31-1,,
,ZZ-IND-f9293198-1,,
,ZZ-IND-0782d75e-1,,
,ZZ-IND-ba1b8b98-1,,
,ZZ-IND-830d9e01-1,,
,ZZ-IND-75466c46-1,,
,ZZ-IND-dcc6ea96-1,,
,ZZ-IND-e5cc2729-1,,
,ZZ-IND-fb34956f-1,,
,ZZ-IND-f69a3abb-1,,
,ZZ-IND-776db116-1,,
,ZZ-IND-55b1cf0a-1,,
,ZZ-IND-64272379-1,,
,ZZ-IND-9a6594e5-1,,
,ZZ-IND-5c08da85-1,,
,ZZ-IND-a4181b4e-1,,
,ZZ-IND-d4ac577c-1,,
,ZZ-IND-3d5279eb-1,,
,ZZ-IND-9c5daa6a-1,,
,ZZ-IND-2b31bb8b-1,,
,ZZ-IND-4c0dbfd6-1,,
,ZZ-IND-29a3e3d6-1,,
,ZZ-IND-b2105607-1,,
,ZZ-IND-e71e05dc-1,,
,ZZ-IND-34c9df20-1,,
,ZZ-IND-e242bdb1-1,,
,ZZ-IND-0980e99b-1,,
,ZZ-IND-fb7bf968-1,,
,ZZ-IND-8a9d10fc-1,,
,ZZ-IND-7fdb1407-1,,
,ZZ-IND-9f36e57d-1,,
,ZZ-IND-0537d148-1,,
,ZZ-IND-53d98a2c-1,,
,ZZ-IND-df5d9500-1,,
,ZZ-IND-c2e5aed1-1,,
,ZZ-IND-1e3df0a1-1,,
,ZZ-IND-d16860a8-1,,
,ZZ-IND-a5d58994-1,,
,ZZ-IND-47f12b97-1,,
,ZZ-IND-c012983a-1,,
,ZZ-IND-11f0c889-1,,
,ZZ-IND-e01a8969-1,,
,ZZ-IND-16d2076d-1,,
,ZZ-IND-799bcfaf-1,,
,ZZ-IND-7c4c6893-1,,
,ZZ-IND-44b58978-1,,
,ZZ-IND-34eda133-1,,
,ZZ-IND-f985f0a7-1,,
,ZZ-IND-b39dafb6-1,,
,ZZ-IND-fb3e3884-1,,
,ZZ-IND-f5f16209-1,,
,ZZ-IND-3d67c7c0-1,,
,ZZ-IND-586cf0eb-1,,
,ZZ-IND-2c043cbe-1,,
,ZZ-IND-513eb1ac-1,,
,ZZ-IND-340db625-1,,
,ZZ-IND-b0052cdb-1,,
,ZZ-IND-85b9f592-1,,
,ZZ-IND-fd300b37-1,,
,ZZ-IND-143b3c94-1,,
,ZZ-IND-a37fb004-1,,
,ZZ-IND-90847679-1,,
,ZZ-IND-93c37ea7-1,,
,ZZ-IND-7eb7141a-1,,
,ZZ-IND-05dadef4-1,,
,ZZ-IND-f5ad9f81-1,,
,ZZ-IND-6f1a98bc-1,,
,ZZ-IND-0f90f2e5-1,,
,ZZ-IND-12e358ee-1,,
,ZZ-IND-eae7263f-1,,
,ZZ-IND-374c0ea0-1,,
,ZZ-IND-441ca850-1,,
,ZZ-IND-e2df594b-1,,
,ZZ-IND-06f52446-1,,
,ZZ-IND-9c9b1a8f-1,,
,ZZ-IND-ea0a87d6-1,,
,ZZ-IND-45a446f8-1,,
,ZZ-IND-85cc515f-1,,
,ZZ-IND-49f72430-1,,
,ZZ-IND-16b4d6cb-1,,
,ZZ-IND-b8d83489-1,,
,ZZ-IND-70734bc8-1,,
,ZZ-IND-a049e292-1,,
,ZZ-IND-177f2879-1,,
,ZZ-IND-2e846fb0-1,,
,ZZ-IND-e7d6c793-1,,
,ZZ-IND-db4f29f2-1,,
,ZZ-IND-cf2848ad-1,,
,ZZ-IND-3a6c7076-1,,
,ZZ-IND-f09d339b-1,,
,ZZ-IND-aa2e8068-1,,
,ZZ-IND-4159b721-1,,
,ZZ-IND-0d94e81a-1,,
,ZZ-IND-529d9375-1,,
,ZZ-IND-d1c1bd0c-1,,
,ZZ-IND-f99e83ea-1,,
,ZZ-IND-ae0245e4-1,,
,ZZ-IND-61530c60-1,,
,ZZ-IND-3fa32bfc-1,,
,ZZ-IND-5418a9b3-1,,
,ZZ-IND-a5c88ebe-1,,
,ZZ-IND-44955edf-1,,
,ZZ-IND-1eaa6632-1,,
,ZZ-IND-056a045f-1,,
,ZZ-IND-c2b995de-1,,
,ZZ-IND-a23fc475-1,,
,ZZ-IND-91cbe84e-1,,
,ZZ-IND-fb27c0fa-1,,
,ZZ-IND-86041535-1,,
,ZZ-IND-c72d0f57-1,,
,ZZ-IND-4f113777-1,,
,ZZ-IND-75a5fbe2-1,,
,ZZ-IND-62d39e30-1,,
,ZZ-IND-1f95ac77-1,,
,ZZ-IND-739338bb-1,,
,ZZ-IND-7740515e-1,,
,ZZ-IND-7a7c13b0-1,,
,ZZ-IND-c8a54424-1,,
,ZZ-IND-68aeff18-1,,
,ZZ-IND-bf3d090e-1,,
,ZZ-IND-ffea4f95-1,,
,ZZ-IND-4144daa2-1,,
,ZZ-IND-5f194ebc-1,,
,ZZ-IND-9d3dfcc5-1,,
,ZZ-IND-f1208659-1,,
,ZZ-IND-56a182e0-1,,
,ZZ-IND-b9feb725-1,,
,ZZ-IND-98146a0a-1,,
,ZZ-IND-2e9a25ba-1,,
,ZZ-IND-e0e80283-1,,
,ZZ-IND-3b8668c8-1,,
,ZZ-IND-ba3799df-1,,
,ZZ-IND-865ebc1a-1,,
,ZZ-IND-2688959a-1,,
,ZZ-IND-a39a7d0b-1,,
,ZZ-IND-6b387846-1,,
,ZZ-IND-718f00dd-1,,
,ZZ-IND-6cf220f9-1,,
,ZZ-IND-10ef8230-1,,
,ZZ-IND-6e626cc5-1,,
,ZZ-IND-4a132451-1,,
,ZZ-IND-7f60b883-1,,
,ZZ-IND-501daa1c-1,,
,ZZ-IND-9fccf83d-1,,
,ZZ-IND-c62c058f-1,,
,ZZ-IND-9a5ba31e-1,,
,ZZ-IND-b74896f1-1,,
,ZZ-IND-f4b5bf37-1,,
,ZZ-IND-027d9717-1,,
,ZZ-IND-a62cb56d-1,,
,ZZ-IND-0ef558b8-1,,
,ZZ-IND-f9d5a687-1,,
,ZZ-IND-99ef5d3e-1,,
,ZZ-IND-c07ab05c-1,,
,ZZ-IND-7e913b15-1,,
,ZZ-IND-9d128555-1,,
,ZZ-IND-c7fcc335-1,,
,ZZ-IND-4bfdf676-1,,
,ZZ-IND-adb8f3f7-1,,
,ZZ-IND-effedd51-1,,
,ZZ-IND-05f54d4e-1,,
,ZZ-IND-7a8ef391-1,,
,ZZ-IND-9895a2d4-1,,
,ZZ-IND-1f448f55-1,,
,ZZ-IND-d59ab442-1,,
,ZZ-IND-d7fbe4bf-1,,
,ZZ-IND-e12ed657-1,,
,ZZ-IND-4f142ad5-1,,
,ZZ-IND-d73fe8e1-1,,
,ZZ-IND-52b5f04b-1,,
,ZZ-IND-3be2726d-1,,
,ZZ-IND-43abf5bc-1,,
,ZZ-IND-5a1764c2-1,,
,ZZ-IND-ebdb9617-1,,
,ZZ-IND-ba9a6a47-1,,
,ZZ-IND-75a40ae3-1,,
,ZZ-IND-921a63d8-1,,
,ZZ-IND-1f25f3a0-1,,
,ZZ-IND-746c30ed-1,,
,ZZ-IND-47c87b5a-1,,
,ZZ-IND-2211876d-1,,
,ZZ-IND-8efbd675-1,,
,ZZ-IND-2c965e3d-1,,
,ZZ-IND-623bc7bc-1,,
,ZZ-IND-a2d4c374-1,,
,ZZ-IND-5af41883-1,,
,ZZ-IND-775f5df4-1,,
,ZZ-IND-1c2c4f4d-1,,
,ZZ-IND-5233bd76-1,,
,ZZ-IND-6d20e90f-1,,
,ZZ-IND-037e70f8-1,,
,ZZ-IND-f04485e7-1,,
,ZZ-IND-44fffb4b-1,,
,ZZ-IND-0a4f4682-1,,
,ZZ-IND-4641c838-1,,
,ZZ-IND-44c81e3f-1,,
,ZZ-IND-06b2e985-1,,
,ZZ-IND-4f5e65f5-1,,
,ZZ-IND-679edcb0-1,,
,ZZ-IND-530873be-1,,
,ZZ-IND-4da4ae06-1,,
,ZZ-IND-5dbee2a2-1,,
,ZZ-IND-b5c75aa5-1,,
,ZZ-IND-416a23a1-1,,
,ZZ-IND-0c4db8da-1,,
,ZZ-IND-fe59a118-1,,
,ZZ-IND-1495b066-1,,
,ZZ-IND-9b821560-1,,
,ZZ-IND-f88648a3-1,,
,ZZ-IND-6eaaf755-1,,
,ZZ-IND-6f36199c-1,,
,ZZ-IND-6634a4a4-1,,
,ZZ-IND-cb46f221-1,,
,ZZ-IND-8f245b38-1,,
,ZZ-IND-1b65a34e-1,,
,ZZ-IND-431e3e46-1,,
,ZZ-IND-de3d5b51-1,,
,ZZ-IND-a3516498-1,,
,ZZ-IND-d9fa2991-1,,
,ZZ-IND-39e8224e-1,,
,ZZ-IND-ab3ddf4f-1,,
,ZZ-IND-1ca929bc-1,,
,ZZ-IND-5d2f435f-1,,
,ZZ-IND-793365a6-1,,
,ZZ-IND-17ef45ee-1,,
,ZZ-IND-e3bfef43-1,,
,ZZ-IND-02d25085-1,,
,ZZ-IND-eb795a5d-1,,
,ZZ-IND-40369f9c-1,,
,ZZ-IND-7337ecbf-1,,
,ZZ-IND-3e07aadc-1,,
,ZZ-IND-b809389c-1,,
,ZZ-IND-078f35f4-1,,
,ZZ-IND-ea2f029c-1,,
,ZZ-IND-b73c747d-1,,
,ZZ-IND-eacc83ad-1,,
,ZZ-IND-5f5efaf9-1,,
,ZZ-IND-ec057d98-1,,
,ZZ-IND-0a0d7449-1,,
,ZZ-IND-01a904a2-1,,
,ZZ-IND-a06ffee9-1,,
,ZZ-IND-4991cb62-1,,
,ZZ-IND-43aa002b-1,,
,ZZ-IND-efc2afcc-1,,
,ZZ-IND-c777eea0-1,,
,ZZ-IND-de225735-1,,
,ZZ-IND-5787a97f-1,,
,ZZ-IND-398a4ad1-1,,
,ZZ-IND-6c5eb7bc-1,,
,ZZ-IND-13d0a2e8-1,,
,ZZ-IND-ad07de62-1,,
,ZZ-IND-826178ea-1,,
,ZZ-IND-45097ed5-1,,
,ZZ-IND-1af9a754-1,,
,ZZ-IND-1dc0d10d-1,,
,ZZ-IND-1c8bfe82-1,,
,ZZ-IND-28e8c927-1,,
,ZZ-IND-7ec4293c-1,,
,ZZ-IND-59e26c83-1,,
,ZZ-IND-c7d95ba9-1,,
,ZZ-IND-450ecb32-1,,
,ZZ-IND-e0888839-1,,
,ZZ-IND-79e5b1dd-1,,
,ZZ-IND-cc426c6e-1,,
,ZZ-IND-fb86280e-1,,
,ZZ-IND-0783fe47-1,,
,ZZ-IND-47e72211-1,,
,ZZ-IND-c1629de6-1,,
,ZZ-IND-0d1eef5c-1,,
,ZZ-IND-983d8c53-1,,
,ZZ-IND-79cf7922-1,,
,ZZ-IND-24286b97-1,,
,ZZ-IND-dd2e83a8-1,,
,ZZ-IND-6f5a5222-1,,
,ZZ-IND-56f6b285-1,,
,ZZ-IND-0bbcdb6a-1,,
,ZZ-IND-b8dd7a42-1,,
,ZZ-IND-82b20895-1,,
,ZZ-IND-b0aebb48-1,,
,ZZ-IND-b997b818-1,,
,ZZ-IND-b5a507bb-1,,
,ZZ-IND-d67ccacf-1,,
,ZZ-IND-21ebf8a5-1,,
,ZZ-IND-23a20fe8-1,,
,ZZ-IND-bf4b6e93-1,,
,ZZ-IND-d180e0b2-1,,
,ZZ-IND-0c8319ad-1,,
,ZZ-IND-639759cb-1,,
,ZZ-IND-e922260a-1,,
,ZZ-IND-74c2777c-1,,
,ZZ-IND-0044572d-1,,
,ZZ-IND-036d2c0d-1,,
,ZZ-IND-f2f8e0d2-1,,
,ZZ-IND-863a9a61-1,,
,ZZ-IND-85f7b23a-1,,
,ZZ-IND-4ead8482-1,,
,ZZ-IND-e2f3e54a-1,,
,ZZ-IND-e52b099c-1,,
,ZZ-IND-ac25ded6-1,,
,ZZ-IND-294ba65c-1,,
,ZZ-IND-191494d7-1,,
,ZZ-IND-37b8b688-1,,
,ZZ-IND-8154db3d-1,,
,ZZ-IND-f7258876-1,,
,ZZ-IND-9ceecbd6-1,,
,ZZ-IND-f5de31b4-1,,
,ZZ-IND-41164d9e-1,,
,ZZ-IND-985a850a-1,,
,ZZ-IND-1e564c08-1,,
,ZZ-IND-259549ce-1,,
,ZZ-IND-62ca2b7d-1,,
,ZZ-IND-ab8b6ab3-1,,
,ZZ-IND-698c90ee-1,,
,ZZ-IND-af52ba00-1,,
,ZZ-IND-dab8c3fd-1,,
,ZZ-IND-ea224e88-1,,
,ZZ-IND-73e78d45-1,,
,ZZ-IND-ee2c1bd2-1,,
,ZZ-IND-aeef279e-1,,
,ZZ-IND-64d3b6d0-1,,
,ZZ-IND-7fbc53b3-1,,
,ZZ-IND-1fdcddfe-1,,
,ZZ-IND-eb2efe95-1,,
,ZZ-IND-089d8cd5-1,,
,ZZ-IND-d05abe4e-1,,
,ZZ-IND-1f058e8a-1,,
,ZZ-IND-ae1ab511-1,,
,ZZ-IND-0a0b6416-1,,
,ZZ-IND-30858fb2-1,,
,ZZ-IND-0417aa6c-1,,
,ZZ-IND-2de3d030-1,,
,ZZ-IND-612e48b8-1,,
,ZZ-IND-fad9ec2b-1,,
,ZZ-IND-43f44b34-1,,
,ZZ-IND-1a56c220-1,,
,ZZ-IND-499ef381-1,,
,ZZ-IND-685c9b78-1,,
,ZZ-IND-afb79d9d-1,,
,ZZ-IND-490117e1-1,,
,ZZ-IND-d70c92e1-1,,
,ZZ-IND-705f8612-1,,
,ZZ-IND-0e77146f-1,,
,ZZ-IND-77c57e67-1,,
,ZZ-IND-fdfee759-1,,
,ZZ-IND-c56f5503-1,,
,ZZ-IND-1a6e9b55-1,,
,ZZ-IND-f847d9b7-1,,
,ZZ-IND-915f9aa4-1,,
,ZZ-IND-f89c7533-1,,
,ZZ-IND-aec1f9e0-1,,
,ZZ-IND-ec67ac71-1,,
,ZZ-IND-47409ea9-1,,
,ZZ-IND-f32b652e-1,,
,ZZ-IND-efa18892-1,,
,ZZ-IND-3119c467-1,,
,ZZ-IND-879bca01-1,,
,ZZ-IND-90f94e94-1,,
,ZZ-IND-996c3093-1,,
,ZZ-IND-8aa7685d-1,,
,ZZ-IND-7e7f6d0a-1,,
,ZZ-IND-335f5073-1,,
,ZZ-IND-fcd1a99f-1,,
,ZZ-IND-22228b5c-1,,
,ZZ-IND-5b7e3e5d-1,,
,ZZ-IND-0e923385-1,,
,ZZ-IND-55e4084a-1,,
,ZZ-IND-474d18fe-1,,
,ZZ-IND-69a08ef2-1,,
,ZZ-IND-1125eb13-1,,
,ZZ-IND-715eb9de-1,,
,ZZ-IND-09b7ef06-1,,
,ZZ-IND-5c62b9de-1,,
,ZZ-IND-578f895d-1,,
,ZZ-IND-c8bb487b-1,,
,ZZ-IND-3c5f95aa-1,,
,ZZ-IND-aca72200-1,,
,ZZ-IND-e2912231-1,,
,ZZ-IND-5d26f5ec-1,,
,ZZ-IND-ab6050dc-1,,
,ZZ-IND-6ce2b4b1-1,,
,ZZ-IND-b92e0fe9-1,,
,ZZ-IND-c338a521-1,,
,ZZ-IND-33c8df21-1,,
,ZZ-IND-18ba36a9-1,,
,ZZ-IND-11c7e000-1,,
,ZZ-IND-43ca5c1f-1,,
,ZZ-IND-a5bea525-1,,
,ZZ-IND-3b662594-1,,
,ZZ-IND-0ea0b6a7-1,,
,ZZ-IND-355b9e1c-1,,
,ZZ-IND-ccf311e4-1,,
,ZZ-IND-d321a2d8-1,,
,ZZ-IND-2bf10ed2-1,,
,ZZ-IND-151b79b7-1,,
,ZZ-IND-c4cfdf59-1,,
,ZZ-IND-814ab9e3-1,,
,ZZ-IND-ed65b270-1,,
,ZZ-IND-8776f55f-1,,
,ZZ-IND-3276c514-1,,
,ZZ-IND-b61bdbe0-1,,
,ZZ-IND-ea986508-1,,
,ZZ-IND-ea5e83d4-1,,
,ZZ-IND-5774637f-1,,
,ZZ-IND-743891ae-1,,
,ZZ-IND-ebe2157a-1,,
,ZZ-IND-ee96d456-1,,
,ZZ-IND-6de68f09-1,,
,ZZ-IND-6d5ff108-1,,
,ZZ-IND-87c7c4ed-1,,
,ZZ-IND-2673f736-1,,
,ZZ-IND-41fff422-1,,
,ZZ-IND-a0a924f5-1,,
,ZZ-IND-0833d82e-1,,
,ZZ-IND-47650867-1,,
,ZZ-IND-d2daa937-1,,
,ZZ-IND-f8281e1a-1,,
,ZZ-IND-affb08ad-1,,
,ZZ-IND-7d268eb1-1,,
,ZZ-IND-7816eaf3-1,,
,ZZ-IND-a9ee8849-1,,
,ZZ-IND-e65154e7-1,,
,ZZ-IND-635950a8-1,,
,ZZ-IND-e41c4dc5-1,,
,ZZ-IND-cf130e77-1,,
,ZZ-IND-92a6aa73-1,,
,ZZ-IND-746a028c-1,,
,ZZ-IND-d811cc2d-1,,
,ZZ-IND-5be16343-1,,
,ZZ-IND-4bc78714-1,,
,ZZ-IND-8399ef74-1,,
,ZZ-IND-cd9cbe01-1,,
,ZZ-IND-e1e4854a-1,,
,ZZ-IND-5170990d-1,,
,ZZ-IND-eaed8ee1-1,,
,ZZ-IND-112a765b-1,,
,ZZ-IND-77770427-1,,
,ZZ-IND-a551e2b1-1,,
,ZZ-IND-d512b2ce-1,,
,ZZ-IND-64a3a712-1,,
,ZZ-IND-6aa76523-1,,
,ZZ-IND-dc445117-1,,
,ZZ-IND-5109a506-1,,
,ZZ-IND-399a35c2-1,,
,ZZ-IND-b3926c38-1,,
,ZZ-IND-22851bbf-1,,
,ZZ-IND-0509a6e2-1,,
,ZZ-IND-22e317fa-1,,
,ZZ-IND-f10b6d2c-1,,
,ZZ-IND-71b25ebd-1,,
,ZZ-IND-1798a1fd-1,,
,ZZ-IND-be50ec35-1,,
,ZZ-IND-29cc39ae-1,,
,ZZ-IND-2fed0bf1-1,,
,ZZ-IND-87439736-1,,
,ZZ-IND-e0c85136-1,,
,ZZ-IND-3849c637-1,,
,ZZ-IND-e33e91f1-1,,
,ZZ-IND-28c019d8-1,,
,ZZ-IND-3e11807b-1,,
,ZZ-IND-1796b5e2-1,,
,ZZ-IND-78b93763-1,,
,ZZ-IND-d2525706-1,,
,ZZ-IND-d60d9ed3-1,,
,ZZ-IND-103e9b6a-1,,
,ZZ-IND-e5724d22-1,,
,ZZ-IND-08f71df3-1,,
,ZZ-IND-09b1fb54-1,,
,ZZ-IND-94e3792c-1,,
,ZZ-IND-be91a965-1,,
,ZZ-IND-4b72d6b8-1,,
,ZZ-IND-c91b87f5-1,,
,ZZ-IND-1b496264-1,,
,ZZ-IND-2f908166-1,,
,ZZ-IND-0b4073a5-1,,
,ZZ-IND-d7f44df4-1,,
,ZZ-IND-c8fcafaf-1,,
,ZZ-IND-fa8511d8-1,,
,ZZ-IND-9ef96d94-1,,
,ZZ-IND-0a50b2b0-1,,
,ZZ-IND-5da12e6f-1,,
,ZZ-IND-9e0fff42-1,,
,ZZ-IND-d186bb0c-1,,
,ZZ-IND-2473e2f5-1,,
,ZZ-IND-36ef0aa1-1,,
,ZZ-IND-bf54971a-1,,
,ZZ-IND-339239df-1,,
,ZZ-IND-83782a72-1,,
,ZZ-IND-a6294aab-1,,
,ZZ-IND-39559b55-1,,
,ZZ-IND-47b88ee1-1,,
,ZZ-IND-18be36d9-1,,
,ZZ-IND-66f6aeee-1,,
,ZZ-IND-06725996-1,,
,ZZ-IND-1d380e6d-1,,
,ZZ-IND-12401822-1,,
,ZZ-IND-a3677f48-1,,
,ZZ-IND-4e0caff8-1,,
,ZZ-IND-acc5eace-1,,
,ZZ-IND-4b155c0e-1,,
,ZZ-IND-f61e5bd7-1,,
,ZZ-IND-5917771d-1,,
,ZZ-IND-4cd028cd-1,,
,ZZ-IND-c6fe96b8-1,,
,ZZ-IND-dbc807ba-1,,
,ZZ-IND-8d513a7a-1,,
,ZZ-IND-4d0c9847-1,,
,ZZ-IND-3eb46568-1,,
,ZZ-IND-19107757-1,,
,ZZ-IND-4d67b355-1,,
,ZZ-IND-a6ec4ed6-1,,
,ZZ-IND-88dc0551-1,,
,ZZ-IND-8d2be1b3-1,,
,ZZ-IND-bd164cb9-1,,
,ZZ-IND-515b5751-1,,
,ZZ-IND-81fb0267-1,,
,ZZ-IND-e325a144-1,,
,ZZ-IND-ca043c1f-1,,
,ZZ-IND-bc6492b2-1,,
,ZZ-IND-bf6bdeec-1,,
,ZZ-IND-93039e07-1,,
,ZZ-IND-9a4a6327-1,,
,ZZ-IND-5a5a0280-1,,
,ZZ-IND-910f77db-1,,
,ZZ-IND-3f667fbb-1,,
,ZZ-IND-960378c0-1,,
,ZZ-IND-732e6620-1,,
,ZZ-IND-df77351c-1,,
,ZZ-IND-7ed585bd-1,,
,ZZ-IND-b9ae8042-1,,
,ZZ-IND-558ff0b5-1,,
,ZZ-IND-0da2d883-1,,
,ZZ-IND-f3f76f28-1,,
,ZZ-IND-00c0b195-1,,
,ZZ-IND-2e88ce00-1,,
,ZZ-IND-f14324c9-1,,
,ZZ-IND-e2dced4a-1,,
,ZZ-IND-0209260b-1,,
,ZZ-IND-8750498c-1,,
,ZZ-IND-29088c73-1,,
,ZZ-IND-e558e9ed-1,,
,ZZ-IND-57bf61c9-1,,
,ZZ-IND-fcdb2d85-1,,
,ZZ-IND-119ecc32-1,,
,ZZ-IND-75866ec5-1,,
,ZZ-IND-70413ee3-1,,
,ZZ-IND-8bec222a-1,,
,ZZ-IND-b29a90c8-1,,
,ZZ-IND-8f239c58-1,,
,ZZ-IND-2ecf1fcb-1,,
,ZZ-IND-3f3e57fe-1,,
,ZZ-IND-5eb66470-1,,
,ZZ-IND-ebdedd22-1,,
,ZZ-IND-3f081029-1,,
,ZZ-IND-65feafa5-1,,
,ZZ-IND-8e8c12d4-1,,
,ZZ-IND-72c6b093-1,,
,ZZ-IND-038d0f65-1,,
,ZZ-IND-8d66c981-1,,
,ZZ-IND-e3f1ed18-1,,
,ZZ-IND-c4ad939e-1,,
,ZZ-IND-e76668fe-1,,
,ZZ-IND-0d96422b-1,,
,ZZ-IND-757d4b30-1,,
,ZZ-IND-e06020d3-1,,
,ZZ-IND-023d4e34-1,,
,ZZ-IND-a41f0160-1,,
,ZZ-IND-8ae8761b-1,,
,ZZ-IND-0e244c93-1,,
,ZZ-IND-0bdd3380-1,,
,ZZ-IND-12855c90-1,,
,ZZ-IND-5cc6e7a4-1,,
,ZZ-IND-bf6eaf6f-1,,
,ZZ-IND-8f92e636-1,,
,ZZ-IND-0524ef3b-1,,
,ZZ-IND-c5627a1a-1,,
,ZZ-IND-85473c10-1,,
,ZZ-IND-ad6da0cd-1,,
,ZZ-IND-573316e8-1,,
,ZZ-IND-9ed311da-1,,
,ZZ-IND-1a142e88-1,,
,ZZ-IND-0d0e64dd-1,,
,ZZ-IND-b3f72d61-1,,
,ZZ-IND-db5c1d66-1,,
,ZZ-IND-ea3fa774-1,,
,ZZ-IND-d15c2ba8-1,,
,ZZ-IND-3d31f3d9-1,,
,ZZ-IND-c3ae57d3-1,,
,ZZ-IND-b0556da4-1,,
,ZZ-IND-a1ac9be0-1,,
,ZZ-IND-a623d703-1,,
,ZZ-IND-0c525e67-1,,
,ZZ-IND-2ac1c833-1,,
,ZZ-IND-fbdfc2e2-1,,
,ZZ-IND-dd481626-1,,
,ZZ-IND-6252020d-1,,
,ZZ-IND-bef699be-1,,
,ZZ-IND-d4340006-1,,
,ZZ-IND-4d1028da-1,,
,ZZ-IND-d2753a32-1,,
,ZZ-IND-ca49f8d8-1,,
,ZZ-IND-900a7ac0-1,,
,ZZ-IND-35d79324-1,,
,ZZ-IND-08cc282a-1,,
,ZZ-IND-9d864b87-1,,
,ZZ-IND-854bf4a2-1,,
,ZZ-IND-f8c31b6a-1,,
,ZZ-IND-3a7251a9-1,,
,ZZ-IND-44626545-1,,
,ZZ-IND-98be4c13-1,,
,ZZ-IND-97d51b48-1,,
,ZZ-IND-69d33fab-1,,
,ZZ-IND-7bd91b74-1,,
,ZZ-IND-22e2ca8c-1,,
,ZZ-IND-f2a83ac6-1,,
,ZZ-IND-49888703-1,,
,ZZ-IND-4899dc38-1,,
,ZZ-IND-70a3bba9-1,,
,ZZ-IND-fb42cdf1-1,,
,ZZ-IND-2031226b-1,,
,ZZ-IND-50be1e98-1,,
,ZZ-IND-4fa6209f-1,,
,ZZ-IND-50b6d339-1,,
,ZZ-IND-9c17cdc2-1,,
,ZZ-IND-b4c3e7a1-1,,
,ZZ-IND-e19953ac-1,,
,ZZ-IND-cc2178e0-1,,
,ZZ-IND-b06fc69c-1,,
,ZZ-IND-6be33100-1,,
,ZZ-IND-08a9650c-1,,
,ZZ-IND-fa38e5c7-1,,
,ZZ-IND-a464b75f-1,,
,ZZ-IND-ef954a75-1,,
