main_id,tang_id,distance_to_centroid_m,distance_to_edge_m
NL-MAIN-be92136a-1,NL-TANG-a4177750-1,8694.93,8401.58
NL-MAIN-be92136a-1,NL-TANG-d7c73619-1,9858.79,9393.79
ON-MAIN-7b682137-1,ON-TANG-242d3b42-1,9961.5,8680.51
ON-MAIN-7b682137-1,ON-TANG-073e1da5-1,9165.37,8325.06
ON-MAIN-7b682137-1,ON-TANG-54342a70-1,8212.35,7511.53
ON-MAIN-7b682137-1,ON-TANG-39232a2d-1,7440.11,7301.59
ON-MAIN-7b682137-1,ON-TANG-8ffa0fa8-1,7860.87,7179.73
ON-MAIN-7b682137-1,ON-TANG-0c9be41c-1,7101.98,6566.46
ON-MAIN-7b682137-1,ON-TANG-2692600f-1,5770.21,5192.36
ON-MAIN-7b682137-1,ON-TANG-07447c87-1,5494.12,5139.33
ON-MAIN-7b682137-1,ON-TANG-377cc1b5-1,4101.57,3787.81
ON-MAIN-7b682137-1,ON-TANG-7aae4cb6-1,5189.7,4685.73
ON-MAIN-7b682137-1,ON-TANG-56d59bdf-1,339.27,184.32
ON-MAIN-7b682137-1,ON-TANG-3e7c33d8-1,1718.76,1354.03
ON-MAIN-7b682137-1,ON-TANG-1fb03a73-1,9048.59,8370.79
ON-MAIN-7b682137-1,ON-TANG-79d44aa7-1,2159.54,1983.65
ON-MAIN-8d7da620-1,ON-TANG-0bc225af-1,2934.9,2668.37
ON-MAIN-8d7da620-1,ON-TANG-56fea348-1,2418.19,2187.41
ON-MAIN-8d7da620-1,ON-TANG-cdfa8547-1,2688.98,2442.1
ON-MAIN-8d7da620-1,ON-TANG-98589650-1,6463.04,6205.87
ON-MAIN-8d7da620-1,ON-TANG-29bb92e6-1,9703.43,9082.85
ON-MAIN-8d7da620-1,ON-TANG-22c05941-1,7748.24,7250.14
ON-MAIN-e79f2bec-1,ON-TANG-00437769-1,5579.53,5294.74
ON-MAIN-e79f2bec-1,ON-TANG-65d841a0-1,6295.66,5628.25
ON-MAIN-e79f2bec-1,ON-TANG-25f15731-1,2994.16,2734.68
ON-MAIN-e79f2bec-1,ON-TANG-943a9a17-1,3744.38,3123.23
ON-MAIN-e79f2bec-1,ON-TANG-b52d8410-1,2551.72,2092.28
ON-MAIN-e79f2bec-1,ON-TANG-9e5d62fa-1,3070.6,2954.31
ON-MAIN-e79f2bec-1,ON-TANG-b5ffb948-1,3186.3,3090.06
ON-MAIN-e79f2bec-1,ON-TANG-01e90d97-1,2627.36,2261.02
ON-MAIN-e79f2bec-1,ON-TANG-cc847791-1,1857.17,1317.12
ON-MAIN-e79f2bec-1,ON-TANG-f78ed8fc-1,1619.8,634.79
ON-MAIN-e79f2bec-1,ON-TANG-34ad8c06-1,3244.1,2614.13
ON-MAIN-e79f2bec-1,ON-TANG-562ad2bd-1,2904.44,2275.25
ON-MAIN-e79f2bec-1,ON-TANG-444bd253-1,1931.24,418.29
ON-MAIN-e79f2bec-1,ON-TANG-03175f0f-1,5803.12,5451.19
ON-MAIN-e79f2bec-1,ON-TANG-203d6940-1,532.38,162.59
ON-MAIN-e79f2bec-1,ON-TANG-46008a26-1,860.45,728.52
ON-MAIN-e79f2bec-1,ON-TANG-f9750c98-1,4478.64,4292.39
ON-MAIN-e79f2bec-1,ON-TANG-c2914237-1,813.13,663.98
ON-MAIN-e79f2bec-1,ON-TANG-1f23d9f3-1,1098.42,1008.68
ON-MAIN-22af9c76-1,ON-TANG-0c430ff3-1,8322.38,8087.13
ON-MAIN-22af9c76-1,ON-TANG-84b0a33c-1,7878.56,7650.02
ON-MAIN-22af9c76-1,ON-TANG-501f3305-1,7952.57,7676.67
ON-MAIN-22af9c76-1,ON-TANG-c14f4cfb-1,8874.14,8517.87
ON-MAIN-22af9c76-1,ON-TANG-b2ae3d45-1,8852.37,8659.18
ON-MAIN-22af9c76-1,ON-TANG-01dc46a6-1,8113.53,7983.15
ON-MAIN-22af9c76-1,ON-TANG-bb1b13cd-1,8424.08,8336.4
ON-MAIN-22af9c76-1,ON-TANG-180d862c-1,7911.51,7649.65
ON-MAIN-22af9c76-1,ON-TANG-d7873aa0-1,8297.74,8044.28
ON-MAIN-22af9c76-1,ON-TANG-b2f92ed3-1,6059.32,5817.91
ON-MAIN-22af9c76-1,ON-TANG-33685d16-1,7896.42,7777.85
ON-MAIN-22af9c76-1,ON-TANG-59921ff2-1,3694.97,3418.13
ON-MAIN-22af9c76-1,ON-TANG-da4cdc5f-1,10444.26,9505.18
ON-MAIN-22af9c76-1,ON-TANG-ef81f5d1-1,3211.6,3112.99
ON-MAIN-22af9c76-1,ON-TANG-468bfd02-1,3117.87,2933.42
ON-MAIN-22af9c76-1,ON-TANG-45edb0f0-1,4302.54,1012.68
ON-MAIN-22af9c76-1,ON-TANG-5f42b108-1,6994.07,4591.35
ON-MAIN-22af9c76-1,ON-TANG-17b56b79-1,1751.65,972.8
ON-MAIN-22af9c76-1,ON-TANG-a461880f-1,320.26,335.72
ON-MAIN-22af9c76-1,ON-TANG-923cca7c-1,1693.17,1182.8
ON-MAIN-22af9c76-1,ON-TANG-c548b001-1,1698.35,1498.54
ON-MAIN-22af9c76-1,ON-TANG-9e53b380-1,3058.08,2995.64
ON-MAIN-22af9c76-1,ON-TANG-03a61542-1,1438.68,1372.5
ON-MAIN-22af9c76-1,ON-TANG-41b79038-1,1818.01,1659.14
ON-MAIN-22af9c76-1,ON-TANG-b736403f-1,2684.68,2204.08
ON-MAIN-22af9c76-1,ON-TANG-a4463e86-1,2419.13,1985.37
ON-MAIN-22af9c76-1,ON-TANG-9ad75477-1,4110.35,3284.9
ON-MAIN-22af9c76-1,ON-TANG-9d4db5be-1,3422.15,2962.09
ON-MAIN-22af9c76-1,ON-TANG-aab613af-1,5407.5,4332.18
ON-MAIN-22af9c76-1,ON-TANG-5256c373-1,6672.38,6048.83
ON-MAIN-22af9c76-1,ON-TANG-e31fc140-1,6800.91,5893.75
ON-MAIN-48489720-1,ON-TANG-00437769-1,6052.33,5769.45
ON-MAIN-48489720-1,ON-TANG-65d841a0-1,6749.9,6081.14
ON-MAIN-48489720-1,ON-TANG-25f15731-1,3458.06,3205.1
ON-MAIN-48489720-1,ON-TANG-943a9a17-1,4208.37,3584.92
ON-MAIN-48489720-1,ON-TANG-b52d8410-1,2985.46,2495.87
ON-MAIN-48489720-1,ON-TANG-9e5d62fa-1,3521.71,3405.73
ON-MAIN-48489720-1,ON-TANG-b5ffb948-1,3629.03,3532.75
ON-MAIN-48489720-1,ON-TANG-01e90d97-1,2768.41,2408.07
ON-MAIN-48489720-1,ON-TANG-cc847791-1,2110.07,1591.46
ON-MAIN-48489720-1,ON-TANG-f78ed8fc-1,2077.74,992.49
ON-MAIN-48489720-1,ON-TANG-34ad8c06-1,3632.59,2985.25
ON-MAIN-48489720-1,ON-TANG-562ad2bd-1,3312.78,2676.03
ON-MAIN-48489720-1,ON-TANG-444bd253-1,2395.43,748.36
ON-MAIN-48489720-1,ON-TANG-03175f0f-1,6102.37,5747.61
ON-MAIN-48489720-1,ON-TANG-203d6940-1,989.06,632.31
ON-MAIN-48489720-1,ON-TANG-46008a26-1,429.16,290.61
ON-MAIN-48489720-1,ON-TANG-f9750c98-1,4660.25,4496.49
ON-MAIN-48489720-1,ON-TANG-c2914237-1,345.57,201.31
ON-MAIN-48489720-1,ON-TANG-1f23d9f3-1,627.18,533.88
ON-MAIN-20ca68bc-1,ON-TANG-0c430ff3-1,7532.54,7304.9
ON-MAIN-20ca68bc-1,ON-TANG-84b0a33c-1,7079.39,6858.53
ON-MAIN-20ca68bc-1,ON-TANG-501f3305-1,7125.62,6850.54
ON-MAIN-20ca68bc-1,ON-TANG-c14f4cfb-1,7938.46,7583.97
ON-MAIN-20ca68bc-1,ON-TANG-b2ae3d45-1,7902.89,7708.54
ON-MAIN-20ca68bc-1,ON-TANG-01dc46a6-1,7206.71,7078.41
ON-MAIN-20ca68bc-1,ON-TANG-bb1b13cd-1,7490.79,7402.08
ON-MAIN-20ca68bc-1,ON-TANG-180d862c-1,7002.33,6745.49
ON-MAIN-20ca68bc-1,ON-TANG-d7873aa0-1,7337.89,7081.28
ON-MAIN-20ca68bc-1,ON-TANG-b2f92ed3-1,5359.59,5117.87
ON-MAIN-20ca68bc-1,ON-TANG-33685d16-1,6930.98,6810.3
ON-MAIN-20ca68bc-1,ON-TANG-59921ff2-1,3596.27,3251.39
ON-MAIN-20ca68bc-1,ON-TANG-da4cdc5f-1,9448.07,8506.21
ON-MAIN-20ca68bc-1,ON-TANG-ef81f5d1-1,2769.87,2688.16
ON-MAIN-20ca68bc-1,ON-TANG-468bfd02-1,2803.77,2666.49
ON-MAIN-20ca68bc-1,ON-TANG-45edb0f0-1,3311.73,142.34
ON-MAIN-20ca68bc-1,ON-TANG-5f42b108-1,5991.89,3637.17
ON-MAIN-20ca68bc-1,ON-TANG-17b56b79-1,2251.52,916.55
ON-MAIN-20ca68bc-1,ON-TANG-a461880f-1,1292.31,393.03
ON-MAIN-20ca68bc-1,ON-TANG-923cca7c-1,1375.32,721.02
ON-MAIN-20ca68bc-1,ON-TANG-c548b001-1,2687.35,2482.99
ON-MAIN-20ca68bc-1,ON-TANG-9e53b380-1,4069.49,4007.09
ON-MAIN-20ca68bc-1,ON-TANG-03a61542-1,1783.18,1737.79
ON-MAIN-20ca68bc-1,ON-TANG-41b79038-1,1999.56,1811.63
ON-MAIN-20ca68bc-1,ON-TANG-b736403f-1,3684.24,3205.55
ON-MAIN-20ca68bc-1,ON-TANG-a4463e86-1,2884.21,2476.69
ON-MAIN-20ca68bc-1,ON-TANG-9ad75477-1,5108.32,4277.32
ON-MAIN-20ca68bc-1,ON-TANG-9d4db5be-1,4080.34,3646.22
ON-MAIN-20ca68bc-1,ON-TANG-aab613af-1,6395.98,5332.88
ON-MAIN-20ca68bc-1,ON-TANG-5256c373-1,7671.84,7048.3
ON-MAIN-20ca68bc-1,ON-TANG-e31fc140-1,7777.53,6868.63
ON-MAIN-9e805c41-1,ON-TANG-0c430ff3-1,8358.77,8147.3
ON-MAIN-9e805c41-1,ON-TANG-84b0a33c-1,8139.79,7871.61
ON-MAIN-9e805c41-1,ON-TANG-501f3305-1,7813.56,7559.37
ON-MAIN-9e805c41-1,ON-TANG-c14f4cfb-1,6192.01,6063.69
ON-MAIN-9e805c41-1,ON-TANG-b2ae3d45-1,5879.54,5783.45
ON-MAIN-9e805c41-1,ON-TANG-01dc46a6-1,6672.74,6589.97
ON-MAIN-9e805c41-1,ON-TANG-bb1b13cd-1,6203.66,6145.62
ON-MAIN-9e805c41-1,ON-TANG-180d862c-1,6623.95,6487.3
ON-MAIN-9e805c41-1,ON-TANG-d7873aa0-1,5622.68,5528.49
ON-MAIN-9e805c41-1,ON-TANG-b2f92ed3-1,8790.07,8587.75
ON-MAIN-9e805c41-1,ON-TANG-33685d16-1,5526.2,5429.57
ON-MAIN-9e805c41-1,ON-TANG-f13c3a59-1,2624.02,2163.22
ON-MAIN-9e805c41-1,ON-TANG-da4cdc5f-1,966.93,136.88
ON-MAIN-9e805c41-1,ON-TANG-ef81f5d1-1,9769.39,9655.4
ON-MAIN-9e805c41-1,ON-TANG-468bfd02-1,10158.56,9855.94
ON-MAIN-9e805c41-1,ON-TANG-45edb0f0-1,6729.38,4458.86
ON-MAIN-9e805c41-1,ON-TANG-5f42b108-1,3513.18,1955.22
ON-MAIN-9e805c41-1,ON-TANG-17b56b79-1,11337.52,9933.19
ON-MAIN-9e805c41-1,ON-TANG-a461880f-1,10541.98,9735.4
ON-MAIN-9e805c41-1,ON-TANG-923cca7c-1,9075.0,8754.07
ON-MAIN-9e805c41-1,ON-TANG-41b79038-1,9839.29,9638.41
ON-MAIN-9e805c41-1,ON-TANG-a4463e86-1,10679.2,9688.59
ON-MAIN-eba2313b-1,ON-TANG-9a2ed4ae-1,9812.57,9532.11
ON-MAIN-eba2313b-1,ON-TANG-4c3b5fcb-1,9699.17,9489.46
ON-MAIN-eba2313b-1,ON-TANG-134ce3aa-1,7435.51,7104.18
ON-MAIN-eba2313b-1,ON-TANG-87c35b5a-1,6285.18,6221.13
ON-MAIN-eba2313b-1,ON-TANG-6e1a01e9-1,6026.41,5915.93
ON-MAIN-eba2313b-1,ON-TANG-c37f2a97-1,4982.27,4607.89
ON-MAIN-eba2313b-1,ON-TANG-10d8b6b5-1,1319.02,740.98
ON-MAIN-eba2313b-1,ON-TANG-0607160c-1,2832.33,1843.48
ON-MAIN-eba2313b-1,ON-TANG-f95d7fa2-1,964.86,571.33
ON-MAIN-eba2313b-1,ON-TANG-49c05238-1,201.7,7.76
ON-MAIN-eba2313b-1,ON-TANG-242d3b42-1,5065.74,3845.34
ON-MAIN-eba2313b-1,ON-TANG-073e1da5-1,5118.17,4151.75
ON-MAIN-eba2313b-1,ON-TANG-54342a70-1,4953.46,4509.77
ON-MAIN-eba2313b-1,ON-TANG-39232a2d-1,6076.13,5920.37
ON-MAIN-eba2313b-1,ON-TANG-8ffa0fa8-1,3485.39,2744.0
ON-MAIN-eba2313b-1,ON-TANG-0c9be41c-1,6068.16,5452.69
ON-MAIN-eba2313b-1,ON-TANG-2692600f-1,6066.69,5486.09
ON-MAIN-eba2313b-1,ON-TANG-07447c87-1,7099.3,6719.97
ON-MAIN-eba2313b-1,ON-TANG-377cc1b5-1,8920.29,8474.52
ON-MAIN-2a7426bd-1,ON-TANG-64a02106-1,10076.41,9743.31
ON-MAIN-2a7426bd-1,ON-TANG-0bf5e30c-1,9526.54,9206.45
ON-MAIN-2a7426bd-1,ON-TANG-00437769-1,4828.93,4502.92
ON-MAIN-2a7426bd-1,ON-TANG-65d841a0-1,5732.22,5086.97
ON-MAIN-2a7426bd-1,ON-TANG-25f15731-1,2005.76,1817.23
ON-MAIN-2a7426bd-1,ON-TANG-943a9a17-1,3160.8,2598.88
ON-MAIN-2a7426bd-1,ON-TANG-b52d8410-1,1447.31,947.92
ON-MAIN-2a7426bd-1,ON-TANG-9e5d62fa-1,2645.66,2536.33
ON-MAIN-2a7426bd-1,ON-TANG-b5ffb948-1,2815.09,2711.77
ON-MAIN-2a7426bd-1,ON-TANG-01e90d97-1,1889.85,1487.42
ON-MAIN-2a7426bd-1,ON-TANG-cc847791-1,964.0,393.02
ON-MAIN-2a7426bd-1,ON-TANG-f78ed8fc-1,673.65,256.15
ON-MAIN-2a7426bd-1,ON-TANG-34ad8c06-1,3161.7,2661.07
ON-MAIN-2a7426bd-1,ON-TANG-562ad2bd-1,2758.39,2217.55
ON-MAIN-2a7426bd-1,ON-TANG-444bd253-1,1524.25,1041.22
ON-MAIN-2a7426bd-1,ON-TANG-03175f0f-1,5932.8,5596.79
ON-MAIN-2a7426bd-1,ON-TANG-203d6940-1,997.72,833.64
ON-MAIN-2a7426bd-1,ON-TANG-46008a26-1,1784.86,1648.89
ON-MAIN-2a7426bd-1,ON-TANG-f9750c98-1,4961.94,4730.02
ON-MAIN-2a7426bd-1,ON-TANG-c2914237-1,1890.3,1750.99
ON-MAIN-2a7426bd-1,ON-TANG-1f23d9f3-1,2083.04,1993.66
QC-MAIN-2747f5c0-1,,,
QC-MAIN-5a8a80ca-1,QC-TANG-004d3d20-1,5757.04,4799.66
QC-MAIN-5a8a80ca-1,QC-TANG-9533b1e0-1,3903.57,3386.81
QC-MAIN-5a8a80ca-1,QC-TANG-8542d766-1,41.85,336.87
QC-MAIN-5a8a80ca-1,QC-TANG-3692094b-1,3109.62,2735.38
QC-MAIN-5a8a80ca-1,QC-TANG-cab2533a-1,1619.83,801.22
ON-MAIN-bf708684-1,ON-TANG-e1c26fc9-1,1492.38,644.41
NL-MAIN-f9946847-1,,,
SK-MAIN-3fcec2e7-1,SK-TANG-39a4e1ae-1,5457.02,5342.23
SK-MAIN-3fcec2e7-1,SK-TANG-72062e52-1,5314.98,5117.79
SK-MAIN-3fcec2e7-1,SK-TANG-69a01fb9-1,4987.95,4774.47
SK-MAIN-3fcec2e7-1,SK-TANG-cdf41144-1,42.52,397.57
SK-MAIN-cbbe4602-1,SK-TANG-d765e256-1,2661.26,1318.81
SK-MAIN-cbbe4602-1,SK-TANG-c3ed459e-1,1392.15,355.49
SK-MAIN-cbbe4602-1,SK-TANG-475a4b58-1,3408.64,2454.73
SK-MAIN-cbbe4602-1,SK-TANG-7040f11b-1,1195.67,628.77
SK-MAIN-cbbe4602-1,SK-TANG-d85462b2-1,1044.45,360.9
SK-MAIN-cbbe4602-1,SK-TANG-c151a5d1-1,1751.9,1409.41
SK-MAIN-cbbe4602-1,SK-TANG-157b5eda-1,1781.76,1677.06
SK-MAIN-cbbe4602-1,SK-TANG-bd85ab79-1,2083.57,1726.68
SK-MAIN-cbbe4602-1,SK-TANG-72056205-1,2585.59,2070.52
SK-MAIN-cbbe4602-1,SK-TANG-6fb950b4-1,2784.1,2463.36
SK-MAIN-cbbe4602-1,SK-TANG-261d8d08-1,3446.54,3155.95
SK-MAIN-cbbe4602-1,SK-TANG-52fb4150-1,3871.87,3191.43
SK-MAIN-fa315b6c-1,SK-TANG-87fca460-1,4890.91,4716.36
SK-MAIN-fa315b6c-1,SK-TANG-30676653-1,1980.61,1374.44
SK-MAIN-fa315b6c-1,SK-TANG-5c958fda-1,1534.53,1265.05
SK-MAIN-fa315b6c-1,SK-TANG-471cda80-1,399.66,147.48
SK-MAIN-fa315b6c-1,SK-TANG-d4ee74a1-1,2784.58,2635.96
SK-MAIN-cec62931-1,SK-TANG-df1eb2e5-1,10276.58,9912.3
SK-MAIN-cec62931-1,SK-TANG-f32c10d0-1,10070.1,9061.78
SK-MAIN-cec62931-1,SK-TANG-95b60004-1,9204.35,8977.89
SK-MAIN-cec62931-1,SK-TANG-c03b3b8f-1,8836.32,8054.9
SK-MAIN-cec62931-1,SK-TANG-9c704287-1,8501.3,8426.64
SK-MAIN-cec62931-1,SK-TANG-59a2bca4-1,8000.77,7932.67
SK-MAIN-cec62931-1,SK-TANG-86ba0094-1,7402.55,7198.98
SK-MAIN-cec62931-1,SK-TANG-abc895d4-1,7164.03,7011.22
SK-MAIN-cec62931-1,SK-TANG-6799b801-1,6244.64,5995.5
SK-MAIN-cec62931-1,SK-TANG-5b7b107d-1,522.72,75.83
SK-MAIN-cec62931-1,SK-TANG-155bebe5-1,7261.87,6818.8
AB-MAIN-088a29d1-1,AB-TANG-e27b6c08-1,14194.96,7045.41
AB-MAIN-088a29d1-1,AB-TANG-8fbd8469-1,3931.95,783.48
AB-MAIN-088a29d1-1,AB-TANG-c1d75ed2-1,8883.21,4773.87
AB-MAIN-c1f37e9f-1,AB-TANG-322a7d9f-1,247.57,2173.31
AB-MAIN-c1f37e9f-1,AB-TANG-df80351d-1,6354.33,2191.97
AB-MAIN-c1f37e9f-1,AB-TANG-e27b6c08-1,11936.23,4646.51
AB-MAIN-3014a94d-1,AB-TANG-322a7d9f-1,7699.42,2850.56
AB-MAIN-3014a94d-1,AB-TANG-a515bbba-1,6772.36,5107.07
AB-MAIN-3014a94d-1,AB-TANG-df80351d-1,2025.91,774.69
AB-MAIN-3014a94d-1,AB-TANG-e27b6c08-1,8006.31,182.86
AB-MAIN-bfdf3cbd-1,AB-TANG-6c508d9f-1,1927.14,2023.04
AB-MAIN-49171f37-1,AB-TANG-e27b6c08-1,8548.5,647.87
AB-MAIN-49171f37-1,AB-TANG-8fbd8469-1,16035.81,7058.77
AB-MAIN-189a0c74-1,AB-TANG-c23264a2-1,3110.83,1821.92
AB-MAIN-189a0c74-1,AB-TANG-e42188de-1,7605.42,2878.47
AB-MAIN-0b9235e1-1,AB-TANG-322a7d9f-1,8521.11,4581.22
AB-MAIN-0b9235e1-1,AB-TANG-df80351d-1,8640.31,4602.68
AB-MAIN-0b9235e1-1,AB-TANG-e27b6c08-1,4636.37,2382.47
AB-MAIN-2a973ac9-1,AB-TANG-e42188de-1,9242.76,4491.2
AB-MAIN-2a973ac9-1,AB-TANG-7922e0ad-1,2948.41,902.71
AB-MAIN-2a973ac9-1,AB-TANG-50987da1-1,7524.96,2853.34
AB-MAIN-2a973ac9-1,AB-TANG-489d9ab6-1,1283.9,14.0
AB-MAIN-2a973ac9-1,AB-TANG-2e45e67f-1,2482.76,936.45
AB-MAIN-2a973ac9-1,AB-TANG-58018325-1,3405.7,1023.2
AB-MAIN-2a973ac9-1,AB-TANG-e2bc75df-1,9507.35,7064.66
AB-MAIN-2a973ac9-1,AB-TANG-9117d01a-1,7200.6,5397.48
AB-MAIN-2a973ac9-1,AB-TANG-fb61cad0-1,5192.56,3342.11
AB-MAIN-2a973ac9-1,AB-TANG-20b0da85-1,12016.54,6769.69
BC-MAIN-eb5b0a1d-1,BC-TANG-70391e5f-1,1529.02,1359.36
BC-MAIN-eb5b0a1d-1,BC-TANG-fb787d80-1,772.82,55.04
QC-MAIN-36e82d90-1,,,
NB-MAIN-6593e458-1,,,
ON-MAIN-0dc1ca23-1,,,
QC-MAIN-8ca456ee-1,,,
QC-MAIN-a8bc675a-1,,,
QC-MAIN-4e8715a9-1,,,
QC-MAIN-41c4b402-1,,,
ON-MAIN-a4f158ba-1,,,
ON-MAIN-fc4f3bb2-1,,,
QC-MAIN-a07b1ea4-1,,,
QC-MAIN-9245d5f2-1,,,
AB-MAIN-0400fad0-1,,,
ON-MAIN-621e4f9d-1,,,
QC-MAIN-0d3e2477-1,QC-TANG-b02b5287-1,9971.62,9263.37
QC-MAIN-0d3e2477-1,QC-TANG-970c0ba8-1,1782.73,542.16
QC-MAIN-0d3e2477-1,QC-TANG-c6b05388-1,2253.39,1128.99
QC-MAIN-0d3e2477-1,QC-TANG-4be356cc-1,7805.68,7696.57
QC-MAIN-0d3e2477-1,QC-TANG-5e6241eb-1,7509.79,7045.69
QC-MAIN-0d3e2477-1,QC-TANG-c2d1e592-1,6817.03,6219.58
QC-MAIN-a80a23b5-1,,,
AB-MAIN-d0340ea2-1,,,
QC-MAIN-1cdc4109-1,,,
QC-MAIN-e6f9d1aa-1,,,
ON-MAIN-ab3beaca-1,,,
ON-MAIN-b8eb9cec-1,,,
ON-MAIN-5d575b1c-1,,,
AB-MAIN-9e5c8260-1,,,
ON-MAIN-6d63265c-1,,,
QC-MAIN-7aedd1d1-1,QC-TANG-48a1ca03-1,852.43,446.94
QC-MAIN-7aedd1d1-1,QC-TANG-43472f70-1,1956.2,1289.35
QC-MAIN-7aedd1d1-1,QC-TANG-059990bd-1,705.67,396.93
QC-MAIN-7aedd1d1-1,QC-TANG-f182c770-1,2139.83,1497.79
QC-MAIN-b82e1010-1,,,
QC-MAIN-e346178b-1,QC-TANG-8a1e9c1e-1,3590.97,3147.55
QC-MAIN-e346178b-1,QC-TANG-b9d049fc-1,2670.61,2486.21
QC-MAIN-e346178b-1,QC-TANG-6458626e-1,2829.92,2532.23
QC-MAIN-e346178b-1,QC-TANG-c28e0c92-1,970.3,636.07
QC-MAIN-e346178b-1,QC-TANG-0f6c1d30-1,10109.26,9478.41
QC-MAIN-8395491a-1,QC-TANG-8a1e9c1e-1,1320.21,902.5
QC-MAIN-8395491a-1,QC-TANG-b9d049fc-1,398.19,324.09
QC-MAIN-8395491a-1,QC-TANG-6458626e-1,1258.86,1034.87
QC-MAIN-8395491a-1,QC-TANG-c28e0c92-1,3087.02,2801.22
QC-MAIN-d5f7f7a9-1,QC-TANG-8a1e9c1e-1,2686.12,2223.11
QC-MAIN-d5f7f7a9-1,QC-TANG-b9d049fc-1,1813.79,1498.36
QC-MAIN-d5f7f7a9-1,QC-TANG-6458626e-1,1773.41,1483.2
QC-MAIN-d5f7f7a9-1,QC-TANG-c28e0c92-1,2029.66,1696.97
ON-MAIN-79b5b7f0-1,ON-TANG-0c430ff3-1,6749.41,6505.13
ON-MAIN-79b5b7f0-1,ON-TANG-84b0a33c-1,6323.31,6086.84
ON-MAIN-79b5b7f0-1,ON-TANG-501f3305-1,6438.68,6165.19
ON-MAIN-79b5b7f0-1,ON-TANG-c14f4cfb-1,7592.5,7235.95
ON-MAIN-79b5b7f0-1,ON-TANG-b2ae3d45-1,7617.9,7429.91
ON-MAIN-79b5b7f0-1,ON-TANG-01dc46a6-1,6760.96,6626.79
ON-MAIN-79b5b7f0-1,ON-TANG-bb1b13cd-1,7141.74,7055.48
ON-MAIN-79b5b7f0-1,ON-TANG-180d862c-1,6568.49,6298.29
ON-MAIN-79b5b7f0-1,ON-TANG-d7873aa0-1,7112.22,6876.65
ON-MAIN-79b5b7f0-1,ON-TANG-b2f92ed3-1,4412.65,4168.19
ON-MAIN-79b5b7f0-1,ON-TANG-33685d16-1,6742.23,6635.56
ON-MAIN-79b5b7f0-1,ON-TANG-59921ff2-1,2053.18,1721.82
ON-MAIN-79b5b7f0-1,ON-TANG-da4cdc5f-1,10001.51,9049.59
ON-MAIN-79b5b7f0-1,ON-TANG-ef81f5d1-1,1460.4,1358.05
ON-MAIN-79b5b7f0-1,ON-TANG-468bfd02-1,1354.64,1190.56
ON-MAIN-79b5b7f0-1,ON-TANG-45edb0f0-1,3446.38,867.77
ON-MAIN-79b5b7f0-1,ON-TANG-5f42b108-1,6558.48,4359.47
ON-MAIN-79b5b7f0-1,ON-TANG-17b56b79-1,1352.99,53.71
ON-MAIN-79b5b7f0-1,ON-TANG-a461880f-1,2056.4,941.9
ON-MAIN-79b5b7f0-1,ON-TANG-923cca7c-1,2917.58,2258.49
ON-MAIN-79b5b7f0-1,ON-TANG-c548b001-1,3203.3,3038.3
ON-MAIN-79b5b7f0-1,ON-TANG-9e53b380-1,4131.15,4037.43
ON-MAIN-79b5b7f0-1,ON-TANG-03a61542-1,3112.64,3068.63
ON-MAIN-79b5b7f0-1,ON-TANG-41b79038-1,3422.75,3241.27
ON-MAIN-79b5b7f0-1,ON-TANG-b736403f-1,4059.12,3580.6
ON-MAIN-79b5b7f0-1,ON-TANG-a4463e86-1,4161.89,3751.14
ON-MAIN-79b5b7f0-1,ON-TANG-9ad75477-1,5425.82,4663.64
ON-MAIN-79b5b7f0-1,ON-TANG-9d4db5be-1,5183.73,4721.49
ON-MAIN-79b5b7f0-1,ON-TANG-aab613af-1,6740.09,5621.14
ON-MAIN-79b5b7f0-1,ON-TANG-5256c373-1,7914.36,7302.15
ON-MAIN-79b5b7f0-1,ON-TANG-e31fc140-1,8162.18,7276.24
QC-MAIN-a131cab8-1,,,
QC-MAIN-7af0f951-1,QC-TANG-b02b5287-1,9335.9,8638.0
QC-MAIN-7af0f951-1,QC-TANG-970c0ba8-1,1607.16,481.19
QC-MAIN-7af0f951-1,QC-TANG-c6b05388-1,1120.24,388.6
QC-MAIN-7af0f951-1,QC-TANG-4be356cc-1,7904.16,7778.35
QC-MAIN-7af0f951-1,QC-TANG-5e6241eb-1,7785.05,7249.05
QC-MAIN-7af0f951-1,QC-TANG-c2d1e592-1,7568.64,7087.95
SK-MAIN-df629bdd-1,,,
AB-MAIN-e7f96788-1,,,
MB-MAIN-88871a03-1,,,
QC-MAIN-4201fced-1,,,
QC-MAIN-5dd926d1-1,,,
ON-MAIN-c630ce3f-1,,,
ON-MAIN-4181dc29-1,,,
QC-MAIN-6ac74402-1,QC-TANG-bf53f04c-1,8278.61,7942.32
QC-MAIN-6ac74402-1,QC-TANG-4be7942b-1,4766.87,4511.95
QC-MAIN-6ac74402-1,QC-TANG-7bc4080f-1,5913.99,4560.07
QC-MAIN-6ac74402-1,QC-TANG-aa60cea6-1,3717.31,3084.37
QC-MAIN-6ac74402-1,QC-TANG-2dbb7045-1,4776.18,4641.6
QC-MAIN-6ac74402-1,QC-TANG-2644b4f9-1,3733.93,3667.04
QC-MAIN-6ac74402-1,QC-TANG-36dc25c5-1,3930.75,3506.47
QC-MAIN-6ac74402-1,QC-TANG-ab36dafe-1,1038.88,683.5
