main_id,tang_id,distance_to_centroid_m,distance_to_edge_m
QC-MAIN-e3cedb7d-1,QC-TANG-f7b49648-1,1218.89,1172.48
QC-MAIN-e3cedb7d-1,QC-TANG-0635ae57-1,4407.21,4245.48
QC-MAIN-e3cedb7d-1,QC-TANG-ba70ba98-1,50.39,187.88
QC-MAIN-e3cedb7d-1,QC-TANG-3b0eab16-1,4636.96,4453.55
QC-MAIN-20601058-1,QC-TANG-6b05dc4d-1,4365.03,3686.69
QC-MAIN-20601058-1,QC-TANG-612b0ac7-1,1360.96,1287.39
QC-MAIN-20601058-1,QC-TANG-7df6babc-1,1916.13,799.23
QC-MAIN-20601058-1,QC-TANG-6887e0c2-1,3822.45,2934.36
QC-MAIN-20601058-1,QC-TANG-7e79ab57-1,2277.79,1956.66
QC-MAIN-20601058-1,QC-TANG-e2e3af48-1,6118.37,4486.06
QC-MAIN-20601058-1,QC-TANG-992b3a6e-1,5239.5,5117.99
QC-MAIN-20601058-1,QC-TANG-bcf20564-1,5628.62,5379.31
QC-MAIN-20601058-1,QC-TANG-95cfe404-1,4710.81,4152.03
QC-MAIN-20601058-1,QC-TANG-c84954fe-1,7754.78,7477.6
ON-MAIN-bfbfae34-1,ON-TANG-a3ec93dc-1,3220.21,2870.62
ON-MAIN-bfbfae34-1,ON-TANG-cd9ecb28-1,641.36,430.9
ON-MAIN-bfbfae34-1,ON-TANG-a4c2fabb-1,4928.17,2846.41
BC-MAIN-6709f0d0-1,,,
ON-MAIN-46afc5a3-1,ON-TANG-b9dd8798-1,6012.11,5914.05
ON-MAIN-46afc5a3-1,ON-TANG-6bec55ec-1,5698.37,5517.79
ON-MAIN-46afc5a3-1,ON-TANG-eb96589f-1,4935.1,4828.89
ON-MAIN-46afc5a3-1,ON-TANG-c53ca1f1-1,4155.23,4039.71
ON-MAIN-46afc5a3-1,ON-TANG-71eb8943-1,3718.36,3444.12
ON-MAIN-46afc5a3-1,ON-TANG-491d2812-1,3087.78,2945.92
ON-MAIN-46afc5a3-1,ON-TANG-e693d971-1,2084.77,1054.4
ON-MAIN-46afc5a3-1,ON-TANG-798436aa-1,1467.41,1362.42
ON-MAIN-46afc5a3-1,ON-TANG-bccc811c-1,1409.62,1336.47
ON-MAIN-46afc5a3-1,ON-TANG-3401f217-1,1170.54,1089.33
ON-MAIN-46afc5a3-1,ON-TANG-f79fcead-1,1495.31,1307.38
ON-MAIN-46afc5a3-1,ON-TANG-97bd19ab-1,1592.53,1177.59
ON-MAIN-46afc5a3-1,ON-TANG-add2fd4e-1,897.74,772.42
ON-MAIN-46afc5a3-1,ON-TANG-fdbe09a1-1,912.14,525.56
ON-MAIN-46afc5a3-1,ON-TANG-fbc53245-1,447.8,111.31
ON-MAIN-46afc5a3-1,ON-TANG-0c564186-1,1427.01,1108.92
ON-MAIN-46afc5a3-1,ON-TANG-3717524a-1,2854.72,2817.8
ON-MAIN-46afc5a3-1,ON-TANG-eb4524b5-1,2162.99,2120.93
ON-MAIN-46afc5a3-1,ON-TANG-b0543ab9-1,2988.76,2853.45
ON-MAIN-46afc5a3-1,ON-TANG-ffabfa8a-1,2005.24,1960.75
ON-MAIN-46afc5a3-1,ON-TANG-fe2366b3-1,2525.28,2443.29
MB-MAIN-8f99fefb-1,MB-TANG-fda86f52-1,8752.99,8567.69
MB-MAIN-8f99fefb-1,MB-TANG-30b0186a-1,8252.44,8001.4
MB-MAIN-8f99fefb-1,MB-TANG-e6b81f23-1,8837.74,8657.75
MB-MAIN-8f99fefb-1,MB-TANG-cf15fe1a-1,8525.92,8213.36
MB-MAIN-8f99fefb-1,MB-TANG-f12e51d6-1,8588.68,8388.21
MB-MAIN-8f99fefb-1,MB-TANG-217c5f36-1,6016.84,5600.25
MB-MAIN-8f99fefb-1,MB-TANG-f1dc9945-1,8682.8,8609.24
MB-MAIN-8f99fefb-1,MB-TANG-04fdc469-1,5546.31,5290.12
MB-MAIN-8f99fefb-1,MB-TANG-54a10712-1,7679.01,7580.64
MB-MAIN-8f99fefb-1,MB-TANG-332caad9-1,5657.11,5465.22
MB-MAIN-8f99fefb-1,MB-TANG-19b72429-1,8861.93,8774.83
MB-MAIN-8f99fefb-1,MB-TANG-ea46edbe-1,8006.48,7670.26
MB-MAIN-8f99fefb-1,MB-TANG-e1360f4e-1,217.08,20.84
MB-MAIN-8f99fefb-1,MB-TANG-1c9ebf03-1,642.17,236.0
MB-MAIN-8f99fefb-1,MB-TANG-a5745f6c-1,1660.33,1234.64
MB-MAIN-8f99fefb-1,MB-TANG-e9ccee67-1,583.51,502.63
MB-MAIN-8f99fefb-1,MB-TANG-723519b4-1,1787.96,1031.59
BC-MAIN-e6cded7f-1,BC-TANG-5338256a-1,10067.62,9353.15
BC-MAIN-e6cded7f-1,BC-TANG-eb796aee-1,5647.8,5204.33
BC-MAIN-e6cded7f-1,BC-TANG-8bfff2f7-1,4071.2,3007.19
BC-MAIN-e6cded7f-1,BC-TANG-2e3f17cc-1,470.17,233.73
BC-MAIN-e6cded7f-1,BC-TANG-eb464716-1,8768.85,8562.88
BC-MAIN-e6cded7f-1,BC-TANG-0fdb3cdf-1,9181.33,9076.94
BC-MAIN-bc178f67-1,BC-TANG-f10a2143-1,9676.29,9280.46
BC-MAIN-bc178f67-1,BC-TANG-6313cf8b-1,1511.92,906.69
BC-MAIN-bc178f67-1,BC-TANG-6ca94bdb-1,1763.62,1062.53
BC-MAIN-bc178f67-1,BC-TANG-0e3d2575-1,738.52,386.07
BC-MAIN-bc178f67-1,BC-TANG-cbd1fd63-1,186.36,267.84
BC-MAIN-bc178f67-1,BC-TANG-93c7cf2f-1,931.27,592.1
BC-MAIN-bc178f67-1,BC-TANG-0e68dd69-1,4541.53,4164.92
BC-MAIN-bc178f67-1,BC-TANG-906b6834-1,3258.94,3064.3
BC-MAIN-bc178f67-1,BC-TANG-b065b72d-1,2710.37,2442.11
BC-MAIN-bc178f67-1,BC-TANG-bebb8a4f-1,698.91,538.92
BC-MAIN-bc178f67-1,BC-TANG-241ac9bd-1,5220.19,4860.31
BC-MAIN-bc178f67-1,BC-TANG-d567792b-1,6073.39,5682.66
BC-MAIN-bc178f67-1,BC-TANG-9801a1f5-1,8889.06,7933.65
BC-MAIN-95797c9b-1,BC-TANG-c7c0dae1-1,1247.14,210.41
BC-MAIN-95797c9b-1,BC-TANG-3a482dac-1,3539.39,2970.72
BC-MAIN-95797c9b-1,BC-TANG-92b6be77-1,4651.24,2264.2
MB-MAIN-1136efa4-1,MB-TANG-217c5f36-1,141.69,96.07
MB-MAIN-1136efa4-1,MB-TANG-04fdc469-1,9814.5,9583.45
MB-MAIN-1136efa4-1,MB-TANG-e1360f4e-1,5855.6,5711.35
MB-MAIN-1136efa4-1,MB-TANG-1c9ebf03-1,5451.59,4791.77
MB-MAIN-1136efa4-1,MB-TANG-a5745f6c-1,4828.48,4359.08
MB-MAIN-1136efa4-1,MB-TANG-e9ccee67-1,5947.92,5797.32
MB-MAIN-1136efa4-1,MB-TANG-723519b4-1,6788.14,5320.29
MB-MAIN-fd93bf0f-1,MB-TANG-0cf30a91-1,8836.34,8700.02
MB-MAIN-fd93bf0f-1,MB-TANG-4826c42d-1,8882.74,8681.71
MB-MAIN-fd93bf0f-1,MB-TANG-14a469f0-1,8491.48,8383.98
MB-MAIN-fd93bf0f-1,MB-TANG-fda86f52-1,4157.38,3934.1
MB-MAIN-fd93bf0f-1,MB-TANG-30b0186a-1,3896.82,3577.12
MB-MAIN-fd93bf0f-1,MB-TANG-e6b81f23-1,3699.65,3505.46
MB-MAIN-fd93bf0f-1,MB-TANG-cf15fe1a-1,3691.05,3357.94
MB-MAIN-fd93bf0f-1,MB-TANG-f12e51d6-1,3398.0,3274.79
MB-MAIN-fd93bf0f-1,MB-TANG-f1dc9945-1,1506.24,1417.71
MB-MAIN-fd93bf0f-1,MB-TANG-04fdc469-1,2140.51,1938.8
MB-MAIN-fd93bf0f-1,MB-TANG-54a10712-1,499.26,414.75
MB-MAIN-fd93bf0f-1,MB-TANG-332caad9-1,1599.78,1420.87
MB-MAIN-fd93bf0f-1,MB-TANG-19b72429-1,1886.92,1766.45
MB-MAIN-fd93bf0f-1,MB-TANG-ea46edbe-1,1297.79,892.97
MB-MAIN-fd93bf0f-1,MB-TANG-e1360f4e-1,7417.2,7229.08
MB-MAIN-fd93bf0f-1,MB-TANG-1c9ebf03-1,7849.49,7256.87
MB-MAIN-fd93bf0f-1,MB-TANG-a5745f6c-1,8863.23,8444.19
MB-MAIN-fd93bf0f-1,MB-TANG-e9ccee67-1,7672.49,7557.87
MB-MAIN-fd93bf0f-1,MB-TANG-723519b4-1,8217.84,7582.51
QC-MAIN-44440aa8-1,QC-TANG-6b05dc4d-1,6667.39,6087.69
QC-MAIN-44440aa8-1,QC-TANG-612b0ac7-1,4192.05,4082.87
QC-MAIN-44440aa8-1,QC-TANG-7df6babc-1,7427.51,6317.6
QC-MAIN-44440aa8-1,QC-TANG-6887e0c2-1,9255.79,8459.53
QC-MAIN-44440aa8-1,QC-TANG-7e79ab57-1,3255.44,2784.59
QC-MAIN-44440aa8-1,QC-TANG-e2e3af48-1,887.31,214.7
QC-MAIN-44440aa8-1,QC-TANG-19e41bad-1,8867.84,8704.98
QC-MAIN-44440aa8-1,QC-TANG-b01c6b95-1,9147.07,9063.52
QC-MAIN-44440aa8-1,QC-TANG-95cfe404-1,9804.64,9282.76
QC-MAIN-44440aa8-1,QC-TANG-c84954fe-1,6555.22,6188.95
BC-MAIN-0910057b-1,BC-TANG-cc123dbd-1,8136.05,8012.47
BC-MAIN-0910057b-1,BC-TANG-38ab84d5-1,4546.84,4422.1
BC-MAIN-0910057b-1,BC-TANG-1b1d9130-1,4240.68,4167.03
BC-MAIN-0910057b-1,BC-TANG-f68b8a4d-1,5703.35,5609.01
BC-MAIN-0910057b-1,BC-TANG-bebe3a72-1,2953.83,2761.72
BC-MAIN-0910057b-1,BC-TANG-61dfc631-1,603.28,732.55
BC-MAIN-0910057b-1,BC-TANG-dcddc2c3-1,3047.67,2967.04
BC-MAIN-0910057b-1,BC-TANG-9fd73a88-1,4512.86,4424.7
BC-MAIN-0910057b-1,BC-TANG-35c94e55-1,5251.94,4932.78
BC-MAIN-963c4503-1,BC-TANG-b08eebbe-1,508.33,519.56
BC-MAIN-e24a35ee-1,BC-TANG-ea264b47-1,7113.32,4403.83
BC-MAIN-e24a35ee-1,BC-TANG-b68321a6-1,10219.56,9325.21
BC-MAIN-e24a35ee-1,BC-TANG-7ef0ec50-1,7511.52,7106.72
BC-MAIN-e24a35ee-1,BC-TANG-26ff719c-1,493.5,122.93
AB-MAIN-7ae40bd3-1,AB-TANG-494fcda0-1,5195.94,4971.24
AB-MAIN-7ae40bd3-1,AB-TANG-06c96536-1,9144.59,8425.45
AB-MAIN-7ae40bd3-1,AB-TANG-f7de885d-1,3660.44,1636.48
AB-MAIN-7ae40bd3-1,AB-TANG-ef58b759-1,4319.32,3286.3
AB-MAIN-7ae40bd3-1,AB-TANG-42160512-1,8509.14,5104.25
AB-MAIN-7ae40bd3-1,AB-TANG-deda7e6a-1,1184.19,434.34
AB-MAIN-7ae40bd3-1,AB-TANG-d68e7d30-1,7531.13,6302.51
BC-MAIN-9ae2b136-1,BC-TANG-f6cefa35-1,5668.53,4217.29
BC-MAIN-9ae2b136-1,BC-TANG-e5295c1e-1,5069.15,4576.56
BC-MAIN-9ae2b136-1,BC-TANG-aeaa776c-1,5244.95,4791.74
BC-MAIN-9ae2b136-1,BC-TANG-a51ca809-1,972.78,1570.92
BC-MAIN-9ae2b136-1,BC-TANG-f96730b0-1,5228.31,4525.23
BC-MAIN-fc1cc254-1,BC-TANG-f009bce8-1,9044.18,4643.97
BC-MAIN-fc1cc254-1,BC-TANG-d511ce16-1,1713.47,939.61
BC-MAIN-fc1cc254-1,BC-TANG-5e161c76-1,4992.08,4197.72
BC-MAIN-fc1cc254-1,BC-TANG-5675fa89-1,4877.17,4328.11
BC-MAIN-fc1cc254-1,BC-TANG-d1b767d3-1,4766.83,3624.77
BC-MAIN-c5a3b064-1,BC-TANG-288c4c98-1,8845.66,8428.85
BC-MAIN-c5a3b064-1,BC-TANG-be1aad65-1,8035.63,7647.27
BC-MAIN-c5a3b064-1,BC-TANG-2c6afb2a-1,6117.42,5341.91
BC-MAIN-c5a3b064-1,BC-TANG-439a5c0b-1,5966.85,4463.82
BC-MAIN-c5a3b064-1,BC-TANG-f009bce8-1,589.65,945.89
BC-MAIN-c5a3b064-1,BC-TANG-d511ce16-1,8429.82,5232.28
BC-MAIN-c5a3b064-1,BC-TANG-5e161c76-1,9829.54,8841.34
NS-MAIN-d018933a-1,,,
BC-MAIN-e58d2ef9-1,BC-TANG-6ae4ae73-1,9298.13,8926.05
BC-MAIN-e58d2ef9-1,BC-TANG-98afda14-1,9700.3,9106.55
BC-MAIN-e58d2ef9-1,BC-TANG-d1f4d736-1,8517.2,8288.47
BC-MAIN-e58d2ef9-1,BC-TANG-472d32ed-1,8656.33,8398.8
BC-MAIN-e58d2ef9-1,BC-TANG-63789aa5-1,632.64,583.93
BC-MAIN-e58d2ef9-1,BC-TANG-18e5dced-1,2729.88,1753.76
AB-MAIN-b18786c7-1,AB-TANG-0ce645c1-1,8230.09,7960.89
NS-MAIN-1f720bce-1,NS-TANG-86231cf6-1,8431.18,8154.88
NS-MAIN-1f720bce-1,NS-TANG-a5aac955-1,8644.71,8360.58
NS-MAIN-1f720bce-1,NS-TANG-1604a423-1,7697.11,7556.95
NS-MAIN-1f720bce-1,NS-TANG-e6f8df90-1,685.32,265.91
AB-MAIN-fe3207ad-1,AB-TANG-a4f71672-1,7430.32,3088.2
AB-MAIN-fe3207ad-1,AB-TANG-26d712cf-1,7955.3,4772.04
AB-MAIN-fe3207ad-1,AB-TANG-56ebf431-1,1922.4,342.91
AB-MAIN-fe3207ad-1,AB-TANG-1b139b2c-1,9780.55,9027.37
SK-MAIN-4422e7f6-1,SK-TANG-8814da30-1,4392.88,4029.84
SK-MAIN-4422e7f6-1,SK-TANG-affa7960-1,3088.83,2157.74
SK-MAIN-4422e7f6-1,SK-TANG-15a2a425-1,4942.83,4594.85
SK-MAIN-4422e7f6-1,SK-TANG-1dd81c5d-1,5710.06,5477.04
SK-MAIN-4422e7f6-1,SK-TANG-3be910cf-1,4958.59,3196.33
SK-MAIN-4422e7f6-1,SK-TANG-55212be4-1,11324.43,5499.83
SK-MAIN-4422e7f6-1,SK-TANG-74ad570a-1,405.22,379.26
SK-MAIN-4422e7f6-1,SK-TANG-ae5d8ea2-1,1683.06,1343.76
SK-MAIN-4422e7f6-1,SK-TANG-10cd0a57-1,3985.04,3115.25
SK-MAIN-4422e7f6-1,SK-TANG-b4789620-1,5481.18,665.74
SK-MAIN-4422e7f6-1,SK-TANG-50178f4b-1,3183.97,2568.08
SK-MAIN-4422e7f6-1,SK-TANG-779af6ed-1,5323.22,3835.1
SK-MAIN-4422e7f6-1,SK-TANG-b9157f5c-1,8199.23,7203.03
SK-MAIN-4422e7f6-1,SK-TANG-c35e2388-1,6303.94,5003.32
AB-MAIN-0d96b8b1-1,AB-TANG-b56e2993-1,1802.37,569.84
AB-MAIN-0d96b8b1-1,AB-TANG-f59085da-1,10386.02,9861.13
SK-MAIN-bba063c3-1,SK-TANG-7933788f-1,355.35,201.17
SK-MAIN-bba063c3-1,SK-TANG-c6355e78-1,3393.86,494.49
MB-MAIN-27fe043e-1,MB-TANG-88699fd3-1,670.37,597.81
MB-MAIN-27fe043e-1,MB-TANG-0f442e06-1,288.28,130.27
MB-MAIN-27fe043e-1,MB-TANG-cc629cc0-1,878.03,446.77
NL-MAIN-3fb87140-1,NL-TANG-5526f5f4-1,443.25,254.48
NL-MAIN-3fb87140-1,NL-TANG-ceeb3aaf-1,5622.94,5519.91
NL-MAIN-3fb87140-1,NL-TANG-7a186ab2-1,7798.2,7675.07
NL-MAIN-3fb87140-1,NL-TANG-02543734-1,8443.39,8292.83
BC-MAIN-040f6522-1,BC-TANG-68256c54-1,7035.51,6193.91
BC-MAIN-040f6522-1,BC-TANG-3494dbc9-1,10580.4,9306.2
BC-MAIN-040f6522-1,BC-TANG-a19711bc-1,8805.18,8638.17
BC-MAIN-040f6522-1,BC-TANG-2e04a3fe-1,2535.51,638.4
BC-MAIN-040f6522-1,BC-TANG-9eec8d58-1,4441.67,2933.4
BC-MAIN-040f6522-1,BC-TANG-bf2144e0-1,5124.94,3960.67
BC-MAIN-040f6522-1,BC-TANG-d6a7652a-1,4306.71,3374.42
BC-MAIN-040f6522-1,BC-TANG-188e4401-1,7759.7,1382.44
BC-MAIN-15627f87-1,BC-TANG-da428b06-1,1269.27,575.09
NL-MAIN-bd410410-1,NL-TANG-9f630ac6-1,2200.91,1780.82
NL-MAIN-bd410410-1,NL-TANG-99cffd8f-1,486.66,338.99
NL-MAIN-bd410410-1,NL-TANG-9c3e1c0c-1,92.46,84.16
NL-MAIN-bd410410-1,NL-TANG-0bddb43b-1,957.51,818.79
NL-MAIN-bd410410-1,NL-TANG-510cf7a2-1,5286.55,5067.74
NL-MAIN-bd410410-1,NL-TANG-0893ef47-1,10484.03,9197.94
BC-MAIN-435152ad-1,BC-TANG-905ff33b-1,808.53,389.8
BC-MAIN-435152ad-1,BC-TANG-3642d2ac-1,1789.05,1230.8
BC-MAIN-435152ad-1,BC-TANG-e2acdf2e-1,2737.42,1812.32
BC-MAIN-435152ad-1,BC-TANG-d6a85b88-1,3271.85,2841.17
YT-MAIN-68063961-1,YT-TANG-36df9591-1,760.16,132.92
BC-MAIN-1342ed5d-1,BC-TANG-77f09965-1,4755.44,4488.82
BC-MAIN-1342ed5d-1,BC-TANG-b4915d15-1,4103.67,3142.62
BC-MAIN-1342ed5d-1,BC-TANG-c9d820a2-1,1666.49,302.82
BC-MAIN-1342ed5d-1,BC-TANG-a484b4e7-1,3813.77,2736.91
ON-MAIN-dcf3194d-1,ON-TANG-9396f03d-1,8384.67,8093.1
ON-MAIN-dcf3194d-1,ON-TANG-f4bf3277-1,8051.26,7638.63
ON-MAIN-dcf3194d-1,ON-TANG-38081b48-1,7546.14,7257.66
ON-MAIN-dcf3194d-1,ON-TANG-64a02106-1,7886.33,7421.2
ON-MAIN-dcf3194d-1,ON-TANG-203a12df-1,7342.26,6859.97
ON-MAIN-dcf3194d-1,ON-TANG-0bf5e30c-1,6719.44,6288.13
ON-MAIN-dcf3194d-1,ON-TANG-00437769-1,1238.82,1006.26
ON-MAIN-dcf3194d-1,ON-TANG-65d841a0-1,416.1,97.94
ON-MAIN-dcf3194d-1,ON-TANG-25f15731-1,3710.22,3578.63
ON-MAIN-dcf3194d-1,ON-TANG-943a9a17-1,2179.64,1560.92
ON-MAIN-dcf3194d-1,ON-TANG-b52d8410-1,4453.15,4001.33
ON-MAIN-dcf3194d-1,ON-TANG-9e5d62fa-1,2815.95,2679.76
ON-MAIN-dcf3194d-1,ON-TANG-b5ffb948-1,2719.41,2602.0
ON-MAIN-dcf3194d-1,ON-TANG-01e90d97-1,6695.48,5989.27
ON-MAIN-dcf3194d-1,ON-TANG-cc847791-1,5931.27,5120.73
ON-MAIN-dcf3194d-1,ON-TANG-f78ed8fc-1,4677.81,4088.7
ON-MAIN-dcf3194d-1,ON-TANG-34ad8c06-1,3012.65,2342.81
ON-MAIN-dcf3194d-1,ON-TANG-562ad2bd-1,3162.21,2556.4
ON-MAIN-dcf3194d-1,ON-TANG-444bd253-1,3962.25,2705.58
ON-MAIN-dcf3194d-1,ON-TANG-03175f0f-1,3450.4,3121.64
ON-MAIN-dcf3194d-1,ON-TANG-203d6940-1,5353.69,4967.62
ON-MAIN-dcf3194d-1,ON-TANG-46008a26-1,6745.03,6611.3
ON-MAIN-dcf3194d-1,ON-TANG-f9750c98-1,4704.6,4350.03
ON-MAIN-dcf3194d-1,ON-TANG-c2914237-1,6629.04,6485.29
ON-MAIN-dcf3194d-1,ON-TANG-1f23d9f3-1,6960.77,6859.62
ON-MAIN-af5d904f-1,ON-TANG-7d958843-1,1379.49,646.44
ON-MAIN-af5d904f-1,ON-TANG-80b4a4eb-1,387.31,387.93
ON-MAIN-af5d904f-1,ON-TANG-65f3cd63-1,2409.69,2172.62
ON-MAIN-af5d904f-1,ON-TANG-8957b360-1,2754.68,2653.08
ON-MAIN-af5d904f-1,ON-TANG-3dfd70e0-1,6852.58,6587.49
ON-MAIN-af5d904f-1,ON-TANG-20352334-1,7507.33,7305.01
ON-MAIN-af5d904f-1,ON-TANG-950c7e02-1,8955.57,8844.01
ON-MAIN-af5d904f-1,ON-TANG-afb90d08-1,9581.52,9400.85
NT-MAIN-7e17e361-1,NT-TANG-41d228dd-1,7226.63,6102.69
NT-MAIN-7e17e361-1,NT-TANG-aa7a34fd-1,3760.59,2857.25
NT-MAIN-7e17e361-1,NT-TANG-6a68a0d3-1,2053.61,833.61
NT-MAIN-7e17e361-1,NT-TANG-628bf3b2-1,938.82,344.87
NT-MAIN-7e17e361-1,NT-TANG-30452e4c-1,3268.02,2150.86
NT-MAIN-7e17e361-1,NT-TANG-29f95e1c-1,4809.01,4650.49
NT-MAIN-debdc8cf-1,NT-TANG-99fedc1f-1,1103.44,955.81
NT-MAIN-72d9e68b-1,NT-TANG-dde4cbb9-1,422.38,141.97
NT-MAIN-72d9e68b-1,NT-TANG-ddb7c372-1,8813.77,7948.91
QC-MAIN-410d5427-1,QC-TANG-5244b503-1,52.6,70.82
QC-MAIN-410d5427-1,QC-TANG-b9fe48af-1,643.73,501.98
QC-MAIN-410d5427-1,QC-TANG-2eea161e-1,998.08,847.38
QC-MAIN-410d5427-1,QC-TANG-132257e2-1,758.16,691.57
QC-MAIN-410d5427-1,QC-TANG-8657a4cd-1,1291.64,1218.08
QC-MAIN-410d5427-1,QC-TANG-8780e63b-1,1468.77,1420.18
QC-MAIN-410d5427-1,QC-TANG-cb535b4b-1,1875.4,1714.44
QC-MAIN-31468429-1,QC-TANG-6a228688-1,1829.07,1441.82
QC-MAIN-31468429-1,QC-TANG-a20607b3-1,2415.61,2073.61
QC-MAIN-31468429-1,QC-TANG-91b86f2f-1,347.03,306.48
QC-MAIN-31468429-1,QC-TANG-b2b8a4c0-1,718.68,405.51
QC-MAIN-31468429-1,QC-TANG-9fc1c099-1,1348.74,1041.97
QC-MAIN-e37f7069-1,QC-TANG-7e00bea4-1,1411.53,1474.88
QC-MAIN-e37f7069-1,QC-TANG-8629cfb7-1,5353.19,2699.64
QC-MAIN-e37f7069-1,QC-TANG-88ff554d-1,9091.7,8003.94
QC-MAIN-e37f7069-1,QC-TANG-490fa173-1,9246.36,8133.08
NU-MAIN-2375f916-1,,,
QC-MAIN-a3f1b673-1,QC-TANG-7e00bea4-1,9098.51,7000.54
QC-MAIN-a3f1b673-1,QC-TANG-8629cfb7-1,6375.34,3923.9
QC-MAIN-a3f1b673-1,QC-TANG-88ff554d-1,711.63,46.11
QC-MAIN-a3f1b673-1,QC-TANG-490fa173-1,2756.92,1567.83
QC-MAIN-a3f1b673-1,QC-TANG-b3aabdaa-1,4117.68,2592.52
QC-MAIN-a3f1b673-1,NL-TANG-ec799193-1,3431.19,3010.95
QC-MAIN-a3f1b673-1,QC-TANG-f4fd192e-1,1807.48,897.39
QC-MAIN-a3f1b673-1,NL-TANG-613ae0de-1,9046.06,8899.84
QC-MAIN-a3f1b673-1,NL-TANG-95ecf8fe-1,10319.64,9373.81
NL-MAIN-2d168cf5-1,NL-TANG-32e9d2e1-1,7462.55,7038.49
NL-MAIN-2d168cf5-1,NL-TANG-638b9cfb-1,5770.36,4424.8
NL-MAIN-2d168cf5-1,NL-TANG-5732370c-1,8022.96,7798.84
NL-MAIN-2d168cf5-1,NL-TANG-f732dfff-1,7936.64,7822.93
NL-MAIN-2d168cf5-1,NL-TANG-fe2f15fe-1,779.77,900.71
NL-MAIN-2d168cf5-1,NL-TANG-03057b57-1,5859.11,3766.56
NL-MAIN-26e5bd2d-1,NL-TANG-c9fe77b9-1,6684.25,4398.95
NL-MAIN-26e5bd2d-1,NL-TANG-6b3c97a7-1,1561.2,236.35
NL-MAIN-26e5bd2d-1,NL-TANG-b76fdfa9-1,4071.77,3868.82
NL-MAIN-26e5bd2d-1,NL-TANG-d47999fe-1,2743.93,2633.53
NL-MAIN-26e5bd2d-1,NL-TANG-32e9d2e1-1,7695.0,7272.84
NL-MAIN-26e5bd2d-1,NL-TANG-638b9cfb-1,9042.85,8221.51
NL-MAIN-26e5bd2d-1,NL-TANG-fe2f15fe-1,14266.44,9657.28
NL-MAIN-26e5bd2d-1,NL-TANG-03057b57-1,15794.05,3843.32
NL-MAIN-c5737f5f-1,QC-TANG-bbc71400-1,8525.7,8391.82
NL-MAIN-c5737f5f-1,QC-TANG-c62e8eb0-1,8749.59,8475.95
NL-MAIN-c5737f5f-1,QC-TANG-bd349f4c-1,6241.35,5128.29
NL-MAIN-c5737f5f-1,NL-TANG-d3d24b9a-1,3199.8,811.36
NL-MAIN-c5737f5f-1,NL-TANG-af35d54a-1,617.17,387.69
NL-MAIN-c5737f5f-1,NL-TANG-789f7aa8-1,757.51,531.25
QC-MAIN-696faf4f-1,,,
QC-MAIN-dc872009-1,QC-TANG-2358df5c-1,395.73,283.67
QC-MAIN-4c223b8f-1,QC-TANG-c31608cb-1,1867.46,912.52
QC-MAIN-4c223b8f-1,QC-TANG-7980f338-1,259.26,87.11
QC-MAIN-4c223b8f-1,QC-TANG-6831a13d-1,1703.19,1049.47
QC-MAIN-a55bfb50-1,QC-TANG-4be356cc-1,7932.61,7803.43
QC-MAIN-a55bfb50-1,QC-TANG-5e6241eb-1,7584.91,7232.12
QC-MAIN-a55bfb50-1,QC-TANG-c2d1e592-1,6810.28,6393.37
QC-MAIN-a55bfb50-1,QC-TANG-0a91c49d-1,1517.06,1180.59
QC-MAIN-a55bfb50-1,QC-TANG-bf288b44-1,582.67,84.68
MB-MAIN-c8fbe1c0-1,MB-TANG-624c9a52-1,5617.84,5527.98
MB-MAIN-c8fbe1c0-1,MB-TANG-b046e923-1,5783.31,5114.78
MB-MAIN-c8fbe1c0-1,MB-TANG-976e1810-1,5373.57,4949.42
MB-MAIN-c8fbe1c0-1,MB-TANG-42cdca72-1,4374.04,4250.49
MB-MAIN-c8fbe1c0-1,MB-TANG-c4ac1ca8-1,2071.75,1840.99
MB-MAIN-c8fbe1c0-1,MB-TANG-429e762a-1,3034.62,2594.21
MB-MAIN-c8fbe1c0-1,MB-TANG-f0014964-1,4054.08,99.7
MB-MAIN-c8fbe1c0-1,MB-TANG-0c4c94d5-1,1113.55,240.35
MB-MAIN-c8fbe1c0-1,MB-TANG-9787f051-1,1346.92,4.11
MB-MAIN-c8fbe1c0-1,MB-TANG-190630c8-1,4134.03,3974.94
MB-MAIN-c8fbe1c0-1,MB-TANG-fd714363-1,5602.41,5293.45
MB-MAIN-c8fbe1c0-1,MB-TANG-0695ac66-1,6590.09,6414.21
MB-MAIN-c8fbe1c0-1,MB-TANG-187078fb-1,7358.76,6830.16
NL-MAIN-be92136a-1,NL-TANG-e0db574b-1,1620.02,1396.63
NL-MAIN-be92136a-1,NL-TANG-18d6b86a-1,5495.03,3192.1
NL-MAIN-be92136a-1,NL-TANG-adfef0fb-1,1453.88,1279.06
NL-MAIN-be92136a-1,NL-TANG-eea7116f-1,477.85,43.93
NL-MAIN-be92136a-1,NL-TANG-06a75dda-1,884.36,536.27
NL-MAIN-be92136a-1,NL-TANG-3d910651-1,2096.4,2009.87
NL-MAIN-be92136a-1,NL-TANG-3aa47dab-1,1895.76,1725.79
NL-MAIN-be92136a-1,NL-TANG-09f18aa0-1,4123.49,3945.49
NL-MAIN-be92136a-1,NL-TANG-509302a4-1,7480.32,7171.59
