row_id,year,level,geography,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodities_nrcan,commodity,reference_point,material_type,data_type,unit,value,comment,source
PROD-02884fb5-2023-1,2023,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Head grade,Technical attribute,g/t,3.03,,operational_data.xlsx
PROD-02884fb5-2023-2,2023,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Ore grade,Technical attribute,g/t,3.19,,operational_data.xlsx
PROD-02884fb5-2023-3,2023,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Recovery rate,Technical attribute,%,93.0,,operational_data.xlsx
PROD-02884fb5-2023-4,2023,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Ore milled,Production,kt,1034.0,,operational_data.xlsx
PROD-02884fb5-2023-5,2023,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,,mining,"Underground, concentrator","Gold, silver",Ore,1,Ore mined,Production,kt,1022.0,,operational_data
PROD-02884fb5-2023-6,2023,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,-,,mining,"Underground, concentrator","Gold, silver",Gold,4,Intermediate metal,Production,koz,93.0,,operational_data.xlsx
PROD-3f490561-2023-2,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Copper,2,Recovery rate,Technical attribute,%,80.0,,2024-Q4-MDA
PROD-3f490561-2023-3,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Copper,3,Concentrate,Production,klbs,30145.0,Assumed concentrate as it is not a refinery/smelter,2024-Q4-MDA
PROD-3f490561-2023-4,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Gold,2,Ore grade,Technical attribute,g/t,0.311,,2024-Q4-MDA
PROD-3f490561-2023-5,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Gold,2,Recovery rate,Technical attribute,%,70.4,,2024-Q4-MDA
PROD-3f490561-2023-6,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Gold,4,Intermediate metal,Production,oz,41834.0,,2024-Q4-MDA
PROD-3f490561-2023-7,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Ore,2,Ore milled,Production,t,5948239.0,,2024-Q4-MDA
PROD-aa76f6f2-2023-1,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Copper,2,Grade,Technical attribute,%,0.77,,New_gold_production.xlsx
PROD-aa76f6f2-2023-2,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Copper,2,Recovery rate,Technical attribute,%,91.0,,New_gold_production.xlsx
PROD-aa76f6f2-2023-3,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Copper,3,Concentrate,Production,Mlbs,47.4,Assumed concentrate as it is not a refinery/smelter,New_gold_production.xlsx
PROD-aa76f6f2-2023-4,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Gold,2,Grade,Technical attribute,g/t,0.72,,New_gold_production.xlsx
PROD-dd723db4-2023-1,2023,Site-specific,Canada,Iron Ore Company of Canada,Carol Lake,NL-MAIN-dd723db4,-,,mining,"Open-pit, concentrator",Iron,Iron,3,Concentrate,Production,kt,13913.117546848382,Total production based on Rio Tinto's ownership share,rt-fact-book-addendum.xlsx
PROD-aa76f6f2-2023-5,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Gold,2,Recovery rate,Technical attribute,%,90.0,,New_gold_production.xlsx
PROD-aa76f6f2-2023-6,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Gold,4,Intermediate metal,Production,oz,67433.0,,New_gold_production.xlsx
PROD-aa76f6f2-2023-7,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Ore,1,Ore mined,Production,kt,2993.0,,New_gold_production.xlsx
PROD-aa76f6f2-2023-8,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Ore,2,Ore processed,Production,kt,3065.0,,New_gold_production.xlsx
PROD-aa76f6f2-2023-9,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,-,,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Ore,1,Waste mined,Production,kt,574.0,,New_gold_production.xlsx
PROD-0898e255-2023-1,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Copper,2,Head grade,Technical attribute,%,1.03,,MDA25
PROD-0898e255-2023-2,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Copper,2,Recovery rate,Technical attribute,%,93.3,,MDA25
PROD-0898e255-2023-3,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Copper,3,Concentrate grade,Technical attribute,% Cu,15.44,,MDA25
PROD-a555d9b9-2023-1,2023,Site-specific,Canada,Magris Performance Materials Inc.,Niobec,QC-MAIN-a555d9b9,-,,mining,"Underground, concentrator",Niobium,Ferroniobium,4,?,Production,t,11700.0,,SR_2023.pdf
PROD-4e0734b5-2023-1,2023,Site-specific,Canada,McEwen Mining Inc,Fox Complex,ON-MAIN-4e0734b5,-,,mining,"Open-pit, underground, concentrator",Gold,Gold,2,Head grade,Technical attribute,,2.84,,SEC_2024.pdf
PROD-4e0734b5-2023-2,2023,Site-specific,Canada,McEwen Mining Inc,Fox Complex,ON-MAIN-4e0734b5,-,,mining,"Open-pit, underground, concentrator",Gold,Gold,2,Ore grade,Technical attribute,g/t Au,3.08,,SEC_2024.pdf
PROD-4e0734b5-2023-3,2023,Site-specific,Canada,McEwen Mining Inc,Fox Complex,ON-MAIN-4e0734b5,-,,mining,"Open-pit, underground, concentrator",Gold,Gold,1,Ore mined,Production,t,96.0,,SEC_2024.pdf
PROD-4e0734b5-2023-4,2023,Site-specific,Canada,McEwen Mining Inc,Fox Complex,ON-MAIN-4e0734b5,-,,mining,"Open-pit, underground, concentrator",Gold,Gold,2,Ore processed,Production,t,120.0,,SEC_2024.pdf
PROD-4e0734b5-2023-5,2023,Site-specific,Canada,McEwen Mining Inc,Fox Complex,ON-MAIN-4e0734b5,-,,mining,"Open-pit, underground, concentrator",Gold,GEOs,4,Intermediate metal,Production,oz,10.2,,SEC_2024.pdf
PROD-4e0734b5-2023-6,2023,Site-specific,Canada,McEwen Mining Inc,Fox Complex,ON-MAIN-4e0734b5,-,,mining,"Open-pit, underground, concentrator",Gold,Gold,4,Intermediate metal,Production,oz,10.2,,SEC_2024.pdf
PROD-4e0734b5-2023-7,2023,Site-specific,Canada,McEwen Mining Inc,Fox Complex,ON-MAIN-4e0734b5,-,,mining,"Open-pit, underground, concentrator",Gold,Silver,4,Intermediate metal,Production,oz,1.4,,SEC_2024.pdf
PROD-0898e255-2023-4,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Copper,3,Concentrate,Production,t,37.176,,MDA25
PROD-0898e255-2023-5,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Copper,3,Contained metal in concentrate,Production,t,5.739,,MDA25
PROD-0898e255-2023-6,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Gold,2,Head grade,Technical attribute,g/t,6.76,,MDA25
PROD-0898e255-2023-7,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Gold,2,Recovery rate,Technical attribute,%,88.6,,MDA25
PROD-0898e255-2023-8,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Gold,3,Contained metal in concentrate,Production,oz,77.798,,MDA25
PROD-0898e255-2023-9,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Gold,4,Intermediate metal,Production,oz,40239.0,,MDA25
PROD-0898e255-2023-10,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Ore,2,Ore milled,Production,t,596912.0,,MDA25
PROD-0898e255-2023-11,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Silver,2,Head grade,Technical attribute,%,25.11,,MDA25
PROD-0898e255-2023-12,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Silver,2,Recovery rate,Technical attribute,%,81.5,,MDA25
PROD-0aadf28f-2023-1,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,,mining,"Underground, concentrator","Gold, silver",Gold,2,Grade,Technical attribute,g/t,0.99,Ore grade is assumed,New_gold_production.xlsx
PROD-0aadf28f-2023-2,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Recovery rate,Technical attribute,%,91.0,,New_gold_production.xlsx
PROD-0aadf28f-2023-3,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,,mining,"Underground, concentrator","Gold, silver",Ore,1,Ore mined,Production,kt,12412.0,,New_gold_production.xlsx
PROD-0aadf28f-2023-4,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Ore processed,Production,kt,8764.0,,New_gold_production.xlsx
PROD-0aadf28f-2023-5,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,,mining,"Underground, concentrator","Gold, silver",Ore,1,Waste mined,Production,kt,31553.0,,New_gold_production.xlsx
PROD-0aadf28f-2023-6,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,-,,mining,"Underground, concentrator","Gold, silver",Gold,4,Intermediate metal,Production,oz,253745.0,,New_gold_production.xlsx
PROD-0898e255-2023-13,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Silver,3,Contained metal in concentrate,Production,oz,292694.0,,MDA25
PROD-0898e255-2023-14,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Silver,4,Intermediate metal,Production,oz,97630.0,,MDA25
PROD-0898e255-2023-15,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-0898e255,-,,mining,"Open-pit, concentrator","Gold, copper",Zinc,2,Head grade,Technical attribute,%,0.84,,MDA25
PROD-5ce331b8-2023-1,2023,Site-specific,Canada,Canadian Royalties Inc.,Nunavik Nickel,QC-MAIN-5ce331b8,,,mining,"Open-pit, underground, concentrator","Nickel, copper, platinum group metals, cobalt",Nickel,4,Intermediate metal,Production,kt,9.22,,https://www.mining-technology.com/marketdata/five-largest-nickel-mines-canada/?cf-view
PROD-857b7b89-2023-1,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Copper,2,Mill ore grade,Technical attribute,%,0.4,,Operating_statistics_2023
PROD-857b7b89-2023-2,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Copper,2,Mill recovery rate,Technical attribute,%,81.2,,Operating_statistics_2023
PROD-857b7b89-2023-3,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Copper,3,Concentrate,Production,Mlbs,8.0,Assumed concentrate as it is not a refinery/smelter,AR_2024
PROD-857b7b89-2023-4,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Gold,2,Mill ore grade,Technical attribute,g/t,0.276,,Operating_statistics_2023
PROD-857b7b89-2023-5,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Gold,2,Mill recovery rate,Technical attribute,%,54.2,,Operating_statistics_2023
PROD-fefeaee4-2023-1,2023,Site-specific,Canada,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Mill ore grade,Technical attribute,g/t,5.685,,Operating_statistics_2023
PROD-fefeaee4-2023-2,2023,Site-specific,Canada,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Mill recovery rate,Technical attribute,%,96.0,,Operating_statistics_2023
PROD-fefeaee4-2023-3,2023,Site-specific,Canada,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Ore,1,Ore mined,Production,kt,167.0,,Operating_statistics_2023
PROD-fefeaee4-2023-4,2023,Site-specific,Canada,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Ore,2,Ore processed,Production,kt,166.0,,Operating_statistics_2023
PROD-fefeaee4-2023-5,2023,Site-specific,Canada,Newmont Corporation,Brucejack,ON-MAIN-fefeaee4,-,,mining,"Underground, concentrator","Gold, silver",Gold,4,Intermediate metal,Production,koz,29.0,,Operating_statistics_2023
PROD-538513cd-2023-1,2023,Site-specific,Canada,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Gold,2,Mill ore grade,Technical attribute,g/t,4.785,,Operating_statistics_2023
PROD-538513cd-2023-2,2023,Site-specific,Canada,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Gold,2,Mill recovery rate,Technical attribute,%,91.0,,Operating_statistics_2023
PROD-538513cd-2023-3,2023,Site-specific,Canada,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Gold,4,Intermediate metal,Production,koz,232.0,,Operating_statistics_2023
PROD-538513cd-2023-4,2023,Site-specific,Canada,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Gold,1,Ore mined,Production,kt,1656.0,,Operating_statistics_2023
PROD-538513cd-2023-5,2023,Site-specific,Canada,Newmont Corporation,Éléonore,ON-MAIN-538513cd,-,,mining,"Underground, concentrator",Gold,Gold,2,Ore processed,Production,kt,1661.0,,Operating_statistics_2023
PROD-8eb8be0d-2023-1,2023,Site-specific,Canada,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Ore,2,Mill ore grade,Technical attribute,g/t,5.701,,Operating_statistics_2024
PROD-8eb8be0d-2023-2,2023,Site-specific,Canada,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Ore,2,Mill recovery rate,Technical attribute,%,95.7,,Operating_statistics_2025
PROD-8eb8be0d-2023-3,2023,Site-specific,Canada,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Ore,1,Ore mined,Production,kt,1027.0,,Operating_statistics_2023
PROD-8eb8be0d-2023-4,2023,Site-specific,Canada,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Ore,2,Ore processed,Production,kt,1028.0,,Operating_statistics_2023
PROD-8eb8be0d-2023-5,2023,Site-specific,Canada,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,-,,mining,Concentrator,"Gold, silver",Gold,4,Intermediate metal,Production,koz,180.0,,Operating_statistics_2023
PROD-GRP-0d911886-2023-1,2023,Facility-group,Canada,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,x,Gold,Gold,2,Mill ore grade,Technical attribute,g/t,3.015,,Operating_statistics_2023
PROD-GRP-0d911886-2023-2,2023,Facility-group,Canada,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,x,Gold,Gold,2,Mill recovery rate,Technical attribute,%,91.4,,Operating_statistics_2023
PROD-GRP-0d911886-2023-3,2023,Facility-group,Canada,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,x,Gold,Gold,4,Intermediate metal,Production,koz,260.0,,Operating_statistics_2023
PROD-GRP-0d911886-2023-4,2023,Facility-group,Canada,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,x,Gold,Gold,1,Ore mined|OP ore,Production,kt,2669.0,,Operating_statistics_2023
PROD-GRP-0d911886-2023-5,2023,Facility-group,Canada,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,x,Gold,Gold,1,Ore mined|OP waste,Production,kt,4303.0,,Operating_statistics_2023
PROD-GRP-0d911886-2023-6,2023,Facility-group,Canada,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,x,Gold,Gold,1,Ore mined|Underground,Production,kt,809.0,,Operating_statistics_2023
PROD-GRP-0d911886-2023-7,2023,Facility-group,Canada,Newmont Corporation,Porcupine,-,GRP-0d911886,,mining,x,Gold,Gold,2,Ore processed,Production,kt,2911.0,,Operating_statistics_2023
PROD-60ba74c4-2022-1,2022,Site-specific,Canada,Orano Canada Inc,McClean Lake,SK-MAIN-60ba74c4,-,,mining,Concentrator,Uranium,Uranium,3,Concentrate,Production,Mlbs,18.0,,https://www.orano.group/canada/en/our-uranium-expertise/mining-and-milling
PROD-60ba74c4-2022-2,2022,Site-specific,Canada,Orano Canada Inc,McClean Lake,SK-MAIN-60ba74c4,-,CMP-43299e17,mining,Concentrator,Uranium,Uranium,3,Concentrate,Production,Mlbs,18.0,,https://www.orano.group/canada/en/our-uranium-expertise/mining-and-milling
PROD-60ba74c4-2022-3,2022,Site-specific,Canada,Orano Canada Inc,McClean Lake,SK-MAIN-60ba74c4,-,CMP-43299e17,mining,Concentrator,Uranium,Uranium,3,Concentrate,Capacity,Mlbs,24.0,,https://www.orano.group/canada/en/our-uranium-expertise/mining-and-milling
PROD-GRP-147b3123-2023-1,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,-,GRP-147b3123,,x,x,Gold,Gold,2,Grade,Technical attribute,g/t,2.7,,Financial_results
PROD-GRP-147b3123-2023-2,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,-,GRP-147b3123,,x,x,Gold,Gold,1,Ore mined,Production,kt,1541.0,,Financial_results
PROD-GRP-147b3123-2023-3,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,-,GRP-147b3123,,x,x,Gold,Gold,2,Ore processed,Production,kt,1574.0,,Financial_results
PROD-GRP-147b3123-2023-4,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,-,GRP-147b3123,,x,x,Gold,Gold,4,Intermediate metal,Production,koz,132.9,,Financial_results
PROD-GRP-147b3123-2023-5,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,-,GRP-147b3123,,x,x,Gold,Silver,4,Intermediate metal,Production,koz,16.0,,Financial_results
PROD-01c1e81f-2023-1,2023,Site-specific,Canada,Rio Tinto,Alma,QC-MAIN-01c1e81f,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,4,Smelter production,Capacity,t,473000.0,,https://aluminium.ca/en/the-industry/
PROD-01c1e81f-2023-2,2023,Site-specific,Canada,Rio Tinto,Alma,QC-MAIN-01c1e81f,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,4,Smelter production,Production,kt,484.0,,rt-fact-book-addendum.xlsx
PROD-8d6616b4-2023-1,2023,Site-specific,Canada,Rio Tinto,Alouette,QC-MAIN-8d6616b4,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure),Aluminum,4,Smelter production,Capacity,t,620000.0,,https://aluminium.ca/en/the-industry/
PROD-8d6616b4-2023-2,2023,Site-specific,Canada,Rio Tinto,Alouette,QC-MAIN-8d6616b4,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure),Aluminum,4,Smelter production,Production,kt,634.0,,rt-fact-book-addendum.xlsx
PROD-c0e3a48b-2023-1,2023,Site-specific,Canada,Rio Tinto,Arvida,QC-MAIN-c0e3a48b,-,CMP-7a096012,manufacturing,Smelter,"Aluminum (pure or alloyed), alumina, aluminum chemicals, composites",Aluminum,4,Smelter production,Capacity,t,234000.0,,rt-fact-book-addendum.xlsx
PROD-c0e3a48b-2023-2,2023,Site-specific,Canada,Rio Tinto,Arvida,QC-MAIN-c0e3a48b,-,CMP-7a096012,manufacturing,Smelter,"Aluminum (pure or alloyed), alumina, aluminum chemicals, composites",Aluminum,4,Smelter production,Production,kt,172.039452,,rt-fact-book-addendum.xlsx
PROD-e82266c5-2023-1,2023,Site-specific,Canada,Rio Tinto,Diavik,QC-MAIN-e82266c5,-,,mining,"Underground, plant",Diamonds,Diamonds,3,Diamond recovered,Production,kct,3339.76203,,2024-4qor-xlsx.xlsx
PROD-e82266c5-2023-2,2023,Site-specific,Canada,Rio Tinto,Diavik,QC-MAIN-e82266c5,-,,mining,"Underground, plant",Diamonds,Diamonds,2,Ore processed,Production,kct,1687.71,,2024-4qor-xlsx.xlsx
PROD-92628f16-2023-1,2023,Site-specific,Canada,Rio Tinto,Grande-Baie,QC-MAIN-92628f16,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,4,Smelter production,Capacity,t,233000.0,,https://aluminium.ca/en/the-industry/
PROD-92628f16-2023-2,2023,Site-specific,Canada,Rio Tinto,Grande-Baie,QC-MAIN-92628f16,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,4,Smelter production,Production,kt,229.0,,rt-fact-book-addendum.xlsx
PROD-c1c7eb99-2023-1,2023,Site-specific,Canada,Rio Tinto,Kitimat,QC-MAIN-c1c7eb99,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,4,Smelter production,Capacity,t,432000.0,,https://aluminium.ca/en/the-industry/
PROD-c1c7eb99-2023-2,2023,Site-specific,Canada,Rio Tinto,Kitimat,QC-MAIN-c1c7eb99,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,4,Smelter production,Production,kt,377.272078,,rt-fact-book-addendum.xlsx
PROD-3aa117d8-2023-1,2023,Site-specific,Canada,Rio Tinto,Laterrière,QC-MAIN-3aa117d8,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,4,Smelter production,Capacity,t,257000.0,,https://aluminium.ca/en/the-industry/
PROD-3aa117d8-2023-2,2023,Site-specific,Canada,Rio Tinto,Laterrière,QC-MAIN-3aa117d8,-,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,4,Smelter production,Production,kt,243.851812,,rt-fact-book-addendum.xlsx
PROD-3e146840-2023-1,2023,Site-specific,Canada,Rio Tinto,Rio Tinto Iron and Titanium,QC-MAIN-3e146840,-,,manufacturing,Electric arc furnace,"Steel, titanium dioxide, scandium",Titanium dioxide slag,5,Not specified,Production,kt,1111.0,Difficult to assign a reference point. Probably 4 or 5?,rt-fact-book-addendum.xlsx
PROD-eb47f7c7-2023-1,2023,Site-specific,Canada,Rio Tinto,Vaudreuil,BC-MAIN-eb47f7c7,-,,manufacturing,Refinery,Alumina,Aluminum,4,Smelter grade alumina,Production,kt,1391.80580303269,,rt-fact-book-addendum.xlsx
PROD-CMP-9abface1-2023-1,2023,Company-level,Canada,Royal Canadian Mint ,x,-,-,CMP-9abface1,manufacturing,Refinery,"Gold, silver",Gold,5,Bullion,Production,Moz,0.99,,2024_IR
PROD-CMP-9abface1-2023-2,2023,Company-level,Canada,Royal Canadian Mint ,x,-,-,CMP-9abface1,manufacturing,Refinery,"Gold, silver",Gold,5,Refined,Production,Moz,5.71,,2024_IR
PROD-CMP-9abface1-2023-3,2023,Company-level,Canada,Royal Canadian Mint ,x,-,-,CMP-9abface1,manufacturing,Refinery,"Gold, silver",Gold,5,Numismatic,Production,Moz,0.016,,2024_IR
PROD-CMP-9abface1-2023-4,2023,Company-level,Canada,Royal Canadian Mint ,x,-,-,CMP-9abface1,manufacturing,Refinery,"Gold, silver",Platinum,5,Bullion,Production,Moz,0.03,,2024_IR
PROD-CMP-9abface1-2023-5,2023,Company-level,Canada,Royal Canadian Mint ,x,-,-,CMP-9abface1,manufacturing,Refinery,"Gold, silver",Platinum,5,Numismatic,Production,Moz,0.001,,2024_IR
PROD-CMP-9abface1-2023-6,2023,Company-level,Canada,Royal Canadian Mint ,x,-,-,CMP-9abface1,manufacturing,Refinery,"Gold, silver",Silver,5,Bullion,Production,Moz,24.8,,2024_IR
PROD-CMP-9abface1-2023-7,2023,Company-level,Canada,Royal Canadian Mint ,x,-,-,CMP-9abface1,manufacturing,Refinery,"Gold, silver",Silver,5,Refined,Production,Moz,2.24,,2024_IR
PROD-CMP-9abface1-2023-8,2023,Company-level,Canada,Royal Canadian Mint ,x,-,-,CMP-9abface1,manufacturing,Refinery,"Gold, silver",Silver,5,Numismatic,Production,Moz,0.548,,2024_IR
PROD-dc1a16f9-2023-1,2023,Site-specific,Canada,Sayona Québec Inc,North American Lithium,QC-MAIN-dc1a16f9,-,,mining,"Open-pit, underground",Lithium,Lithium,1,Ore mined,Production,wmt,407034.0,,AR_2023.pdf
PROD-dc1a16f9-2023-2,2023,Site-specific,Canada,Sayona Québec Inc,North American Lithium,QC-MAIN-dc1a16f9,-,,mining,"Open-pit, underground",Lithium,Lithium,3,Concentrate (spodumene),Production,dmt,33120.0,,AR_2023.pdf
PROD-857b7b89-2023-6,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-857b7b89,-,,mining,"Open-pit, concentrator","Gold, copper, silver",Gold,4,Intermediate metal,Production,koz,5.0,,Operating_statistics_2023
