row_id,year,level,geography,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodities_nrcan,commodity,reference_point,material_type,data_type,method,unit,value,comment,source,source_id
PROD-48fe2205-2023-3,2023,Site-specific,Canada,Vale,Garson,ON-MAIN-48fe2205,GRP-dc07540b,CMP-9617aef4,mining,Underground,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Ore,Crude ore,Ore processed,Production,Reported,t,616000.0,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI41I10SW00006.html,,Vale_nan
PROD-6b4800fe-2023-1,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,CMP-e35f138c,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Ore,Total extraction,Ore mined,Production,Reported,Mt,88.1,,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/
PROD-6b4800fe-2023-2,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,CMP-e35f138c,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Ore,Crude ore,Ore milled,Production,Reported,Mt,30.0,,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/
PROD-6b4800fe-2023-3,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,CMP-e35f138c,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Molybdenum,Usable ore,Contained metal in concentrate,Production,Reported,klbs,1202.0,Given in klbs Mo so assumed metal in concentrate,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/
PROD-6b4800fe-2023-4,2023,Site-specific,Canada,Taseko Mines Limited,Gibraltar,BC-MAIN-6b4800fe,,CMP-e35f138c,mining,"Open-pit, concentrator","Copper, molybdenum, silver",Copper,Usable ore,Contained metal in concentrate,Production,Reported,Mlbs,122.6,Given in Mlbs Cu so assumed metal in concentrate,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/,https://www.tasekomines.com/investors/news/taseko-reports-strong-fourth-quarter-financial-performance-and-190-million-of-adjusted-ebitda-for-2023/
PROD-c0660aec-2023-1,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Goldex,QC-MAIN-c0660aec,,CMP-6265c407,mining,"Underground, concentrator","Gold, silver",Copper,Usable ore,Contained metal in concentrate,Production,Reported,t,39.036758,The sustainability report inversed zinc and copper,operational_data.xlsx,AgnicoEagleMinesLimited_operational_data
PROD-c0660aec-2023-2,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Goldex,QC-MAIN-c0660aec,,CMP-6265c407,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Ore processed,Production,Reported,t,2886927.3287239997,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-c0660aec-2023-3,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Goldex,QC-MAIN-c0660aec,,CMP-6265c407,mining,"Underground, concentrator","Gold, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,140982.567105,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-c0660aec-2023-4,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Goldex,QC-MAIN-c0660aec,,CMP-6265c407,mining,"Underground, concentrator","Gold, silver",Silver,Usable ore,Contained metal in doré,Production,Reported,koz,2.0,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-01c1e81f-2023-1,2023,Site-specific,Canada,Rio Tinto,Grande-Baie,QC-MAIN-01c1e81f,GRP-677b5973,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,Intermediate metal produced,Smelter production,Capacity,Reported,t,233000.0,,https://aluminium.ca/en/the-industry/,https://aluminium.ca/en/the-industry/
PROD-01c1e81f-2023-2,2023,Site-specific,Canada,Rio Tinto,Grande-Baie,QC-MAIN-01c1e81f,GRP-677b5973,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,Intermediate metal produced,Smelter production,Production,Reported,kt,229.0,,rt-fact-book-addendum.xlsx,RioTinto_rt-fact-book-addendum
PROD-6e9be24e-2023-1,2023,Site-specific,Canada,Barrick Gold Corporation,Hemlo (Williams),ON-MAIN-6e9be24e,,CMP-79bcdb91,mining,"Open-pit, underground, concentrator",Gold,Gold,Crude ore,Ore processed,Production,Reported,t,1266009.0,Not sure of the unit,Barrick_2023_Performance-Data.xlsx,BarrickGoldCorporation_Barrick_2023_Performance-Data
PROD-6e9be24e-2023-2,2023,Site-specific,Canada,Barrick Gold Corporation,Hemlo (Williams),ON-MAIN-6e9be24e,,CMP-79bcdb91,mining,"Open-pit, underground, concentrator",Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,oz,141045.0,,Barrick_2023_Performance-Data.xlsx,BarrickGoldCorporation_Barrick_2023_Performance-Data
PROD-bf503b6b-2024-1,2024,Site-specific,Canada,Teck Resources Limited,Highland Valley,BC-MAIN-bf503b6b,,CMP-06e20c6e,mining,Open-pit,"Copper, silver, molybdenum",Ore,Crude ore,Ore processed,Production,Calculated,kt,215221530.0,"Assumed 0,34% ore grade and 85% recovery rate, taking copper as the reference",https://minfile.gov.bc.ca/summary.aspx?minfilno=092ISW012,https://minfile.gov.bc.ca/summary.aspx?minfilno=092ISW012
PROD-bf503b6b-2024-2,2024,Site-specific,Canada,Teck Resources Limited,Highland Valley,BC-MAIN-bf503b6b,,CMP-06e20c6e,mining,Open-pit,"Copper, silver, molybdenum",Molybdenum,Usable ore,Contained metal in concentrate,Production,Reported,kt,0.9,,2024_Annual_report,TeckResourcesLimited_2024_Annual_report
PROD-bf503b6b-2024-3,2024,Site-specific,Canada,Teck Resources Limited,Highland Valley,BC-MAIN-bf503b6b,,CMP-06e20c6e,mining,Open-pit,"Copper, silver, molybdenum",Copper,Usable ore,Contained metal in concentrate,Production,Reported,kt,102.4,,2024_Annual_report,TeckResourcesLimited_2024_Annual_report
PROD-687b8c8d-2023-1,2023,Site-specific,Canada,Alamos Gold Inc,Island,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,oz,131400.0,,Data_2023.xlsx,AlamosGoldInc_Data_2023
PROD-687b8c8d-2023-2,2023,Site-specific,Canada,Alamos Gold Inc,Island,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Gold,Total extraction,Ore mined,Production,Reported,t,437541.0,,Data_2023.xlsx,AlamosGoldInc_Data_2023
PROD-687b8c8d-2023-3,2023,Site-specific,Canada,Alamos Gold Inc,Island,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,mining,"Underground, concentrator",Gold,Gold,Crude ore,Ore processed,Production,Reported,t,439008.0,,Data_2023.xlsx,AlamosGoldInc_Data_2023
PROD-fc6f1a44-2023-1,2023,Site-specific,Canada,"Heico Companies, LLC",Ivaco Rolling Mills,ON-MAIN-fc6f1a44,,CMP-a27e87a3,manufacturing,Electric arc furnace,Steel,Steel,Intermediate metal produced,Nominal crude steel capacity,Capacity,Reported,ttpa,650.0,,https://www.gem.wiki/Ivaco_Rolling_Mills_steel_plant,https://www.gem.wiki/Ivaco_Rolling_Mills_steel_plant
PROD-44857446-2023-1,2023,Site-specific,Canada,Hecla Mining Company,Keno Hill Silver District,YT-MAIN-44857446,,CMP-7e360a1f,mining,"Open-pit, underground, concentrator","Silver, zinc, lead",Silver,Usable ore,Contained metal in doré,Production,Reported,oz,1502577.0,Ambigous production type,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada
PROD-44857446-2024-1,2024,Site-specific,Canada,Hecla Mining Company,Keno Hill Silver District,YT-MAIN-44857446,,CMP-7e360a1f,mining,"Open-pit, underground, concentrator","Silver, zinc, lead",Ore,Crude ore,Mill feed,Production,Reported,t,127307.0,,TR_Keno_Hill_2024.pdf,HeclaMiningCompany_TR_Keno_Hill_2024
PROD-44857446-2023-2,2023,Site-specific,Canada,Hecla Mining Company,Keno Hill Silver District,YT-MAIN-44857446,,CMP-7e360a1f,mining,"Open-pit, underground, concentrator","Silver, zinc, lead",Lead,Usable ore,Contained metal in concentrate,Production,Reported,t,1225.0,Ambigous production type,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada
PROD-44857446-2023-3,2023,Site-specific,Canada,Hecla Mining Company,Keno Hill Silver District,YT-MAIN-44857446,,CMP-7e360a1f,mining,"Open-pit, underground, concentrator","Silver, zinc, lead",Zinc,Usable ore,Contained metal in concentrate,Production,Reported,t,1339.0,Ambigous production type,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada
PROD-GRP-21eee27d-2023-1,2023,Facility-group,Canada,Cameco Corporation,Key Lake + McArthur River,,GRP-21eee27d,CMP-cadb529a,mining,Concentrator,Uranium,Uranium,Usable ore,Contained metal in concentrate,Production,Reported,Mlbs,13.5,"On a 100% ownership basis, Assumed contained metal in concentrate as it is given in U3O8",AR_2023.pdf,CamecoCorporation_AR_2023
PROD-GRP-21eee27d-2023-2,2023,Facility-group,Canada,Cameco Corporation,Key Lake + McArthur River,,GRP-21eee27d,CMP-cadb529a,mining,Concentrator,Uranium,Uranium,Crude ore,Ore processed,Production,Calculated,Mlbs,216.95460024106066,"Calculated based on a 6,55% ore grade and 95% recovery rate",https://www.cameco.com/businesses/uranium-operations/canada/mcarthur-river-key-lake,https://www.cameco.com/businesses/uranium-operations/canada/mcarthur-river-key-lake
PROD-f8313ebd-2023-1,2023,Site-specific,Canada,Glencore,Kidd Creek,ON-MAIN-f8313ebd,,CMP-d5f1c66b,mining,Underground,"Copper, zinc, silver, selenium, indium",Copper,Usable ore,Contained metal in concentrate,Production,Reported,kt,22.6,,GLEN_2024_FY_ProductionReport,Glencore_GLEN_2024_FY_ProductionReport
PROD-f8313ebd-2023-2,2023,Site-specific,Canada,Glencore,Kidd Creek,ON-MAIN-f8313ebd,,CMP-d5f1c66b,mining,Underground,"Copper, zinc, silver, selenium, indium",Zinc,Usable ore,Contained metal in concentrate,Production,Reported,kt,38.6,,GLEN_2024_FY_ProductionReport,Glencore_GLEN_2024_FY_ProductionReport
PROD-f8313ebd-2023-3,2023,Site-specific,Canada,Glencore,Kidd Creek,ON-MAIN-f8313ebd,,CMP-d5f1c66b,mining,Underground,"Copper, zinc, silver, selenium, indium",Silver,Usable ore,Contained metal in doré,Production,Reported,koz,1378.0,,GLEN_2024_FY_ProductionReport,Glencore_GLEN_2024_FY_ProductionReport
PROD-f8313ebd-2023-4,2023,Site-specific,Canada,Glencore,Kidd Creek,ON-MAIN-f8313ebd,,CMP-d5f1c66b,mining,Underground,"Copper, zinc, silver, selenium, indium",Ore,Crude ore,Ore processed,Production,Calculated,t,1340000.0,,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42A11NW00002,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42A11NW00002
PROD-9de9bb0d-2023-1,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,QC-MAIN-9de9bb0d,,CMP-3d2c4955,mining,"Open-pit, concentrator",Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,Oz,35537.0,Gold production',2024-MDA-FINAL,WesdomeGoldMinesLtd_2024-MDA-FINAL
PROD-9de9bb0d-2023-2,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,QC-MAIN-9de9bb0d,,CMP-3d2c4955,mining,"Open-pit, concentrator",Gold,Gold,Crude ore,Ore milled,Production,Reported,t,191148.0,,2024-MDA-FINAL,WesdomeGoldMinesLtd_2024-MDA-FINAL
PROD-9de9bb0d-2023-3,2023,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,QC-MAIN-9de9bb0d,,CMP-3d2c4955,mining,"Open-pit, concentrator",Gold,Silver,Usable ore,Contained metal in doré,Production,Reported,Oz,2908.0,,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/
PROD-eb47f7c7-2023-1,2023,Site-specific,Canada,Rio Tinto,Kitimat,BC-MAIN-eb47f7c7,,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,Intermediate metal produced,Smelter production,Capacity,Reported,t,432000.0,,https://aluminium.ca/en/the-industry/,https://aluminium.ca/en/the-industry/
PROD-eb47f7c7-2023-2,2023,Site-specific,Canada,Rio Tinto,Kitimat,BC-MAIN-eb47f7c7,,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,Intermediate metal produced,Smelter production,Production,Reported,kt,377.272078,,rt-fact-book-addendum.xlsx,RioTinto_rt-fact-book-addendum
PROD-a3c56a83-2023-1,2023,Site-specific,Canada,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,CMP-967076a1,mining,"Open-pit, underground, concentrator","Platinum group metals, gold, nickel, copper, cobalt",Ore,Crude ore,Ore milled,Production,Reported,t,3798000.0,,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI52H04NE00003,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI52H04NE00003
PROD-a3c56a83-2023-2,2023,Site-specific,Canada,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,CMP-967076a1,mining,"Open-pit, underground, concentrator","Platinum group metals, gold, nickel, copper, cobalt",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,19100.0,Assumed contained metal in dore,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI52H04NE00003,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI52H04NE00003
PROD-a3c56a83-2023-3,2023,Site-specific,Canada,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,CMP-967076a1,mining,"Open-pit, underground, concentrator","Platinum group metals, gold, nickel, copper, cobalt",Palladium,Usable ore,Contained metal in doré,Production,Reported,oz,25000.0,Assumed contained metal in dore,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI52H04NE00003,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI52H04NE00003
PROD-a3c56a83-2023-4,2023,Site-specific,Canada,Impala Canada Ltd,Lac des Iles,ON-MAIN-a3c56a83,,CMP-967076a1,mining,"Open-pit, underground, concentrator","Platinum group metals, gold, nickel, copper, cobalt",Platinum,Usable ore,Contained metal in doré,Production,Reported,oz,21800.0,Assumed contained metal in dore,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI52H04NE00003,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI52H04NE00003
PROD-be5b3dc8-2023-1,2023,Site-specific,Canada,Hudbay Minerals Inc,Lalor Lake,MB-MAIN-be5b3dc8,GRP-a13779f8,CMP-12afc634,mining,Concentrator,"Gold, zinc, copper, silver",Ore,Total extraction,Ore mined,Production,Reported,t,1526729.0,,MDA25,HudbayMineralsInc_MDA25
PROD-f9e41c2a-2023-1,2023,Site-specific,Canada,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,CMP-64d60fd7,mining,"Underground, concentrator",Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,oz,177069.0,,Data.xlsx,EldoradoGold_Data
PROD-f9e41c2a-2023-2,2023,Site-specific,Canada,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,CMP-64d60fd7,mining,"Underground, concentrator",Gold,Gold,Crude ore,Ore milled,Production,Reported,t,838419.0,,Data.xlsx,EldoradoGold_Data
PROD-f9e41c2a-2023-3,2023,Site-specific,Canada,Eldorado Gold,Lamaque,QC-MAIN-f9e41c2a,,CMP-64d60fd7,mining,"Underground, concentrator",Gold,Silver,Usable ore,Contained metal in doré,Production,Reported,oz,72876.0,,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/
PROD-e51eda66-2023-1,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,QC-MAIN-e51eda66,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Zinc,Usable ore,Contained metal in concentrate,Production,Reported,t,7702.438517,"The sustainability report gives a different figure, we relied on operational data",operational_data.xlsx,AgnicoEagleMinesLimited_operational_data
PROD-e51eda66-2023-2,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,QC-MAIN-e51eda66,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Copper,Usable ore,Contained metal in concentrate,Production,Reported,t,2577.960375,"The sustainability report gives a different figure, we relied on operational data",operational_data.xlsx,AgnicoEagleMinesLimited_operational_data
PROD-e51eda66-2023-3,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,QC-MAIN-e51eda66,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,235991.0,"The sustainability report gives a different figure, we relied on operational data",operational_data.xlsx,AgnicoEagleMinesLimited_operational_data
PROD-e51eda66-2023-4,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,QC-MAIN-e51eda66,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Ore,Crude ore,Ore processed,Production,Reported,kt,1501.5,"The sustainability report gives a different figure, we relied on operational data",operational_data.xlsx,AgnicoEagleMinesLimited_operational_data
PROD-e51eda66-2023-5,2023,Site-specific,Canada,Agnico Eagle Mines Limited,LaRonde,QC-MAIN-e51eda66,,CMP-6265c407,mining,"Open-pit, underground, concentrator","Gold, zinc, copper, silver, cadmium",Silver,Usable ore,Contained metal in doré,Production,Reported,koz,575.0,"The sustainability report gives a different figure, we relied on operational data",operational_data.xlsx,AgnicoEagleMinesLimited_operational_data
PROD-c0e3a48b-2023-1,2023,Site-specific,Canada,Rio Tinto,Laterrière,QC-MAIN-c0e3a48b,GRP-677b5973,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,Intermediate metal produced,Smelter production,Capacity,Reported,t,257000.0,,https://aluminium.ca/en/the-industry/,https://aluminium.ca/en/the-industry/
PROD-c0e3a48b-2023-2,2023,Site-specific,Canada,Rio Tinto,Laterrière,QC-MAIN-c0e3a48b,GRP-677b5973,CMP-7a096012,manufacturing,Smelter,Aluminum (pure or alloyed),Aluminum,Intermediate metal produced,Smelter production,Production,Reported,kt,243.851812,,rt-fact-book-addendum.xlsx,RioTinto_rt-fact-book-addendum
PROD-d9036091-2023-1,2023,Site-specific,Canada,Vale,Long Harbour,NL-MAIN-d9036091,,CMP-9617aef4,manufacturing,Refinery,"Nickel, copper, cobalt",Nickel,Refined metal produced,Refinery production,Production,Reported,kt,27.7,"Finished production by site (In Vale's reporting, ""by source"" refers to finished production from ore that originated from a specific mine). Assumed 'Voisey's Bay & Long Harbour' refers to the refinery production at Long Harbour",,Vale_nan
PROD-1f126a43-2023-1,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Macassa,ON-MAIN-1f126a43,,CMP-6265c407,mining,Concentrator,"Gold, silver",Ore,Crude ore,Ore processed,Production,Reported,t,441588.0,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-1f126a43-2023-2,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Macassa,ON-MAIN-1f126a43,,CMP-6265c407,mining,Concentrator,"Gold, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,228535.0,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-8825d90d-2024-1,2024,Site-specific,Canada,Argonaut Gold Inc,Magino,ON-MAIN-8825d90d,,CMP-a6812c47,mining,"Open-pit, concentrator","Gold, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,33000.0,Data from Alamos Gold,Data_2023.xlsx,ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-2,2024,Site-specific,Canada,Argonaut Gold Inc,Magino,ON-MAIN-8825d90d,,CMP-a6812c47,mining,"Open-pit, concentrator","Gold, silver",Gold,Total extraction,Ore mined,Production,Reported,t,1838496.0,Data from Alamos Gold,Data_2023.xlsx,ArgonautGoldInc_Data_2023
PROD-8825d90d-2024-3,2024,Site-specific,Canada,Argonaut Gold Inc,Magino,ON-MAIN-8825d90d,,CMP-a6812c47,mining,"Open-pit, concentrator","Gold, silver",Gold,Crude ore,Ore processed,Production,Reported,t,1165551.0,Data from Alamos Gold,Data_2023.xlsx,ArgonautGoldInc_Data_2023
PROD-5154702a-2023-1,2023,Site-specific,Canada,Baffinland Iron Mines Corporation,Mary River,NU-MAIN-5154702a,,CMP-84fc7d46,mining,Open-pit,Iron,Iron,Crude ore,Ore processed,Production,Reported,kt,5600.0,"Given in ttpa (total ton per annum). Assumed ore processed as it does not require concentration (DSO), 'What makes Baffinland's operations different than many other mines is that we crush and screen the ore on site, and then ship it directly to markets – no concentrating or processing is needed, and therefore no tailings are produced.'",https://www.gem.wiki/Baffinland_Mary_River_Mine,https://www.gem.wiki/Baffinland_Mary_River_Mine
PROD-60ba74c4-2022-1,2022,Site-specific,Canada,Orano Canada Inc,McClean Lake,SK-MAIN-60ba74c4,,CMP-43299e17,mining,Concentrator,Uranium,Uranium,Usable ore,Contained metal in concentrate,Production,Reported,Mlbs,18.0,Process the high-grade uranium ore which is supplied by the Cigar Lake mine,https://www.orano.group/canada/en/our-uranium-expertise/mining-and-milling,https://www.orano.group/canada/en/our-uranium-expertise/mining-and-milling
PROD-60ba74c4-2022-2,2022,Site-specific,Canada,Orano Canada Inc,McClean Lake,SK-MAIN-60ba74c4,,CMP-43299e17,mining,Concentrator,Uranium,Uranium,Usable ore,Contained metal in concentrate,Capacity,Reported,Mlbs,24.0,Process the high-grade uranium ore which is supplied by the Cigar Lake mine,https://www.orano.group/canada/en/our-uranium-expertise/mining-and-milling,https://www.orano.group/canada/en/our-uranium-expertise/mining-and-milling
PROD-7001a391-2023-1,2023,Site-specific,Canada,KGHM Polska Miedź S.A.,McCreedy West,ON-MAIN-7001a391,,CMP-5f083f16,mining,Underground,"Copper, nickel, platinum group metals, gold, silver, cobalt",Ore,Total extraction,Ore mined,Production,Reported,t,317660.0,Ore from McCreedy West is processed by Vale at the local Clarabelle Mill under an offtake agreement. ,https://magnamining.com/about/mccreedy-west-project/,https://magnamining.com/about/mccreedy-west-project/
PROD-GRP-0a2c0d69-2023-1,2023,Facility-group,Canada,Agnico Eagle Mines Limited,Meadowbank complex,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Gold,Crude ore,Ore processed,Production,Reported,t,3842649.005728,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-GRP-0a2c0d69-2023-2,2023,Facility-group,Canada,Agnico Eagle Mines Limited,Meadowbank complex,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,oz,431665.6270210001,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-GRP-0a2c0d69-2023-3,2023,Facility-group,Canada,Agnico Eagle Mines Limited,Meadowbank complex,,GRP-0a2c0d69,CMP-6265c407,mining,"Open-pit, underground, concentrator",Gold,Silver,Usable ore,Contained metal in doré,Production,Reported,koz,125.0,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-8b0264c9-2023-1,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Meliadine,NU-MAIN-8b0264c9,,CMP-6265c407,mining,"Underground, concentrator",Gold,Gold,Crude ore,Ore processed,Production,Reported,t,1918143.0,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-8b0264c9-2023-2,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Meliadine,NU-MAIN-8b0264c9,,CMP-6265c407,mining,"Underground, concentrator",Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,oz,364141.0,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-8b0264c9-2023-3,2023,Site-specific,Canada,Agnico Eagle Mines Limited,Meliadine,NU-MAIN-8b0264c9,,CMP-6265c407,mining,"Underground, concentrator",Gold,Silver,Usable ore,Contained metal in doré,Production,Reported,koz,27.0,,2023-Sustainability-Performance_data,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data
PROD-084bd95c-2023-1,2023,Site-specific,Canada,ArcelorMittal,Mont-Wright,QC-MAIN-084bd95c,GRP-1402249f,CMP-3775c12e,mining,"Open-pit, concentrator",Iron,Iron,Total extraction,Ore mined,Production,Reported,kt,16499.0,,https://www.gem.wiki/ArcelorMittal_Mont_Wright_Mine,https://www.gem.wiki/ArcelorMittal_Mont_Wright_Mine
PROD-ed23117f-2023-1,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Copper,Usable ore,Contained metal in concentrate,Production,Reported,klbs,61862.0,,Data.xlsx,CenterraGoldInc_Data
PROD-ed23117f-2023-2,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Concentrate,Usable ore,Concentrate,Production,Reported,dmt,142285.0,"No commodity is given, probably a concentrate mix?",Data.xlsx,CenterraGoldInc_Data
PROD-ed23117f-2023-3,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,154391.0,,Data.xlsx,CenterraGoldInc_Data
PROD-ed23117f-2023-4,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Ore,Total extraction,Ore mined,Production,Reported,kt,21278.0,,Data.xlsx,CenterraGoldInc_Data
PROD-ed23117f-2023-5,2023,Site-specific,Canada,Centerra Gold Inc,Mount Milligan,BC-MAIN-ed23117f,,CMP-fa032e20,mining,"Open-pit, concentrator","Copper, gold, silver",Ore,Crude ore,Ore processed,Production,Reported,kt,21680.0,,Data.xlsx,CenterraGoldInc_Data
