row_id,year,level,geography,reported_company_nrcan,name,main_id,facility_group_id,company_id,facility_type,mining_processing_type,commodities_nrcan,commodity,reference_point,material_type,data_type,method,unit,value,comment,source,source_id
PROD-3f490561-2023-1,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,CMP-0dfcd91e,mining,"Open-pit, concentrator","Gold, copper, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,41834.0,,2024-Q4-MDA,ImperialMetalsCorporation_2024-Q4-MDA
PROD-3f490561-2023-2,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,CMP-0dfcd91e,mining,"Open-pit, concentrator","Gold, copper, silver",Ore,Crude ore,Ore milled,Production,Reported,t,5948239.0,,2024-Q4-MDA,ImperialMetalsCorporation_2024-Q4-MDA
PROD-3f490561-2023-3,2023,Site-specific,Canada,Imperial Metals Corporation,Mount Polley,BC-MAIN-3f490561,,CMP-0dfcd91e,mining,"Open-pit, concentrator","Gold, copper, silver",Copper,Usable ore,Contained metal in concentrate,Production,Reported,klbs,30145.0,,2024-Q4-MDA,ImperialMetalsCorporation_2024-Q4-MDA
PROD-8eb8be0d-2023-1,2023,Site-specific,Canada,Newmont Corporation,Musselwhite,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Ore,Total extraction,Ore mined,Production,Reported,kt,1027.0,,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-fefeaee4-2023-1,2023,Site-specific,Canada,Newmont Corporation,Musselwhite,ON-MAIN-fefeaee4,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Ore,Crude ore,Ore processed,Production,Reported,kt,1028.0,,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-fefeaee4-2023-2,2023,Site-specific,Canada,Newmont Corporation,Musselwhite,ON-MAIN-fefeaee4,,CMP-4a434d72,mining,Concentrator,"Gold, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,koz,180.0,,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-aa76f6f2-2023-1,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,67433.0,,New_gold_production.xlsx,NewGoldInc_New_gold_production
PROD-aa76f6f2-2023-2,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Ore,Total extraction,Ore mined,Production,Reported,kt,2993.0,,New_gold_production.xlsx,NewGoldInc_New_gold_production
PROD-aa76f6f2-2023-3,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Ore,Crude ore,Ore processed,Production,Reported,kt,3065.0,,New_gold_production.xlsx,NewGoldInc_New_gold_production
PROD-aa76f6f2-2023-4,2023,Site-specific,Canada,New Gold Inc,New Afton,BC-MAIN-aa76f6f2,,CMP-d94be190,mining,"Open-pit, underground, concentrator","Gold, copper, silver",Copper,Usable ore,Contained metal in concentrate,Production,Reported,Mlbs,47.4,Assumed concentrate as it is not a refinery/smelter,New_gold_production.xlsx,NewGoldInc_New_gold_production
PROD-da0b5c3d-2023-1,2023,Site-specific,Canada,Hudbay Minerals Inc,New Britannia,MB-MAIN-da0b5c3d,GRP-a13779f8,CMP-12afc634,mining,"Open-pit, concentrator","Gold, copper",Ore,Crude ore,Ore milled,Production,Reported,t,596912.0,,MDA25,HudbayMineralsInc_MDA25
PROD-fcb287a4-2024-1,2024,Site-specific,Canada,Glencore,Nickel Rim South,ON-MAIN-fcb287a4,GRP-de097f20,CMP-d5f1c66b,mining,Underground,"Nickel, copper, cobalt, platinum group metals, gold",Ore,Total extraction,Ore mined,Production,Reported,t,320160.0,,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance
PROD-a555d9b9-2023-1,2023,Site-specific,Canada,Magris Performance Materials Inc.,Niobec,QC-MAIN-a555d9b9,,CMP-f0009ac4,mining,"Underground, concentrator",Niobium,Niobium,Total extraction,Ore mined,Production,Reported,Mt,2.2,Assumed ore mined and stable production,https://iaac-aeic.gc.ca/050/evaluations/proj/80011,https://iaac-aeic.gc.ca/050/evaluations/proj/80011
PROD-a555d9b9-2023-2,2023,Site-specific,Canada,Magris Performance Materials Inc.,Niobec,QC-MAIN-a555d9b9,,CMP-f0009ac4,mining,"Underground, concentrator",Niobium,Niobium,Usable ore,Contained metal in concentrate,Production,Reported,kg,6568950.0,,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/
PROD-649d2873-2023-1,2023,Site-specific,Canada,Magris Performance Materials Inc.,Niobec Converter,QC-MAIN-649d2873,,CMP-9abb4c27,manufacturing,,Ferroalloys,Ferroniobium,Intermediate metal produced,Intermediate metal produced,Production,Reported,t,11700.0,,SR_2023.pdf,MagrisPerformanceMaterialsInc._SR_2023
PROD-dc1a16f9-2023-1,2023,Site-specific,Canada,Sayona Québec Inc,North American Lithium,QC-MAIN-dc1a16f9,,CMP-9f967ad1,mining,"Open-pit, underground",Lithium,Lithium,Total extraction,Ore mined,Production,Reported,wmt,407034.0,,AR_2023.pdf,SayonaQuébecInc_AR_2023
PROD-dc1a16f9-2023-2,2023,Site-specific,Canada,Sayona Québec Inc,North American Lithium,QC-MAIN-dc1a16f9,,CMP-9f967ad1,mining,"Open-pit, underground",Lithium,Lithium,Usable ore,Concentrate,Production,Reported,dmt,33120.0,,AR_2023.pdf,SayonaQuébecInc_AR_2023
PROD-5ce331b8-2023-1,2023,Site-specific,Canada,Canadian Royalties Inc.,Nunavik Nickel,QC-MAIN-5ce331b8,,CMP-d87d1101,mining,"Open-pit, underground, concentrator","Nickel, copper, platinum group metals, cobalt",Copper,Usable ore,Contained metal in concentrate,Production,Reported,t,40926.0,,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/
PROD-5ce331b8-2023-2,2023,Site-specific,Canada,Canadian Royalties Inc.,Nunavik Nickel,QC-MAIN-5ce331b8,,CMP-d87d1101,mining,"Open-pit, underground, concentrator","Nickel, copper, platinum group metals, cobalt",Nickel,Usable ore,Contained metal in concentrate,Production,Reported,t,58100.0,,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/
PROD-5ce331b8-2023-3,2023,Site-specific,Canada,Canadian Royalties Inc.,Nunavik Nickel,QC-MAIN-5ce331b8,,CMP-d87d1101,mining,"Open-pit, underground, concentrator","Nickel, copper, platinum group metals, cobalt",Nickel,Crude ore,Ore processed,Production,Reported,kt,1082.3529411764705,"Assumed 1% ore grade and 85% recovery rate (hypothesis, no data)",https://www.mining-technology.com/marketdata/five-largest-nickel-mines-canada/?cf-view,https://www.mining-technology.com/marketdata/five-largest-nickel-mines-canada/?cf-view
PROD-GRP-0d911886-2023-1,2023,Facility-group,Canada,Newmont Corporation,Porcupine complex,,GRP-0d911886,CMP-4a434d72,mining,x,Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,koz,260.0,,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-GRP-0d911886-2023-2,2023,Facility-group,Canada,Newmont Corporation,Porcupine complex,,GRP-0d911886,CMP-4a434d72,mining,x,Gold,Gold,Crude ore,Ore processed,Production,Reported,kt,2911.0,,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-GRP-0d911886-2023-3,2023,Facility-group,Canada,Newmont Corporation,Porcupine complex,,GRP-0d911886,CMP-4a434d72,mining,x,Gold,Gold,Total extraction,Ore mined,Production,Reported,kt,7831.0,Sum of total open pit and total underground ore,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-a97821c0-2022-1,2022,Site-specific,Canada,Glencore,Raglan,QC-MAIN-a97821c0,,CMP-d5f1c66b,mining,"Underground, concentrator","Nickel, platinum group metals, copper, cobalt, gold, silver",Copper,Usable ore,Contained metal in concentrate,Production,Reported,t,5488.0,"Nickel concentrate from Raglan is transported to Sudbury smelter (ship + train), returns to Quebec (train) and is shipped to Nikkelverk refinery in Norway",https://www.glencore.ca/en/raglan/what-we-do/our-mining-activity,https://www.glencore.ca/en/raglan/what-we-do/our-mining-activity
PROD-a97821c0-2022-2,2022,Site-specific,Canada,Glencore,Raglan,QC-MAIN-a97821c0,,CMP-d5f1c66b,mining,"Underground, concentrator","Nickel, platinum group metals, copper, cobalt, gold, silver",Nickel,Usable ore,Contained metal in concentrate,Production,Reported,t,24232.0,"Nickel concentrate from Raglan is transported to Sudbury smelter (ship + train), returns to Quebec (train) and is shipped to Nikkelverk refinery in Norway",https://www.glencore.ca/en/raglan/what-we-do/our-mining-activity,https://www.glencore.ca/en/raglan/what-we-do/our-mining-activity
PROD-a97821c0-2022-3,2022,Site-specific,Canada,Glencore,Raglan,QC-MAIN-a97821c0,,CMP-d5f1c66b,mining,"Underground, concentrator","Nickel, platinum group metals, copper, cobalt, gold, silver",Cobalt,Usable ore,Contained metal in concentrate,Production,Reported,t,498.0,"Nickel concentrate from Raglan is transported to Sudbury smelter (ship + train), returns to Quebec (train) and is shipped to Nikkelverk refinery in Norway",https://www.glencore.ca/en/raglan/what-we-do/our-mining-activity,https://www.glencore.ca/en/raglan/what-we-do/our-mining-activity
PROD-a97821c0-2022-4,2022,Site-specific,Canada,Glencore,Raglan,QC-MAIN-a97821c0,,CMP-d5f1c66b,mining,"Underground, concentrator","Nickel, platinum group metals, copper, cobalt, gold, silver",PGMs,Usable ore,Contained metal in concentrate,Production,Reported,oz,141980.0,"Nickel concentrate from Raglan is transported to Sudbury smelter (ship + train), returns to Quebec (train) and is shipped to Nikkelverk refinery in Norway",https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/,https://mrnf.gouv.qc.ca/en/mines/publications/quantity-mine-mouth-output-value-and-duties-paid-by-mining-companies/
PROD-a97821c0-2022-5,2022,Site-specific,Canada,Glencore,Raglan,QC-MAIN-a97821c0,,CMP-d5f1c66b,mining,"Underground, concentrator","Nickel, platinum group metals, copper, cobalt, gold, silver",Ore,Crude ore,Ore processed,Production,Reported,Mt,1.5,,https://www.glencore.ca/en/raglan/what-we-do/our-mining-activity,https://www.glencore.ca/en/raglan/what-we-do/our-mining-activity
PROD-0aadf28f-2023-1,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Ore,Total extraction,Ore mined,Production,Reported,kt,12412.0,,New_gold_production.xlsx,NewGoldInc_New_gold_production
PROD-0aadf28f-2023-2,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Ore processed,Production,Reported,kt,8764.0,,New_gold_production.xlsx,NewGoldInc_New_gold_production
PROD-0aadf28f-2023-3,2023,Site-specific,Canada,New Gold Inc,Rainy River,ON-MAIN-0aadf28f,,CMP-d94be190,mining,"Underground, concentrator","Gold, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,253745.0,,New_gold_production.xlsx,NewGoldInc_New_gold_production
PROD-8eb8be0d-2023-2,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,koz,5.0,,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-8eb8be0d-2023-3,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Ore,Crude ore,Ore processed,Production,Reported,kt,1139.0,,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-8eb8be0d-2023-4,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Ore,Total extraction,Ore mined,Production,Reported,kt,3769.0,Sum of open pit ore and open pit waste,Operating_statistics_2023,NewmontCorporation_Operating_statistics_2023
PROD-8eb8be0d-2023-5,2023,Site-specific,Canada,Newmont Corporation,Red Chris,BC-MAIN-8eb8be0d,,CMP-4a434d72,mining,"Open-pit, concentrator","Gold, copper, silver",Copper,Usable ore,Contained metal in concentrate,Production,Reported,Mlbs,8.0,Assumed concentrate as it is not a refinery/smelter,AR_2024,NewmontCorporation_AR_2024
PROD-7f050560-2024-1,2024,Site-specific,Canada,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Ore,Total extraction,Material mined,Production,Reported,t,1855271.0,,EVN_FY24-ESG-Performance-Data_web.xlsx,EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-7f050560-2024-2,2024,Site-specific,Canada,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Ore,Total extraction,Ore mined,Production,Reported,t,862000.0,,EVN_FY24-ESG-Performance-Data_web.xlsx,EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-7f050560-2024-3,2024,Site-specific,Canada,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Ore processed,Production,Reported,t,841000.0,,EVN_FY24-ESG-Performance-Data_web.xlsx,EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-7f050560-2024-4,2024,Site-specific,Canada,Evolution Mining Ltd,Red Lake,ON-MAIN-7f050560,,CMP-ca642bce,mining,"Underground, concentrator","Gold, silver",Gold,Usable ore,Contained metal in doré,Production,Reported,oz,112700.0,,EVN_FY24-ESG-Performance-Data_web.xlsx,EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web
PROD-3e146840-2023-1,2023,Site-specific,Canada,Rio Tinto,Rio Tinto Iron and Titanium,QC-MAIN-3e146840,GRP-25483238,CMP-7a096012,manufacturing,Electric arc furnace,"Steel, titanium dioxide, scandium",Titanium dioxide slag,Refined metal produced,Unspecified,Production,Reported,kt,1111.0,Difficult to assign a reference point. Probably 4 or 5?,rt-fact-book-addendum.xlsx,RioTinto_rt-fact-book-addendum
PROD-b64bae7a-2023-1,2023,Site-specific,Canada,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,,CMP-8a99044e,mining,"Open-pit, concentrator",Iron,Iron,Usable ore,Capacity,Capacity,Reported,kt,6000.0, ,https://www.gem.wiki/Tacora_Resources_Scully_Mine,https://www.gem.wiki/Tacora_Resources_Scully_Mine
PROD-b64bae7a-2023-2,2023,Site-specific,Canada,Tacora Resources Inc.,Scully,NL-MAIN-b64bae7a,,CMP-8a99044e,mining,"Open-pit, concentrator",Iron,Iron,Total extraction,Ore mined,Production,Reported,kt,3560.0,,https://www.gem.wiki/Tacora_Resources_Scully_Mine,https://www.gem.wiki/Tacora_Resources_Scully_Mine
PROD-GRP-14bfbb82-2023-1,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Gold,Crude ore,Ore milled,Production,Reported,kt,122.0,,FY2024,SSRMiningInc_FY2024
PROD-GRP-14bfbb82-2023-2,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Gold,Total extraction,Ore mined,Production,Reported,kt,117.0,,FY2024,SSRMiningInc_FY2024
PROD-GRP-14bfbb82-2023-3,2023,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,,GRP-14bfbb82,CMP-4a73c5f8,mining,Underground,Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,oz,38757.0,,FY2024,SSRMiningInc_FY2024
PROD-GRP-a13779f8-2023-1,2023,Site-specific,Canada,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,CMP-12afc634,mining,Underground,"Gold, zinc",Gold,Usable ore,Contained metal in concentrate and doré produced,Production,Reported,oz,187363.0,,MDA25,HudbayMineralsInc_MDA25
PROD-GRP-a13779f8-2023-2,2023,Site-specific,Canada,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,CMP-12afc634,mining,Underground,"Gold, zinc",Silver,Usable ore,Contained metal in concentrate and doré produced,Production,Reported,oz,851723.0,,MDA25,HudbayMineralsInc_MDA25
PROD-GRP-a13779f8-2023-3,2023,Site-specific,Canada,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,CMP-12afc634,mining,Underground,"Gold, zinc",Zinc,Usable ore,Contained metal in concentrate and doré produced,Production,Reported,t,34642.0,,MDA25,HudbayMineralsInc_MDA25
PROD-GRP-a13779f8-2023-4,2023,Site-specific,Canada,Hudbay Minerals Inc,Snow Lake,,GRP-a13779f8,CMP-12afc634,mining,Underground,"Gold, zinc",Copper,Usable ore,Contained metal in concentrate and doré produced,Production,Reported,t,12154.0,,MDA25,HudbayMineralsInc_MDA25
PROD-0898e255-2023-1,2023,Site-specific,Canada,Hudbay Minerals Inc,Stall Lake,MB-MAIN-0898e255,GRP-a13779f8,CMP-12afc634,mining,Underground,"Gold, zinc",Ore,Crude ore,Ore milled,Production,Reported,t,965567.0,,MDA25,HudbayMineralsInc_MDA25
PROD-ed85ac94-2024-1,2024,Site-specific,Canada,Glencore,Strathcona,ON-MAIN-ed85ac94,GRP-de097f20,CMP-d5f1c66b,mining,Concentrator,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Copper,Usable ore,Contained metal in concentrate,Production,Reported,t,7154.0,,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance
PROD-ed85ac94-2024-2,2024,Site-specific,Canada,Glencore,Strathcona,ON-MAIN-ed85ac94,GRP-de097f20,CMP-d5f1c66b,mining,Concentrator,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Nickel,Usable ore,Contained metal in concentrate,Production,Reported,t,7530.0,"Mining Technology provides a figure of 18,59kt in 2023, we rely on official Glencore's data,",https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance
PROD-ed85ac94-2024-3,2024,Site-specific,Canada,Glencore,Strathcona,ON-MAIN-ed85ac94,GRP-de097f20,CMP-d5f1c66b,mining,Concentrator,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Ore,Crude ore,,Production,Reported,t,1025997.0,,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance
PROD-40ce0593-2024-1,2024,Site-specific,Canada,Glencore,Sudbury,ON-MAIN-40ce0593,GRP-de097f20,CMP-d5f1c66b,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Nickel,Intermediate metal produced,Matte,Production,Reported,t,62251.0,,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance
PROD-40ce0593-2024-2,2024,Site-specific,Canada,Glencore,Sudbury,ON-MAIN-40ce0593,GRP-de097f20,CMP-d5f1c66b,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Copper,Intermediate metal produced,Matte,Production,Reported,t,13720.0,,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance,https://www.glencore.ca/en/sudburyino/who-we-are/at-a-glance
PROD-f4fc3276-2023-1,2023,Site-specific,Canada,Silver Lake Resources Ltd,Sugar Zone,ON-MAIN-f4fc3276,,CMP-79f8bb59,mining,"Underground, concentrator",Gold,Gold,Total extraction,Ore mined,Production,Reported,t,234671.0,,AR_2023.pdf,SilverLakeResourcesLtd_AR_2023
PROD-f4fc3276-2023-2,2023,Site-specific,Canada,Silver Lake Resources Ltd,Sugar Zone,ON-MAIN-f4fc3276,,CMP-79f8bb59,mining,"Underground, concentrator",Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,oz,38659.0,,AR_2023.pdf,SilverLakeResourcesLtd_AR_2023
PROD-d3a4aba9-2022-1,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,,CMP-2ef1f553,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate",Cobalt,Refined metal produced,Refinery production,Production,Reported,t,3368.0,Deducted as the difference and verified in the SR,TR_2023.pdf,SherrittInternationalCorporationandGeneralNickelCompanyS.A._TR_2023
PROD-d3a4aba9-2022-2,2022,Site-specific,Canada,Sherritt International Corporation and General Nickel Company S.A.,The Cobalt Refinery Company Inc.,AB-MAIN-d3a4aba9,,CMP-2ef1f553,manufacturing,Refinery,"Nickel, cobalt, copper sulfide, ammonium sulfate",Nickel,Refined metal produced,Refinery production,Production,Reported,t,32268.0,,TR_2023.pdf,SherrittInternationalCorporationandGeneralNickelCompanyS.A._TR_2023
PROD-e0a6250e-2023-1,2023,Site-specific,Canada,Vale,Thompson (T-1 and T-3),MB-MAIN-e0a6250e,,CMP-9617aef4,mining,"Open-pit, underground, concentrator","Nickel, cobalt, copper, platinum group metals, gold, silver",Copper,Usable ore,Contained metal in concentrate,Production,Reported,kt,4.7,"""Finished production"", unclear what it refers to, Assumed metal in concentrate as it is a mine",Vale's performance in 1Q25 - xls,Vale_Vale'sperformancein1Q25-xls
PROD-e0a6250e-2023-2,2023,Site-specific,Canada,Vale,Thompson (T-1 and T-3),MB-MAIN-e0a6250e,,CMP-9617aef4,mining,"Open-pit, underground, concentrator","Nickel, cobalt, copper, platinum group metals, gold, silver",Nickel,Usable ore,Contained metal in concentrate,Production,Reported,kt,7.9,"""Finished production"", unclear what it refers to, Assumed metal in concentrate as it is a mine",Vale's performance in 1Q25 - xls,Vale_Vale'sperformancein1Q25-xls
PROD-e0a6250e-2023-3,2023,Site-specific,Canada,Vale,Thompson (T-1 and T-3),MB-MAIN-e0a6250e,,CMP-9617aef4,mining,"Open-pit, underground, concentrator","Nickel, cobalt, copper, platinum group metals, gold, silver",Ore,Crude ore,Ore processed,Production,Calculated,kt,464.70588235294116,"Assumed 2% ore grade and 85% recovery rate, taking nickel as the reference",,Vale_nan
PROD-GRP-147b3123-2023-1,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Underground, concentrator",Gold,Gold,Total extraction,Ore mined,Production,Reported,kt,1541.0,,Financial_results,PanAmericanSilverCorp._Financial_results
PROD-GRP-147b3123-2023-2,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Underground, concentrator",Gold,Gold,Crude ore,Ore processed,Production,Reported,kt,1574.0,,Financial_results,PanAmericanSilverCorp._Financial_results
PROD-GRP-147b3123-2023-3,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Underground, concentrator",Gold,Gold,Usable ore,Contained metal in doré,Production,Reported,koz,132.9,,Financial_results,PanAmericanSilverCorp._Financial_results
PROD-GRP-147b3123-2023-4,2023,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,,GRP-147b3123,CMP-48a36546,mining,"Underground, concentrator",Gold,Silver,Usable ore,Contained metal in doré,Production,Reported,koz,16.0,,Financial_results,PanAmericanSilverCorp._Financial_results
PROD-28f3f0fc-2023-1,2023,Site-specific,Canada,Vale,Totten,ON-MAIN-28f3f0fc,GRP-dc07540b,CMP-9617aef4,mining,Underground,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Nickel,Usable ore,Contained metal in concentrate,Production,Reported,t,6334.0,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI41I06NW00004.html,,Vale_nan
PROD-28f3f0fc-2023-2,2023,Site-specific,Canada,Vale,Totten,ON-MAIN-28f3f0fc,GRP-dc07540b,CMP-9617aef4,mining,Underground,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Copper,Usable ore,Contained metal in concentrate,Production,Reported,t,7783.0,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI41I06NW00004.html,,Vale_nan
PROD-28f3f0fc-2023-3,2023,Site-specific,Canada,Vale,Totten,ON-MAIN-28f3f0fc,GRP-dc07540b,CMP-9617aef4,mining,Underground,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Ore,Crude ore,Ore processed,Production,Reported,t,414000.0,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI41I06NW00004.html,,Vale_nan
PROD-3bb6b7cd-2024-1,2024,Site-specific,Canada,Teck Resources Limited,Trail,BC-MAIN-3bb6b7cd,,CMP-06e20c6e,manufacturing,"Smelter, refinery, plant","Zinc, lead, bismuth, cadmium, indium, germanium, precious metals, liquid sulfur dioxide, sulfuric acid",Zinc,Refined metal produced,Refinery production,Production,Reported,kt,256.0,,2024_Annual_report,TeckResourcesLimited_2024_Annual_report
PROD-92628f16-2023-1,2023,Site-specific,Canada,Rio Tinto,Vaudreuil,QC-MAIN-92628f16,GRP-677b5973,CMP-7a096012,manufacturing,Refinery,Alumina,Alumina,Intermediate metal produced,Smelter grade alumina,Production,Reported,kt,1391.80580303269,,rt-fact-book-addendum.xlsx,RioTinto_rt-fact-book-addendum
PROD-2d8801d6-2023-1,2023,Site-specific,Canada,Vale,Voisey’s Bay,NL-MAIN-2d8801d6,,CMP-9617aef4,mining,"Open-pit, underground, concentrator","Nickel, copper, cobalt",Copper,Usable ore,Contained metal in concentrate,Production,Reported,kt,9.6,"""Finished production"", unclear what it refers to, Assumed metal in concentrate as it is a mine",Vale's performance in 1Q25 - xls,Vale_Vale'sperformancein1Q25-xls
PROD-2d8801d6-2023-2,2023,Site-specific,Canada,Vale,Voisey’s Bay,NL-MAIN-2d8801d6,,CMP-9617aef4,mining,"Open-pit, underground, concentrator","Nickel, copper, cobalt",Nickel,Usable ore,Contained metal in concentrate,Production,Reported,kt,13.5,"""Finished production"", unclear what it refers to, Assumed metal in concentrate as it is a mine",Vale's performance in 1Q25 - xls,Vale_Vale'sperformancein1Q25-xls
PROD-2d8801d6-2023-3,2023,Site-specific,Canada,Vale,Voisey’s Bay,NL-MAIN-2d8801d6,,CMP-9617aef4,mining,"Open-pit, underground, concentrator","Nickel, copper, cobalt",Ore,Crude ore,Ore processed,Production,Calculated,kt,794.1176470588234,"Assumed 2% ore grade and 85% recovery rate, taking nickel as the reference",,Vale_nan
PROD-02884fb5-2023-1,2023,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,QC-MAIN-02884fb5,,CMP-3d0a95b7,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Ore milled,Production,Reported,kt,1034.0,,operational_data.xlsx,IAMGOLDCorporation_operational_data
