row_id,year,npri_id,facility_name_npri,company_name_npri,facility_type,longitude,latitude,terrestrial_ecozone,watershed,cas_number,substance_name_npri,substance_unit,emission_type,emission_subtype,value,source_id,geometry
npri-29897-2023-115,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,7.499,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-116,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1156.036,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-117,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,3.23994,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-118,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,5369.483,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-119,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,29.55497,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-120,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,60.844,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-29897-2023-121,2023,29897,Silver Lake Ontario Inc. - Sugar Zone Mine,Silver Lake Ontario Inc.,mining,-85.229848,48.622573,Boreal Shield,St. Lawrence Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,9.47645,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-85.229848 48.622573)
npri-30745-2023-166,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 16,Ammonia (total),tonnes,On-Site Disposal / Élimination sur le site,Tailings,72.962741,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-167,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,2489227.255238,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-168,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,477.16835,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-169,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,39033.826162,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-170,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,150.059572,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-171,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 07,Cyanides (ionic),tonnes,On-Site Disposal / Élimination sur le site,Tailings,363.633089,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-172,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,41237.21728,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-173,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,1377.489592,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-174,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,5.821454,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-175,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,76.847853,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-176,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 22,Phosphorus (total),tonnes,On-Site Disposal / Élimination sur le site,Tailings,845.542316,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-177,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1918.597672,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-178,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 37,Thallium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,9543.366996,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-179,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 40,Vanadium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,45.428724,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-30745-2023-180,2023,30745,Touquoy Mine,St Barbara Limited,mining,-62.91917,44.97361,Atlantic Maritime,Maritime Provinces Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,179.797034,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-62.91917 44.97361)
npri-5460-2023-90,2023,5460,Wabush Mines - Scully,Tacora Resources Inc.,mining,-66.9109,52.9077,Boreal Shield,Northern Québec and Labrador Drainage Area,NA - 16,Ammonia (total),tonnes,On-Site Disposal / Élimination sur le site,Tailings,19.515,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-66.9109 52.9077)
npri-5460-2023-91,2023,5460,Wabush Mines - Scully,Tacora Resources Inc.,mining,-66.9109,52.9077,Boreal Shield,Northern Québec and Labrador Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,419.704,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-66.9109 52.9077)
npri-5460-2023-92,2023,5460,Wabush Mines - Scully,Tacora Resources Inc.,mining,-66.9109,52.9077,Boreal Shield,Northern Québec and Labrador Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,18.663,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-66.9109 52.9077)
npri-5460-2023-93,2023,5460,Wabush Mines - Scully,Tacora Resources Inc.,mining,-66.9109,52.9077,Boreal Shield,Northern Québec and Labrador Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,3800.771,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-66.9109 52.9077)
npri-5460-2023-94,2023,5460,Wabush Mines - Scully,Tacora Resources Inc.,mining,-66.9109,52.9077,Boreal Shield,Northern Québec and Labrador Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,68.601,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-66.9109 52.9077)
npri-5460-2023-95,2023,5460,Wabush Mines - Scully,Tacora Resources Inc.,mining,-66.9109,52.9077,Boreal Shield,Northern Québec and Labrador Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,2556.573,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-66.9109 52.9077)
npri-5460-2023-96,2023,5460,Wabush Mines - Scully,Tacora Resources Inc.,mining,-66.9109,52.9077,Boreal Shield,Northern Québec and Labrador Drainage Area,NA - 17,Nitrate ion in solution at pH >= 6.0,tonnes,On-Site Disposal / Élimination sur le site,Tailings,50.705,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-66.9109 52.9077)
npri-5460-2023-97,2023,5460,Wabush Mines - Scully,Tacora Resources Inc.,mining,-66.9109,52.9077,Boreal Shield,Northern Québec and Labrador Drainage Area,NA - 22,Phosphorus (total),tonnes,On-Site Disposal / Élimination sur le site,Tailings,10.343,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-66.9109 52.9077)
npri-2278-2023-24,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1022.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-2278-2023-25,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,24.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-2278-2023-26,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,241.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-2278-2023-27,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1269.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-2278-2023-28,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,49.372,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-2278-2023-29,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,4.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-2278-2023-30,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 22,Phosphorus (total),tonnes,On-Site Disposal / Élimination sur le site,Tailings,157.47,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-2278-2023-31,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,8.52,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-2278-2023-32,2023,2278,Bernic Lake Minesite,Tantalum Mining Corporation of Canada Ltd,mining,-95.4537,50.4282,Boreal Shield,Nelson River Drainage Area,NA - 37,Thallium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,4010.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-95.4537 50.4282)
npri-3356-2023-106,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,30834.744,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-107,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1541.737,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-108,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,246.678,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-109,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,49335.591,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-110,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,13275.282,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-111,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,123338.977,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-112,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,10360.474,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-113,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,49.336,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-114,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 22,Phosphorus (total),tonnes,On-Site Disposal / Élimination sur le site,Tailings,10298.805,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-115,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1541.737,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-116,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 40,Vanadium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,986.712,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-3356-2023-117,2023,3356,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,mining,-121.027,50.4742,Montane Cordillera,Pacific Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,955.877,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-121.027 50.4742)
npri-1465-2023-155,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,337373.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-156,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1309.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-157,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,808.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-158,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,344542.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-159,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,2615.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-160,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,155652.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-161,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,2870.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-162,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,170.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-163,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,8590.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-164,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 12,Selenium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,20527.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-165,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 37,Thallium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,682.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1465-2023-166,2023,1465,Clarabelle Mill,Vale Canada Limited,mining,-81.0561,46.495,Boreal Shield,St. Lawrence Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,348.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-81.0561 46.495)
npri-1473-2023-107,2023,1473,Thompson Operations,Vale Canada Ltd,mining,-97.85106,55.71286,Boreal Shield,Nelson River Drainage Area,NA - 01,Antimony (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,228.37,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-97.85106 55.71286)
npri-1473-2023-108,2023,1473,Thompson Operations,Vale Canada Ltd,mining,-97.85106,55.71286,Boreal Shield,Nelson River Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,7563.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-97.85106 55.71286)
npri-1473-2023-109,2023,1473,Thompson Operations,Vale Canada Ltd,mining,-97.85106,55.71286,Boreal Shield,Nelson River Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,6584.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-97.85106 55.71286)
npri-1473-2023-110,2023,1473,Thompson Operations,Vale Canada Ltd,mining,-97.85106,55.71286,Boreal Shield,Nelson River Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,249.61,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-97.85106 55.71286)
npri-1473-2023-111,2023,1473,Thompson Operations,Vale Canada Ltd,mining,-97.85106,55.71286,Boreal Shield,Nelson River Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,25815.0,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-97.85106 55.71286)
npri-1473-2023-112,2023,1473,Thompson Operations,Vale Canada Ltd,mining,-97.85106,55.71286,Boreal Shield,Nelson River Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,64.23,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-97.85106 55.71286)
npri-1473-2023-113,2023,1473,Thompson Operations,Vale Canada Ltd,mining,-97.85106,55.71286,Boreal Shield,Nelson River Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,15077.5,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-97.85106 55.71286)
npri-1473-2023-114,2023,1473,Thompson Operations,Vale Canada Ltd,mining,-97.85106,55.71286,Boreal Shield,Nelson River Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,520.53,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-97.85106 55.71286)
