row_id,year,npri_id,facility_name_npri,company_name_npri,facility_type,longitude,latitude,terrestrial_ecozone,watershed,cas_number,substance_name_npri,substance_unit,emission_type,emission_subtype,value,source_id,geometry
npri-8757-2023-86,2023,8757,Division Goldex,Agnico-Eagle Mines Lted,mining,-77.87222,48.0911,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,9.6,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.87222 48.0911)
npri-8757-2023-87,2023,8757,Division Goldex,Agnico-Eagle Mines Lted,mining,-77.87222,48.0911,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1008.28,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.87222 48.0911)
npri-8757-2023-88,2023,8757,Division Goldex,Agnico-Eagle Mines Lted,mining,-77.87222,48.0911,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,1.24,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.87222 48.0911)
npri-8757-2023-89,2023,8757,Division Goldex,Agnico-Eagle Mines Lted,mining,-77.87222,48.0911,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,109.24,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.87222 48.0911)
npri-8757-2023-90,2023,8757,Division Goldex,Agnico-Eagle Mines Lted,mining,-77.87222,48.0911,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,40.23,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.87222 48.0911)
npri-8757-2023-91,2023,8757,Division Goldex,Agnico-Eagle Mines Lted,mining,-77.87222,48.0911,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,3.36,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.87222 48.0911)
npri-8757-2023-92,2023,8757,Division Goldex,Agnico-Eagle Mines Lted,mining,-77.87222,48.0911,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 40,Vanadium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,4.72,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.87222 48.0911)
npri-8757-2023-93,2023,8757,Division Goldex,Agnico-Eagle Mines Lted,mining,-77.87222,48.0911,Boreal Shield,Southwestern Hudson Bay Drainage Area,NA - 14,Zinc (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,3.32,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-77.87222 48.0911)
npri-26132-2023-193,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 01,Antimony (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,1.349,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
npri-11454-2023-149,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,18532.723,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-26132-2023-194,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 02,Arsenic (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,2794.974,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
npri-11454-2023-150,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,28.206,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-26132-2023-195,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 03,Cadmium (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,315.954,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
npri-11454-2023-151,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,32.805,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-26132-2023-196,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 04,Chromium (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,123.222,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
npri-11454-2023-152,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,5805.881,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-26132-2023-197,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 05,Cobalt (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,17899.984,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
npri-11454-2023-153,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,14.689,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-26132-2023-198,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 06,Copper (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,267.224,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
npri-11454-2023-154,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,1656.158,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-26132-2023-199,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 08,Lead (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,55291.873,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
npri-11454-2023-155,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,235.308,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-26132-2023-200,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 09,Manganese (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,1309.992,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
npri-11454-2023-156,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 10,Mercury (and its compounds),kg,On-Site Disposal / Élimination sur le site,Tailings,477.641,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-11454-2023-157,2023,11454,Island Gold Mine,Alamos Gold Incorporated,mining,-84.43404,48.30072,Boreal Shield,St. Lawrence Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,12.424,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-84.43404 48.30072)
npri-26132-2023-201,2023,26132,Young-Davidson,Alamos Gold Incorporated,mining,-80.67722,47.94722,Boreal Shield,St. Lawrence Drainage Area,NA - 11,Nickel (and its compounds),tonnes,On-Site Disposal / Élimination sur le site,Tailings,48.608,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,POINT (-80.67722 47.94722)
