Facility ID,Facility name,Company name,City,Address,Postal code,Province,Latitude,Longitude,Total emissions,Units,Report year,Industry classification,Industry classification link,Facility information,Facility details
11766,Sil Industrial Minerals Lamont Plant,543077 Alberta Ltd.,Bruderheim,570079 Range Road,T0B 0S0,Alberta,53.9063,-112.92419,20.41,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,All Other Non-Metallic Mineral Mining and Quarrying,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212398&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11766-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0111766&GoCTemplateCulture=en-CA
"
11951,Red Lake Operation,Evolution Mining,Balmertown,15 Eric Radford Way,P0V 1C0,Ontario,51.0597,-93.74407,26.8,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Gold and Silver Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212220&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11951-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0111951&GoCTemplateCulture=en-CA
"
11767,Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE,Rio Tinto Fer et Titane inc.,Havre Saint Pierre,951 de l'Escale Boulevard,G0G 1P0,Quebec,50.2435,-63.6064,16.78,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Iron Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11767-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0111767&GoCTemplateCulture=en-CA
"
11827,IKO Madoc,IKO Industries Ltd.,Madoc,105084 Highway 7,K0K 2K0,Ontario,44.4961,-77.5348,22.74,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,All Other Non-Metallic Mineral Mining and Quarrying,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212398&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11827-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0111827&GoCTemplateCulture=en-CA
"
10890,Seabee,SGO Mining Inc.,Saskatoon,201 2100 Airport Drive,S7L 6M6,Saskatchewan,55.241,-103.2255,13.32,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Gold and Silver Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212220&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10890-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110890&GoCTemplateCulture=en-CA
"
12112,Silvertip Mine,Coeur Silvertip Holdings Ltd.,Vancouver,740 1111 Melville Street,V6E 3V6,British Columbia,53.72667,-127.64762,14.21,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Lead-Zinc Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212231&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G12112-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0112112&GoCTemplateCulture=en-CA
"
10580,Sudbury Operations Mines Mill - Onaping Area,Glencore Canada Corporation,Onaping,Strathcona Services Bldg Street,P0M 2R0,Ontario,46.67417,-81.3425,25.0,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Nickel-Copper Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212232&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10580-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110580&GoCTemplateCulture=en-CA
"
10385,Teck Highland Valley Copper Partnership,Teck Highland Valley Copper Partnership,Logan Lake,97C Highway,V0K 1W0,British Columbia,50.47235,-121.02132,184.18,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Copper-Zinc Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212233&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10385-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110385&GoCTemplateCulture=en-CA
"
12184,Site Windfall,Groupe Minier Windfall,Lebel Sur Quévillon,km 115 6000 Route,J0Y 1X0,Quebec,49.07366,-75.6518,17.5,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Other Support Activities for Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=213119&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G12184-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0112184&GoCTemplateCulture=en-CA
"
10569,Thompson Operations,Vale Canada Ltd,Thompson,1 Inco Road,R8N 1P3,Manitoba,55.7138,-97.8561,18.83,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Nickel-Copper Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212232&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10569-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110569&GoCTemplateCulture=en-CA
"
12010,Touquoy Mine,St Barbara Limited,Middle Musquodoboit,"409 Billybell Way, Mooseland Road",B0N 1X0,Nova Scotia,44.97361,-62.91917,3.97,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Gold and Silver Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212220&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G12010-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0112010&GoCTemplateCulture=en-CA
"
10299,Usine de Bouletage de Port-Cartier,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Port Cartier,186 Portage des Mousses,G5B 2H3,Quebec,50.0334,-66.791,804.49,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Iron Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10299-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110299&GoCTemplateCulture=en-CA
"
10570,Voisey's Bay Mine Site,Vale Newfoundland and Labrador Limited,Happy Valley Goose Bay,,A0P 1C0,Newfoundland and Labrador,56.33826,-62.09508,173.79,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Nickel-Copper Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212232&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10570-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110570&GoCTemplateCulture=en-CA
"
10350,Wabush Mines - Scully,Tacora Resources Inc.,Wabush,1 Wabush Mines Road Street,A0R 1B0,Newfoundland and Labrador,52.907,-66.9105,110.5,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Iron Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10350-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110350&GoCTemplateCulture=en-CA
"
10857,Williams Mine,Williams Operating Corporation,Marathon,3km West of Junction Hwy 17 and 614 Highway West,P0T 2E0,Ontario,48.6942,-85.9188,19.25,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Gold and Silver Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212220&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10857-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0110857&GoCTemplateCulture=en-CA
"
11375,Young-Davidson,Alamos Gold Incorporated,Matachewan,566 Hwy 566 Road West,P0K 1M0,Ontario,47.94722,-80.67722,21.63,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2023,Gold and Silver Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212220&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11375-2023.html,"http://indicators-map.canada.ca/App/Detail?id=0111375&GoCTemplateCulture=en-CA
"
