main_id,npri_id,distance_m,facility_name,facility_name_npri,similarity_partial_score,similarity_token_set
ON-MAIN-b1d981ca,11878.0,8685.07,Crean Hill,Totten Mine,47.05882352941176,19.04761904761905
ON-MAIN-b1d981ca,10201.0,14719.53,Crean Hill,Creighton Mine,57.14285714285714,50.0
ON-MAIN-b1d981ca,11877.0,1190.04,Crean Hill,Ellen Pit,47.05882352941176,42.10526315789474
ON-MAIN-54b7e152,,,Shakespeare,,,
QC-MAIN-aa793d35,,,Dumont Nickel,,,
QC-MAIN-649d2873,2100.0,58.23,Niobec Converter,La Mine Niobec,60.0,60.0
QC-MAIN-649d2873,31260.0,17694.3,Niobec Converter,3M Chicoutimi,34.78260869565217,27.58620689655173
QC-MAIN-649d2873,6344.0,13452.77,Niobec Converter,Elkem Métal Chicoutimi,33.333333333333336,26.315789473684205
QC-MAIN-649d2873,3406.0,11626.83,Niobec Converter,Usine Arvida,34.78260869565217,28.57142857142857
QC-MAIN-649d2873,27853.0,11122.1,Niobec Converter,Aluminerie Arvida - Centre technologique AP60,43.75,26.229508196721312
QC-MAIN-649d2873,2978.0,11637.74,Niobec Converter,Usine Vaudreuil,36.36363636363637,32.25806451612904
QC-MAIN-649d2873,8706.0,13779.01,Niobec Converter,Usine Dubuc,35.29411764705882,22.22222222222223
QC-MAIN-649d2873,29088.0,13693.57,Niobec Converter,Scepter Aluminium Saguenay,43.47826086956522,23.80952380952381
QC-MAIN-a555d9b9,2100.0,64.71,Niobec,La Mine Niobec,100.0,100.0
QC-MAIN-a555d9b9,31260.0,17711.59,Niobec,3M Chicoutimi,33.333333333333336,21.05263157894737
QC-MAIN-a555d9b9,6344.0,13484.38,Niobec,Elkem Métal Chicoutimi,33.333333333333336,21.42857142857143
QC-MAIN-a555d9b9,3406.0,11673.88,Niobec,Usine Arvida,36.36363636363637,22.22222222222223
QC-MAIN-a555d9b9,27853.0,11167.28,Niobec,Aluminerie Arvida - Centre technologique AP60,33.333333333333336,11.764705882352942
QC-MAIN-a555d9b9,2978.0,11693.1,Niobec,Usine Vaudreuil,36.36363636363637,19.04761904761905
QC-MAIN-a555d9b9,8706.0,13810.65,Niobec,Usine Dubuc,44.44444444444444,23.529411764705884
QC-MAIN-a555d9b9,29088.0,13724.38,Niobec,Scepter Aluminium Saguenay,25.0,18.75
NB-MAIN-c1e4dee0,,,Battery Hill,,,
NL-MAIN-f021107e,27063.0,7921.94,Point Rousse,Ming Copper-Gold Mine,45.45454545454546,24.24242424242425
QC-MAIN-615ebdb4,,,Lac Guéret (Uatnan),,,
ON-MAIN-470b504b,,,Ottawa Plant,,,
ON-MAIN-4e0734b5,3810.0,58.31,Fox Complex,McEwen Ontario Black Fox Mine,52.63157894736843,42.857142857142854
QC-MAIN-237d67c1,,,Lac Rainy Graphite,,,
BC-MAIN-c7247100,,,Driftwood Creek,,,
YT-MAIN-752fbcae,,,Minto,,,
NU-MAIN-8e62bfbc,,,High Lake,,,
NU-MAIN-1ef8af2c,,,Izok Lake,,,
QC-MAIN-eb73fd68,3598.0,5115.35,Nemaska lithium conversion facility,Usine de Bécancour,38.70967741935484,30.188679245283012
QC-MAIN-eb73fd68,1071.0,6619.01,Nemaska lithium conversion facility,Aluminerie de Bécancour inc.,40.0,31.746031746031747
QC-MAIN-eb73fd68,8807.0,5371.8,Nemaska lithium conversion facility,Quebec Silicon LP,35.29411764705882,23.07692307692308
QC-MAIN-9d41d417,,,Whabouchi,,,
ON-MAIN-2bb07cd3,,,River Valley,,,
BC-MAIN-aa76f6f2,25434.0,112.53,New Afton,New Afton,100.0,100.0
ON-MAIN-0aadf28f,29548.0,1795.27,Rainy River,Rainy River Mine,100.0,100.0
ON-MAIN-1c674cd0,29877.0,167.19,Borden,Borden Gold Mine,100.0,100.0
BC-MAIN-857b7b89,29072.0,2171.09,Brucejack,Brucejack Gold Mine,100.0,100.0
BC-MAIN-c720b195,,,GJ,,,
ON-MAIN-8629a493,2815.0,19356.94,Hollinger,Kidd Metallurgical Site,40.0,25.0
ON-MAIN-8629a493,1941.0,4990.09,Hollinger,Porcupine Gold Mines,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,11514.0,19202.2,Hollinger,Redstone Mine and Mill,44.44444444444444,32.25806451612904
ON-MAIN-538513cd,2815.0,2259.57,Hoyle Pond,Kidd Metallurgical Site,25.0,12.121212121212125
ON-MAIN-538513cd,1941.0,14270.51,Hoyle Pond,Porcupine Gold Mines,42.10526315789473,46.666666666666664
ON-MAIN-538513cd,11796.0,9964.57,Hoyle Pond,Bell Creek Complex,40.0,28.57142857142857
ON-MAIN-fefeaee4,5656.0,1014.88,Musselwhite,Musselwhite Mine,100.0,100.0
ON-MAIN-3b3e5365,2815.0,15494.52,Porcupine,Kidd Metallurgical Site,35.29411764705882,25.0
ON-MAIN-3b3e5365,1941.0,355.1,Porcupine,Porcupine Gold Mines,100.0,100.0
ON-MAIN-3b3e5365,11796.0,14927.68,Porcupine,Bell Creek Complex,40.0,22.22222222222223
ON-MAIN-3b3e5365,11514.0,14751.48,Porcupine,Redstone Mine and Mill,44.44444444444444,19.354838709677423
BC-MAIN-8eb8be0d,32235.0,3699.57,Red Chris,Red Chris Mine,100.0,100.0
QC-MAIN-6dc537e6,8803.0,1895.01,Éléonore,Mine Éléonore,100.0,100.0
BC-MAIN-b4655afb,,,Galore Creek,,,
SK-MAIN-3012889c,,,Rook I,,,
YT-MAIN-1910d1c3,,,Nickel Shaw,,,
QC-MAIN-288718a6,,,Crevier,,,
NB-MAIN-f58cc895,,,Sisson,,,
ON-MAIN-8b86d975,,,Bissett Creek,,,
BC-MAIN-6fbdcf4c,,,North Island,,,
BC-MAIN-265a57f6,,,Kwanika,,,
NT-MAIN-b3681e03,,,Prairie Creek,,,
QC-MAIN-d6748d40,,,Matawinie,,,
QC-MAIN-69bb36c1,,,Caber Complex,,,
SK-MAIN-60ba74c4,1147.0,18014.56,McClean Lake,Rabbit Lake Operation,52.17391304347826,50.0
SK-MAIN-60ba74c4,4866.0,11512.09,McClean Lake,McClean Lake Operations,100.0,100.0
NT-MAIN-b99d4cb2,,,Pine Point,,,
NL-MAIN-a498ddc6,,,Michelin,,,
ON-MAIN-bfbcd72e,2815.0,7407.2,Bell Creek,Kidd Metallurgical Site,40.0,30.303030303030297
ON-MAIN-bfbcd72e,1941.0,11240.68,Bell Creek,Porcupine Gold Mines,33.333333333333336,26.66666666666667
ON-MAIN-bfbcd72e,11796.0,13370.45,Bell Creek,Bell Creek Complex,100.0,100.0
ON-MAIN-f3e6ff08,11794.0,575.5,Timmins West,Lake Shore Gold Timmins West Mine,100.0,100.0
QC-MAIN-3aa117d8,5510.0,126.1,Alma,Usine Alma,100.0,100.0
QC-MAIN-c1c7eb99,2100.0,11382.81,Arvida,La Mine Niobec,25.0,10.0
QC-MAIN-c1c7eb99,31260.0,7996.16,Arvida,3M Chicoutimi,28.57142857142857,10.526315789473685
QC-MAIN-c1c7eb99,6344.0,3255.31,Arvida,Elkem Métal Chicoutimi,28.57142857142857,14.285714285714292
QC-MAIN-c1c7eb99,3060.0,14687.39,Arvida,Usine Laterrière,36.36363636363637,18.181818181818187
QC-MAIN-c1c7eb99,3406.0,519.04,Arvida,Usine Arvida,100.0,100.0
QC-MAIN-c1c7eb99,27853.0,679.73,Arvida,Aluminerie Arvida - Centre technologique AP60,100.0,100.0
QC-MAIN-c1c7eb99,2978.0,722.08,Arvida,Usine Vaudreuil,36.36363636363637,19.04761904761905
QC-MAIN-c1c7eb99,8706.0,3494.93,Arvida,Usine Dubuc,22.22222222222222,11.764705882352942
QC-MAIN-c1c7eb99,29088.0,3507.26,Arvida,Scepter Aluminium Saguenay,33.333333333333336,18.75
QC-MAIN-01c1e81f,31260.0,14656.87,Grande-Baie,3M Chicoutimi,16.666666666666664,8.333333333333329
QC-MAIN-01c1e81f,6344.0,19312.01,Grande-Baie,Elkem Métal Chicoutimi,19.047619047619047,12.121212121212125
QC-MAIN-01c1e81f,3060.0,15119.62,Grande-Baie,Usine Laterrière,40.0,29.629629629629633
QC-MAIN-01c1e81f,3062.0,66.95,Grande-Baie,Usine Grande-Baie,100.0,100.0
QC-MAIN-01c1e81f,8706.0,19079.75,Grande-Baie,Usine Dubuc,30.76923076923077,18.181818181818187
QC-MAIN-01c1e81f,29088.0,19060.72,Grande-Baie,Scepter Aluminium Saguenay,33.333333333333336,21.621621621621628
BC-MAIN-eb47f7c7,2788.0,1477.37,Kitimat,Rio Tinto Alcan Inc.,42.85714285714286,22.22222222222223
QC-MAIN-c0e3a48b,31260.0,9241.83,Laterrière,3M Chicoutimi,28.57142857142857,17.391304347826093
QC-MAIN-c0e3a48b,6344.0,12386.31,Laterrière,Elkem Métal Chicoutimi,28.57142857142857,18.75
QC-MAIN-c0e3a48b,3060.0,68.54,Laterrière,Usine Laterrière,100.0,100.0
QC-MAIN-c0e3a48b,3062.0,15035.36,Laterrière,Usine Grande-Baie,46.15384615384615,29.629629629629633
QC-MAIN-c0e3a48b,3406.0,14247.0,Laterrière,Usine Arvida,33.333333333333336,27.272727272727266
QC-MAIN-c0e3a48b,27853.0,14709.98,Laterrière,Aluminerie Arvida - Centre technologique AP60,40.0,21.818181818181813
QC-MAIN-c0e3a48b,2978.0,14516.08,Laterrière,Usine Vaudreuil,33.333333333333336,24.0
QC-MAIN-c0e3a48b,8706.0,12062.64,Laterrière,Usine Dubuc,26.66666666666667,19.04761904761905
QC-MAIN-c0e3a48b,29088.0,12164.74,Laterrière,Scepter Aluminium Saguenay,40.0,22.22222222222223
QC-MAIN-92628f16,2100.0,11557.68,Vaudreuil,La Mine Niobec,33.333333333333336,26.086956521739125
QC-MAIN-92628f16,31260.0,7466.18,Vaudreuil,3M Chicoutimi,28.57142857142857,18.181818181818187
QC-MAIN-92628f16,6344.0,2699.58,Vaudreuil,Elkem Métal Chicoutimi,28.57142857142857,19.354838709677423
QC-MAIN-92628f16,3060.0,14406.23,Vaudreuil,Usine Laterrière,36.36363636363637,32.0
QC-MAIN-92628f16,3406.0,189.66,Vaudreuil,Usine Arvida,28.57142857142857,19.04761904761905
QC-MAIN-92628f16,27853.0,394.38,Vaudreuil,Aluminerie Arvida - Centre technologique AP60,33.333333333333336,18.51851851851852
QC-MAIN-92628f16,2978.0,1240.6,Vaudreuil,Usine Vaudreuil,100.0,100.0
QC-MAIN-92628f16,8706.0,2955.08,Vaudreuil,Usine Dubuc,30.76923076923077,30.0
QC-MAIN-92628f16,29088.0,2956.73,Vaudreuil,Scepter Aluminium Saguenay,37.5,17.14285714285714
QC-MAIN-8d6616b4,6028.0,7971.29,Alouette,Sept-Iles,37.5,35.294117647058826
QC-MAIN-8d6616b4,4778.0,161.92,Alouette,Aluminerie Alouette inc.,100.0,100.0
NT-MAIN-0ec39ce0,,,Diavik,,,
QC-MAIN-e82266c5,,,Lac Tio,,,
QC-MAIN-11c40b1f,6316.0,19856.51,Lithium Demonstration Plant,FONDERIE CORMIER - SAINT-THOMAS,11.111111111111116,6.896551724137936
QC-MAIN-11c40b1f,4806.0,427.39,Lithium Demonstration Plant,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,37.735849056603776,30.0
QC-MAIN-11c40b1f,4331.0,16777.54,Lithium Demonstration Plant,Fonderie Laperle,37.5,32.55813953488372
QC-MAIN-3e146840,4806.0,627.57,Rio Tinto Iron and Titanium,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,73.46938775510203,50.0
QC-MAIN-3e146840,4331.0,17022.74,Rio Tinto Iron and Titanium,Fonderie Laperle,32.25806451612904,23.25581395348837
QC-MAIN-7b3b4c8b,6316.0,19856.51,Scandium Demonstration Plant,FONDERIE CORMIER - SAINT-THOMAS,10.81081081081081,10.169491525423723
QC-MAIN-7b3b4c8b,4806.0,427.39,Scandium Demonstration Plant,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,37.03703703703704,34.5679012345679
QC-MAIN-7b3b4c8b,4331.0,16777.54,Scandium Demonstration Plant,Fonderie Laperle,37.5,27.272727272727266
ON-MAIN-eda110b0,,,Georgia Lake,,,
YT-MAIN-73ce66b5,,,Klaza,,,
BC-MAIN-116ae608,,,Revel Ridge,,,
ON-MAIN-dca9cce7,,,Ottawa,,,
SK-MAIN-d5c9124e,,,Rare Earth Processing Facility,,,
QC-MAIN-c4fb59c2,,,Moblan,,,
QC-MAIN-1186a6d0,,,Authier,,,
QC-MAIN-dc1a16f9,28726.0,1511.83,North American Lithium,North American Lithium,100.0,100.0
BC-MAIN-b7591127,,,Iskut,,,
BC-MAIN-4959ea63,29072.0,9016.34,KSM,Brucejack Gold Mine,33.333333333333336,9.090909090909093
YT-MAIN-03a159d7,,,Selwyn,,,
AB-MAIN-d3a4aba9,2132.0,30.0,The Cobalt Refinery Company Inc.,Fort Saskatchewan,30.303030303030297,28.57142857142857
AB-MAIN-d3a4aba9,4868.0,265.23,The Cobalt Refinery Company Inc.,Fort Saskatchewan,30.303030303030297,28.57142857142857
ON-MAIN-f4fc3276,,,Sugar Zone,,,
MB-MAIN-915d9faa,2278.0,266.67,Tanco,Bernic Lake Minesite,40.0,16.0
BC-MAIN-b1fe389a,,,Eskay Creek,,,
QC-MAIN-1d2f31f9,,,Kwyjibo,,,
NL-MAIN-bb23d8a6,,,Great Burnt Lake,,,
SK-MAIN-22ce14be,23273.0,12559.41,Santoy,Seabee,50.0,33.33333333333333
SK-MAIN-29afbdb5,23273.0,670.15,Seabee,Seabee,100.0,100.0
NS-MAIN-c9c77a59,30745.0,2151.35,Moose River Consolidated,Touquoy Mine,45.45454545454546,27.77777777777777
ON-MAIN-020a683c,3713.0,1864.39,Hamilton Works,ArcelorMittal Dofasco,41.666666666666664,28.57142857142857
ON-MAIN-020a683c,4045.0,3118.91,Hamilton Works,ArcelorMittal long Products Canada - Hamilton East,74.07407407407408,72.72727272727272
ON-MAIN-020a683c,1578.0,13922.85,Hamilton Works,"Laurel Steel, A division of Harris Steel ULC",50.0,31.034482758620683
ON-MAIN-020a683c,10568.0,10109.87,Hamilton Works,Mauser Canada Limited - Burlington,40.0,25.0
ON-MAIN-020a683c,31751.0,1004.3,Hamilton Works,Max Aicher (North America) Limited,35.71428571428571,20.83333333333333
ON-MAIN-020a683c,7134.0,1295.31,Hamilton Works,NATT Tools Group Inc.,25.0,28.57142857142857
ON-MAIN-020a683c,5768.0,13307.23,Hamilton Works,Glover Road,38.095238095238095,32.0
ON-MAIN-020a683c,7165.0,12639.39,Hamilton Works,Nova Steel Inc. - Stoney Creek,48.0,22.727272727272734
ON-MAIN-020a683c,2984.0,803.66,Hamilton Works,Hamilton,100.0,100.0
ON-MAIN-020a683c,27111.0,2005.33,Hamilton Works,Union Drawn Steel,45.45454545454546,25.80645161290323
ON-MAIN-020a683c,4834.0,11093.1,Hamilton Works,Mars Metal Company,33.333333333333336,31.25
ON-MAIN-b2e5c9bb,3855.0,1159.14,Lake Erie Works,Lake Erie,100.0,100.0
ON-MAIN-b2e5c9bb,953.0,18474.7,Lake Erie Works,Essex Group Canada Inc.,34.78260869565217,21.05263157894737
QC-MAIN-3032c251,,,Renard,,,
QC-MAIN-b5937543,,,Blackrock,,,
QC-MAIN-64595b02,31260.0,17508.57,Blackrock Pyrometallurgical Facility,3M Chicoutimi,36.36363636363637,20.40816326530613
QC-MAIN-64595b02,3062.0,11746.08,Blackrock Pyrometallurgical Facility,Usine Grande-Baie,29.411764705882348,18.867924528301884
BC-MAIN-a505d25d,5146.0,7939.18,Ootsa,Huckleberry Mines Ltd.,25.0,14.81481481481481
BC-MAIN-c5d1b42d,,,Berg,,,
QC-MAIN-6a26086e,4806.0,1116.76,Sorel Forge,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,54.54545454545454,25.0
QC-MAIN-6a26086e,4331.0,17051.95,Sorel Forge,Fonderie Laperle,45.45454545454546,51.851851851851855
NL-MAIN-b64bae7a,5013.0,5564.96,Scully,Carol Project,25.0,10.526315789473685
NL-MAIN-b64bae7a,5460.0,127.54,Scully,Wabush Mines - Scully,100.0,100.0
NL-MAIN-18695c6d,5013.0,4397.51,Scully Mine - Manganese project,Carol Project,66.66666666666667,40.90909090909091
NL-MAIN-18695c6d,5460.0,1140.91,Scully Mine - Manganese project,Wabush Mines - Scully,51.42857142857142,55.172413793103445
ON-MAIN-1aa10efa,,,Kenbridge,,,
BC-MAIN-23f67ea8,,,Aley,,,
BC-MAIN-6b4800fe,1303.0,207.18,Gibraltar,Gibraltar Mine (SFO),100.0,100.0
BC-MAIN-18bed6d7,,,Yellowhead,,,
NL-MAIN-e09881ff,26423.0,208.2,DSO (3 and 4),DSO Timmins Project,48.0,37.5
QC-MAIN-b8c826a2,,,DSO (Goodwood),,,
BC-MAIN-bf503b6b,3356.0,1955.4,Highland Valley,Teck Highland Valley Copper Partnership,100.0,100.0
BC-MAIN-193ddddb,,,Schaft Creek,,,
BC-MAIN-3bb6b7cd,3802.0,299.29,Trail,Trail Operations,100.0,100.0
QC-MAIN-2587e541,,,Strange Lake,,,
BC-MAIN-23155c25,2372.0,1178.34,Myra Falls,Myra Falls Mine Ltd,100.0,100.0
YT-MAIN-68c87980,,,Freegold Mountain,,,
QC-MAIN-b2148882,,,Troilus,,,
ON-MAIN-4a6187a4,4197.0,2078.55,RapidSX Demonstration Plant,Kingston Works,42.85714285714286,29.268292682926827
SK-MAIN-9dd2b7f8,1147.0,4548.99,Horseshoe-Raven,Rabbit Lake Operation,30.76923076923077,22.22222222222223
SK-MAIN-9dd2b7f8,4866.0,14754.13,Horseshoe-Raven,McClean Lake Operations,29.629629629629626,26.315789473684205
ON-MAIN-387b06fe,4541.0,19129.16,Welland Mill,Canadian Specialty Casting Inc.,44.44444444444444,18.604651162790702
ON-MAIN-387b06fe,5761.0,19250.14,Welland Mill,Niagara Investment Castings,33.333333333333336,20.51282051282051
ON-MAIN-387b06fe,3158.0,95.13,Welland Mill,Valbruna ASW Inc.,28.57142857142857,20.689655172413794
ON-MAIN-387b06fe,1471.0,13216.39,Welland Mill,Port Colborne Refinery,33.333333333333336,23.529411764705884
ON-MAIN-de2f9639,1465.0,106.41,Clarabelle,Clarabelle Mill,100.0,100.0
ON-MAIN-de2f9639,10202.0,17466.21,Clarabelle,Garson Mine,30.76923076923077,28.57142857142857
ON-MAIN-de2f9639,10203.0,3568.14,Clarabelle,Copper Cliff Mine (North),31.57894736842105,22.85714285714286
ON-MAIN-de2f9639,10201.0,10306.5,Clarabelle,Creighton Mine,46.15384615384615,33.33333333333333
ON-MAIN-de2f9639,10204.0,4391.73,Clarabelle,Copper Cliff Mine (South),31.57894736842105,22.85714285714286
ON-MAIN-de2f9639,10205.0,6181.74,Clarabelle,Frood-Stobie Mine,33.333333333333336,29.629629629629633
ON-MAIN-de2f9639,444.0,1937.93,Clarabelle,Copper Cliff Smelter,40.0,40.0
ON-MAIN-de2f9639,1467.0,6082.77,Clarabelle,Copper Cliff Nickel Refinery,31.57894736842105,31.578947368421055
ON-MAIN-6e9b2449,11154.0,6339.73,Coleman,McCreedy West Mine,33.333333333333336,24.0
ON-MAIN-6e9b2449,11608.0,3436.87,Coleman,Levack Mine,36.36363636363637,33.33333333333333
ON-MAIN-6e9b2449,1233.0,390.81,Coleman,Sudbury Operations Mines Mill - Onaping Area,44.44444444444444,15.686274509803923
ON-MAIN-6e9b2449,10199.0,5072.85,Coleman,Coleman Mine,100.0,100.0
ON-MAIN-f080c409,1465.0,1020.43,Copper Cliff Complex,Clarabelle Mill,33.333333333333336,28.57142857142857
ON-MAIN-f080c409,10202.0,18479.13,Copper Cliff Complex,Garson Mine,28.57142857142857,19.354838709677423
ON-MAIN-f080c409,10203.0,2590.16,Copper Cliff Complex,Copper Cliff Mine (North),78.78787878787878,75.0
ON-MAIN-f080c409,10201.0,9329.37,Copper Cliff Complex,Creighton Mine,33.333333333333336,29.411764705882348
ON-MAIN-f080c409,10204.0,3692.02,Copper Cliff Complex,Copper Cliff Mine (South),78.78787878787878,75.0
ON-MAIN-f080c409,10205.0,7172.51,Copper Cliff Complex,Frood-Stobie Mine,29.629629629629626,21.621621621621628
ON-MAIN-f080c409,444.0,1756.27,Copper Cliff Complex,Copper Cliff Smelter,83.33333333333334,80.0
ON-MAIN-f080c409,1467.0,5348.62,Copper Cliff Complex,Copper Cliff Nickel Refinery,78.78787878787878,75.0
ON-MAIN-63b394c3,1465.0,1674.83,Copper Cliff Complex,Clarabelle Mill,33.333333333333336,28.57142857142857
ON-MAIN-63b394c3,10202.0,18348.67,Copper Cliff Complex,Garson Mine,28.57142857142857,19.354838709677423
ON-MAIN-63b394c3,10203.0,2717.47,Copper Cliff Complex,Copper Cliff Mine (North),78.78787878787878,75.0
ON-MAIN-63b394c3,10201.0,10005.07,Copper Cliff Complex,Creighton Mine,33.333333333333336,29.411764705882348
ON-MAIN-63b394c3,10204.0,2787.53,Copper Cliff Complex,Copper Cliff Mine (South),78.78787878787878,75.0
ON-MAIN-63b394c3,10205.0,7486.91,Copper Cliff Complex,Frood-Stobie Mine,29.629629629629626,21.621621621621628
ON-MAIN-63b394c3,444.0,209.3,Copper Cliff Complex,Copper Cliff Smelter,83.33333333333334,80.0
ON-MAIN-63b394c3,1467.0,4471.64,Copper Cliff Complex,Copper Cliff Nickel Refinery,78.78787878787878,75.0
ON-MAIN-52224e1e,32933.0,16842.66,Creighton,Victoria Advanced Exploration Project,44.44444444444444,21.73913043478261
ON-MAIN-52224e1e,1465.0,10359.05,Creighton,Clarabelle Mill,37.5,33.33333333333333
ON-MAIN-52224e1e,10203.0,7380.97,Creighton,Copper Cliff Mine (North),36.36363636363637,23.529411764705884
ON-MAIN-52224e1e,10201.0,134.98,Creighton,Creighton Mine,100.0,100.0
ON-MAIN-52224e1e,10204.0,8726.09,Creighton,Copper Cliff Mine (South),36.36363636363637,23.529411764705884
ON-MAIN-52224e1e,10205.0,16037.65,Creighton,Frood-Stobie Mine,40.0,30.769230769230774
ON-MAIN-52224e1e,11877.0,13574.22,Creighton,Ellen Pit,40.0,33.33333333333333
ON-MAIN-52224e1e,444.0,10164.0,Creighton,Copper Cliff Smelter,36.36363636363637,27.58620689655173
ON-MAIN-52224e1e,1467.0,8518.36,Creighton,Copper Cliff Nickel Refinery,37.5,27.02702702702703
ON-MAIN-48fe2205,11588.0,11112.91,Garson,Nickel Rim South Mine,25.0,7.407407407407405
ON-MAIN-48fe2205,1465.0,17474.5,Garson,Clarabelle Mill,40.0,19.04761904761905
ON-MAIN-48fe2205,10202.0,158.58,Garson,Garson Mine,100.0,100.0
ON-MAIN-48fe2205,10205.0,11591.89,Garson,Frood-Stobie Mine,44.44444444444444,26.086956521739125
ON-MAIN-48fe2205,1236.0,4225.47,Garson,Sudbury Integrated Nickel Operations Smelter,50.0,16.0
ON-MAIN-48fe2205,444.0,18361.26,Garson,Copper Cliff Smelter,28.57142857142857,7.692307692307693
ON-MAIN-2e13aaa0,3158.0,13251.88,Port Colborne,Valbruna ASW Inc.,40.0,26.66666666666667
ON-MAIN-2e13aaa0,1471.0,62.06,Port Colborne,Port Colborne Refinery,100.0,100.0
MB-MAIN-e0a6250e,1473.0,482.89,Thompson (T-1 and T-3),Thompson Operations,64.28571428571428,59.25925925925926
ON-MAIN-28f3f0fc,32933.0,6554.77,Totten,Victoria Advanced Exploration Project,36.36363636363637,13.95348837209302
ON-MAIN-28f3f0fc,11878.0,59.19,Totten,Totten Mine,100.0,100.0
ON-MAIN-28f3f0fc,11877.0,9927.98,Totten,Ellen Pit,36.36363636363637,26.66666666666667
NL-MAIN-d9036091,28761.0,200.22,Long Harbour,Long Harbour Operations,100.0,100.0
NL-MAIN-2d8801d6,6093.0,700.24,Voisey’s Bay,Voisey's Bay Mine Site,91.66666666666666,64.70588235294117
QC-MAIN-860bbbfc,,,Lac Doré Vanadium,,,
YT-MAIN-e05ed9fe,32238.0,904.94,Eagle (Dublin Gulch),Eagle Gold Mine,64.28571428571428,51.42857142857143
QC-MAIN-d59f82aa,,,Sirmac,,,
NT-MAIN-b1b28b01,,,Nechalacho - T-Zone & Tardiff Zone,,,
AB-MAIN-63f096a6,,,Rainbow Lake,,,
QC-MAIN-be473617,,,Mont Sorcier,,,
ON-MAIN-3c468faa,,,Superior Lake,,,
ON-MAIN-cb85213a,11123.0,43.62,Eagle River,Eagle River Mine Site,100.0,100.0
ON-MAIN-cb85213a,10010.0,77.12,Eagle River,Eagle River Mine & Mill Complex,100.0,100.0
QC-MAIN-9de9bb0d,25188.0,16389.3,Kiena,Mine Canadian Malartic,50.0,22.22222222222223
QC-MAIN-9de9bb0d,8757.0,4286.35,Kiena,Division Goldex,40.0,20.0
QC-MAIN-9de9bb0d,2935.0,488.06,Kiena,Complexe minier Kiena,100.0,100.0
ON-MAIN-c5fefb01,11123.0,13853.86,Mishi,Eagle River Mine Site,40.0,23.07692307692308
ON-MAIN-c5fefb01,10010.0,13928.84,Mishi,Eagle River Mine & Mill Complex,40.0,16.66666666666667
BC-MAIN-feb13c30,3802.0,12296.81,Record Ridge,Trail Operations,30.000000000000004,28.57142857142857
YT-MAIN-5e0d8b48,,,Casino,,,
ON-MAIN-12c68d49,,,Eagle's Nest,,,
BC-MAIN-891d3cb5,,,Akie,,,
,25155.0,,,Hope Bay Project,,
,29389.0,,,Meliadine Gold Project,,
,33878.0,,,Goose Property,,
,28456.0,,,Mary River Mine Site,,
,28455.0,,,Milne Port Site,,
,29381.0,,,Silvertip Mine,,
,8600.0,,,Casa Berardi,,
,3414.0,,,HBMS Flin Flon Metallurgical Complex,,
,31795.0,,,Côté Gold,,
,11743.0,,,McEwen Ontario Black Fox Mill,,
,6425.0,,,Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE,,
,29897.0,,,Silver Lake Ontario Inc. - Sugar Zone Mine,,
,34791.0,,,Sullivan Mine,,
,11623.0,,,True North Gold Mine,,
,32987.0,,,Bonanza Ledge Mine,,
,2794.0,,,Endako Mine,,
,2371.0,,,Premier Gold Mine,,
,4922.0,,,Mine langlois,,
,10537.0,,,CALEDON TUBING,,
,11811.0,,,374 HAMILTON ROAD,,
,28947.0,,,Alumicast Technologies,,
,3219.0,,,APEL EXTRUSIONS,,
,11649.0,,,Bradken Foundry,,
,4819.0,,,Bradken Mont-Joli,,
,7825.0,,,E-Z-RECT MANUFACTURING - NORTH VANCOUVER,,
,6363.0,,,FONDERIE POITRAS LIMITÉE,,
,2396.0,,,Great Lakes Copper Ltd.,,
,7325.0,,,John Zubick Ltd.,,
,5649.0,,,Kaiser Aluminum Canada Limited,,
,1541.0,,,Lethbridge,,
,7154.0,,,Kennametal Stellite Belleville Facility,,
,701.0,,,Kubota Materials Canada Corporation,,
,11158.0,,,Lake Foundry (2020) Ltd.,,
,7080.0,,,"Magellan Aerospace, Haley",,
,4799.0,,,Magotteaux ltée,,
,11787.0,,,Maritime House Metals Inc - Napanee Facility,,
,7674.0,,,Meridian Lightweight Technologies Inc,,
,7675.0,,,Meridian Lightweight Technologies Inc. Plant E,,
,6366.0,,,Métallurgie Castech inc.,,
,4761.0,,,MOLTEN METALLURGY - PARIS,,
,11713.0,,,Neo Performance Materials ULC - Peterborough Facility,,
,11372.0,,,Ramsden Industries Ltd.,,
,2544.0,,,Riverside Brass - Waterloo Street,,
,4978.0,,,Riverside Brass - Hamilton Road,,
,3032.0,,,Sivaco Ontario,,
,31796.0,,,Soucy Belgen inc.,,
,32448.0,,,Soucy Belgen Sainte-Claire inc,,
,10418.0,,,Standard Brass & Aluminum Foundry Ltd.,,
,21.0,,,Bolton Plant,,
,5183.0,,,Tree Island Industries Ltd.,,
,4472.0,,,WABTEC FOUNDRY LIMITED,,
,23568.0,,,Integra,,
