,main_id,name,latitude,longitude,modis_2001,modis_2002,modis_2003,modis_2004,modis_2005,modis_2006,modis_2007,modis_2008,modis_2009,modis_2010,modis_2011,modis_2012,modis_2013,modis_2014,modis_2015,modis_2016,modis_2017,modis_2018,modis_2019,modis_2020,modis_2021,modis_2022,modis_2023
124,AB-MAIN-0400fad0-1,AltaSteel,53.492783,-113.387962,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
125,ON-MAIN-621e4f9d-1,ArcelorMittal Dofasco,43.269132,-79.805204,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water
126,QC-MAIN-0d3e2477-1,Arvida,48.430174,-71.165521,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
127,QC-MAIN-a80a23b5-1,Baie-Comeau,49.2562,-68.1491,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
128,AB-MAIN-d0340ea2-1,Baymag,51.060022,-115.210061,Savannas,Savannas,Savannas,Savannas,Woody Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
129,QC-MAIN-1cdc4109-1,Bécancour,46.381,-72.3852,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
130,QC-MAIN-e6f9d1aa-1,Becancour Silicon,46.37,-72.39,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands
131,ON-MAIN-ab3beaca-1,Blind River,46.180896,-83.017246,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
132,ON-MAIN-b8eb9cec-1,Brampton,43.691066,-79.722125,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
133,ON-MAIN-5d575b1c-1,Brampton Division,43.736239,-79.666841,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
134,AB-MAIN-9e5c8260-1,Calgary Facility,51.02419,-114.031993,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
135,ON-MAIN-6d63265c-1,Cambridge Mill,43.37,-80.28,Cropland/Natural Vegetation Mosaic,Cropland/Natural Vegetation Mosaic,Cropland/Natural Vegetation Mosaic,Cropland/Natural Vegetation Mosaic,Cropland/Natural Vegetation Mosaic,Savannas,Urban & Built-up,Savannas,Cropland/Natural Vegetation Mosaic,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas
136,QC-MAIN-7aedd1d1-1,Canadian Electrolytic Zinc Limited (CEZinc),45.228312,-74.097205,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
137,QC-MAIN-b82e1010-1,CCR,45.627518,-73.511778,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
138,QC-MAIN-e346178b-1,Contrecœur East,45.837723,-73.249081,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
139,QC-MAIN-8395491a-1,Contrecœur West,45.819938,-73.263268,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
140,QC-MAIN-d5f7f7a9-1,Contrecœur-Feruni,45.83316,-73.260949,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
141,ON-MAIN-79b5b7f0-1,Copper Cliff Complex,46.4801,-81.0569,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
142,QC-MAIN-a131cab8-1,Deschambault,46.6939,-71.9467,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests
143,QC-MAIN-7af0f951-1,Elkem Chicoutimi,48.412769,-71.131239,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
144,SK-MAIN-df629bdd-1,EVRAZ Regina,50.515263,-104.623843,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
145,AB-MAIN-e7f96788-1,GenAlta Recycling Inc.,53.588119,-113.274102,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands
146,MB-MAIN-88871a03-1,General Scrap,49.928603,-97.019187,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
147,QC-MAIN-4201fced-1,General Smelting Company of Canada,45.448518,-73.676345,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
148,QC-MAIN-5dd926d1-1,Grande-Baie,48.3058,-70.9258,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands
149,ON-MAIN-c630ce3f-1,Hamilton Parkdale Division,43.260957,-79.782925,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
150,ON-MAIN-4181dc29-1,Hamilton Works,43.275,-79.819,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water
151,QC-MAIN-6ac74402-1,Horne,48.2534,-79.0151,Permanent Wetlands,Woody Savannas,Permanent Wetlands,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Permanent Wetlands,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
152,MB-MAIN-1d0c2cb3-1,Industrial Metals,49.88847,-97.098232,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
153,ON-MAIN-9326076c-1,Ivaco Rolling Mills,45.6119,-74.704435,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
154,ON-MAIN-a427926b-1,Kingston Operation,44.2615,-76.5121,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
155,BC-MAIN-637c52c2-1,Kitimat,53.9976,-128.6954,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water
156,ON-MAIN-f7c901fd-1,Lake Erie Works,42.8001,-80.0937,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
157,QC-MAIN-ef20c691-1,Laterrière,48.3013,-71.1287,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Woody Savannas,Grasslands,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas
158,NL-MAIN-06a353b2-1,Long Harbour,47.410938,-53.811792,Evergreen Needleleaf Forest,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
159,MB-MAIN-90b02c47-1,Manitoba Mill,50.130273,-96.893633,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
160,ON-MAIN-8869c24c-1,Mississauga,43.7058,-79.6671,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
161,ON-MAIN-f43e32c4-1,Mississauga,43.60506,-79.57979,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
162,AB-MAIN-feb0ef06-1,Navajo Metals Inc.,51.001803,-114.032869,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
163,QC-MAIN-2cd944d9-1,Niobec Converter,48.531738,-71.158168,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Woody Savannas,Savannas,Savannas,Savannas,Savannas
164,ON-MAIN-dd48cf98-1,Ottawa,45.431332,-75.69922,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water
165,ON-MAIN-2e8f3879-1,Ottawa Plant,45.298042,-75.562391,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
166,ON-MAIN-d1b9bbe6-1,Port Colborne,42.883,-79.24,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
167,ON-MAIN-7aca343d-1,Port Hope,43.9429,-78.2943,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water,Water
168,QC-MAIN-3af5b4c3-1,Port-Cartier,50.03213,-66.797531,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands
169,BC-MAIN-bcfb90e1-1,Richmond,49.194196,-123.092001,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
170,BC-MAIN-16a191d7-1,Richmond,49.201528,-123.086842,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
171,QC-MAIN-662f8a99-1,Rio Tinto Iron and Titanium,46.045907,-73.138424,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
172,QC-MAIN-d7a77a42-1,Sainte-Catherine,45.402369,-73.601869,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
173,ON-MAIN-41376f49-1,Sault Ste. Marie Division,46.524326,-84.395602,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
174,MB-MAIN-a67682ea-1,Selkirk Division,50.133771,-96.911166,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands
175,ON-MAIN-cc6e92f1-1,Smiths Falls Operation,44.912968,-76.063979,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
176,QC-MAIN-6cad640b-1,Sorel Forge,46.045865,-73.124998,Urban & Built-up,Barren,Barren,Barren,Barren,Barren,Barren,Urban & Built-up,Barren,Urban & Built-up,Barren,Barren,Barren,Urban & Built-up,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Urban & Built-up
177,ON-MAIN-ce39294f-1,Sudbury,46.5763,-80.7993,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
178,AB-MAIN-e029cb1f-1,The Cobalt Refinery Company Inc.,53.719929,-113.19011,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
179,BC-MAIN-9be7e69d-1,Trail,49.0999,-117.7137,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
180,QC-MAIN-746467df-1,Vaudreuil,48.428476,-71.157919,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
181,BC-MAIN-7470aff6-1,Victoria Depot,48.43732,-123.37692,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
182,ON-MAIN-10a30e3e-1,Welland Mill,42.998265,-79.235065,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
183,SK-MAIN-42af1816-1,Wheat City Metals Inc.,50.525046,-104.639712,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
184,ON-MAIN-34211858-1,Whitby Division,43.851906,-78.910676,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
185,ON-MAIN-1252073c-1,Whitby Mill,43.86,-78.91,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
186,QC-MAIN-a07b1ea4-2,Alma,48.5847,-71.6897,Grasslands,Grasslands,Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
187,QC-MAIN-f6f57dd6-1,Elysis,48.43214,-71.17565,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
