,main_id,name,latitude,longitude,modis_2001,modis_2002,modis_2003,modis_2004,modis_2005,modis_2006,modis_2007,modis_2008,modis_2009,modis_2010,modis_2011,modis_2012,modis_2013,modis_2014,modis_2015,modis_2016,modis_2017,modis_2018,modis_2019,modis_2020,modis_2021,modis_2022,modis_2023
55,NS-MAIN-1f720bce-1,Stellarton,45.566074,-62.682864,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
56,AB-MAIN-fe3207ad-1,Coal Valley,53.072796,-116.786616,Woody Savannas,Grasslands,Grasslands,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Woody Savannas,Woody Savannas,Woody Savannas
57,SK-MAIN-4422e7f6-1,Estevan,49.087329,-102.864956,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
58,AB-MAIN-0d96b8b1-1,Genesee,53.323876,-114.267236,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
59,SK-MAIN-bba063c3-1,Poplar River,49.217566,-105.472585,Grasslands,Grasslands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands,Croplands
60,MB-MAIN-27fe043e-1,Tanco,50.4291,-95.4502,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
61,NL-MAIN-3fb87140-1,Nugget Pond,49.845,-55.7753,Permanent Wetlands,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
62,BC-MAIN-040f6522-1,Highland Valley,50.4855,-121.0483,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Barren,Barren,Barren,Barren,Barren,Barren,Barren
63,BC-MAIN-15627f87-1,Mount Milligan,55.118,-124.031,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Woody Savannas,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Woody Savannas
64,NL-MAIN-bd410410-1,Ming,49.915,-56.087,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
65,BC-MAIN-435152ad-1,Copper Mountain,49.331,-120.533,Grasslands,Grasslands,Grasslands,Barren,Barren,Barren,Barren,Barren,Grasslands,Grasslands,Barren,Barren,Barren,Barren,Barren,Barren,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
66,YT-MAIN-68063961-1,Minto,62.618875,-137.23858,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Savannas,Savannas,Grasslands,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas
67,BC-MAIN-1342ed5d-1,Gibraltar,52.528495,-122.28716,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
68,ON-MAIN-dcf3194d-1,McCreedy West,46.638059,-81.39894,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
69,ON-MAIN-af5d904f-1,Kidd Creek,48.6894,-81.37,Barren,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Savannas,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
70,NT-MAIN-7e17e361-1,Ekati,64.715,-110.618,Open Shrublands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
71,NT-MAIN-debdc8cf-1,Gahcho Kué,63.44528,-109.21194,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Barren
72,NT-MAIN-72d9e68b-1,Diavik,64.495,-110.272,Permanent Wetlands,Permanent Wetlands,Water,Water,Permanent Wetlands,Water,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Water,Water,Water,Water,Water
73,QC-MAIN-410d5427-1,Renard,52.813913,-72.190579,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas
74,QC-MAIN-31468429-1,Fire Lake,52.352998,-67.363935,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Grasslands,Grasslands
75,QC-MAIN-e37f7069-1,Mont-Wright,52.757053,-67.330058,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Barren,Barren,Barren,Barren,Grasslands,Grasslands,Grasslands,Grasslands
76,NU-MAIN-2375f916-1,Mary River,71.340446,-78.556869,Grasslands,Grasslands,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
77,QC-MAIN-a3f1b673-1,Bloom Lake,52.84,-67.28,Savannas,Savannas,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Savannas,Savannas,Woody Savannas,Savannas,Savannas,Savannas,Barren,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
78,NL-MAIN-2d168cf5-1,Carol Lake,53.039755,-66.936774,Savannas,Barren,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
79,NL-MAIN-26e5bd2d-1,Scully,52.907129,-66.912573,Barren,Barren,Barren,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas
80,NL-MAIN-c5737f5f-1,DSO (3 and 4),54.890828,-67.081916,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
81,QC-MAIN-696faf4f-1,DSO (Goodwood),55.09939,-67.34778,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
82,QC-MAIN-dc872009-1,Lac Tio,50.5541,-63.416,Permanent Wetlands,Woody Savannas,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Woody Savannas,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Savannas,Evergreen Needleleaf Forest,Woody Savannas,Woody Savannas
83,QC-MAIN-4c223b8f-1,North American Lithium,48.4115,-77.80934,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
84,QC-MAIN-a55bfb50-1,Niobec,48.532148,-71.156929,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Woody Savannas,Savannas,Savannas,Savannas,Savannas
85,MB-MAIN-c8fbe1c0-1,Thompson (T-1 and T-3),55.7152,-97.8444,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
86,NL-MAIN-be92136a-1,Voisey’s Bay,56.331659,-62.090855,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas
87,ON-MAIN-7b682137-1,Nickel Rim South,46.657982,-80.796793,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
88,ON-MAIN-8d7da620-1,Totten,46.381174,-81.454839,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
89,ON-MAIN-e79f2bec-1,Strathcona,46.6734,-81.3427,Deciduous Broadleaf Forest,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Woody Savannas
90,ON-MAIN-22af9c76-1,Clarabelle,46.495822,-81.056782,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
91,ON-MAIN-48489720-1,Coleman,46.6771,-81.3397,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
92,ON-MAIN-20ca68bc-1,Copper Cliff Complex,46.491445,-81.068205,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Urban & Built-up,Savannas,Urban & Built-up,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Urban & Built-up,Urban & Built-up,Grasslands,Urban & Built-up,Urban & Built-up
93,ON-MAIN-9e805c41-1,Creighton,46.474,-81.1861,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
94,ON-MAIN-eba2313b-1,Garson,46.568,-80.857,Grasslands,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
95,ON-MAIN-2a7426bd-1,Fraser,46.6633,-81.3404,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
96,QC-MAIN-2747f5c0-1,Nunavik Nickel,61.420856,-74.1375,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
97,QC-MAIN-5a8a80ca-1,Raglan,61.687171,-73.674669,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Grasslands,Barren,Grasslands,Barren,Barren,Barren,Barren,Grasslands,Barren,Barren,Barren,Barren,Barren,Barren,Barren
98,ON-MAIN-bf708684-1,Lac des Iles,49.1691,-89.6105,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
99,NL-MAIN-f9946847-1,Beaver Brook,48.715909,-55.196,Savannas,Savannas,Savannas,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
100,SK-MAIN-3fcec2e7-1,Cigar Lake,58.06819,-104.54123,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
101,SK-MAIN-cbbe4602-1,Key Lake,57.207,-105.647,Open Shrublands,Grasslands,Grasslands,Grasslands,Open Shrublands,Grasslands,Open Shrublands,Open Shrublands,Grasslands,Grasslands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Open Shrublands,Grasslands,Grasslands,Grasslands,Grasslands
102,SK-MAIN-fa315b6c-1,McArthur River,57.7637,-105.053,Grasslands,Grasslands,Savannas,Grasslands,Savannas,Grasslands,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
103,SK-MAIN-cec62931-1,McClean Lake,58.3472,-103.8361,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas
104,AB-MAIN-088a29d1-1,Horizon,57.3382333333333,-111.774947222222,Evergreen Needleleaf Forest,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
105,AB-MAIN-c1f37e9f-1,Jackpine,57.2490361111111,-111.379855555556,Evergreen Needleleaf Forest,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
106,AB-MAIN-3014a94d-1,Muskeg River,57.2465,-111.512,Grasslands,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
107,AB-MAIN-bfdf3cbd-1,Kearl,57.396911,-111.066731,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Mixed Forests,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Barren,Barren,Barren,Grasslands
108,AB-MAIN-49171f37-1,Fort Hills,57.3952,-111.572,Mixed Forests,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
109,AB-MAIN-189a0c74-1,Millennium and Steepbank,56.8719,-111.34,Mixed Forests,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Water,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Barren,Grasslands
110,AB-MAIN-0b9235e1-1,Aurora North and South,57.3134,-111.458,Woody Savannas,Grasslands,Grasslands,Water,Water,Water,Water,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Grasslands,Grasslands,Grasslands,Barren
111,AB-MAIN-2a973ac9-1,Mildred Lake,57.0,-111.4667,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas
112,BC-MAIN-eb5b0a1d-1,Myra Falls,49.57,-125.59,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Barren,Evergreen Needleleaf Forest,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
113,QC-MAIN-36e82d90-1,A.S.I. - Ste Catherine,45.397642,-73.60497,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
114,NB-MAIN-6593e458-1,AIM Recycling Atlantic,45.261306,-66.064603,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
115,ON-MAIN-0dc1ca23-1,AIM Recycling Hamilton,43.259378,-79.778036,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
116,QC-MAIN-8ca456ee-1,AIM Recycling La Prairie,45.396324,-73.500867,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
117,QC-MAIN-a8bc675a-1,AIM Recycling Laval,45.66641,-73.644813,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Grasslands,Savannas,Savannas,Savannas,Savannas,Savannas,Savannas,Grasslands,Savannas
118,QC-MAIN-4e8715a9-1,AIM Recycling Lévis,46.74789,-71.177734,Woody Savannas,Woody Savannas,Savannas,Woody Savannas,Savannas,Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Savannas,Savannas,Savannas,Grasslands,Grasslands
119,QC-MAIN-41c4b402-1,AIM Recycling Montréal-Est,45.6309,-73.5522,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
120,ON-MAIN-a4f158ba-1,AIM Recycling Ottawa East,45.407485,-75.606364,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
121,ON-MAIN-fc4f3bb2-1,Algoma Steel,46.52055,-84.36664,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
122,QC-MAIN-a07b1ea4-1,Alma,48.5847,-71.6897,Grasslands,Grasslands,Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Woody Savannas,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Woody Savannas,Woody Savannas,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands,Grasslands
123,QC-MAIN-9245d5f2-1,Alouette,50.1571,-66.4429,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up,Urban & Built-up
